Country,Nominal Value (SUM)_exporter,Tons (SUM)_exporter,Price_exporter,Nominal Value (SUM)_importer,Tons (SUM)_importer,Price_importer,Difference,Ratio
Georgia,3325142497.095176,3207071.0026901504,1036.8159901374136,281721788.9801604,397076.2758514656,709.4903576801554,2809994.7268386846,7.076712706678603
Germany,89018226976.43394,88579845.25926901,1004.949000710961,88677092111.66151,90272564.07596174,982.326059078618,-1692718.8166927248,-0.018751199038373953
Ghana,14337135.763652802,19985.163341994103,717.3889709235798,1119077475.5459478,1367029.0827259142,818.6200935202195,-1347043.91938392,-0.9853805865621067
Gibraltar,305113.66758728033,11420.482718923851,26.71635473706413,1785959.4535168414,752.2117676298932,2374.277471281967,10668.270951293958,14.182536634474737
Greece,1151906030.269097,1696099.1503468496,679.1501723431288,3474833626.0846643,4220121.002341709,823.396680843158,-2524021.8519948595,-0.5980922941769445
Greenland,35457.15275430679,3.130999891666697,11324.54614536323,3548608.78350687,668.724468012525,5306.53348763127,-665.5934681208583,-0.9953179522487459
Grenada,220086.1480712891,161.11200000000002,1366.04441674915,1264031.8887405396,850.1075781480952,1486.908152841258,-688.9955781480951,-0.8104804566605885
Guatemala,92792973.6718502,90205.831898311,1028.6804269645856,2346270897.564175,3774583.045759258,621.5973709202688,-3684377.2138609467,-0.9761017757975528
Guinea,20007.62976074219,7.856500005960465,2546.633964941522,114039014.34939504,138656.1370216189,822.4591914861611,-138648.28052161293,-0.999943338245427
Guyana,9753.115692138672,5.12599982374907,1902.6757759436296,27800199.296369173,24546.68948936737,1132.5437309341075,-24541.563489543623,-0.9997911734767343
Haiti,3900.323684692383,1.299000000026077,3002.5586486636525,98462356.85493708,131789.43017277488,747.1187691293127,-131788.13117277485,-0.9999901433673526
Holy See Vatican,160.199996948242,0.001,160199.99694824198,1176.6650390625,0.006,196110.83984375,-0.005,-0.8333333333333334
Honduras,335027017.54973745,387992.9529382464,863.4873778314754,540968937.9990385,818502.1142796295,660.9255230515191,-430509.1613413831,-0.5259719600361421
Hong Kong SAR,679394449.123818,591590.9697301207,1148.4192353946048,4037467354.2416096,3832247.641794162,1053.5507440096874,-3240656.6720640413,-0.8456281991596053
Hungary,4183076335.73447,5252171.990467486,796.4469448690202,8361944033.297042,9171498.819103634,911.731462678669,-3919326.828636148,-0.42733765831953724
Iceland,1855524135.0732296,1097975.9277186082,1689.9497413651566,66450921.12778636,65148.45591389704,1019.9922652903808,1032827.4718047112,15.853445140276841
India,51749145456.06774,74711860.66285118,692.6496676289961,33472673451.34545,36906101.84576637,906.9685438801016,37805758.81708481,1.0243769167244532
Indonesia,40872155430.210304,30249628.87418372,1351.1622109550003,38978441914.07787,60312149.5854518,646.278439451942,-30062520.711268075,-0.4984488352330193
Iran,13220624793.080765,30029320.94280184,440.2572012288479,7949871192.424562,11110597.684718875,715.5214704028509,18918723.258082964,1.7027637751750393
Iraq,27240678.72789884,73630.91662351784,369.9625100035509,1126934897.351327,2057563.99968118,547.703448119206,-1983933.0830576622,-0.9642145193855807
Ireland,178949058.11944404,140487.44697474496,1273.7725823404935,999302992.2996156,710795.9986253692,1405.8928218957326,-570308.5516506243,-0.8023519445151098
Israel,19025720.094228864,12535.720575912705,1517.7204995129398,1187460436.2579885,1312081.860371086,905.0200845869084,-1299546.1397951734,-0.9904459310394191
Italy,32390928831.592564,28415040.13672189,1139.9219806039434,88060797847.88136,117448519.58344412,749.7821016408509,-89033479.44672222,-0.7580638714093476
Jamaica,122702.02780151369,86.6453392124351,1416.141120997583,37383983.70446205,28958.80018438977,1290.9368988503147,-28872.154845177334,-0.9970079789680257
Japan,104414097067.09642,136886304.25688353,762.7797217108797,31232097520.157257,33522401.366582133,931.6784074810332,103363902.8903014,3.083427758052649
Jordan,17807649.435503483,29720.211103241367,599.1764114206219,1496868676.2440412,3085192.323113447,485.1784003965963,-3055472.1120102056,-0.9903668206093392
Kazakhstan,7362530433.754189,12277005.262132498,599.7008453244997,2180734147.500284,4203708.422588903,518.7643690466174,8073296.839543594,1.9205177971338838
Kenya,123140423.7549217,132973.30847603892,926.0536957844512,3255244263.914308,5835548.530174124,557.8300389555968,-5702575.221698085,-0.9772132289212456
Kosovo,2746388.000526428,1544.515582611437,1778.1549318414054,27582184.85571123,32967.111959394104,836.6576025732694,-31422.59637678267,-0.953149806251945
Kuwait,281650181.3634769,429972.2170310564,655.0427451063276,1271648237.3541682,2389517.51029811,532.1778274792891,-1959545.2932670536,-0.8200589804519096
Kyrgyzstan,6258819.638039112,9027.45957854899,693.3090736746462,119653255.24580902,131755.4070799751,908.1468297781502,-122727.9475014261,-0.9314831946663915
Laos,178042.52414703375,423.8808578381228,420.0296400622719,99714950.51783776,101760.41229846832,979.899238471724,-101336.53144063019,-0.9958345210257712
Latvia,1001989156.3397498,1193000.824098155,839.8897436614936,1406514859.7801063,1649579.8957952429,852.6503404686817,-456579.07169708796,-0.27678506076662424
Lebanon,22002189.41103602,35154.4341363581,625.8723814382348,524532202.6598542,658570.0020538028,796.4714472630986,-623415.5679174447,-0.9466200494606098
Lesotho,227963.92775368705,270.7958896498194,841.8293499523917,190136136.21685496,128885.4201620218,1475.233862587676,-128614.62427237198,-0.9978989408630596
Liberia,943589.1610393524,659.3486014333041,1431.0929893354755,53737475.97597194,56862.56245792474,945.0414060346787,-56203.213856491435,-0.9884045218341825
Libya,1155451021.1116605,3217795.641307727,359.0815421212019,677062268.5412962,1266585.6862986973,534.5570188147741,1951209.9550090297,1.5405274006458956
Liechtenstein,5020259.818689823,2325.1269183836384,2159.133670939462,79547459.3364134,59706.08622644997,1332.3174296621985,-57380.959308066325,-0.9610571205494022
Lithuania,240476659.21864283,230077.97278629863,1045.196358027731,764100693.9171971,663206.6334212334,1152.1306564373297,-433128.6606349348,-0.6530825218086059
Luxembourg,2883619487.726397,3097845.497596222,930.8467739801569,3802382540.839087,5107006.702349416,744.5423048083816,-2009161.204753194,-0.3934126821938385
Macao,259553.88485717773,85.56801126913189,3033.3050985702894,32124562.65155888,13834.50158713163,2322.061438154015,-13748.933575862498,-0.9938148829771559
Macedonia,435645653.348952,399088.0137417044,1091.602950598532,750592624.4246098,1412677.0074170255,531.3264252789194,-1013588.9936753211,-0.717495215363201
Malawi,96738.06165647508,109.91055297673245,880.1526244432059,47725878.08187913,46062.21901649975,1036.1176491471992,-45952.30846352302,-0.9976138676050895
Malaysia,16219782813.539888,22937731.70021364,707.1223530524086,18147033816.103428,20231864.613098267,896.9531065542469,2705867.0871153735,0.13374284273153814
Maldives,39060.97884225845,16.501349999964237,2367.138376093053,21802996.669049144,17336.36474562727,1257.6452439112695,-17319.863395627304,-0.9990481655040092
Mali,465200.9325828552,1245.4677053262171,373.51505028467056,92761277.20304716,126559.39617130053,732.946584839051,-125313.92846597431,-0.9901590261726562
Malta,26833052.11945575,23228.81926076255,1155.1621207360015,49077523.82625657,26858.362025516373,1827.271662346022,-3629.5427647538236,-0.13513641529240064
Mauritania,667640.4223060608,895.9744506509481,745.1556479328212,89376973.76624604,118563.37758465932,753.8328916315415,-117667.40313400837,-0.9924430758561076
Mauritius,4620628.302507162,2940.5763431827822,1571.334243104856,96317900.5777243,162590.31175864278,592.3963090783873,-159649.73541546,-0.9819141970307066
Mexico,13829343505.060364,19435840.210043658,711.5382384093648,55861338380.37755,72909064.45926283,766.1782357883563,-53473224.24921918,-0.7334235413087323
Moldova,813615.9289898872,886.6557398238544,917.6232583251788,190616316.20725584,309176.5732303961,616.5289763568535,-308289.9174905722,-0.997132202706823
Monaco,15883.0302734375,10.14,1566.3737942246055,378624.8210449219,383.72980241937535,986.696416743586,-373.58980241937536,-0.9735751564354179
Mongolia,2907602.2699813843,21928.63192096857,132.59387454997042,39951511.61900997,48151.06451905895,829.7119080969961,-26222.432598090378,-0.5445867679147804
Montenegro,10238917.634803772,69691.0875985324,146.91860878663329,26074796.376479503,20269.212703468304,1286.4237382055692,49421.87489506409,2.4382730408965227
Morocco,143860635.05097067,176776.16254139182,813.8010972903994,5263241360.568234,9503845.89455487,553.8012104745674,-9327069.732013479,-0.9813995129442625
Mozambique,3172432.465283394,3455.4939526883977,918.083639768844,340177123.32306784,410144.9957802517,829.4069824646322,-406689.5018275633,-0.9915749454747954
Myanmar,90244512.4957044,113304.5487512292,796.4774008662682,680024680.6834549,848206.7783111357,801.7204036466813,-734902.2295599065,-0.8664187181139605
Namibia,2660085.1227471903,1841.2266596793847,1444.735284905333,214867915.2169313,207560.93162498192,1035.2040412169258,-205719.70496530255,-0.9911292233790602
Nepal,153785659.50578696,171350.53671198437,897.491554195004,5867055307.760207,12218341.598721469,480.18425907932857,-12046991.062009484,-0.985975957921334
Netherlands,32825137290.035072,36257377.36388973,905.3367804458752,25829576408.22121,26523570.03676367,973.8348334111688,9733807.32712606,0.3669870727671376
Netherlands Antilles,1083477.534081936,1116.5749085513498,970.3581244608528,1365085.2288188934,1035.8233618545423,1317.874532560107,80.75154669680751,0.07795880038101247
New Caledonia,6981.7827577591,0.2134249992668629,32713.050400572803,58070908.7330494,47873.58428544823,1213.0052428662789,-47873.370860448966,-0.9999955419047383
New Zealand,316010633.5315395,486779.7224852063,649.1861080781633,802094082.4310291,563092.3144797585,1424.4450897400093,-76312.59199455217,-0.13552412283420606
Nicaragua,1095889.9850234988,929.4031298428056,1179.13309072765,232675724.9044321,237658.31053029705,979.0346669773631,-236728.90740045425,-0.9960893304014112
Niger,2674918.9541625977,5630.316782942279,475.0920875831687,11645133.93021536,13650.878669120388,853.0684516710108,-8020.561886178109,-0.5875491300293656
Nigeria,17654700.34740001,35020.99039331558,504.1176776876574,3349487664.6732664,4495959.949205841,744.9994445045967,-4460938.9588125255,-0.9922105644202854
Norway,12081997609.127382,9286993.758317117,1300.9589457629556,1650815276.010776,1332272.838937529,1239.0969985752174,7954720.919379588,5.970789681281335
Oman,10357274964.514242,19289211.250886977,536.9465256925932,3761185634.257,8013817.119413342,469.33759258688207,11275394.131473634,1.4069941905910448
"Other Africa, nes.",16391.730127334602,40.02,409.5884589538881,26384.0,12.033,2192.6369151500044,27.987000000000002,2.3258539017701323
"Other Europe, nes.",391254118.2239097,184864.2262110095,2116.4404073361425,681608682.0853897,284886.35210032866,2392.5634803500416,-100022.12588931917,-0.3510948318580537
Pakistan,635987076.230025,1317686.5965658154,482.6542805304,6718553677.5920725,12262810.411300946,547.880416662114,-10945123.814735131,-0.8925461168875706
Panama,23206472.130984783,33002.79877412007,703.1667916959422,107441358.4568014,89597.1514822729,1199.1604273050918,-56594.35270815282,-0.6316534819675624
Papua New Guinea,382116.85705566406,329.2911318075163,1160.4225566542937,106431657.30805744,94477.52477722098,1126.5288496817038,-94148.23364541346,-0.9965146088174517
Paraguay,117475222.50195312,71888.48416210413,1634.1313058855671,359449764.9317445,445106.17073288537,807.5596083961179,-373217.6865707812,-0.8384913782620969
Peru,52767026.54386096,75162.89780818972,702.0355532129508,5007955208.08496,7356144.083974414,680.7853613138091,-7280981.186166224,-0.9897822966828594
Philippines,82176148.25113654,127971.40538638436,642.1446103762157,15019765858.867268,25353026.888429463,592.4249567897529,-25225055.48304308,-0.9949524210284814
Poland,10967624181.263657,12284199.590373844,892.8236716259572,28368414405.240227,31362045.701477565,904.5460450911752,-19077846.11110372,-0.6083100028836737
Portugal,2107408885.9481337,3154058.7357295635,668.1577809807876,6270836265.219876,7301240.646978665,858.8726996438363,-4147181.9112491016,-0.5680105768004308
Qatar,2501066251.269365,5021467.90746731,498.0747258286937,1352232069.2628162,2332840.561294206,579.6504449119442,2688627.3461731044,1.1525122594239858
"Rest of America, nes.",839466.8291029936,185.2472933613895,4531.601049983065,453.0,0.028,16178.571428571428,185.2192933613895,6614.974762906768
Romania,6039679485.829004,5259963.711785918,1148.2359606960763,8053914572.835182,8224477.15083549,979.2615901446112,-2964513.4390495718,-0.360450079036139
Russia,120611447523.8844,257112971.5436996,469.0990376710144,8183999272.6612625,9033377.85568078,905.9733140150478,248079593.6880188,27.46255029418592
Rwanda,36635.99935531616,476.0035000000475,76.96581927509463,20034582.63759613,24762.66702384495,809.0640082630858,-24286.663523844905,-0.9807773734734758
Réunion,2754250.282409668,2410.103902182305,1142.7931716619123,16688350.99812746,18814.334484967523,887.0019299094154,-16404.230582785218,-0.8719006561668202
Saint Barthelemy,133.8957901000977,0.0519833862857952,2575.7419757913235,798519.1033477784,668.4660060658446,1194.5545414453334,-668.4140226795588,-0.999922234809528
Saudi Arabia,1438406004.1974971,2479399.244220828,580.1429550122849,13134260446.104055,21500635.796026144,610.8777698811863,-19021236.551805317,-0.8846825150780386
Senegal,168535959.08135608,247077.72900618968,682.1171611025047,339129533.80101687,490193.80900496006,691.8274518591184,-243116.07999877038,-0.4959590993045577
Serbia,3059534388.2143893,4119606.509794275,742.6763650704049,1100340518.8090034,1045180.9187793684,1052.7751693879504,3074425.5910149063,2.941524798027718
Seychelles,725351.3877258302,521.0339679647543,1392.138386983048,11883695.582148371,8766.43715205688,1355.5901189983535,-8245.403184092125,-0.9405649114997072
Sierra Leone,4525769.121688128,4798.611502280001,943.1413898661656,112519531.78569268,110053.00237706574,1022.412195536257,-105254.39087478573,-0.9563972686011881
Singapore,1830059999.0306792,1185277.780987235,1543.9924955873178,4169991911.938944,3996364.760029433,1043.446272383863,-2811086.9790421976,-0.703411011716932
Slovakia,17279009951.09066,19858978.59771016,870.085531643758,6884878044.178451,6562546.766974296,1049.1167969767882,13296431.830735862,2.026108506784214
Slovenia,5975934761.535737,3591115.166489587,1664.088865013309,5355121761.215453,5543984.303930734,965.9337883439936,-1952869.1374411471,-0.35225012019903185
Solomon Islands,65920.15185546875,56.73790019989014,1161.8362967827347,8127903.647392273,6095.048627119024,1333.5256442792531,-6038.310726919134,-0.9906911488864186
Somalia,110155.46368408205,124.378,885.6507073926421,285446407.04459345,313946.32468594454,909.2204131713888,-313821.9466859445,-0.9996038239972248
South Africa,14636942775.507751,18149958.166817404,806.4449868687681,3713349054.846002,4171715.441805856,890.1252030839775,13978242.725011548,3.35071816858166
South Korea,91325102746.91136,110019707.99012128,830.0794868053227,48245661160.33283,63222236.21991466,763.1122219801474,46797471.770206615,0.7402058922342527
South Sudan,32037.894989013672,11.83599999961257,2706.8177585385583,4209766.922091961,3069.1427168035148,1371.6426085510927,-3057.306716803902,-0.9961435485111817
Spain,17280109814.425983,14051017.28480222,1229.8120103457843,30880964998.31244,41759739.52186732,739.4913223091764,-27708722.2370651,-0.6635271808282123
Sri Lanka,6720723.547073245,21130.85433935202,318.05261818293985,2483587764.087365,4990621.282568452,497.6510184738307,-4969490.4282291,-0.9957658870222914
Sudan,1726044.3037509918,127.5780000000475,13529.325618447923,1152626520.817037,2080991.736670316,553.8832761831594,-2080864.158670316,-0.9999386936537268
Swaziland,12954419.061145902,21252.69605469793,609.542385954478,112921870.74573682,84672.32836844752,1333.6337020798908,-63419.632313749586,-0.7490006893135398
Sweden,26993193294.76813,16806216.585729565,1606.1433670733777,12229200958.195827,8454375.158200765,1446.4937655781068,8351841.4275288,0.9878721101496771
Switzerland,1949426733.132568,1892006.016706722,1030.3491193573443,8707908860.768297,7086927.32083041,1228.7283990021149,-5194921.3041236885,-0.7330287258420726
Syria,2909.464454650884,0.21112600004673,13780.701827377548,395863254.4841644,693258.7999445002,571.0180015253405,-693258.5888185002,-0.9999996954586079
Taiwan,31090353362.172604,37467837.376385614,829.7877737071511,55425775896.74055,77919546.5741925,711.3205650390419,-40451709.19780688,-0.5191471328608164
Tanzania,14297273.66900985,12436.16408123258,1149.653026095552,1448850064.4809923,2290074.205006604,632.6651168392225,-2277638.0409253715,-0.9945695366315884
Thailand,3755355125.363813,3417710.011929505,1098.7927917394277,52136275529.872215,77249653.34160805,674.9062717384478,-73831943.32967854,-0.9557576006611195
Togo,232205.54288864136,243.99599488289704,951.6776822508322,324144249.4108549,436027.598475164,743.4030564680369,-435783.6024802811,-0.9994404115800556
Tokelau,419604.5287475586,696.1174358895296,602.7783634112963,153468.16625976562,249.68100130558025,614.6569641153377,446.43643458394934,1.7880272517714053
Tunisia,258427194.2067228,284211.6711543753,909.2772058131028,2607077077.862687,5002208.5840839725,521.1851993053399,-4717996.912929597,-0.9431827628982367
Turkey,13206242650.352757,18066868.513547104,730.9646738420828,64446672837.62566,104213852.00751252,618.4079332657222,-86146983.49396542,-0.8266365923001799
Turkmenistan,325366.6053314209,284.3435009155496,1144.2730510237868,189502526.3550713,287306.5772154723,659.5829729750651,-287022.2337145567,-0.9990103132908708
Uganda,19173236.02484393,32027.22360426036,598.6543280102946,171525521.58560914,254891.6488923482,672.9350385977212,-222864.42528808783,-0.8743496550654476
Ukraine,56435667254.18837,115103135.2317559,490.30521315129465,2889376382.5701485,3052612.6047755578,946.5257327608358,112050522.62698033,36.70643384348431
United Arab Emirates,7423749651.898321,12757701.510698656,581.9033817081186,13223244668.875423,19304805.636587005,684.9716551310086,-6547104.1258883495,-0.33914374737242087
United Kingdom,20496243554.87185,20645312.6850548,992.779516955882,15887748050.220629,15608466.42763289,1017.8929572538468,5036846.257421911,0.32269962464120033
United States,42251471960.0,38449576.61557907,1098.880031435261,125139053668.0,183362647.3333963,682.4675335346127,-144913070.71781722,-0.7903085651590276
Uruguay,20479882.79680729,38326.28006870011,534.356132661374,300274966.61925,394827.5707153913,760.5217793559333,-356501.2906466912,-0.9029290685063954
Uzbekistan,61720502.96675754,89909.71080826582,686.4720441419025,3227641344.332724,6436440.200617855,501.4637351905938,-6346530.489809589,-0.9860311433019086
Vanuatu,46651.453125,36.8899993896484,1264.6097559462344,3328011.848110199,2942.1253279075045,1131.1591034353198,-2905.235328517856,-0.987461445289319
Venezuela,2831121196.124269,10843281.353532497,261.0945067105497,759298120.4743423,702755.5278364186,1080.4584103550235,10140525.825696079,14.429663551585046
Vietnam,14580267055.255411,21788485.04162151,669.1730529866312,34033836870.26576,47930676.46976848,710.063770782206,-26142191.42814697,-0.5454167008186447
Yemen,10370490.733909609,13155.95725,788.2733682423304,449781452.3658466,593444.7195564557,757.9163442586802,-580288.7623064558,-0.9778312000824056
Zambia,562179863.8003476,454455.39099144447,1237.040807402219,292976590.3137958,365259.1323214348,802.1061333956491,89196.25867000967,0.24419994129404907
Zimbabwe,3288964.2351660137,7360.428241652352,446.84414101803264,218157886.6230117,223091.8025619987,977.8839209584324,-215731.37432034634,-0.9670071775066372
