Country,Nominal Value (SUM)_exporter,Tons (SUM)_exporter,Price_exporter,Nominal Value (SUM)_importer,Tons (SUM)_importer,Price_importer,Difference,Ratio
New Zealand,300719159.40482,476889.0423204319,630.5851733174452,739940171.4330536,546976.6109647861,1352.7821054869387,-70087.56864435424,-0.128136317420831
Albania,121209827.5199566,238976.0143771644,507.2049922493767,229555391.30408648,317848.3003276272,722.2168281770536,-78872.28595046283,-0.2481444320110064
Latvia,954010726.0597404,1181048.4608309956,807.7659450049073,1280292192.6334286,1611374.5830164128,794.5341859847296,-430326.1221854172,-0.2670552996931776
Belarus,1436250733.3719373,3142174.988656146,457.0880802492152,2940665787.1914744,4836627.769580582,607.9991943325588,-1694452.7809244362,-0.3503376446667042
United Arab Emirates,6769811330.439739,12409016.064740255,545.5558518999665,12870709880.501211,19164415.77656574,671.5941686174186,-6755399.711825486,-0.3524970335952527
Azerbaijan,292052118.3742292,557418.0458689388,523.9373223358059,570900928.3920808,872909.7168078356,654.0205904452777,-315491.67093889683,-0.3614253168043836
Romania,4620671801.154169,4802281.10006637,962.182701277172,7056037574.0811,7844232.392036165,899.5191908445653,-3041951.291969795,-0.3877946419662588
Luxembourg,2794955807.4593444,3069095.224917624,910.6774481180728,3640285587.203849,5060465.911756342,719.3577924804973,-1991370.686838718,-0.3935152852650223
Armenia,25481098.92582512,47946.7225764928,531.4461042707001,68836731.29317951,82234.46979226609,837.0788000101317,-34287.747215773285,-0.4169510340662274
Hungary,4098780176.397211,5232833.064542022,783.2812791546479,8273210338.098976,9148032.60232678,904.3704474768384,-3915199.537784759,-0.4279826830513193
Slovenia,3539919512.7785296,2800609.74604528,1263.9817160449518,5102003396.235862,5346426.415941962,954.282917094439,-2545816.6698966823,-0.4761716465984778
Taiwan,30519048208.533085,37260265.82222641,819.0775759395664,52669875859.60428,75539050.02115303,697.2536171007612,-38278784.19892662,-0.5067416678950489
Honduras,334049132.25641274,381079.7020232455,876.5860015184858,488944663.7678186,812975.9413227742,601.4257481866784,-431896.2392995287,-0.5312534078152428
Indonesia,34951210344.90991,27965225.29109022,1249.809718359231,38517934065.54635,59878521.730703816,643.2679523849295,-31913296.4396136,-0.5329673398274538
Senegal,166835135.4562569,225949.2698906787,738.374306484712,327284815.8019667,484650.9631611445,675.3000420493249,-258701.69327046585,-0.533789702145807
Vietnam,14475252560.560495,21741872.75209554,665.7776322035246,32798944594.64228,47520626.184310265,690.204385511052,-25778753.43221473,-0.5424750366763057
Portugal,2040019257.065416,3133345.7204661835,651.0674017681964,5967694467.1338415,6965013.859967815,856.8101352150674,-3831668.1395016313,-0.5501307271654643
Greece,1129475240.1389413,1690631.7803768772,668.0787935307578,3216718773.799535,4063953.670488049,791.524469670746,-2373321.890111172,-0.5839933430703097
Niger,2590911.9865722656,5604.767116285324,462.2693383716265,9910132.757508757,13522.63018227042,732.8554152506496,-7917.863065985097,-0.5855268508611765
Poland,10357148098.527122,12067763.863967784,858.2491516470373,27794851494.90186,31184991.572021104,891.2893701032503,-19117227.70805332,-0.613026547206289
Panama,20541831.437444687,32459.025129532733,632.8542325430092,79306362.40180016,84034.52890628879,943.7354315419408,-51575.50377675606,-0.6137418088494379
Montenegro,6635098.30450058,6828.959671117723,971.6118741428425,18950179.8520931,17710.739591175956,1069.9824112108042,-10881.779920058234,-0.6144170244296222
Andorra,224879.0042114257,278.9250000391006,806.234665877571,902873.8910160068,769.1949177421866,1173.7907651108867,-490.269917703086,-0.6373805993702772
Spain,15333720973.340792,13409999.709344365,1143.454236069516,30411831383.823315,41310141.89855985,736.1831740617557,-27900142.18921549,-0.6753823857038879
Cyprus,35045062.466142714,29414.83995170639,1191.4075522314615,84679545.2778039,92053.08559374243,919.8990422930508,-62638.24564203604,-0.6804578601360218
Lithuania,146178060.31495243,207766.97601051297,703.5673480060462,711450926.6729634,652275.575940461,1090.721395856625,-444508.5999299481,-0.6814736229990654
Czech Republic,6649890400.863812,7064521.989912628,941.3079059502024,20306733570.28293,23156341.25540392,876.9405039556503,-16091819.265491292,-0.6949206305091913
Macedonia,435451664.7564144,398940.72182941344,1091.5197194199015,737146907.0683905,1408410.9744165074,523.3890678633658,-1009470.252587094,-0.7167440973720819
Mexico,13698690666.574312,19324693.27940272,708.869758940759,55197296936.53189,71488192.66756846,772.1176725394103,-52163499.38816574,-0.7296799295337394
Singapore,1246379340.499079,1047207.2364837849,1190.1935902238947,3767867920.344005,3906791.350103083,964.4405300130984,-2859584.113619298,-0.7319520950469613
Switzerland,1591386468.2094045,1765560.3500071582,901.3492335183856,8121823952.446531,6908455.821618834,1175.6352160537335,-5142895.471611675,-0.7444348787058696
Swaziland,12839001.913629292,21120.11929790528,607.903853786597,112707233.14594434,84642.57381501283,1331.5667053351556,-63522.45451710755,-0.7504787680007994
Italy,30321366781.145992,27740283.732377023,1093.0445799931188,85028215439.92317,115714020.75218745,734.8134209424732,-87973737.01981042,-0.7602686039941048
United States,36843845491.0,36596235.65541105,1006.7659919430084,120595761242.0,180354448.0683238,668.659756017299,-143758212.41291273,-0.7970871467414694
Argentina,618486289.9763124,879185.3786380867,703.4765420398443,3256578479.949932,4389874.799465026,741.838578254395,-3510689.420826939,-0.7997242703265184
El Salvador,117245194.38363887,133957.36619198511,875.2426067828575,411141195.38439775,677180.4252658391,607.1368575413222,-543223.059073854,-0.8021836408821212
Ireland,110136658.24863528,123050.4325282669,895.052995635224,791024352.681937,659280.9628284147,1199.8289003952475,-536230.5303001478,-0.813356612027197
Kuwait,273082740.5249416,425668.5720897707,641.5384137576176,1158713837.553921,2280807.930996641,508.0278009413968,-1855139.3589068705,-0.8133693914753414
Turkey,12950903922.825788,17980720.185034145,720.2661400406635,62333646862.544495,103159083.94323269,604.2477742129431,-85178363.75819854,-0.8256991095914662
Egypt,3614868874.100076,5030853.87731214,718.5398268874807,14080380104.058352,29306690.66847737,480.4493370929587,-24275836.791165236,-0.8283377016456046
Algeria,1045804569.831336,1745088.635317495,599.2844997475249,5397484208.1908455,10271313.349408409,525.4911445673811,-8526224.714090914,-0.830100730456441
Grenada,105153.435546875,124.153,846.9665295794301,987771.4324951172,805.9788663254592,1225.555003691932,-681.8258663254592,-0.845959980854056
Hong Kong SAR,550176063.7347902,556806.5121353362,988.092006368391,3030488230.5162888,3714655.544990573,815.8194464633677,-3157849.032855237,-0.8501054793933123
Réunion,2721175.608398437,2408.3129021823047,1129.9094922145002,14957096.656269072,18697.230460169954,799.9632185168624,-16288.91755798765,-0.8711941371577653
Myanmar,89666956.51402068,108475.7429269396,826.6083651016156,671411043.8808793,845547.6886918248,794.0546143762061,-737071.9457648852,-0.871709491519318
Paraguay,64380956.31347656,55974.14743351891,1150.1909232283083,351599044.0047187,442780.82611850864,794.0701657903645,-386806.67868498975,-0.8735849789969504
Uganda,19000962.89373589,31974.751304260248,594.2489657833316,168173021.08806914,254214.2325913732,661.5405415100906,-222239.48128711293,-0.8742212386052483
Antigua and Barbuda,112004.9306640625,73.24525,1529.1767133576925,608947.6575317383,596.0885855151196,1021.572417806837,-522.8433355151196,-0.8771235487814216
Saudi Arabia,1385361325.2581284,2326797.1130067883,595.3941224673019,12915979563.323988,21294094.2910206,606.5521917394,-18967297.17801381,-0.8907304024671308
Pakistan,624750864.9698625,1247732.9099762323,500.70881354068246,6652085766.080472,12196715.021250296,545.3997862941428,-10948982.111274064,-0.8976992651052097
Uruguay,18209782.0625,37603.86414301753,484.25294786842494,293106323.6654811,393286.3777968763,745.2745383845051,-355682.5136538588,-0.9043855412596083
Falkland Islands,16750.0,11.34,1477.0723104056435,201830.93530273435,118.6665281413504,1700.8244739605268,-107.3265281413504,-0.9044380906931708
Costa Rica,232576900.493356,237813.22348375537,977.9813632156704,2003072431.4858944,3089604.867456241,648.3264098218101,-2851791.643972486,-0.9230279489818536
Denmark,1036532737.2339028,836840.011216991,1238.6271250660027,8606207876.72703,11344935.862668188,758.5946699837011,-10508095.851451198,-0.926236690859513
Angola,20946916.59423828,51277.09699998808,408.5043385791351,542158377.3586394,731220.6703697296,741.442904075053,-679943.5733697416,-0.9298746615381364
Cambodia,8351722.888763428,13580.263999978542,614.9897298592003,193779104.8677374,193682.7753064173,1000.4973573988068,-180102.51130643874,-0.9298839869549896
Kyrgyzstan,6107295.730822086,8977.472996907329,680.291183602112,117569706.12202545,131332.11721275968,895.2090974941112,-122354.64421585236,-0.93164297365005
British Virgin Islands,3080748.092285156,3759.038889892578,819.5573875462604,29358891.80420113,61160.02800029393,480.03398239222565,-57400.98911040135,-0.9385376525682017
Chile,161348291.3324188,242154.9368444995,666.3018868619188,2971613804.811208,4093807.7540507927,725.8801544529829,-3851652.817206293,-0.9408484835163818
Tunisia,253089428.46442512,283098.5532238514,893.9976046585532,2579968596.3469825,4986708.766112217,517.369013783093,-4703610.212888366,-0.9432293790349896
Estonia,56480889.490296185,43084.109141479,1310.9448150552453,914941992.4477268,789305.7195613745,1159.173143906989,-746221.6104198955,-0.9454151818823492
Lebanon,21443720.01738549,34252.076005900846,626.0560677750227,451793397.1752583,639964.8526743492,705.9659531101728,-605712.7766684484,-0.9464781919463782
Seychelles,354213.6106262208,377.8079702505027,937.549333306447,9292720.530496895,7998.754330174825,1161.770964191344,-7620.946359924322,-0.9527666490736882
Kosovo,2375090.988548279,1426.19084448067,1665.3388273665012,26652702.484860428,32767.12733024778,813.3975925395498,-31340.93648576711,-0.9564749503334052
Thailand,2614944157.7687187,3294560.0310201407,793.7157414487958,51673205992.13586,76941728.41439225,671.5888381637939,-73647168.38337211,-0.9571811018687244
Sierra Leone,3141475.647374153,4495.717732816553,698.7706600089479,106909477.5790646,108390.76223535198,986.3338477768888,-103895.04450253544,-0.9585230545472604
Iraq,26600863.354697943,73466.02268173873,362.0838910789444,1075278865.044001,1863542.956796622,577.0078232553196,-1790076.9341148832,-0.960577231443044
Côte d'Ivoire,13173690.292923098,24412.77559839172,539.6227987198213,451566114.3109978,624750.9503755053,722.7938013372928,-600338.1747771135,-0.9609239880568112
Botswana,3681859.401699901,9931.208464685133,370.7362920426456,276856785.6686066,257828.7137752777,1073.8012132733736,-247897.50531059256,-0.9614813714141198
Liechtenstein,2344096.9470958714,1880.2839188265227,1246.67180505315,42728671.69281197,50672.96387005173,843.2242448337441,-48792.67995122521,-0.9628937450027906
Congo,941158.3753335476,2589.1704001908306,363.4980437224916,63955340.05952922,71034.92259958477,900.3365910601143,-68445.75219939393,-0.963550739475206
Mongolia,766410.0,1655.6816322057412,462.8969634572615,38559545.61572743,47970.85120104144,803.811995207838,-46315.1695688357,-0.9654856732629794
Bulgaria,220214013.79734764,245528.07990918,896.8995068865607,4479929075.46669,7319570.734671464,612.0480609943542,-7074042.654762284,-0.9664559454632826
Monaco,15883.0302734375,10.14,1566.3737942246055,376273.0,383.6978024193753,980.6493485952778,-373.5578024193753,-0.9735729526307864
Guatemala,92092239.11574744,90012.48548417815,1023.1051683595036,2304224319.982747,3765351.059181959,611.9547111985227,-3675338.5736977807,-0.9760945303454032
Kenya,121448671.0698686,132149.14883567233,919.0272668414248,3245723304.723338,5815868.795397152,558.0805583668081,-5683719.64656148,-0.9772778318279364
Yemen,10370490.733909609,13155.95725,788.2733682423304,445382886.79013824,591896.5167968494,752.4674907708613,-578740.5595468495,-0.9777732139374704
Cayman Islands,55026.0,47.43,1160.1518026565466,2704111.4195667505,2187.1212069994435,1236.379314924469,-2139.691206999444,-0.9783139590763376
Zimbabwe,2844830.5784582496,4777.562241652352,595.4565183172466,217428645.63997665,222904.5092268972,975.4340385220892,-218126.94698524487,-0.978566776157995
Morocco,141942710.79276133,176421.74173123896,804.564728813283,5177370223.557888,9477232.624803187,546.295572613467,-9300810.883071948,-0.9813846774986276
Colombia,135281922.65988246,116486.21082534862,1161.3556806540375,4242388732.0539794,6319811.543365654,671.2840569601336,-6203325.332540305,-0.9815680879048312
Nepal,153784916.45226294,171350.46092644116,897.4876146862604,5796461215.6582985,12019448.124267483,482.2568520392494,-11848097.663341042,-0.9857438994573734
Uzbekistan,61329727.77413154,89780.30979644654,683.1088900581956,3204940671.932464,6380669.9586909255,502.2890531372974,-6290889.648894479,-0.9859293286790112
Vanuatu,46651.453125,36.8899993896484,1264.6097559462344,2860747.7616815567,2800.112403200096,1021.65461586905,-2763.222403810448,-0.9868255290939432
Ghana,13564690.868221285,16569.718005794548,818.6434351796219,1076692491.513298,1350666.976361037,797.1561534836069,-1334097.2583552424,-0.9877321957997104
Liberia,935533.2069339752,656.7074014365347,1424.581487718144,50030915.23632479,55650.274263202366,899.02369572699,-54993.56686176583,-0.988199386074351
Dominica,623696.537109375,800.3499965667718,779.2797398448431,39357855.4817996,68338.63046691382,575.9239717403282,-67538.28047034705,-0.98828846889236
Bangladesh,116257930.89099409,167859.0802048688,692.5924456937539,7871805148.317462,14877348.846163385,529.113434773526,-14709489.765958516,-0.9887171375800496
Gibraltar,4940.387741088868,5.188000076055526,952.2721026721882,452195.5724314456,500.3852867880045,903.6947815434564,-495.197286711949,-0.9896319891630756
Peru,44796968.1004606,72960.60747385156,613.9884199362709,4926917561.15888,7233025.03354729,681.1697095347358,-7160064.426073439,-0.9899128501373278
Mauritius,1194587.622024536,1596.023264288884,748.4775747030169,93552150.76066305,162283.45890299178,576.4737293194233,-160687.4356387029,-0.9901652129238696
Solomon Islands,56857.86669921875,53.74690019989014,1057.8817845821548,6250699.52179718,5479.085184402865,1140.8290456207626,-5425.338284202975,-0.9901905339320348
Jordan,17432558.686023712,29689.94398454872,587.153640138088,1477722660.0420623,3037927.2398924106,486.4246386935839,-3008237.295907862,-0.990226907479983
Israel,9432350.459014893,11522.571870606029,818.5976676853481,1041271240.0720874,1272033.352148095,818.5880018897955,-1260510.780277489,-0.9909416118286932
Mali,456512.0316162109,1079.962817989546,422.71087857084905,90226713.7626734,126024.29453802633,715.9469854080282,-124944.33172003676,-0.9914305188380668
Mozambique,3137481.473148346,3454.5461162490847,908.2181472091607,338486260.8678748,409720.5135702918,826.1394039520161,-406265.9674540427,-0.9915685302496908
Nigeria,17495273.475513697,34065.07159875478,513.583933760269,3276612651.952045,4475046.578697151,732.1963233969258,-4440981.507098395,-0.9923877727304744
Mauritania,664479.5563278198,876.6360000000001,757.9879862654736,87013046.07013579,118048.71060510814,737.0944216511468,-117172.07460510814,-0.9925739468435832
Barbados,33062.818359375,24.006,1377.2731133622844,4441735.549862862,3375.9912737803693,1315.6833622052266,-3351.9852737803694,-0.9928891996296192
Namibia,1449251.8042969778,1336.8668669946196,1084.0659156696795,206210776.3974788,205329.76411118376,1004.2907188351804,-203992.89724418917,-0.9934891715636964
Bahamas,123695.77719116212,145.78638281846048,848.4727777709763,32225461.208234787,23706.213299746265,1359.367723590832,-23560.426916927805,-0.9938502880668832
Macao,61827.51045227051,50.65233968703918,1220.6249668678347,10117673.785399435,8637.954487312205,1171.3043638121394,-8587.302147625165,-0.9941360724044748
Tanzania,14255969.060971186,11903.451651233236,1197.6332141857545,1443849696.1503572,2283247.838829948,632.3666102275866,-2271344.387178715,-0.9947866142918006
Ecuador,12250205.58092046,7056.610710792531,1735.9899933525785,1230023489.8344026,1530064.5521845298,803.9030040126428,-1523007.9414737374,-0.9953880307201958
Nicaragua,1024742.38785553,893.1430164787961,1147.3441195292132,229277531.39259067,236955.5136574669,967.5973681879578,-236062.37064098808,-0.9962307565555536
Papua New Guinea,370972.2303466797,305.08013180751635,1215.982922744823,93353457.65202236,91122.0848857646,1024.4877273062302,-90817.0047539571,-0.9966519627794956
Jamaica,100040.607421875,82.0704392027555,1218.9603028043275,26218108.885053635,25670.739683635675,1021.3226891068858,-25588.66924443292,-0.9968029577560216
Moldova,761228.0929570198,875.6783604672025,869.3010211544798,181753140.40561628,283167.1187926808,641.8582114355086,-282291.4404322136,-0.996907556342697
"Congo, D.R.",494442.4754257202,622.4633554930496,794.3318607632336,278133148.5619334,230631.7661806847,1205.9620110788835,-230009.30282519164,-0.9973010510832866
Philippines,50419687.037126064,66100.31666880607,762.7752721632576,14895305108.769869,25312547.318950456,588.4553980712313,-25246447.00228165,-0.9973886343465986
Burkina Faso,37930.18869781494,160.02,237.03405010508024,47141930.89608192,62970.733604678026,748.6323915492673,-62810.71360467803,-0.9974588195048738
East Timor,50569.0,90.111,561.185648810911,30142727.867012024,36141.78713973182,834.0132088785161,-36051.67613973183,-0.997506736464038
Malawi,77051.64832639694,105.24955297673245,732.0852787225688,46462176.53373766,45640.35430788832,1018.0064821650014,-45535.10475491159,-0.9976939365486358
Lesotho,210953.1612787248,261.04365200109754,808.1145036916579,184684681.02715343,126893.25146034392,1455.4334363862542,-126632.20780834282,-0.997942809022569
Brunei Darussalam,130558.31204223631,162.94107458291043,801.260899846364,54872414.891558886,80475.90531574264,681.8489916487437,-80312.96424115973,-0.997975281247926
Laos,149969.44239807135,163.9294266281211,914.8414990694844,97888012.38431954,101146.1534814829,967.7877903902709,-100982.2240548548,-0.9983792816534726
Sri Lanka,3846844.0407001977,5550.949729037496,693.0064634844422,2471156421.914861,4986915.327580127,495.52804882171046,-4981364.377851089,-0.998886897136926
Turkmenistan,323111.8984375,283.4400009155273,1139.9657683948285,183603620.8534529,285802.9071659578,642.4134123549675,-285519.46716504224,-0.9990082676074706
Cameroon,724420.5784606934,616.428,1175.190903821198,608497337.549747,998127.65724586,609.638790321448,-997511.22924586,-0.9993824156704556
Togo,201143.79819107056,236.2929950735844,851.2474021010738,323170098.1526399,435881.7512037044,741.416903231652,-435645.4582086308,-0.9994578965638706
Somalia,109825.24609375,124.373,883.0312535176445,261167636.34203303,304451.68328376266,857.8295036017687,-304327.31028376264,-0.9995914852607856
Gambia,32334.82500076294,20.035,1613.9168954710726,63654004.2159586,71161.00179351162,894.5068592578821,-71140.96679351162,-0.999718455340776
Curacao,412.220397949219,0.379999997258186,1084.7905287460865,1951968.6710624688,1644.505310022265,1186.964042722393,-1644.125310025007,-0.9997689274732392
Guyana,5952.754364013672,5.02699982374907,1184.1564696085838,19691389.144512177,23116.305960558937,851.8397869499411,-23111.278960735188,-0.99978253446583
Dominican Republic,1506788.7156829834,1156.1244964147568,1303.3100849914235,3018979646.347276,5562773.681665012,542.7112119081673,-5561617.557168597,-0.9997921676195052
Afghanistan,73335.17150878906,87.8909996185303,834.3877282893891,254192047.3125744,470325.6825924151,540.459636206721,-470237.79159279657,-0.9998131273649908
Saint Barthelemy,91.3912963867188,0.0500000007450581,1827.8259004976464,536132.1680145265,640.0020058318041,837.7038870647302,-639.9520058310591,-0.9999218752436876
Sudan,73398.51171875,111.327,659.305574737036,1137023532.108971,2047998.9339877767,555.1875605203597,-2047887.6069877767,-0.9999456410849866
Greenland,13.36360025405884,0.0080000001471489,1670.4500010317452,255266.69606637952,168.0247950105296,1519.2203986940303,-168.01679501038245,-0.9999523879785324
Djibouti,78085.57788848877,83.86000000149012,931.1421164691302,1488620823.6940598,2119651.5278493683,702.295072626602,-2119567.667849367,-0.9999604368930932
Bolivia,37112.59996414185,21.80491333305835,1702.029235212578,437393834.91830206,593776.8623388357,736.629974424139,-593755.0574255027,-0.999963277596828
Guinea,3104.033203125,3.5,886.8666294642857,110522917.09300852,137487.48289032545,803.8762130889638,-137483.98289032545,-0.9999745431371176
Ethiopia,23550.26452350617,18.10678353067181,1300.6321351118731,1040985933.1131237,1844080.4421978856,564.5013684285997,-1844062.335414355,-0.9999901811314104
New Caledonia,4.61396503448486,0.012,384.4970862070716,49466800.01398755,46151.147997096174,1071.8433269980628,-46151.13599709617,-0.9999997399847994
Benin,7.2695000171661395,0.005,1453.9000034332278,109074877.92538536,148911.5101957348,732.481174772946,-148911.5051957348,-0.999999966423012
