Export_country,Import_country,Nominal Value (SUM),Tons (SUM)
Colombia,Costa Rica,1469615.6178877354,921.1019461162804
Colombia,Cuba,170720.42602539062,130.8793109179735
Colombia,Curacao,1158439.629764557,897.8598497088607
Colombia,Dominica,3.01999998092651,0.0024200000762939
Colombia,Dominican Republic,163361.90979528433,78.63249355099211
Colombia,Ecuador,27817113.710455943,27186.77204214893
Colombia,El Salvador,4336.9499511718805,3.02056349402576
Colombia,Finland,15810.41015625,8.9004404296875
Colombia,France,206.722305297852,0.272692290659318
Colombia,Germany,2269.19995117188,3.5
Colombia,Guatemala,136473.18981933594,79.38828471755299
Colombia,Honduras,251526.59765625,195.5333199996948
Colombia,India,25709.669921875,48.662
Colombia,Italy,283940.4951171875,270.1083994687994
Colombia,Jamaica,1546937.32421875,1231.7364228515626
Colombia,Mexico,99686.96978759766,59.97377147561727
Colombia,Netherlands Antilles,415527.24365234375,314.7241396484375
Colombia,Nicaragua,5000.0,20.0
Colombia,Panama,1571037.9899196625,1293.213793402706
Colombia,Peru,6420139.884192466,4124.2848481569445
Colombia,South Africa,2509838.375,1822.913
Colombia,South Korea,573.0,0.2875
Colombia,Spain,66903.24473953247,50.05
Colombia,Sweden,5.35550022125244,0.0070565003002928
Colombia,Switzerland,25.313892364502,0.06
Colombia,Taiwan,48335.27813720703,108.99
Colombia,Trinidad and Tobago,83377.80004882812,98.47184997558594
Colombia,United Arab Emirates,112733.63671875,72.094
Colombia,United States,5135867.0,6023.116
Colombia,Uruguay,33150.0,25.25
Colombia,Venezuela,60307759.20058346,46443.62399558279
Congo,China (mainland),891270.0,2562.2650000000003
Congo,Kenya,3.02474761009216,0.0024000000953674
Congo,Mexico,34650.0,20.353
Congo,Singapore,15235.3505859375,6.55000019073486
"Congo, D.R.",Austria,246.626998901367,0.230430770992395
"Congo, D.R.",India,26433.796875,20.0
"Congo, D.R.",Kenya,222045.95703125,373.51147734480105
"Congo, D.R.",South Africa,239503.14090728757,223.89144737725616
"Congo, D.R.",Thailand,6212.95361328125,4.83
Costa Rica,Argentina,6964.6201171875,5.106509765625
Costa Rica,Aruba,80.0,0.0569599990844726
Costa Rica,Barbados,10928.9296875,7.813
Costa Rica,Belize,2.79999995231628,0.0019800000190734
Costa Rica,Bolivia,237.0,0.153
Costa Rica,Canada,3160830.345153809,1721.1986959648743
Costa Rica,Cayman Islands,1.17999994754791,0.0012070000171661
Costa Rica,Chile,207206.81640625,125.178
Costa Rica,China (mainland),25859.009994506836,61.34024746193727
Costa Rica,Colombia,1192924.7849998474,906.9590000000001
Costa Rica,Cuba,723258.87109375,646.4199042968751
Costa Rica,Dominica,78476.94140625,62.806849609375
Costa Rica,Dominican Republic,1916908.361328125,1471.0468984375
Costa Rica,Ecuador,26374.400390625,20.605
Costa Rica,El Salvador,21699017.29227066,19946.72191085042
Costa Rica,Guatemala,97493186.98252107,72308.92800229123
Costa Rica,Haiti,2105307.306640625,1752.41180078125
Costa Rica,Honduras,5954533.580383301,5280.85378624543
Costa Rica,Hong Kong SAR,17272.0,24.768
Costa Rica,India,109820.37109375,376.43499999999995
Costa Rica,Jamaica,930937.890625,797.099111328125
Costa Rica,Mexico,722813.2619628906,536.4624975894403
Costa Rica,Nicaragua,73156866.02776791,69564.49898402544
Costa Rica,Pakistan,186244.30078125,637.815
Costa Rica,Panama,1040963.9658813478,601.8544737443382
Costa Rica,Peru,236859.33456420898,190.29535381749497
Costa Rica,Saint Lucia,26085.609375,21.187599609375
Costa Rica,Singapore,23712.69970703125,94.344
Costa Rica,South Korea,451870.0,511.744
Costa Rica,Taiwan,12266960.23828125,41722.54
Costa Rica,Thailand,651833.19921875,2466.65
Costa Rica,United Arab Emirates,34275.55029296875,121.0664609375
Costa Rica,United Kingdom,1199.41711425781,2.0
Costa Rica,United States,4388573.0,3998.148
Costa Rica,Vietnam,3728514.404296875,11828.71225
Croatia,Albania,17962.519023895267,9.913082562906489
Croatia,Algeria,14890996.655883789,24379.72340309154
Croatia,Angola,88.4991989135742,0.0489999987185001
Croatia,"Areas, nes., Spec Cat, Islands, Other",1091.371612548828,0.9232844955598349
Croatia,Australia,1294.32543945313,1.32313036669233
Croatia,Austria,1293008.2106809614,849.8855043174934
Croatia,Bangladesh,30759.58984375,98.879997253418
Croatia,Belarus,364.081787109375,0.254999995231628
Croatia,Belgium,783745.1472692495,1361.2385937957781
Croatia,Bosnia and Herzegovina,9665649.397953745,13706.653764639881
Croatia,British Virgin Islands,10368.717742919922,17.455000251531608
Croatia,Burkina Faso,10477.6103515625,6.65700006484985
Croatia,Cayman Islands,16.5284996032715,0.0149999996647239
Croatia,China (mainland),62971.39665222168,59.83165815347077
Croatia,"Congo, D.R.",99.5643005371094,0.118999995291233
Croatia,Czech Republic,9665221.100891113,17442.12941727469
Croatia,Côte d'Ivoire,8134.334777832046,7.341000020504001
Croatia,Denmark,36626.23097991946,24.688000056543387
Croatia,Egypt,626674.1741485596,827.5891455662388
Croatia,Estonia,1.17850005626678,0.0006656828984065
Croatia,Finland,8042.78076171875,7.20061196303727
Croatia,France,554614.6194000244,807.5703410664469
Croatia,Germany,18078403.79724121,28221.69571550316
Croatia,Greece,934651.859375,1041.4489936828627
Croatia,Hungary,12725870.625765737,33578.28540806992
Croatia,India,365689.685546875,402.0669307538029
Croatia,Ireland,223024.7171783447,100.441
Croatia,Israel,26966.56768798829,17.261000126600262
Croatia,Italy,515404247.18902004,752896.3445973543
Croatia,Japan,261179.015625,238.74
Croatia,Jordan,113373.9921875,189.0009994506837
Croatia,Kazakhstan,10268.5283203125,7.59999990463257
Croatia,Kosovo,15134.164047241211,7.943210041818314
Croatia,Lebanon,206394.41015625,255.01499176025368
Croatia,Lithuania,8923.82885742188,10.25027844379929
Croatia,Macedonia,911385.8295826912,706.0028089418872
Croatia,Montenegro,121439.19053649904,115.06777138535774
Croatia,Morocco,2497817.5,5011.1201171875
Croatia,Netherlands,2269408.384639145,1225.4555016931176
Croatia,Nigeria,155.796005249023,0.129999995231628
Croatia,Norway,2078.9232788086,3.093
Croatia,Poland,23515751.153930668,32066.624627161225
Croatia,Portugal,1161698.64453125,529.193000793457
Croatia,Romania,53193609.61231231,93576.30606225632
Croatia,Serbia,8333390.150213957,5989.026456166179
Croatia,Slovakia,5496311.67449951,9536.406893301342
Croatia,Slovenia,21494835.01338768,23176.929640726397
Croatia,Spain,14743137.718822481,24003.445
Croatia,Sweden,34895.569274902344,43.60999929904943
Croatia,Switzerland,4775844.383880615,3147.6344508933125
Croatia,Turkey,40716638.63500357,66644.26967107556
Croatia,Ukraine,119.778602600098,0.0769999995827675
Croatia,United Kingdom,364574.1689453125,466.64
Croatia,United States,543359.0,868.124
Curacao,Brazil,36.0,0.116
Curacao,Netherlands,106.220397949219,0.130999997258186
Curacao,Venezuela,270.0,0.133
Cyprus,Austria,892100.7578125,865.100013732911
Cyprus,Czech Republic,387074.3046875,284.1940002441409
Cyprus,Denmark,312.11620974540705,0.1760000038193532
Cyprus,Egypt,60097.5390625,42.8499984741211
Cyprus,Finland,3572272.3828125,2433.1499900817867
Cyprus,France,168527.24700927734,144.76599538326252
Cyprus,Germany,5014225.4140625,3500.800010681154
Cyprus,Italy,3107507.504394534,3631.2144567595005
Cyprus,Lebanon,218380.578125,102.769996643066
Cyprus,Malaysia,90282.17578125,61.7880001068115
Cyprus,Netherlands,50029.19237738846,62.80755855292277
Cyprus,Nigeria,105045.21875,68.7399978637695
Cyprus,Pakistan,6553.05419921875,23.0400009155273
Cyprus,Poland,84475.43530273438,115.29500126838677
Cyprus,Portugal,425574.5881347656,572.029998779297
Cyprus,Slovakia,123674.08622741699,123.80495321994215
Cyprus,Slovenia,199.9888010025024,0.1878503555043442
Cyprus,Sweden,19616709.95905304,16588.338989555832
Cyprus,Turkey,35408.95068359375,46.608
Cyprus,United Arab Emirates,28076.31640625,74.9199981689453
Cyprus,United Kingdom,1058535.65625,672.2591409156889
Czech Republic,Algeria,2640480.084362507,1506.7225473067076
Czech Republic,Armenia,340.0547943115233,0.2169999927282335
Czech Republic,Australia,9765.0654296875,5.2100763186482
Czech Republic,Austria,275349697.25135195,237106.74020270407
Czech Republic,Azerbaijan,186826.193359375,137.9000005722046
Czech Republic,Bangladesh,1597089.500183105,897.7789925988762
Czech Republic,Belarus,1009491.064880848,515.9765228457649
Czech Republic,Belgium,67748771.53751826,82100.2611276757
Czech Republic,Belize,110327.27392578128,55.87100034952164
Czech Republic,Bosnia and Herzegovina,4776334.564265251,4406.560026909722
Czech Republic,Brazil,3379171.0,2373.2527773182214
Czech Republic,Bulgaria,60849401.64668249,42291.12836990932
Czech Republic,Canada,213194.32808196553,271.83534855477336
Czech Republic,Chile,47.8324012756348,0.034000001847744
Czech Republic,China (mainland),11624508.266664026,8936.931594488049
Czech Republic,Colombia,112696.83203125,103.90700000000001
Czech Republic,Croatia,19083224.78296542,15726.359855651139
Czech Republic,Cyprus,418.094413757324,0.5
Czech Republic,Denmark,18718512.66485286,19007.17737198302
Czech Republic,Egypt,1793.27124023438,2.0
Czech Republic,Estonia,3891441.194198609,2971.5526062389745
Czech Republic,Finland,7826410.080210687,5573.651090089696
Czech Republic,France,173732528.57678702,141899.61366617455
Czech Republic,Georgia,76123.55102562904,59.741966799480565
Czech Republic,Germany,1403738502.5350952,1493167.0687017313
Czech Republic,Greece,2155267.272490025,2116.3216036708177
Czech Republic,Hong Kong SAR,20237.94501495364,20.31534937216999
Czech Republic,Hungary,338063942.9849388,333285.993136578
Czech Republic,India,39122016.333806984,23371.830250163533
Czech Republic,Indonesia,966806.0571289061,708.5989979375154
Czech Republic,Iran,203520.15487504005,199.9759952088353
Czech Republic,Iraq,3573216.563902855,1990.412005492486
Czech Republic,Ireland,346500.3925180435,313.5117987032717
Czech Republic,Israel,428606.5397697687,247.49164624543
Czech Republic,Italy,693204819.9570613,733924.4207567162
Czech Republic,Japan,117596.40771484384,64.48853817379
Czech Republic,Jordan,45094.67578125,70.1259994506836
Czech Republic,Kazakhstan,6139.608749866486,3.069999912288037
Czech Republic,Kosovo,34039.90234375,19.0
Czech Republic,Kyrgyzstan,334.675811767578,0.185000002384186
Czech Republic,Latvia,2022088.4893455503,1787.8428034074902
Czech Republic,Libya,583.762493133545,0.3510000053793191
Czech Republic,Liechtenstein,390.324005126953,0.200000002980232
Czech Republic,Lithuania,7944200.775337697,8368.081782384033
Czech Republic,Luxembourg,11065210.58672905,12402.51233456257
Czech Republic,Macedonia,482666.2869911194,470.97328067353186
Czech Republic,Malaysia,6025.4834518432635,5.895963006501558
Czech Republic,Maldives,45.4375991821289,0.166999995708466
Czech Republic,Mexico,29751207.5621109,19126.16974136581
Czech Republic,Mongolia,717.916809082031,0.453999996185303
Czech Republic,Montenegro,232680.38605690008,204.9756627592981
Czech Republic,Morocco,7623348.994766235,4418.655989883468
Czech Republic,Netherlands,83140693.36321735,80352.21861194601
Czech Republic,Norway,7006703.130599975,6217.656842560954
Czech Republic,Oman,9062.083984375,5.02199983596802
Czech Republic,"Other Europe, nes.",1113555.11328125,745.2600059509277
Czech Republic,Pakistan,1285282.1103515625,945.4699840545657
Czech Republic,Papua New Guinea,135757.12182617188,68.71000337600708
Czech Republic,Poland,1359418180.8441038,1778219.035802999
Czech Republic,Portugal,639742.7738692758,660.2749199585148
Czech Republic,Romania,122123867.7706714,138834.30451022324
Czech Republic,Russia,1227014.5739316943,1099.1118806398495
Czech Republic,San Marino,19740.806274414062,12.241999685764359
Czech Republic,Saudi Arabia,234388936.09294128,423883.39302140847
Czech Republic,Senegal,910.536468505859,0.783999994397163
Czech Republic,Serbia,8723583.666548494,6468.084508960123
Czech Republic,Singapore,4879.708984375,2.34999990463257
Czech Republic,Slovakia,1013522774.4993292,925100.3047240129
Czech Republic,Slovenia,29867166.993621003,23583.125810566275
Czech Republic,South Africa,10901230.023658754,9400.516852480014
Czech Republic,South Korea,6638786.0,6513.503917853185
Czech Republic,Spain,308801324.81690276,273670.7609016714
Czech Republic,Sri Lanka,1582.94198608398,5.90670473002491
Czech Republic,Sweden,51919779.53199602,38147.31997971135
Czech Republic,Switzerland,30689405.531889915,25239.301109927077
Czech Republic,Taiwan,5227940.36170292,3302.2235403952627
Czech Republic,Tajikistan,14957.494140625,10.0
Czech Republic,Tanzania,443557.92755127,319.3020030518528
Czech Republic,Thailand,273000.5847167969,149.20999832451355
Czech Republic,Trinidad and Tobago,9191.9287109375,6.1100001335144
Czech Republic,Tunisia,39098.27258300781,24.0
Czech Republic,Turkey,86793725.81388858,60017.2319862652
Czech Republic,Turkmenistan,38.1884994506836,0.025000000372529
Czech Republic,Ukraine,23957519.582429893,17159.94157043224
Czech Republic,United Arab Emirates,2404715.9047122006,1573.282833650632
Czech Republic,United Kingdom,30712590.130339626,21443.287836297448
Czech Republic,United States,34327363.0,19085.68015225625
Czech Republic,Vietnam,12329.234174728394,17.01799999922514
Czech Republic,Zambia,9.67959976196289,0.0064174862288786
Côte d'Ivoire,"Areas, nes., Spec Cat, Islands, Other",37216.72265625,25.427
Côte d'Ivoire,Austria,21026.864929199248,15.2739042922873
Côte d'Ivoire,Benin,61551.6484375,44.662
Côte d'Ivoire,Burkina Faso,2627857.7328796387,2270.65663309718
Côte d'Ivoire,Cameroon,405312.75,1000.0
Côte d'Ivoire,Congo,68011.63232421881,51.042
Côte d'Ivoire,Ethiopia,26129.041015625,17.0
Côte d'Ivoire,France,30179.967544555664,25.428000152111064
Côte d'Ivoire,Gabon,11965.3701171875,17.196
Côte d'Ivoire,Ghana,7388058.675994878,14343.165
Côte d'Ivoire,Guatemala,3910.0,2.019
Côte d'Ivoire,Guinea,63053.394119262695,121.95
Côte d'Ivoire,India,51826.05078125,89.0
Côte d'Ivoire,Kenya,539757.8125,1000.412
Côte d'Ivoire,Mali,1835252.3270759585,5387.680060850628
Côte d'Ivoire,Netherlands,151.5146007537845,0.0989999994635582
Côte d'Ivoire,Senegal,2425.498046875,1.763
Côte d'Ivoire,Slovakia,1.1764999628067,0.0010000000474974
Côte d'Ivoire,Turkey,2.11339998245239,0.001
Denmark,Angola,1011.05841064453,0.560000002384186
Denmark,Antigua and Barbuda,208.821594238281,0.227465683895964
Denmark,Australia,89013.9018263817,69.68722081524727
Denmark,Austria,195887.5351998806,120.37928040764429
Denmark,Azerbaijan,48938.052307128906,27.504221317657358
Denmark,Belarus,1.31970000267029,0.0010000000474974
Denmark,Belgium,16483864.052881958,29007.618490740715
Denmark,Brazil,2382703.292602539,1770.272742835552
Denmark,Bulgaria,21376.909340858463,11.731153715483288
Denmark,Canada,1579609.2246890066,1013.3246917124338
Denmark,Chile,35621.97350692749,17.676999978721145
Denmark,China (mainland),1933212.5219326,1112.00851418491
Denmark,Croatia,21964.09311676026,15.28000018745662
Denmark,Cyprus,20964.188683271415,17.01612345180593
Denmark,Czech Republic,370164.6517982482,364.62166799363
Denmark,Dominica,104.850898742676,0.114212236893444
Denmark,Estonia,6893713.369627714,5957.509350903832
Denmark,Ethiopia,111773.27026367196,100.08727531664259
Denmark,Faroe Islands,505952.90616941464,415.5658852764557
Denmark,Finland,66975162.29721738,75562.88316459538
Denmark,France,6788411.999327898,4623.812493009916
Denmark,Germany,100860932.89312746,74805.66633840415
Denmark,Ghana,13915.944396972664,8.758614503467996
Denmark,Greece,406.3396997451781,0.1889059278263949
Denmark,Greenland,209050.37118196485,128.32277389996796
Denmark,Hong Kong SAR,29197.900390625,32.2939984798431
Denmark,Hungary,4685949.493498328,5965.6319069848305
Denmark,Iceland,713766.7970331913,417.86384751235653
Denmark,India,6611593.54992485,4079.652297987236
Denmark,Indonesia,26948.759765625,14.6800003051758
Denmark,Iran,102.773101806641,0.0500000007450581
Denmark,Ireland,5016067.862838747,4048.4416025802566
Denmark,Italy,77513022.29166366,42451.58035266908
Denmark,Latvia,10843526.206548335,7444.603041016521
Denmark,Liberia,860.073577880859,1.101878636117915
Denmark,Liechtenstein,163.439804077148,0.324999988079071
Denmark,Lithuania,1587604.786677122,850.271129729018
Denmark,Luxembourg,22674.15234375,44.5400009155273
Denmark,Malaysia,487716.13199234003,302.87800097136267
Denmark,Malta,4646.469776630405,3.46751382477624
Denmark,Morocco,105.86889696121203,0.051000000792555504
Denmark,Netherlands,9456743.878460169,7143.2959782569105
Denmark,New Zealand,313962.15540313715,227.67603085399062
Denmark,Norway,162636803.3075066,124505.75401404541
Denmark,Pakistan,18053.677734375,53.5449981689453
Denmark,Poland,71078199.97738042,49110.41752221246
Denmark,Portugal,2316747.1701736455,1971.0803516794022
Denmark,Romania,1927577.0499792139,2165.888708183716
Denmark,Russia,474149.75025367795,261.3920017704368
Denmark,Singapore,92023.54038238528,57.75510884423682
Denmark,Slovakia,123997815.95928444,103461.49541185607
Denmark,Slovenia,55277.6071614027,57.77010934890931
Denmark,South Africa,475.15799713134754,0.2500000037252901
Denmark,South Korea,1298.2945747375488,0.985000027227215
Denmark,Spain,6287741.673179624,6268.203591836054
Denmark,Sri Lanka,83775.92140197754,54.9529345337085
Denmark,Sweden,289509473.40494496,211692.7151099364
Denmark,Switzerland,752743.7994680405,744.7943604821035
Denmark,Thailand,266501.85822677624,226.7274277565244
Denmark,Turkey,1007601.2547087668,807.8376472668633
Denmark,Uganda,77.3648986816406,0.100000001490116
Denmark,Ukraine,367513.48650121695,213.71634132830394
Denmark,United Arab Emirates,2781332.3402075777,5555.458497012061
Denmark,United Kingdom,44698528.86201204,57715.12408716165
Denmark,United States,5076891.0,3588.152240902697
Denmark,Vietnam,222057.7041015625,124.5735844363833
Denmark,Yemen,21458.640625,22.1000003814697
Djibouti,Austria,28637.841049194336,24.600000001490116
Djibouti,Kenya,14.8606185913086,0.01
Djibouti,Turkey,49432.87622070313,59.25
Dominica,France,623696.537109375,800.3499965667718
Dominican Republic,Colombia,161658.234375,229.68
Dominican Republic,France,139.444198608398,0.391999989748001
Dominican Republic,India,30248.46484375,25.0
Dominican Republic,Mexico,49.0,0.0234964250088201
Dominican Republic,Norway,12489.572265625,5.572
Dominican Republic,Panama,3297.0,1.6
Dominican Republic,United States,1239038.0,835.157
Dominican Republic,Venezuela,59869.0,58.7
East Timor,Indonesia,50569.0,90.111
Ecuador,Bolivia,6.0,0.018
Ecuador,Brazil,72571.0,47.094
Ecuador,Chile,337317.88132858276,328.30479000091555
Ecuador,China (mainland),181895.0768890381,200.62460000610352
Ecuador,Colombia,9946558.323994875,4823.676203646516
Ecuador,Denmark,1255.64562988281,1.79999995231628
Ecuador,Dominican Republic,50.0,0.113
Ecuador,Germany,154877.49853515625,180.0
Ecuador,Norway,2283.76635742188,2.099
Ecuador,Panama,15947.1103515625,26.42
Ecuador,Peru,934713.3947238922,815.6943301692277
Ecuador,Saudi Arabia,8.81999969482422,0.0097709999084472
Ecuador,Spain,90103.71179199219,207.0805667987937
Ecuador,Switzerland,3020.28637695313,1.401
Ecuador,Turkey,59701.83056640625,58.636
Ecuador,United States,126120.0,79.82600000000001
Ecuador,Venezuela,323775.234375,283.81344921875
Egypt,Algeria,49445270.451660156,79873.475
Egypt,Argentina,65980.0,40.0
Egypt,Austria,4055910.405008316,2253.718713537951
Egypt,Belgium,34388480.97680664,30727.393022775643
Egypt,Benin,1446262.0,2547.355
Egypt,Brazil,9051895.0,7615.9400000000005
Egypt,Bulgaria,16323859.05444336,22674.565058708184
Egypt,Burkina Faso,1375178.0,2429.6549999999997
Egypt,Burundi,3873417.34375,5738.185
Egypt,Canada,26140602.576293945,29443.417356942053
Egypt,Chile,43000.0,25.0
Egypt,China (mainland),3043405.0,4291.580988879957
Egypt,Colombia,538734.310546875,875.7
Egypt,Croatia,722342.8515625,713.8700103759772
Egypt,Cyprus,1876096.7138671875,2485.851983070374
Egypt,Czech Republic,550973.9790039065,577.9299945831299
Egypt,Côte d'Ivoire,4725601.8603515625,6372.371
Egypt,Djibouti,255.044174194336,0.353322906494141
Egypt,Ecuador,233380.8359375,170.64
Egypt,El Salvador,96375.0,75.18
Egypt,Eritrea,61831.048828125,77.84
Egypt,Ethiopia,5773673.2762146,10358.890000000001
Egypt,Finland,2583691.284667969,2515.019424942845
Egypt,France,24332161.648872375,18669.867109727275
Egypt,Gambia,532140.0,806.82
Egypt,Gaza Strip,8169385.265625,9315.539999999999
Egypt,Georgia,741242.1156005859,1140.7249799370761
Egypt,Germany,79463245.45214844,76609.07590150763
Egypt,Ghana,8322618.826416016,16484.255786985574
Egypt,Greece,9346209.717529297,10169.156985759735
Egypt,Guatemala,90278.0,71.232
Egypt,Guinea,62955.01953125,80.22
Egypt,Hong Kong SAR,15137.98046875,16.42
Egypt,Hungary,70187.67944335938,71.6349995136261
Egypt,Iceland,300347.5625,308.576
Egypt,India,6564725.19934845,16031.276975558992
Egypt,Indonesia,144694.0,82.979
Egypt,Iraq,109382.224609375,100.606
Egypt,Ireland,39013.51123046875,29.984
Egypt,Italy,428622333.8658449,439028.0887871292
Egypt,Japan,3684880.76953125,3502.325
Egypt,Jordan,28613305.31677246,54119.638708916005
Egypt,Kenya,44932259.00666428,53570.84111068483
Egypt,Kuwait,5978510.962585449,10028.668655311729
Egypt,Latvia,53378.703125,59.8300018310547
Egypt,Lebanon,35854672.422447205,67393.9597960519
Egypt,Libya,30206907.493614197,31630.410724656103
Egypt,Lithuania,154246.7626953125,208.43000030517598
Egypt,Madagascar,98276.0,110.0
Egypt,Mali,1842171.0,2925.807941231912
Egypt,Malta,8.17529964447021,0.0179999992251396
Egypt,Mauritania,210455.0,373.53
Egypt,Mexico,4708555.0,3223.4273466012164
Egypt,Morocco,25436203.229377266,34118.76261585268
Egypt,Mozambique,321080.0,536.88
Egypt,Netherlands,54419079.90500521,39761.510684229404
Egypt,New Zealand,158031.25,88.0
Egypt,Niger,368269.0,602.87
Egypt,Nigeria,497158.5432128906,774.1969999999999
Egypt,Norway,1014721.0848388672,927.03
Egypt,Oman,72799.55581665039,67.95383400167952
Egypt,Pakistan,165759.0,132.0
Egypt,Peru,52106.4140625,32.7
Egypt,Philippines,33454603.0,70264.12
Egypt,Poland,52858923.46970417,61228.30910660677
Egypt,Portugal,79403112.21289064,86362.52902507785
Egypt,Qatar,342597.1303710942,410.081764820738
Egypt,Romania,355447.8662109375,305.2749996185303
Egypt,Russia,444903.4125061035,301.49
Egypt,Rwanda,79798.748046875,61.103
Egypt,Saudi Arabia,1188651130.6540527,1851307.9048482496
Egypt,Senegal,32993677.466796886,41165.04
Egypt,Serbia,1230264.2877197266,811.831
Egypt,Singapore,203478.689453125,99.96000003814697
Egypt,Slovakia,4337.0888671875,4.67799997329712
Egypt,Slovenia,2986137.7412109375,2632.919242581974
Egypt,South Africa,3802850.3812408447,6635.853
Egypt,South Korea,534600.0,540.0
Egypt,Spain,424947136.95441437,517758.724914339
Egypt,Sudan,243473997.52160648,373721.7181013436
Egypt,Sweden,3414261.48828125,2710.3699989318848
Egypt,Switzerland,494637.4162597657,429.18600000000004
Egypt,Syria,59663137.984375,109482.65977170155
Egypt,Tanzania,1402797.357421875,2091.28578223025
Egypt,Thailand,45311677.83190918,83698.6660701598
Egypt,Trinidad and Tobago,653510.0,613.0141011978664
Egypt,Tunisia,37154565.40893555,80999.97810760532
Egypt,Turkey,214312394.2620058,308823.3128589049
Egypt,Uganda,3873805.611328125,4908.805649074464
Egypt,Ukraine,3868648.1535339355,4266.6865
Egypt,United Arab Emirates,12844114.832733154,22312.548660431046
Egypt,United Kingdom,10245649.892456058,10131.938451560467
Egypt,United States,51541087.0,73169.51990433499
Egypt,Uruguay,1633.0,1.1
Egypt,Venezuela,246450.0,152.06
Egypt,Vietnam,4271252.5,10280.78
Egypt,Yemen,124566064.3279419,194141.06801547596
Egypt,Zambia,2493907.73046875,3165.5396153665697
Egypt,Zimbabwe,557173.0,774.6400000000001
El Salvador,Belize,182865.05152416235,201.48507141114078
El Salvador,Colombia,4338419.176025391,4757.752169921875
El Salvador,Costa Rica,3712510.5559082027,4097.527208735418
El Salvador,Dominican Republic,437846.416015625,511.15739453125
El Salvador,Ecuador,2566206.8779296875,3199.0245228165195
El Salvador,Guatemala,66547704.0,82306.23176993564
El Salvador,Haiti,140145.046875,159.77834375
El Salvador,Honduras,12635149.151626587,12202.528389735282
El Salvador,Mexico,112470.0703125,50.435
El Salvador,Nicaragua,26379458.55766249,26346.745955071056
El Salvador,Panama,52537.47975921633,32.296626086690814
El Salvador,Turks & Caicos Islands,380.0,0.311739990234375
El Salvador,United States,139502.0,92.092
Estonia,"Areas, nes., Spec Cat, Islands, Other",7214.176372528076,6.11000003281515
Estonia,Austria,38293.94392490387,21.909217522038155
Estonia,Azerbaijan,10397.18603515625,7.311000108718879
Estonia,Bahamas,19687.419820785522,10.798999799415432
Estonia,Bahrain,193.331497192383,0.138000000268221
Estonia,Belarus,451478.70767974854,274.62899900972843
Estonia,Belgium,17739.267578125,12.5
Estonia,Bulgaria,14063.359375,7.2240000963211
Estonia,Canada,1047.8544921875,0.477999985218048
Estonia,China (mainland),27608.23419189454,19.892687503304046
Estonia,Colombia,57358.78125,26.416
Estonia,Czech Republic,123729.1421508789,101.19400027394289
Estonia,Denmark,298683.31694793695,197.26923579725113
Estonia,Finland,16499815.725851534,11068.796818725274
Estonia,France,114153.88856506348,62.11099912226198
Estonia,Germany,436051.40112304693,247.7000007405878
Estonia,Greece,46793.6171875,35.32299971580507
Estonia,Hong Kong SAR,913.94351196289,0.590000003576279
Estonia,Hungary,60498.48889923096,56.200999945402145
Estonia,Iceland,128347.52171325684,100.862
Estonia,Italy,272433.71638488735,155.82700000000003
Estonia,Latvia,10073965.155335426,8681.731668459704
Estonia,Liberia,8.22480010986328,0.0049999998882412
Estonia,Lithuania,7196937.646490097,7736.398728465583
Estonia,Morocco,753127.0009765625,352.5480012893677
Estonia,Netherlands,8093556.099799215,5368.255009592295
Estonia,Norway,111500.67094421393,74.4312857192696
Estonia,"Other Europe, nes.",48.494800567627,0.0320000015199184
Estonia,Philippines,118.26000213623,0.0640000030398369
Estonia,Poland,2169645.8201370225,1885.0759148979143
Estonia,Portugal,318345.4016928673,548.1758291914325
Estonia,Romania,134750.46221351624,104.03299901261926
Estonia,Russia,36484.54942703246,32.35399580480954
Estonia,Serbia,316.637084960938,0.158999994397163
Estonia,Singapore,679.5369949340824,1.411000015214085
Estonia,Slovakia,136263.77807617188,79.08699989318848
Estonia,Slovenia,146.33080363273632,0.132777218673686
Estonia,South Korea,322044.0,148.09
Estonia,Spain,140953.06127929688,139.28199999999998
Estonia,Sweden,5962462.916911128,3330.0960913943854
Estonia,Switzerland,2223.0966787338257,1.564
Estonia,Turkey,249715.7145690918,652.445
Estonia,Ukraine,1240270.5732793808,874.0738848607858
Estonia,United Kingdom,5196.51171875,4.519
Estonia,United States,306914.0,364.94
Estonia,Uzbekistan,598712.5217285156,291.9239972829819
Ethiopia,China (mainland),712.0,2.0
Ethiopia,Côte d'Ivoire,100.7771263122559,0.07500000000000001
Ethiopia,Singapore,1810.69348144531,1.69178353067181
Ethiopia,South Sudan,20926.79391574861,14.34
Falkland Islands,Mexico,16750.0,11.34
Finland,"Areas, nes., Spec Cat, Islands, Other",42916.782165527344,39.358000010252
Finland,Argentina,261882.3002204895,293.2737943395519
Finland,Australia,10258717.303649902,8022.652477684702
Finland,Austria,4619784.802113052,5709.928478593892
Finland,Bahrain,28534.169921875,13.4300003051758
Finland,Bangladesh,8032.955078125,7.23999977111816
Finland,Belarus,97907.37163639069,62.44099915958945
Finland,Belgium,7969452.471879005,4962.541190296203
Finland,Bosnia and Herzegovina,202.8588943481442,0.2442213392712471
Finland,Brazil,3112761.0,1789.4939105974204
Finland,Bulgaria,1990605.1886405947,920.5780192562112
Finland,Canada,22454053.87472237,18376.19262376515
Finland,Chile,286489.4091720581,314.741430722954
