Export_country,Import_country,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Belgium,Indonesia,139.63049959293406,141.0799055339225,142.1399635888613,143.06901120327188,147.75789096895556,143.8489703162541,139.237955761336,138.356442749997,142.86743737884,136.97410191873027,122.96041060372409
Belgium,Iran,148.00021829761292,185.7430202713772,223.4858222451226,188.24930323790045,183.04907329751723,161.9040246337409,163.7265507770731,167.9828556502877,,,
Belgium,Italy,59.68045538137987,61.05517528265023,58.98375294562426,57.894332907413656,58.4061865981679,54.557273687282226,54.17571438226258,53.34487420525995,54.19185066695851,51.491744381079776,45.6051114545011
Belgium,Japan,108.5394261996051,115.33057166498439,113.44487184248347,113.41003317243982,115.56844705826764,106.82310564231163,106.90279234254909,102.86453509610381,101.18710617089425,102.86632620682377,
Belgium,Malaysia,102.71694158102349,111.86852277104835,105.86329883662238,107.4247876893402,109.542291627069,102.35229667129148,94.52073377343882,90.19798097601996,96.26448678532427,88.7394756304435,47.887623744933826
Belgium,Mexico,124.17766774658045,125.00189612633794,125.73425921863266,158.44269370729882,157.80145735005186,143.378478414466,128.2799786861915,130.14389897178873,137.19899218136672,135.85905945290776,150.03682576169112
Belgium,Russia,90.12804744914251,88.88742748509372,88.02349681676796,86.47526071058371,94.6943378714173,86.73801384395293,83.47971188663807,82.87068008564307,88.6923149835563,89.52829989179934,77.96889894455438
Belgium,South Africa,100.28699764262461,101.898936403082,102.72829173510831,97.07142275979494,97.3731372508005,94.11836832169837,93.30152864504501,93.62768481707799,88.69955409700742,87.7941511526968,74.73048768981054
Belgium,South Korea,111.81595829840782,112.35073229449254,117.8575011570096,115.94661805944746,123.31377136883188,116.69569977811337,114.38684350606705,108.45609948083083,112.38112548613826,107.75708466882325,89.13430146154143
Belgium,Spain,63.75275071188493,64.06405715431313,62.95510473897507,63.26136168258538,65.03772528365536,59.0180808644849,57.19650987620537,54.97999245977792,56.67492617824266,56.21083662835198,43.8493713696251
Belgium,Sweden,57.43484625479407,58.1432839153456,58.46446771229401,58.77209486911765,62.22351644364681,57.14846481503395,55.074992824453005,53.73963044812815,54.199060642007126,54.424894247427936,49.651071770269596
Belgium,Taiwan,92.0,97.0,99.0,100.0,107.0,102.0,98.0,100.0,99.0,94.0,89.0
Belgium,Ukraine,121.79833116902023,127.26984376250563,113.39439732190364,113.68088554196416,114.80192265784588,112.206719007495,108.01337010146312,106.68157015215004,112.18000295595418,112.49143813275376,101.28426852202637
Belgium,United Kingdom,48.07444716347422,50.02110710426333,48.20345602722753,48.435347684932474,51.98986916298403,49.15904775415498,47.663047298570426,45.95736981350507,48.93526496697791,50.54401265695603,43.358772031079454
Belgium,United States,75.52201170402711,77.50410351192633,77.86145672325108,76.37660858092727,77.57834228291918,73.60766452401826,75.75287836513213,73.60028967479957,70.30885062757899,70.25005151680033,65.74898149322009
Belgium,Vietnam,108.19532832870054,113.19755224223309,107.41914386177682,99.00729718432002,94.60363081465371,87.3199011300785,75.66669601171547,73.34856688346196,76.03871806857374,60.19787317453742,
Belgium,Austria,73.62671598046909,76.00399189545173,74.86736672389101,75.00330868706632,79.93595608534415,78.77414975978894,75.237595811809,71.93429429864366,69.42714572592217,69.82090261378877,60.96396268519331
Brazil,Belgium,104.9988312744234,105.10206836490133,105.77782261080624,108.77366375743853,110.0814083777752,104.2349592654162,102.91945624355088,99.58202657182173,101.63234496556113,102.41144558375979,92.71060960365895
Brazil,Canada,121.53271671112162,119.69597583999838,120.59990925005395,124.11118870786062,116.38809993410248,116.8915878428459,121.93703350298418,112.64895908967954,,,
Brazil,China (mainland),106.54984561782497,104.68380462516453,104.64159893409932,106.92812948165576,104.58470456902359,105.89073571434557,105.3436012676595,100.58096225616006,97.12453896382927,87.72153436212665,85.05067405910694
Brazil,France,110.09364933910209,109.13177026323537,109.81535130910495,110.47182917367557,107.37294539077568,107.06697469734343,110.66556222521528,104.5430081038623,105.67674543850312,106.89249640044243,101.72868749492724
Brazil,Germany,98.92516722758025,98.7261375437041,102.39289116510446,103.42286029974473,102.56981596988375,105.30414487462747,106.10751460667585,100.31848232545246,101.24034263692047,101.51036363816712,95.69505071633051
Brazil,India,141.49956543754794,126.24141112060192,121.92865928271988,113.24054450639491,123.22149956065883,128.832851383694,126.84592790858953,121.3022930312738,124.94789836599382,120.30916563248084,108.32805610965406
Brazil,Indonesia,149.96365106983518,143.81253222215,144.5425068674389,140.66223212720718,136.48616464284618,137.05287393690065,143.22724132706762,146.26605856466094,148.6446267045993,131.65337112626995,126.95541963417467
Brazil,Iran,205.73173042382362,221.13532382707035,236.53891723031987,184.7379960539063,192.24739415119382,156.14986916755132,192.32821499034011,206.13232710265268,,,
Brazil,Italy,108.71888993432685,106.85313977706966,106.75482448792283,107.87572429444458,107.62718934269925,111.9977064485981,109.66925652607947,107.1518920060842,108.53486168049669,103.07201885805802,97.79931716630128
Brazil,Japan,128.8502284791248,134.3710540266147,131.13447745027838,132.2889664705437,133.5176034934162,141.5008379243221,137.23453077461846,134.63445484364493,134.64973127107797,135.2497253440998,
Brazil,Malaysia,115.7969408761526,121.30473273153575,119.0279382979453,125.08036879700467,123.8366970142445,118.1977144398087,109.17546730086913,112.50600078308928,126.60653867667145,105.19518524708289,69.10946623523992
Brazil,Mexico,101.4129612192066,97.76434800083145,99.66217727314199,105.16098944454515,104.03647799354259,104.78847218713608,100.98510668551155,96.82990474839521,97.78771290491028,98.77335075457418,98.43951498772887
Brazil,Russia,124.21461213169547,127.46699008854993,127.79629890649487,118.52410322152029,119.1062629225121,116.07978284327017,117.07809147206261,130.2367327182468,131.13991594785702,129.47706155521524,115.6186183872276
Brazil,South Africa,134.42461366735623,131.7827336080303,129.70324941131372,136.52393776363812,128.42607093896655,133.45386968233495,138.96132350720922,136.13471848437925,136.9689122116832,131.2338832381636,119.61159469037716
Brazil,South Korea,106.25968575817436,111.62201615185884,111.81965914899274,114.6330744382976,118.50104086177136,119.93428092359446,119.91371530657221,116.5888592765155,116.83803776898873,113.63253095888193,108.39325217507145
Brazil,Spain,116.2872602292646,119.9466385704564,116.795461931468,118.05532460312449,117.56491148854234,117.21199289796674,118.01227992075295,113.00022154542143,112.39698254110131,110.58123513857066,103.48783069578698
Brazil,Sweden,138.64744631103954,140.99536213076487,143.3463902273818,144.01008740969715,149.2876837289331,148.2163480921022,148.80866112056128,141.63484774095832,142.6671431511933,139.92614364837576,132.8970299782549
Brazil,Taiwan,107.0,105.0,105.0,107.0,105.0,106.0,105.0,101.0,97.0,88.0,85.0
Brazil,Ukraine,151.11116302618802,145.5059760116407,143.19307810155385,175.53983935881075,199.07470197951415,207.59362480831922,233.80246938730224,193.19278898130753,189.5337421472564,180.2551994961132,152.05817386967863
Brazil,United Kingdom,110.45588248554222,110.07865305955082,110.97031093473105,114.59463296959615,113.94403480894009,114.40348291517046,117.64700793867445,113.05768536338512,113.79680339684937,115.41016210080662,112.03970482273635
Brazil,United States,90.8588498918486,89.64377904282192,89.6797617928397,88.2819492695726,89.89710325500808,89.87344066522904,87.51078974060047,85.50880410871362,84.38976519988806,84.32191326700176,78.29055242761744
Brazil,Vietnam,133.12526277548469,135.31104668189195,118.48237478877155,109.41220833588928,98.69462161861904,101.81080017096215,86.02675738219752,83.4166741797504,90.89932681819393,69.53258111255907,
Brazil,Austria,151.35214219445854,164.06138176046082,163.69579758947634,162.04328288181847,157.7982864299563,168.28952503670433,156.57430040836218,144.18470958948458,152.3615801588237,150.69232368618657,146.37690663240716
Canada,Belgium,116.18800585350182,112.85819854392733,110.46743680373163,108.59922087696559,112.69661026069629,108.94486057037129,107.02034878235156,94.45367180140629,,,
Canada,Brazil,121.53271671112162,119.69597583999838,120.59990925005395,124.11118870786062,116.38809993410248,116.8915878428459,121.93703350298418,112.64895908967954,,,
Canada,China (mainland),90.88478833215763,91.44847143174175,90.06127263805209,91.48568539341188,91.0828635086534,90.84044433010952,91.62471164873827,88.06425962126872,,,
Canada,France,100.88082097516464,98.48699765045976,99.17333319896586,101.77819746962928,102.78543595211937,102.16343863037535,102.35143456291075,100.75953973377322,,,
Canada,Germany,99.98127375051156,98.32812988244228,98.56619867238096,103.70618648481135,101.48097621987576,99.77780615674314,100.85169171708772,97.44040338666846,,,
Canada,India,133.58546269513823,134.94274675494125,122.25444062088084,126.08497134627119,125.34641131415665,127.9035612014801,128.89164515391926,123.44347255045763,,,
Canada,Indonesia,143.51062690655448,144.91989997799286,140.4498876544042,138.92727689091697,144.29520039772993,147.00781942312838,145.7232938933313,139.71410416722821,,,
Canada,Iran,253.15299722158517,298.63401219480465,344.11502716802005,342.64971950157,317.04344033776135,262.08780135853675,269.7566544144928,263.4035138139072,,,
Canada,Italy,118.03288537769517,117.07426261744729,112.17019621074304,107.69577948169923,111.655808107062,110.94882377805608,110.10774566231598,104.53329511099167,,,
Canada,Japan,105.37802320291702,107.76083913262818,104.34023633969036,103.8141801848755,106.2565477847044,104.84193279838254,103.66331176043788,101.14800184901114,,,
Canada,Malaysia,107.73738096260774,111.38979318615205,113.34034566661688,115.28987660325178,113.50487588209188,114.91258843145178,109.62633942291875,108.30570133687468,,,
Canada,Mexico,80.60608275307253,79.46331757973041,78.57969778655128,81.57013181567547,78.17182021671955,72.93941252564555,75.53996411689778,70.9826791368054,,,
Canada,Russia,161.05329592447134,157.37285109652365,152.0856157037593,144.24977150398837,158.81761984500008,160.06441650102715,160.26337106798226,166.71346712333212,,,
Canada,South Africa,145.92003722154718,146.43621889465783,154.1342843265233,150.84661590070775,144.8068454751705,149.57581273090202,160.60176288143504,163.78146303914747,,,
Canada,South Korea,103.36014223882017,106.65242296335737,107.94547402785146,109.00348218265101,110.48625677104921,106.99210370979051,107.87630619724182,104.4517567956603,,,
Canada,Spain,131.75555463081557,130.0566234284136,134.06705698336677,130.36523511510546,132.22513050734133,118.30985204659777,119.10263915835012,117.42276154097055,,,
Canada,Sweden,125.51975668219985,124.39163136490743,129.15565459473876,128.78429231199578,126.64785199932828,122.31567835414987,117.5202958018382,120.89947347637784,,,
Canada,Taiwan,91.0,91.0,90.0,91.0,91.0,91.0,92.0,88.0,,,
Canada,Ukraine,177.90141817016257,182.47380714521978,171.59870892966015,166.5726649158882,181.47047629636236,177.50903445279565,175.00512367412858,161.80716678411974,,,
Canada,United Kingdom,68.07451862855332,70.88502459817508,73.60172568783771,73.79784325060076,73.91930647617706,70.74810273230104,69.66070007163887,69.8858878069813,,,
Canada,United States,29.24307250746503,29.78486295180247,29.07118873736767,29.178594682323265,30.24008165337746,29.876971708818733,30.45625224822799,30.43976332462732,,,
Canada,Vietnam,115.7136952159203,116.30846026898473,107.98809274137339,99.2234968836365,93.29218920238735,92.02190611487471,81.93517705816743,83.15246203440788,,,
Canada,Austria,124.60916025415001,127.7791786831274,119.70428478070035,127.57096070110916,126.57829455566043,135.6175967595882,123.46514479565597,130.19422570551126,,,
China (mainland),Belgium,92.24458165191847,96.571916704756,98.58721540237462,99.86412393573987,106.52805650792003,101.65573920906921,98.49217668753172,99.71472733384425,99.38864404113605,93.78536892593058,89.35477151932905
China (mainland),Brazil,106.54984561782497,104.68380462516453,104.64159893409932,106.92812948165576,104.58470456902359,105.89073571434557,105.3436012676595,100.58096225616006,97.12453896382927,87.72153436212665,85.05067405910694
China (mainland),Canada,90.88478833215763,91.44847143174175,90.06127263805206,91.48568539341188,91.0828635086534,90.84044433010952,91.62471164873827,88.06425962126872,,,
China (mainland),France,85.8429298778902,88.02379785840633,89.69503525982843,88.50027213274048,89.3016656146032,90.2891003396468,87.14151468340687,85.4240058283112,85.58150929651471,85.13958303557179,78.73997569325238
China (mainland),Germany,65.75871784155372,68.91928247015649,70.11444379639302,69.55801481751564,71.33606286902949,71.15525375379801,69.40456376490243,68.46493909453308,68.14955352392455,65.67762966782257,63.16519699450605
China (mainland),India,100.31345652683386,103.16618724734967,93.59744922103145,95.07372827870131,100.35308803522112,103.02205922537996,98.22608144150595,93.0887364672901,93.16039815994799,93.67241040188559,89.75922160929998
China (mainland),Indonesia,97.50707929316565,97.36323870903982,96.74120937200767,95.55469625828275,98.55048213151782,98.42898721969968,94.51037053999187,91.41987910198408,91.2326374742928,87.07081001232801,79.211506188739
China (mainland),Iran,101.99552168543345,100.37124879291497,98.74697590039678,85.19863935082508,89.85042079078549,90.42810821178674,96.64274845473884,96.65808298720016,,,
China (mainland),Italy,91.45078157658571,98.69356509991944,97.83231435599873,96.11981554071278,98.50527172522973,98.32597863483441,95.51827497818597,95.88453962881466,95.8568879567226,93.51851141944665,89.56592621644405
China (mainland),Japan,61.55868084679761,67.32693632046944,66.63077281026366,67.04442635911198,69.97244594458338,70.69270801581347,68.82806884208013,68.50948760283326,69.80160238138986,68.43743171325491,
China (mainland),Malaysia,54.116837252087045,56.30789656525301,53.438914548166785,55.3713211460829,55.882643755673826,56.86248065165689,51.310800407073366,49.08585196623383,51.0835526216848,43.48093928004262,19.610546015183616
China (mainland),Mexico,113.1488774962147,111.54492066641541,109.72089107861858,111.19055346824926,111.80916405811057,106.79917162879646,106.09492396955918,104.71753299305244,105.28484503748045,100.78247567702326,104.50624654521476
China (mainland),Russia,92.18978120176946,93.37386750746491,93.17332577921226,90.6890775558538,93.84222389193322,88.12753576061989,87.37518062523174,89.34345912848949,88.55419629269214,85.78012706570554,84.86985777557756
China (mainland),South Africa,111.36768569863462,113.10155633344286,107.0376558721839,108.11393642819067,105.26430460068102,107.44446324228925,112.1994087936776,113.12207350560892,109.4769009383874,101.70450151220311,96.41117662837617
China (mainland),South Korea,52.8494635335725,54.65837605975792,54.88944721391946,55.320350423760466,56.40527118234788,58.063750964069925,57.35782911732432,57.032386773463095,57.96247520063178,57.31906367678727,54.55911886065439
China (mainland),Spain,109.29512801798577,109.02222042964871,107.46258188033102,106.10212349096058,105.91248625875527,102.99049824118187,100.96712180341778,101.18214566880152,99.09457841103799,92.33725813706361,91.6867072472514
China (mainland),Sweden,102.97061113691952,106.26050636412074,105.58896221873862,105.33795256835741,106.84337743761829,106.93189182452932,102.35227914794747,99.05917980606169,98.00831767434448,96.05276840136403,97.18809056066789
China (mainland),Ukraine,131.1591607607755,142.6624614863113,109.40436610050664,115.15799666191029,112.12432298038419,112.26758928825137,110.57613442977213,106.34405354258946,104.04177533702219,94.82653107257926,96.30597997041848
China (mainland),United Kingdom,86.06602976675295,86.68079923035069,82.97709593192133,79.30096437604881,77.51393198972781,83.18933846538705,81.99424215814008,80.02238376804962,78.31859903574755,85.53349222311395,84.75679423528419
China (mainland),United States,69.19449538115694,72.13320234947702,71.09786633204132,70.80755056212568,72.3596602543906,72.41746651014074,71.28346073512017,72.18907264037864,75.27572345285604,71.98634866864535,70.55670236356445
China (mainland),Vietnam,65.94792741842974,66.31186607489923,59.45288654763736,53.13342563010046,48.56705144786051,45.74758973909565,34.054521845377515,33.12151462892254,34.21542729189135,19.18234300764594,
China (mainland),Austria,121.86411182377879,127.02643811844894,126.75699046496787,124.15258713018895,125.71491786333424,128.4609328258312,124.64797060408479,124.06827279691743,121.9128436937074,119.93119685572596,109.41622533408105
France,Belgium,32.747951793519725,33.270967954537255,32.8531517721502,33.56210541715596,36.75145611185193,34.184844211467414,32.398740078072485,30.381147660004547,31.861997874839677,31.672586848136987,24.72480616641448
France,Brazil,110.09364933910209,109.13177026323537,109.81535130910495,110.47182917367557,107.37294539077568,107.06697469734343,110.66556222521528,104.5430081038623,105.67674543850312,106.89249640044243,101.72868749492724
France,Canada,100.88082097516464,98.48699765045976,99.17333319896584,101.77819746962928,102.78543595211937,102.16343863037535,102.35143456291075,100.75953973377322,,,
France,China (mainland),85.8429298778902,88.02379785840633,89.69503525982843,88.50027213274048,89.3016656146032,90.2891003396468,87.14151468340687,85.4240058283112,85.58150929651471,85.13958303557179,78.73997569325238
France,Germany,32.05218254868212,32.52313997900052,33.18302591203099,33.56509049520533,33.98472321573733,33.88285979448731,33.22649563321778,32.60944848779472,33.46727435722825,34.39552411217983,29.935251821710974
France,India,109.92578529767387,107.39337820990977,101.12305986226318,104.44722589924886,105.88607576490729,102.40537323154703,98.24254176834356,96.37540943662763,96.66113649578152,101.00965169827761,90.78904152238074
France,Indonesia,138.9301201952481,136.31593512900514,133.41914000370977,131.91755799321618,128.49852832291063,126.19513942601176,132.5427279659528,136.24035889322488,134.58570092744958,140.40384748884,138.42320657736119
France,Iran,163.94223906492408,184.39500553146217,204.84777199798833,196.78418545098174,209.90866516504377,185.58121564740176,173.4491695538722,188.74315071084746,,,
France,Italy,41.442314160429675,42.653855338570466,42.922873507006564,42.75062990891374,43.25423773780728,42.37784126548048,40.46326699970759,39.87010387074805,40.095020393846696,40.16710005793789,34.45092399658984
France,Japan,103.00296987749182,108.62707930603412,107.24847850990216,107.0945949472796,110.38078195973382,108.67315321963318,106.7949896009861,103.89647487420395,103.73905762796541,108.7066807327095,
France,Malaysia,79.07765875709923,82.11071625632617,84.13297442039544,86.80626464263261,93.6636103753163,91.09126872330111,83.91933378741064,80.46245336868922,89.36020232456214,93.7731936781959,62.21546107291272
France,Mexico,126.29051680437446,118.94548398714963,116.22266199532399,120.97443429849521,114.34575941498268,107.53769791237092,107.54122969911802,109.39587443416858,112.2791661491151,114.24937511555325,126.85757613875009
France,Russia,81.74652653053221,84.30483170026628,89.92234449795772,89.34344763310014,97.57151996319217,94.8783639114327,96.1498007421991,95.47052277849326,100.60130412151689,99.26113807439323,88.65612302513163
France,South Africa,112.7546557777917,115.29019684474639,114.18023118914942,112.1541854031714,112.61149528427094,110.68204082187592,112.98153243908202,116.15317575282829,112.70829527220995,112.14894700160478,102.92800060186553
France,South Korea,92.35536214564964,106.20384289574005,101.98285695058895,103.47139861469317,106.39285761689274,109.7476746360607,103.4584650154819,103.60376240924754,101.48508061552381,101.83810638279995,93.76194113833223
France,Spain,37.57161307989245,37.723359830911086,37.025911075715044,36.80981568222768,36.61920269865353,35.2468026789728,33.77958689184628,32.20634061008665,33.34957719048977,33.15324083518312,28.623622103350744
France,Sweden,63.35730972576836,65.74901327006005,68.27985360966568,67.30288890056259,69.79212073844194,67.9579574697103,66.69935989101035,63.98212347386634,64.2879547023008,63.23601451588734,58.65672963428745
France,Taiwan,86.0,88.0,90.0,89.0,89.0,90.0,87.0,85.0,86.0,85.0,79.0
France,Ukraine,121.91940643919477,120.06904561472287,108.28404214186892,105.24693808216416,106.46418218508668,103.8647671664727,102.45039343640813,102.96269539530734,104.63711933541275,99.48770676428329,91.30851710719968
France,United Kingdom,46.5679356918691,48.22433044256287,47.77365587980738,48.42533064242733,49.37069201819004,47.47463423411797,44.83883010576981,43.76856123614139,44.28601944912738,48.949440613200125,47.680617155111364
France,United States,81.44193232851063,81.28034194149687,80.97924571890825,81.56742040334686,82.02425018388064,82.07673948169185,80.98020682834711,79.3918061578213,79.7946787140586,82.52800099907414,80.30470347421195
France,Vietnam,92.91333448041593,97.35567220887731,93.58842441260084,88.28948065090798,74.62106974810845,72.52640009105433,63.34010503752938,66.85988690555675,67.40881207863634,58.77378927242349,
France,Austria,67.53446037774036,68.42279119327782,67.62587162650975,66.7488804552076,69.17223229037366,70.28250508858302,64.52205420324529,65.48053122648537,66.07545560129246,66.12190298071144,58.51924531621704
Germany,Belgium,35.800725263729326,37.337939290586334,38.209648141230666,39.282714263010554,42.85403493023379,39.75975496982169,37.72255574265746,34.92942091757851,35.89234834996793,36.190800720712325,29.768143332065232
Germany,Brazil,98.92516722758025,98.7261375437041,102.39289116510446,103.42286029974473,102.56981596988375,105.30414487462747,106.10751460667585,100.31848232545246,101.24034263692047,101.51036363816712,95.69505071633051
Germany,Canada,99.98127375051156,98.32812988244228,98.56619867238096,103.70618648481135,101.48097621987576,99.77780615674314,100.85169171708772,97.44040338666846,,,
Germany,China (mainland),65.75871784155372,68.91928247015649,70.11444379639302,69.55801481751564,71.33606286902949,71.15525375379801,69.40456376490243,68.46493909453307,68.14955352392455,65.67762966782257,63.16519699450605
Germany,France,32.05218254868212,32.52313997900054,33.18302591203099,33.56509049520533,33.98472321573733,33.88285979448731,33.22649563321778,32.60944848779472,33.46727435722825,34.39552411217983,29.935251821710974
Germany,India,96.71793065578558,99.46380405216726,92.20182346688821,95.71312289080605,98.61804747358767,98.98030643852651,97.27086461152874,93.22509938519742,94.27262544365884,95.58101890321535,91.29217155686786
Germany,Indonesia,125.79910985329144,121.44772449101077,122.29861714896097,123.66405503510096,126.09156021024886,128.78925674967005,127.58305548592533,125.2191542600043,129.61563302893916,131.94744683514048,125.65001494159293
Germany,Iran,144.52638343012958,152.6090328786438,160.69168232715532,154.82364204644017,155.00171311356442,151.95800570932448,156.90235646036643,149.77850418570645,,,
Germany,Italy,42.59874371354293,44.42228016622085,44.62406328737216,44.52910487885467,44.7533465770372,44.41579778418199,42.67083149149427,41.79763539451855,42.54263838424852,41.73890072641504,36.719556331610946
Germany,Japan,88.87847857943554,93.10826076566956,91.34740479999589,91.37186555952623,93.70737330126329,93.17896883021923,90.71750258222744,88.85236220036742,89.62912372673422,91.85133361078972,
Germany,Malaysia,70.50678867344809,75.20289292621898,74.89709710621351,75.43241205126401,74.80969167130122,73.283448408059,66.73943003939173,63.92348012458604,68.02788997517601,64.35342943059459,36.85090713815784
Germany,Mexico,93.20666779156986,92.20916082701198,94.73745511961648,103.56998920505349,96.40291082137485,95.35402600578016,81.93590235645847,80.91415292815496,83.0408102528174,81.079721626872,85.78318317115372
Germany,Russia,77.17617905173186,74.81315604531011,73.88713757727854,68.82228548290865,75.15159535656532,78.40829424918991,76.94113029434763,73.67471645030915,76.66409680997705,78.37560367457488,74.10912450034373
Germany,South Africa,79.7489653572956,82.73101098152762,82.41962811124837,81.17972827811269,75.863145374312,74.83966988398798,74.56803927638363,74.3091490615608,70.84864138014464,71.91655650192645,65.57397974063109
Germany,South Korea,84.27807794207173,87.41167569531578,86.78284336116606,87.87809073413264,89.5962059591789,90.10820546601059,86.71748314629826,85.77535401295233,86.35998347458379,83.05352292333261,79.98122897647195
Germany,Spain,50.52667147314267,50.601786219954235,49.92700679635056,49.008252682148765,48.03995153004477,46.459255831818844,45.12747554615431,44.418007363195144,45.300778485715185,45.32126454339449,42.09850381668052
Germany,Sweden,50.57053218306318,52.04346285207917,53.26918181637317,52.954845799586046,53.80167482855196,52.01279232803915,49.154903615555256,47.61762986809581,48.396723869287705,47.84376514049122,45.344417983228084
