Export_country,Import_country,Nominal Value (SUM),Tons (SUM),Nominal Value (SUM)_export,Tons (SUM)_export,Nominal Value (SUM)_import,Tons (SUM)_import,Nominal Value (SUM)_product,Tons (SUM)_product
India,Germany,562187172.3558961,457691.9764371668,50812620524.42151,74242086.51628137,82866679359.00713,85265665.52379914,4.210673132388142e+21,6330300916686205.0
India,Indonesia,3525026530.0,4920267.96318924,50812620524.42151,74242086.51628137,38517934065.54635,59878521.730703816,1.9571971670572949e+21,4445506390797946.5
India,Iran,667038212.8055785,637545.5502159741,50812620524.42151,74242086.51628137,7489451633.987148,10946534.846878693,3.805586638137976e+20,812693587155456.8
India,Italy,5047214689.3673115,6207503.349802516,50812620524.42151,74242086.51628137,85028215439.92317,115714020.75218743,4.320506445017574e+21,8590850339830677.0
India,Japan,1652744123.4174802,1584715.9815243536,50812620524.42151,74242086.51628137,29543652475.693275,33028302.14139705,1.5011904021527884e+21,2452090065067481.0
India,Malaysia,1202925138.7632167,1839360.826928956,50812620524.42151,74242086.51628137,16986894723.92083,19522853.46143032,8.631486354948869e+20,1449417375728192.8
India,Mexico,258031360.59158096,342791.3676805594,50812620524.42151,74242086.51628137,55197296936.53189,71488192.66756846,2.804719303209809e+21,5307432584918209.0
India,Netherlands,502984778.60190284,450115.0866510422,50812620524.42151,74242086.51628137,23450192436.10187,25548302.043229587,1.191565729480304e+21,1896759250637539.0
India,Russia,75285520.77472402,49354.49551037383,50812620524.42151,74242086.51628137,7505180857.672238,8804172.188609717,3.813579068880518e+20,653640113331000.9
India,Slovakia,2437910.9346694946,2069.219071617291,50812620524.42151,74242086.51628137,6649030435.855892,6467076.028096452,3.378546603924744e+20,480129217985306.06
India,South Africa,106300768.19546765,118116.90013149114,50812620524.42151,74242086.51628137,3491987766.0907483,3966841.6543924217,1.7743704923429156e+20,294506601301790.9
India,South Korea,1028391850.0,1269145.0450331473,50812620524.42151,74242086.51628137,45189048533.220924,62036767.390945196,2.2961739749782213e+21,4605739051828976.0
India,Spain,706731576.0004958,865714.5399025476,50812620524.42151,74242086.51628137,30411831383.82331,41310141.89855985,1.5453048475589065e+21,3066951128832740.5
India,Sweden,5058811.658385994,4728.476334466478,50812620524.42151,74242086.51628137,8710318987.062227,7368504.891323383,4.425941333362565e+20,547053177637273.0
India,Taiwan,1661907044.3211973,2093616.7625107716,50812620524.42151,74242086.51628137,52669875859.60428,75539050.02115303,2.6762944151224614e+21,5608176687028149.0
India,Ukraine,105630482.33881381,68205.86576441173,50812620524.42151,74242086.51628137,2669614115.0918794,2993415.9970440585,1.3565008897680299e+20,222237449431765.62
India,United Kingdom,361455773.4349366,368627.79953549395,50812620524.42151,74242086.51628137,14216521519.3457,15103076.82513566,7.223787131397854e+20,1121283936313765.8
India,United States,1879081558.0,2357432.3492136537,50812620524.42151,74242086.51628137,120595761242.0,180354448.0683238,6.127786652843485e+21,1.338989053708467e+16
India,Vietnam,1393913695.5523975,2061039.8386498622,50812620524.42151,74242086.51628137,32798944594.642277,47520626.184310265,1.666600325289084e+21,3528030440483428.5
Indonesia,Austria,124409.7611618042,171.2348875913948,34951210344.90991,27965225.29109022,15364702118.217093,15875548.654514426,5.370149356206885e+20,443963294743160.1
Indonesia,Belgium,117047497.5010376,167233.3201046474,34951210344.90991,27965225.29109022,32479866310.468662,47476506.68932843,1.1352106393917433e+21,1327691205601021.5
Indonesia,Brazil,63267077.0,61512.868,34951210344.90991,27965225.29109022,8298699654.963992,9379886.163980313,2.900495972298778e+20,262310629780489.47
Indonesia,Canada,3438588.34375,2875.632,34951210344.90991,27965225.29109022,21831402497.170246,21647464.564676967,7.630339408029888e+20,605376223532083.6
Indonesia,China (mainland),13735545155.424128,10165145.86532526,34951210344.90991,27965225.29109022,77759127639.26492,106341819.28649531,2.717775626356646e+21,2973872934211244.5
Indonesia,France,3552632.892578125,2604.901361906694,34951210344.90991,27965225.29109022,51544634493.05953,55433892.192151785,1.8015473623184226e+21,1550221283915531.8
Indonesia,Germany,13164430.693847656,20543.400393486023,34951210344.90991,27965225.29109022,82866679359.00713,85265665.52379914,2.8962907408608626e+21,2384473545967787.0
Indonesia,India,2433769297.802246,1958920.3524095542,34951210344.90991,27965225.29109022,31245526612.397964,36080361.29465354,1.0920689729674018e+21,1008995432188917.9
Indonesia,Iran,600.0,1.5,34951210344.90991,27965225.29109022,7489451633.987148,10946534.846878693,2.6176539942751407e+20,306122313149732.44
Indonesia,Italy,1077716309.6660156,700353.4580727282,34951210344.90991,27965225.29109022,85028215439.92317,115714020.75218743,2.9718390430930714e+21,3235968659672810.5
Indonesia,Japan,94808305.07324219,101952.60816290548,34951210344.90991,27965225.29109022,29543652475.693275,33028302.14139705,1.0325864120348741e+21,923643910366366.1
Indonesia,Malaysia,1608829696.9195786,1319073.936255596,34951210344.90991,27965225.29109022,16986894723.92083,19522853.46143032,5.937125306025973e+20,545960995373839.4
Indonesia,Mexico,91252418.91699219,162107.44199999998,34951210344.90991,27965225.29109022,55197296936.53189,71488192.66756846,1.9292123356991775e+21,1999183413601416.0
Indonesia,Netherlands,2597094.6633758545,2404.530002009123,34951210344.90991,27965225.29109022,23450192436.10187,25548302.043229587,8.19612608462812e+20,714464022443736.0
Indonesia,Russia,21334238.879516605,10782.003999999999,34951210344.90991,27965225.29109022,7505180857.672238,8804172.188609717,2.623151548330938e+20,246210658756021.6
Indonesia,Slovakia,66685.421875,54.974000453949,34951210344.90991,27965225.29109022,6649030435.855892,6467076.028096452,2.323916613533073e+20,180853238100326.2
Indonesia,South Africa,24246102.0,15940.84,34951210344.90991,27965225.29109022,3491987766.0907483,3966841.6543924217,1.2204919893448981e+20,110933620559165.12
Indonesia,South Korea,2399368476.0,3296183.8307441664,34951210344.90991,27965225.29109022,45189048533.220924,62036767.390945196,1.5794119405709474e+21,1734872176418741.8
Indonesia,Spain,4596041.302001953,3803.633371179965,34951210344.90991,27965225.29109022,30411831383.82331,41310141.89855985,1.0629303156699413e+21,1155247425000131.8
Indonesia,Sweden,4870.58447265625,4.0,34951210344.90991,27965225.29109022,8710318987.062227,7368504.891323383,3.0443619108807456e+20,206061899344358.66
Indonesia,Taiwan,8141318943.255982,4834488.726140004,34951210344.90991,27965225.29109022,52669875859.60428,75539050.02115303,1.840875910009322e+21,2112466552116478.0
Indonesia,Ukraine,216215.89282226562,102.78299999999999,34951210344.90991,27965225.29109022,2669614115.0918794,2993415.9970440585,9.330624447631681e+19,83711552747290.55
Indonesia,United Kingdom,143925.0620117188,63.208,34951210344.90991,27965225.29109022,14216521519.3457,15103076.82513566,4.968846339955898e+20,422360946003562.3
Indonesia,United States,189239000.0,111082.09204187755,34951210344.90991,27965225.29109022,120595761242.0,180354448.0683238,4.2149678178736763e+21,5043652772480906.0
Indonesia,Vietnam,2182348775.0999575,1234168.5428715236,34951210344.90991,27965225.29109022,32798944594.642277,47520626.184310265,1.1463628116183882e+21,1328925017217917.5
Iran,Austria,246027.0593109131,212.04593823527512,13063317252.267376,29321299.205503874,15364702118.217093,15875548.654514426,2.0071397825685445e+20,465491712150551.94
Iran,Belgium,53462554.548828125,90812.51826953884,13063317252.267376,29321299.205503874,32479866310.468662,47476506.68932843,4.242947979248832e+20,1392072857869905.0
Iran,Brazil,96129996.0,256094.638,13063317252.267376,29321299.205503874,8298699654.963992,9379886.163980313,1.0840854637407643e+20,275030448727632.72
Iran,Canada,5592224.531860352,17534.465,13063317252.267376,29321299.205503874,21831402497.170246,21647464.564676967,2.8519053688247714e+20,634731785541436.0
Iran,China (mainland),1996352274.0,4161660.1491222153,13063317252.267376,29321299.205503874,77759127639.26492,106341819.28649531,1.0157921536112705e+21,3118080301356951.5
Iran,France,8587054.576931,12907.56395827447,13063317252.267376,29321299.205503874,51544634493.05953,55433892.192151785,6.733439130350007e+20,1625393739091727.5
Iran,Germany,50757318.048583984,79257.19970989229,13063317252.267376,29321299.205503874,82866679359.00713,85265665.52379914,1.0825137221086266e+21,2500100090779730.5
Iran,India,41235956.60575867,81768.179,13063317252.267376,29321299.205503874,31245526612.397964,36080361.29465354,4.081702268519177e+20,1057923068963217.6
Iran,Indonesia,53971828.0,121432.29805660377,13063317252.267376,29321299.205503874,38517934065.54635,59878521.730703816,5.031719926001489e+20,1755716051649232.2
Iran,Italy,530969505.99877924,1162080.4363834516,13063317252.267376,29321299.205503874,85028215439.92317,115714020.75218743,1.1107505536858557e+21,3392885424746772.0
Iran,Malaysia,8439972.25,25610.760000000002,13063317252.267376,29321299.205503874,16986894723.92083,19522853.46143032,2.2190519490944464e+20,572435427687805.4
Iran,Netherlands,24707422.220855713,19316.41400055588,13063317252.267376,29321299.205503874,23450192436.10187,25548302.043229587,3.063373034195195e+20,749109408402120.8
Iran,Russia,730826.095703125,729.4169999999999,13063317252.267376,29321299.205503874,7505180857.672238,8804172.188609717,9.804255857941661e+19,258149766999001.4
Iran,Slovakia,3369769.1005859375,4783.0,13063317252.267376,29321299.205503874,6649030435.855892,6467076.028096452,8.685839400356715e+19,189623071204557.66
Iran,South Korea,18741969.0,37758.729,13063317252.267376,29321299.205503874,45189048533.220924,62036767.390945196,5.903188773175727e+20,1818998618412150.0
Iran,Spain,71143622.98107913,149432.5915052791,13063317252.267376,29321299.205503874,30411831383.82331,41310141.89855985,3.972794015893455e+20,1211267030829495.2
Iran,Sweden,235.33270144462605,0.2221537808748148,13063317252.267376,29321299.205503874,8710318987.062227,7368504.891323383,1.1378566029644209e+20,216054136615711.72
Iran,Taiwan,208143807.84472656,512930.0,13063317252.267376,29321299.205503874,52669875859.60428,75539050.02115303,6.880432979915495e+20,2214903087369751.8
Iran,Ukraine,72709.54150390625,47.168,13063317252.267376,29321299.205503874,2669614115.0918794,2993415.9970440585,3.487401612657625e+19,87770846095870.53
Iran,United Kingdom,39711600.50830078,76562.671,13063317252.267376,29321299.205503874,14216521519.3457,15103076.82513566,1.857149308308991e+20,442841834513514.2
Iran,Vietnam,40228142.0,84000.0,13063317252.267376,29321299.205503874,32798944594.642277,47520626.184310265,4.2846301877935224e+20,1393366498783063.2
Italy,Austria,1936762253.6035364,1866110.7404194132,30321366781.145992,27740283.732377026,15364702118.217093,15875548.654514426,4.658787684095112e+20,440392224083386.5
Italy,Belgium,608304873.1517287,593037.3287951534,30321366781.145992,27740283.732377026,32479866310.468662,47476506.68932843,9.848339394023073e+20,1317011766184066.5
Italy,Brazil,170632389.08459473,118334.1996773655,30321366781.145992,27740283.732377026,8298699654.963992,9379886.163980313,2.516279160447329e+20,260200703566211.4
Italy,Canada,136134686.28100577,183747.89193171932,30321366781.145992,27740283.732377026,21831402497.170246,21647464.564676967,6.619579624635256e+20,600506809110716.6
Italy,China (mainland),192280126.89636236,124456.64615773279,30321366781.145992,27740283.732377026,77759127639.26492,106341819.28649531,2.3577630297320986e+21,2949952239624543.5
Italy,France,3279624771.3870463,2764994.6009150976,30321366781.145992,27740283.732377026,51544634493.05953,55433892.192151785,1.5629037680641672e+21,1537751897800290.0
Italy,Germany,7242709470.177307,6924111.210567015,30321366781.145992,27740283.732377026,82866679359.00713,85265665.52379914,2.512630978780075e+21,2365293754260146.0
Italy,India,324563456.44494635,337163.8523551168,30321366781.145992,27740283.732377026,31245526612.397964,36080361.29465354,9.474070726845767e+20,1000879459480363.4
Italy,Indonesia,17908135.985595707,19897.19255246713,30321366781.145992,27740283.732377026,38517934065.54635,59878521.730703816,1.1679164064534287e+21,1661047182285027.2
Italy,Iran,17396995.571533207,12094.15836451203,30321366781.145992,27740283.732377026,7489451633.987148,10946534.846878693,2.270904099837775e+20,303659982538767.25
Italy,Japan,2619935.3946533203,2092.3811816825732,30321366781.145992,27740283.732377026,29543652475.693275,33028302.14139705,8.958039227702076e+20,916214472601029.9
Italy,Malaysia,10161410.27575684,8271.10398249623,30321366781.145992,27740283.732377026,16986894723.92083,19522853.46143032,5.1506586539671716e+20,541569494285696.0
Italy,Mexico,631599952.0555422,556743.2541085442,30321366781.145992,27740283.732377026,55197296936.53189,71488192.66756846,1.6736574857404096e+21,1983102748113184.0
Italy,Netherlands,191445809.36833856,141990.16527335419,30321366781.145992,27740283.732377026,23450192436.10187,25548302.043229587,7.110418859435002e+20,708717147559656.5
Italy,Russia,47540004.074707046,22966.322022194494,30321366781.145992,27740283.732377026,7505180857.672238,8804172.188609717,2.2756734154431578e+20,244230234540736.38
Italy,Slovakia,449683442.609797,357128.5348646963,30321366781.145992,27740283.732377026,6649030435.855892,6467076.028096452,2.016076905845895e+20,179398523938249.44
Italy,South Africa,38164227.13732912,28304.16881025326,30321366781.145992,27740283.732377026,3491987766.0907483,3966841.6543924217,1.0588184185091221e+20,110041313014257.67
Italy,South Korea,24189026.96508789,13003.544781212737,30321366781.145992,27740283.732377026,45189048533.220924,62036767.390945196,1.3701937150667989e+21,1720917529264294.5
Italy,Spain,2212503003.206539,2446978.0961531294,30321366781.145992,27740283.732377026,30411831383.82331,41310141.89855985,9.221282938752733e+20,1145955057290806.5
Italy,Sweden,220193478.60647872,131339.77346754624,30321366781.145992,27740283.732377026,8710318987.062227,7368504.891323383,2.641087767874938e+20,204404416368718.6
Italy,Taiwan,13502850.723754885,10049.0599049544,30321366781.145992,27740283.732377026,52669875859.60428,75539050.02115303,1.5970226242564884e+21,2095474680461006.0
Italy,Ukraine,22387534.958984386,16642.614702520717,30321366781.145992,27740283.732377026,2669614115.0918794,2993415.9970440585,8.094634874782536e+19,83038209087038.45
Italy,United Kingdom,712696872.8812953,522754.77637264546,30321366781.145992,27740283.732377026,14216521519.3457,15103076.82513566,4.3106436334013586e+20,418963636361151.2
Italy,United States,1117025447.0,956848.8499906291,30321366781.145992,27740283.732377026,120595761242.0,180354448.0683238,3.656628308870192e+21,5003083561811560.0
Italy,Vietnam,10003445.765869142,15530.191694069328,30321366781.145992,27740283.732377026,32798944594.642277,47520626.184310265,9.945088290886342e+20,1318235653492991.8
Japan,Austria,68471032.47077227,33218.86640023643,101495794396.70839,136118681.04876637,15364702118.217093,15875548.654514426,1.5594526471572318e+21,2160958743778021.2
Japan,Belgium,382850277.6718751,207118.04631941978,101495794396.70839,136118681.04876637,32479866310.468662,47476506.68932843,3.296569833079903e+21,6462439471354320.0
Japan,Brazil,395761543.0,341352.357460114,101495794396.70839,136118681.04876637,8298699654.963992,9379886.163980313,8.422831139402602e+20,1276777733028573.0
Japan,Canada,157826095.54614264,84210.52117296719,101495794396.70839,136118681.04876637,21831402497.170246,21647464.564676967,2.2157955392445775e+21,2946624324593736.0
Japan,China (mainland),15951984191.491089,18748923.13678579,101495794396.70839,136118681.04876637,77759127639.26492,106341819.28649531,7.892224431342237e+21,1.4475108181604008e+16
Japan,France,15499515.380688189,14392.038670597856,101495794396.70839,136118681.04876637,51544634493.05953,55433892.192151785,5.231563624761053e+21,7545588290595209.0
Japan,Germany,32239841.50024414,18320.21593718546,101495794396.70839,136118681.04876637,82866679359.00713,85265665.52379914,8.410619450559746e+21,1.160624992984481e+16
Japan,India,3703447637.757569,3522787.778522574,101495794396.70839,136118681.04876637,31245526612.397964,36080361.29465354,3.171289544868824e+21,4911211191191201.0
Japan,Indonesia,7149579153.85901,9304771.466130836,101495794396.70839,136118681.04876637,38517934065.54635,59878521.730703816,3.909408316502662e+21,8150585401133299.0
Japan,Iran,53809579.331054695,61331.12838675108,101495794396.70839,136118681.04876637,7489451633.987148,10946534.846878693,7.601478431872513e+20,1490027885411487.5
Japan,Italy,256713010.73425296,231188.6620232431,101495794396.70839,136118681.04876637,85028215439.92317,115714020.75218743,8.630006272209468e+21,1.5750839883637334e+16
Japan,Malaysia,2817408469.510498,3609742.2345944135,101495794396.70839,136118681.04876637,16986894723.92083,19522853.46143032,1.724098374337599e+21,2657425063478238.0
Japan,Mexico,7233236550.544923,7025381.949429148,101495794396.70839,136118681.04876637,55197296936.53189,71488192.66756846,5.602293501124302e+21,9730878496469510.0
Japan,Netherlands,68644486.68606947,49699.68110394241,101495794396.70839,136118681.04876637,23450192436.10187,25548302.043229587,2.3800959100578415e+21,3477601177159914.5
Japan,Russia,27871315.436157238,14878.22150415612,101495794396.70839,136118681.04876637,7505180857.672238,8804172.188609717,7.617442932404131e+20,1198412306039785.5
Japan,Slovakia,231475.9638671875,182.789,101495794396.70839,136118681.04876637,6649030435.855892,6467076.028096452,6.74848626055086e+20,880289859186583.9
Japan,South Africa,477812013.69921887,511197.0661974832,101495794396.70839,136118681.04876637,3491987766.0907483,3966841.6543924217,3.544220723429676e+20,539961253925202.8
Japan,South Korea,12825081235.0,18699495.24719554,101495794396.70839,136118681.04876637,45189048533.220924,62036767.390945196,4.586498378910668e+21,8444362953784580.0
Japan,Spain,148927664.5201416,176561.05947722166,101495794396.70839,136118681.04876637,30411831383.82331,41310141.89855985,3.086672985359894e+21,5623082029169349.0
Japan,Sweden,553395.506363869,250.561249507788,101495794396.70839,136118681.04876637,8710318987.062227,7368504.891323383,8.840607450406131e+20,1002991167108322.5
Japan,Taiwan,9400766043.047117,17923939.846710272,101495794396.70839,136118681.04876637,52669875859.60428,75539050.02115303,5.34577089114655e+21,1.0282275856556138e+16
Japan,Ukraine,77792.703125,51.15,101495794396.70839,136118681.04876637,2669614115.0918794,2993415.9970440585,2.70954605343916e+20,407459837347915.2
Japan,United Kingdom,93637411.75195317,87826.07703654504,101495794396.70839,136118681.04876637,14216521519.3457,15103076.82513566,1.4429171451638915e+21,2055810897215656.0
Japan,United States,3100057650.0,3636272.073161066,101495794396.70839,136118681.04876637,120595761242.0,180354448.0683238,1.2239962588132567e+22,2.4549609592338464e+16
Japan,Vietnam,4797498289.535767,7449497.622231518,101495794396.70839,136118681.04876637,32798944594.642277,47520626.184310265,3.3289549370068424e+21,6468444958819785.0
Malaysia,Austria,7576971.531051637,6250.651581721069,15684244226.153141,22324253.863630082,15364702118.217093,15875548.654514426,2.4098374048420938e+20,354409778387791.06
Malaysia,Belgium,42190846.79467774,30240.905978262424,15684244226.153141,22324253.863630082,32479866310.468662,47476506.68932843,5.09422155646194e+20,1059877587890899.8
Malaysia,Brazil,3152709.0,2202.426820471535,15684244226.153141,22324253.863630082,8298699654.963992,9379886.163980313,1.3015883214794806e+20,209398959936647.84
Malaysia,Canada,24609299.137451172,21544.75307622007,15684244226.153141,22324253.863630082,21831402497.170246,21647464.564676967,3.424090485650677e+20,483263494445785.06
Malaysia,China (mainland),2236407614.3088856,4598304.086800386,15684244226.153141,22324253.863630082,77759127639.26492,106341819.28649531,1.219593148706846e+21,2374001770071995.0
Malaysia,France,120701437.5018425,90038.59420151093,15684244226.153141,22324253.863630082,51544634493.05953,55433892.192151785,8.08438635936943e+20,1237520281946698.0
Malaysia,Germany,290210006.8388672,231948.19090892997,15684244226.153141,22324253.863630082,82866679359.00713,85265665.52379914,1.2997012372769913e+21,1903492363004663.2
Malaysia,India,1153391479.7293613,1218844.6355723443,15684244226.153141,22324253.863630082,31245526612.397964,36080361.29465354,4.900624703636171e+20,805467145033338.6
Malaysia,Indonesia,1978180439.4279785,3145604.4531080937,15684244226.153141,22324253.863630082,38517934065.54635,59878521.730703816,6.041246849708927e+20,1336743320095122.5
Malaysia,Iran,8000024.728515625,11297.592,15684244226.153141,22324253.863630082,7489451633.987148,10946534.846878693,1.1746638854741615e+20,244373222848792.97
Malaysia,Italy,309662391.7078858,310591.75086561614,15684244226.153141,22324253.863630082,85028215439.92317,115714020.75218743,1.3336032970737205e+21,2583229174853192.0
Malaysia,Japan,1444069370.0607915,1305737.5455575644,15684244226.153141,22324253.863630082,29543652475.693275,33028302.14139705,4.633698607613672e+20,737332201689224.9
Malaysia,Mexico,22030093.071899414,19449.919580883197,15684244226.153141,22324253.863630082,55197296936.53189,71488192.66756846,8.657278857760608e+20,1595920561362897.0
Malaysia,Netherlands,177958318.35029218,152192.12945366825,15684244226.153141,22324253.863630082,23450192436.10187,25548302.043229587,3.677985453181108e+20,570346780597756.5
Malaysia,Russia,514381.4140625,427.04200000000003,15684244226.153141,22324253.863630082,7505180857.672238,8804172.188609717,1.1771308953318089e+20,196546574997635.0
Malaysia,Slovakia,7414407.181671143,4827.3309579194765,15684244226.153141,22324253.863630082,6649030435.855892,6467076.028096452,1.0428501722308927e+20,144372647006621.72
Malaysia,South Africa,21671980.842193604,20032.248291015625,15684244226.153141,22324253.863630082,3491987766.0907483,3966841.6543924217,5.476918895810622e+19,88556780129478.77
Malaysia,South Korea,2230315841.0,4226539.140422446,15684244226.153141,22324253.863630082,45189048533.220924,62036767.390945196,7.087560735425243e+20,1384924544114429.0
Malaysia,Spain,29101738.825927738,24287.5825625,15684244226.153141,22324253.863630082,30411831383.82331,41310141.89855985,4.7698659078847365e+20,922218094886031.8
Malaysia,Sweden,33530585.154747497,26666.8253150718,15684244226.153141,22324253.863630082,8710318987.062227,7368504.891323383,1.366147702807828e+20,164496373789303.2
Malaysia,Taiwan,984701852.5765362,1065067.4864333796,15684244226.153141,22324253.863630082,52669875859.60428,75539050.02115303,8.260871963432012e+20,1686352929289671.8
Malaysia,Ukraine,3064018.3872070312,2104.286,15684244226.153141,22324253.863630082,2669614115.0918794,2993415.9970440585,4.1870879770686734e+19,66825778637462.92
Malaysia,United Kingdom,13768939.843261719,8846.52200109197,15684244226.153141,22324253.863630082,14216521519.3457,15103076.82513566,2.2297539555577967e+20,337164921166236.7
Malaysia,United States,839354147.0,679638.4833056324,15684244226.153141,22324253.863630082,120595761242.0,180354448.0683238,1.8914533719583812e+21,4026278484112148.5
Malaysia,Vietnam,656745840.0398141,882922.9213143097,15684244226.153141,22324253.863630082,32798944594.642277,47520626.184310265,5.144266573824349e+20,1060862522697209.2
Mexico,Austria,189001.8252029419,248.11647278934885,13698690666.574312,19324693.27940272,15364702118.217093,15875548.654514426,2.1047630150151504e+20,306790108390725.9
Mexico,Belgium,64719513.806396484,127791.53556433623,13698690666.574312,19324693.27940272,32479866310.468662,47476506.68932843,4.449316414787985e+20,917468929748783.5
Mexico,Brazil,30896207.0,42025.81355387299,13698690666.574312,19324693.27940272,8298699654.963992,9379886.163980313,1.1368131950815871e+20,181263423114632.94
Mexico,Canada,788937711.6501373,1000787.5927238282,13698690666.574312,19324693.27940272,21831402497.170246,21647464.564676967,2.990616296262132e+20,418330612989121.56
Mexico,China (mainland),160191385.0,378589.4037615628,13698690666.574312,19324693.27940272,77759127639.26492,106341819.28649531,1.065198236032959e+21,2055023040485194.8
Mexico,France,9916442.880252833,13402.166979070867,13698690666.574312,19324693.27940272,51544634493.05953,55433892.192151785,7.060940034420589e+20,1071242963896810.6
Mexico,Germany,61657542.702148475,118615.9525898867,13698690666.574312,19324693.27940272,82866679359.00713,85265665.52379914,1.1351650071052372e+21,1647732833511561.5
Mexico,India,34005145.840023026,55605.998077108954,13698690666.574312,19324693.27940272,31245526612.397964,36080361.29465354,4.2802280377745526e+20,697241915429213.4
Mexico,Indonesia,51090727.0,99815.524,13698690666.574312,19324693.27940272,38517934065.54635,59878521.730703816,5.276452638794245e+20,1157134066469901.8
Mexico,Italy,18700789.930175785,42225.25260289977,13698690666.574312,19324693.27940272,85028215439.92317,115714020.75218743,1.1647752212423454e+21,2236137959162463.5
Mexico,Japan,430769.3142089844,306.252,13698690666.574312,19324693.27940272,29543652475.693275,33028302.14139705,4.047093564252945e+20,638261808421938.1
Mexico,Malaysia,1260701.7552490234,3189.871747368113,13698690666.574312,19324693.27940272,16986894723.92083,19522853.46143032,2.326982162086547e+20,377273155080866.6
Mexico,Netherlands,12991559.039440393,7737.946995001053,13698690666.574312,19324693.27940272,23450192436.10187,25548302.043229587,3.212369322538003e+20,493713100794949.6
Mexico,Russia,647122.3598632812,426.08553654966414,13698690666.574312,19324693.27940272,7505180857.672238,8804172.188609717,1.0281115096594688e+20,170137927123930.56
Mexico,Slovakia,496228.53125,500.0,13698690666.574312,19324693.27940272,6649030435.855892,6467076.028096452,9.108301117342764e+19,124974260657541.95
Mexico,South Africa,65235368.91047394,123256.9754233306,13698690666.574312,19324693.27940272,3491987766.0907483,3966841.6543924217,4.7835660219139015e+19,76657998259092.0
Mexico,South Korea,176232690.0,320915.8689533235,13698690666.574312,19324693.27940272,45189048533.220924,62036767.390945196,6.190307973734071e+20,1198841501875668.5
Mexico,Spain,20040957.578269962,18943.07071974001,13698690666.574312,19324693.27940272,30411831383.82331,41310141.89855985,4.1660227073101215e+20,798305821518272.4
Mexico,Sweden,195167.0096679927,97.52862001493061,13698690666.574312,19324693.27940272,8710318987.062227,7368504.891323383,1.1931996541095435e+20,142394096952603.06
Mexico,Taiwan,22676648.661376927,51804.58158747959,13698690666.574312,19324693.27940272,52669875859.60428,75539050.02115303,7.215083368475888e+20,1459768972276242.0
Mexico,United Kingdom,245848.25097656247,389.3041512929374,13698690666.574312,19324693.27940272,14216521519.3457,15103076.82513566,1.9474773064821378e+20,291862327221002.06
Mexico,United States,11110378225.0,15377246.518271768,13698690666.574312,19324693.27940272,120595761242.0,180354448.0683238,1.6520040289542097e+21,3485294390496324.0
Mexico,Vietnam,2509256.0,4227.625,13698690666.574312,19324693.27940272,32798944594.642277,47520626.184310265,4.493025961921141e+20,918321525456949.6
Netherlands,Austria,1177927724.076429,1360586.9090110108,31919870169.086807,35935986.505425386,15364702118.217093,15875548.654514426,4.904392968001826e+20,570503502214854.6
Netherlands,Belgium,4441501906.623244,5579604.280357147,31919870169.086807,35935986.505425386,32479866310.468662,47476506.68932843,1.0367531157394563e+21,1706115103712444.5
Netherlands,Brazil,151554671.0,149918.0245219273,31919870169.086807,35935986.505425386,8298699654.963992,9379886.163980313,2.648934155586961e+20,337075462611222.8
Netherlands,Canada,68945856.39193942,77077.09547438408,31919870169.086807,35935986.505425386,21831402497.170246,21647464.564676967,6.968555333187518e+20,777922994472905.8
Netherlands,China (mainland),135078293.72114468,157965.309730469,31919870169.086807,35935986.505425386,77759127639.26492,106341819.28649531,2.482061258706786e+21,3821498182841880.5
Netherlands,France,2027879797.2143464,2438451.075740504,31919870169.086807,35935986.505425386,51544634493.05953,55433892.192151785,1.645298040931494e+21,1992071601760372.2
Netherlands,Germany,7511989248.892945,9582280.405479698,31919870169.086807,35935986.505425386,82866679359.00713,85265665.52379914,2.645093646482853e+21,3064105805639360.5
Netherlands,India,171141615.4305205,196709.61790142773,31919870169.086807,35935986.505425386,31245526612.397964,36080361.29465354,9.973531528324898e+20,1296583376595542.0
Netherlands,Indonesia,13015989.615488049,7619.48665531271,31919870169.086807,35935986.505425386,38517934065.54635,59878521.730703816,1.2294874545536854e+21,2151793748879393.0
Netherlands,Iran,6103896.287109375,5082.470102310178,31919870169.086807,35935986.505425386,7489451633.987148,10946534.846878693,2.3906232379452483e+20,393374528538601.44
Netherlands,Italy,2029900451.3166635,1749372.2076862694,31919870169.086807,35935986.505425386,85028215439.92317,115714020.75218743,2.71408959755149e+21,4158297488239120.5
Netherlands,Japan,49066214.557728074,30468.73118287243,31919870169.086807,35935986.505425386,29543652475.693275,33028302.14139705,9.430295513447494e+20,1186904620050356.8
Netherlands,Malaysia,4446060.564319612,2736.979232094739,31919870169.086807,35935986.505425386,16986894723.92083,19522853.46143032,5.4221947416349855e+20,701572998537357.2
Netherlands,Mexico,675187527.3507795,787161.7050944467,31919870169.086807,35935986.505425386,55197296936.53189,71488192.66756846,1.761890551898631e+21,2568998726998990.0
Netherlands,Russia,96722211.75332297,72355.19172051745,31919870169.086807,35935986.505425386,7505180857.672238,8804172.188609717,2.3956439857241342e+20,316386612961320.3
Netherlands,Slovakia,83845276.10130896,60588.834801089724,31919870169.086807,35935986.505425386,6649030435.855892,6467076.028096452,2.1223618826282674e+20,232400756875234.12
Netherlands,South Africa,111604585.53530529,87186.56412817088,31919870169.086807,35935986.505425386,3491987766.0907483,3966841.6543924217,1.1146379612565615e+20,142552368161405.38
