Export_country,Import_country,Nominal Value (SUM),Tons (SUM),Nominal Value (SUM)_export,Tons (SUM)_export,Nominal Value (SUM)_import,Tons (SUM)_import,Nominal Value (SUM)_product,Tons (SUM)_product
Netherlands,South Korea,1875921.0,1517.7997788187286,31919870169.086807,35935986.505425386,45189048533.220924,62036767.390945196,1.4424285622449744e+21,2229352435801220.2
Netherlands,Spain,986386804.6408255,1012990.5720878224,31919870169.086807,35935986.505425386,30411831383.82331,41310141.89855985,9.707417093757997e+20,1484520701803854.8
Netherlands,Sweden,1087241962.348043,1101409.2567250235,31919870169.086807,35935986.505425386,8710318987.062227,7368504.891323383,2.78032251198358e+20,264794492339758.03
Netherlands,Taiwan,24817189.036628723,16613.90035372782,31919870169.086807,35935986.505425386,52669875859.60428,75539050.02115303,1.681215599260488e+21,2714570282192808.5
Netherlands,Ukraine,5265873.745323182,5181.220762567045,31919870169.086807,35935986.505425386,2669614115.0918794,2993415.9970440585,8.521373595529436e+19,107571356874899.77
Netherlands,United Kingdom,1405287430.027049,1637036.9618105954,31919870169.086807,35935986.505425386,14216521519.3457,15103076.82513566,4.5378952115354344e+20,542743964978477.94
Netherlands,United States,4554885178.0,4638623.244890639,31919870169.086807,35935986.505425386,120595761242.0,180354448.0683238,3.849401041786831e+21,6481215011976727.0
Netherlands,Vietnam,5886571.426536561,9192.975210292354,31919870169.086807,35935986.505425386,32798944594.642277,47520626.184310265,1.046938053144053e+21,1707700581288738.0
Russia,Austria,169174294.17996696,386267.7717089435,119023292747.44727,252013052.72258234,15364702118.217093,15875548.654514426,1.828757438193876e+21,4000845480070065.5
Russia,Belgium,8043118317.175372,17453660.0436,119023292747.44727,252013052.72258234,32479866310.468662,47476506.68932843,3.8658606362688613e+21,1.196469938338176e+16
Russia,Brazil,1011970335.0,1612739.3133597416,119023292747.44727,252013052.72258234,8298699654.963992,9379886.163980313,9.877385584559189e+20,2363853746374991.0
Russia,Canada,150344739.94520953,118266.07036000001,119023292747.44727,252013052.72258234,21831402497.170246,21647464.564676967,2.5984454105080455e+21,5455443628648169.0
Russia,China (mainland),2310177341.977584,6751151.375521527,119023292747.44727,252013052.72258234,77759127639.26492,106341819.28649531,9.255147412794347e+21,2.6799526510462868e+16
Russia,France,670547524.7096922,1400396.825295369,119023292747.44727,252013052.72258234,51544634493.05953,55433892.192151785,6.135012120827593e+21,1.3970064395638694e+16
Russia,Germany,2070213461.4134526,4447342.024863325,119023292747.44727,252013052.72258234,82866679359.00713,85265665.52379914,9.86306503635595e+21,2.1488060661075264e+16
Russia,India,784854768.5883831,743112.0304151318,119023292747.44727,252013052.72258234,31245526612.397964,36080361.29465354,3.7189454610355973e+21,9092721993199342.0
Russia,Indonesia,892200241.3233643,2009529.064375056,119023292747.44727,252013052.72258234,38517934065.54635,59878521.730703816,4.584531342310395e+21,1.5090169053870154e+16
Russia,Iran,428574112.67672074,966793.2991152814,119023292747.44727,252013052.72258234,7489451633.987148,10946534.846878693,8.914191943498996e+20,2758669663496024.5
Russia,Italy,10853422736.80237,24910715.873659573,119023292747.44727,252013052.72258234,85028215439.92317,115714020.75218743,1.0120338178098992e+22,2.9161443612563e+16
Russia,Japan,2032549085.0400393,1954743.7528510008,119023292747.44727,252013052.72258234,29543652475.693275,33028302.14139705,3.5163827974432856e+21,8323563248897274.0
Russia,Malaysia,20510274.328125,36982.337,119023292747.44727,252013052.72258234,16986894723.92083,19522853.46143032,2.0218361435952964e+21,4920013898670688.0
Russia,Mexico,9301182272.851604,20061875.56860048,119023292747.44727,252013052.72258234,55197296936.53189,71488192.66756846,6.569764032144609e+21,1.8015957667774056e+16
Russia,Netherlands,900086937.5885261,1516502.6217207822,119023292747.44727,252013052.72258234,23450192436.10187,25548302.043229587,2.791119119306127e+21,6438505589792876.0
Russia,Slovakia,73786719.52635624,184241.3914400009,119023292747.44727,252013052.72258234,6649030435.855892,6467076.028096452,7.913894960535627e+20,1629787572029619.8
Russia,South Africa,44127833.78570557,40085.44460000229,119023292747.44727,252013052.72258234,3491987766.0907483,3966841.6543924217,4.156278821539235e+20,999695874990533.1
Russia,South Korea,2120837607.0,3476611.622265322,119023292747.44727,252013052.72258234,45189048533.220924,62036767.390945196,5.378549352548157e+21,1.5634075131232848e+16
Russia,Spain,1471157171.5207217,3727029.7943579066,119023292747.44727,252013052.72258234,30411831383.82331,41310141.89855985,3.619716309782806e+21,1.0410694968259122e+16
Russia,Sweden,351926108.9609797,713274.768373944,119023292747.44727,252013052.72258234,8710318987.062227,7368504.891323383,1.0367308467207558e+21,1856959411663685.5
Russia,Taiwan,11651939303.302952,27463115.636,119023292747.44727,252013052.72258234,52669875859.60428,75539050.02115303,6.268942053409386e+21,1.9036826595594624e+16
Russia,Ukraine,1004271849.4937465,1498684.1168964468,119023292747.44727,252013052.72258234,2669614115.0918794,2993415.9970440585,3.177462623432981e+20,754379903483685.8
Russia,United Kingdom,446907362.0546877,883553.3930524712,119023292747.44727,252013052.72258234,14216521519.3457,15103076.82513566,1.692097202647467e+21,3806172496206124.5
Russia,United States,16872875169.0,36620013.35831122,119023292747.44727,252013052.72258234,120595761242.0,180354448.0683238,1.435370459440782e+22,4.545167502979472e+16
Russia,Vietnam,191043949.11843514,435542.32754499203,119023292747.44727,252013052.72258234,32798944594.642277,47520626.184310265,3.903838384295411e+21,1.197581807199671e+16
Slovakia,Austria,1743747437.6058722,2950084.3613991677,17258337149.640293,19835488.051491205,15364702118.217093,15875548.654514426,2.6516920935998295e+20,314899255647488.2
Slovakia,Belgium,58856827.81015302,59218.949693545,17258337149.640293,19835488.051491205,32479866310.468662,47476506.68932843,5.605484833613115e+20,941719681162716.4
Slovakia,Brazil,35359.0,24.35241114250583,17258337149.640293,19835488.051491205,8298699654.963992,9379886.163980313,1.4322175654897215e+20,186054619929979.16
Slovakia,Canada,747217.4597874876,453.0011534877695,17258337149.640293,19835488.051491205,21831402497.170246,21647464.564676967,3.7677370474566314e+20,429388024717729.25
Slovakia,China (mainland),994767.1032607555,882.2515582136112,17258337149.640293,19835488.051491205,77759127639.26492,106341819.28649531,1.341993241260347e+21,2109341885831114.8
Slovakia,France,215439149.4320612,231973.9993759125,17258337149.640293,19835488.051491205,51544634493.05953,55433892.192151785,8.895746803361998e+20,1099558306225078.2
Slovakia,Germany,1333648346.708191,1583056.4453684057,17258337149.640293,19835488.051491205,82866679359.00713,85265665.52379914,1.430141090848883e+21,1691286089699763.2
Slovakia,India,1584714.8373184206,2145.4590087980037,17258337149.640293,19835488.051491205,31245526612.397964,36080361.29465354,5.392458326948222e+20,715671575353586.1
Slovakia,Indonesia,126750.33456420898,63.923877268008084,17258337149.640293,19835488.051491205,38517934065.54635,59878521.730703816,6.64755492410814e+20,1187719702330332.0
Slovakia,Iran,22977.04313659668,10.070000000298023,17258337149.640293,19835488.051491205,7489451633.987148,10946534.846878693,1.2925548136527459e+20,217129861160494.4
Slovakia,Italy,1033404830.1489967,1029000.3877416397,17258337149.640293,19835488.051491205,85028215439.92317,115714020.75218743,1.4674456092944444e+21,2295244076020019.0
Slovakia,Japan,2486758.1342773438,2245.267,17258337149.640293,19835488.051491205,29543652475.693275,33028302.14139705,5.0987431505731964e+20,655132492486722.6
Slovakia,Malaysia,969.667999267578,0.7999999821186059,17258337149.640293,19835488.051491205,16986894723.92083,19522853.46143032,2.9316555627087154e+20,387245326565214.8
Slovakia,Mexico,1242301.1623535156,1242.7448420641815,17258337149.640293,19835488.051491205,55197296936.53189,71488192.66756846,9.526135602794746e+20,1418003191480255.2
Slovakia,Netherlands,111918298.46170163,94763.90842825564,17258337149.640293,19835488.051491205,23450192436.10187,25548302.043229587,4.0471132728619074e+20,506763039914368.8
Slovakia,Russia,96514938.63274197,87284.41381867061,17258337149.640293,19835488.051491205,7505180857.672238,8804172.188609717,1.29526941610734e+20,174635052250439.22
Slovakia,South Africa,19625.56826019287,24.94699905626478,17258337149.640293,19835488.051491205,3491987766.0907483,3966841.6543924217,6.026590218961338e+19,78684240237858.48
Slovakia,South Korea,182002.0,136.35068285356465,17258337149.640293,19835488.051491205,45189048533.220924,62036767.390945196,7.798878350577849e+20,1230529558336232.8
Slovakia,Spain,71780700.66679288,71605.41520302407,17258337149.640293,19835488.051491205,30411831383.82331,41310141.89855985,5.2485763936003444e+20,819406826034290.1
Slovakia,Sweden,42986114.355461136,36515.936851435006,17258337149.640293,19835488.051491205,8710318987.062227,7368504.891323383,1.5032562175963326e+20,146157890729199.47
Slovakia,Ukraine,252281318.34960374,251916.41884527847,17258337149.640293,19835488.051491205,2669614115.0918794,2993415.9970440585,4.607310045769428e+19,59375867242510.055
Slovakia,United Kingdom,21976510.844807666,20793.544100840572,17258337149.640293,19835488.051491205,14216521519.3457,15103076.82513566,2.4535352147598456e+20,299576899905732.06
Slovakia,United States,94698946.0,143824.49116911038,17258337149.640293,19835488.051491205,120595761242.0,180354448.0683238,2.0812823063319596e+21,3577418499692527.5
South Africa,Austria,296159960.9099141,234372.93076734463,14244421509.94068,17795608.755477134,15364702118.217093,15875548.654514426,2.1886129334656267e+20,282515052634280.2
South Africa,Belgium,88495910.86398105,103006.67986465576,14244421509.94068,17795608.755477134,32479866310.468662,47476506.68932843,4.626569063128374e+20,844873338120081.8
South Africa,Brazil,235131676.0,176864.20506352957,14244421509.94068,17795608.755477134,8298699654.963992,9379886.163980313,1.1821017586970639e+20,166920784345106.88
South Africa,Canada,40645430.260864265,46487.50186418284,14244421509.94068,17795608.755477134,21831402497.170246,21647464.564676967,3.1097569932286453e+20,385229809941046.44
South Africa,China (mainland),134531459.3302081,263907.6209353232,14244421509.94068,17795608.755477134,77759127639.26492,106341819.28649531,1.107633790338968e+21,1892417410368123.2
South Africa,France,222433280.7550469,221702.29533589203,14244421509.94068,17795608.755477134,51544634493.05953,55433892.192151785,7.342235002949675e+20,986479857244831.9
South Africa,Germany,1190167864.5242922,1181253.8439592926,14244421509.94068,17795608.755477134,82866679359.00713,85265665.52379914,1.1803879099187984e+21,1517354423936904.8
South Africa,India,550235051.1739048,963252.7867377342,14244421509.94068,17795608.755477134,31245526612.397964,36080361.29465354,4.450744513670655e+20,642071993355914.9
South Africa,Indonesia,99770388.0,90166.95369490169,14244421509.94068,17795608.755477134,38517934065.54635,59878521.730703816,5.4866568852174524e+20,1065574745575940.6
South Africa,Iran,2607105.899902344,3422.6510000000003,14244421509.94068,17795608.755477134,7489451633.987148,10946534.846878693,1.066829059528269e+20,194800251363250.0
South Africa,Italy,827427611.9742434,1315964.8853296912,14244421509.94068,17795608.755477134,85028215439.92317,115714020.75218743,1.2111777409643119e+21,2059201440829089.5
South Africa,Japan,210520465.7106934,353720.287772197,14244421509.94068,17795608.755477134,29543652475.693275,33028302.14139705,4.208322388069775e+20,587758742765989.5
South Africa,Malaysia,910950795.1348727,516763.76646477764,14244421509.94068,17795608.755477134,16986894723.92083,19522853.46143032,2.419684885925157e+20,347421061990126.44
South Africa,Mexico,33857469.97990275,27290.39067509197,14244421509.94068,17795608.755477134,55197296936.53189,71488192.66756846,7.862535637733177e+20,1272175907348217.5
South Africa,Netherlands,1615322289.1721928,1754871.9663837587,14244421509.94068,17795608.755477134,23450192436.10187,25548302.043229587,3.3403442554905775e+20,454647587528070.8
South Africa,Russia,68779053.29199222,49056.094452754165,14244421509.94068,17795608.755477134,7505180857.672238,8804172.188609717,1.0690695964502147e+20,156675603684351.38
South Africa,Slovakia,10790042.06640625,10451.693012237554,14244421509.94068,17795608.755477134,6649030435.855892,6467076.028096452,9.471159216075592e+19,115085554787929.52
South Africa,South Korea,232869100.0,284364.66159814777,14244421509.94068,17795608.755477134,45189048533.220924,62036767.390945196,6.436918549403654e+20,1103982040943802.8
South Africa,Spain,267300186.3383714,402101.65319243027,14244421509.94068,17795608.755477134,30411831383.82331,41310141.89855985,4.331989451204218e+20,735139122860014.5
South Africa,Sweden,148844707.43215978,136757.85929959692,14244421509.94068,17795608.755477134,8710318987.062227,7368504.891323383,1.240734551377539e+20,131127030158810.48
South Africa,Taiwan,311689711.30364996,480327.0385482029,14244421509.94068,17795608.755477134,52669875859.60428,75539050.02115303,7.502519126204525e+20,1344263379936856.0
South Africa,Ukraine,10564581.916275026,7025.750819458009,14244421509.94068,17795608.755477134,2669614115.0918794,2993415.9970440585,3.802710872425602e+19,53269659925782.56
South Africa,United Kingdom,124634228.2752991,187071.40714811758,14244421509.94068,17795608.755477134,14216521519.3457,15103076.82513566,2.0250612492670242e+20,268768446184027.94
South Africa,United States,3032884433.0,3760945.651521193,14244421509.94068,17795608.755477134,120595761242.0,180354448.0683238,1.7178168554432152e+21,3209517195133909.0
South Africa,Vietnam,16143760.902582172,10953.147307999334,14244421509.94068,17795608.755477134,32798944594.642277,47520626.184310265,4.67201991887275e+20,845658471391267.8
South Korea,Austria,85705319.16043285,51055.50830251708,90689708759.31685,109797708.81093016,15364702118.217093,15875548.654514426,1.3934203602747667e+21,1743098868382129.0
South Korea,Belgium,1313858955.0,1641583.465902599,90689708759.31685,109797708.81093016,32479866310.468662,47476506.68932843,2.9455896162379503e+21,5212811656835061.0
South Korea,Brazil,832086013.0,794714.0316818843,90689708759.31685,109797708.81093016,8298699654.963992,9379886.163980313,7.526066547897277e+20,1029890009712383.1
South Korea,Canada,522990542.0,502361.0033169414,90689708759.31685,109797708.81093016,21831402497.170246,21647464.564676967,1.979883534275792e+21,2376842010767330.5
South Korea,China (mainland),15616342864.0,19681115.671107598,90689708759.31685,109797708.81093016,77759127639.26492,106341819.28649531,7.051952638983481e+21,1.167608810844317e+16
South Korea,France,102858759.93920423,99484.93849033487,90689708759.31685,109797708.81093016,51544634493.05953,55433892.192151785,4.6745678902810064e+21,6086514353170377.0
South Korea,Germany,716547662.8004153,623544.7476510195,90689708759.31685,109797708.81093016,82866679359.00713,85265665.52379914,7.515155016920049e+21,9361974714752264.0
South Korea,India,7999009453.0,10208045.918682901,90689708759.31685,109797708.81093016,31245526612.397964,36080361.29465354,2.8336477085098553e+21,3961541003223525.0
South Korea,Indonesia,5036255428.0,6755450.790336717,90689708759.31685,109797708.81093016,38517934065.54635,59878521.730703816,3.4931802224149675e+21,6574524493016772.0
South Korea,Iran,1050171437.0,1206077.0421049574,90689708759.31685,109797708.81093016,7489451633.987148,10946534.846878693,6.792161874532842e+20,1201904445606286.8
South Korea,Italy,2758812622.509767,2804371.795162073,90689708759.31685,109797708.81093016,85028215439.92317,115714020.75218743,7.71118409457108e+21,1.2705134355890606e+16
South Korea,Japan,11345369204.0,16360998.802735807,90689708759.31685,109797708.81093016,29543652475.693275,33028302.14139705,2.679305238707093e+21,3626431901040534.5
South Korea,Malaysia,2464443150.0,3319674.3004146065,90689708759.31685,109797708.81093016,16986894723.92083,19522853.46143032,1.540536535237556e+21,2143564579516586.0
South Korea,Mexico,7256061253.0,9282935.815490488,90689708759.31685,109797708.81093016,55197296936.53189,71488192.66756846,5.005826783475609e+21,7849239761933355.0
South Korea,Netherlands,362604798.0,245781.63784656118,90689708759.31685,109797708.81093016,23450192436.10187,25548302.043229587,2.1266911223800136e+21,2805145028356214.5
South Korea,Russia,315356467.0,235489.91714947365,90689708759.31685,109797708.81093016,7505180857.672238,8804172.188609717,6.806426661682951e+20,966677934286259.5
South Korea,Slovakia,63188173.0,49453.349179362755,90689708759.31685,109797708.81093016,6649030435.855892,6467076.028096452,6.029986337596045e+20,710070130591081.1
South Korea,South Africa,78346791.0,51742.7777992187,90689708759.31685,109797708.81093016,3491987766.0907483,3966841.6543924217,3.166873534978674e+20,435550124868047.56
South Korea,Spain,674434506.8656924,756160.16812582,90689708759.31685,109797708.81093016,30411831383.82331,41310141.89855985,2.758040131036388e+21,4535758931116280.0
South Korea,Sweden,175901876.74084428,206025.8090720932,90689708759.31685,109797708.81093016,8710318987.062227,7368504.891323383,7.899362921374211e+20,809044954429439.4
South Korea,Taiwan,2104463413.0,2572940.5501565756,90689708759.31685,109797708.81093016,52669875859.60428,75539050.02115303,4.776615702096885e+21,8294014618076849.0
South Korea,Ukraine,25172509.0,21037.316899999976,90689708759.31685,109797708.81093016,2669614115.0918794,2993415.9970440585,2.421065265974439e+20,328670217993423.75
South Korea,United Kingdom,476753121.203003,575685.9638812484,90689708759.31685,109797708.81093016,14216521519.3457,15103076.82513566,1.2892921961600222e+21,1658283231395352.8
South Korea,United States,3402755335.0,3223375.134424748,90689708759.31685,109797708.81093016,120595761242.0,180354448.0683238,1.093679446464509e+22,1.980250517176184e+16
South Korea,Vietnam,3877003272.0,3751723.002578117,90689708759.31685,109797708.81093016,32798944594.642277,47520626.184310265,2.974526732901078e+21,5217655876297962.0
Spain,Austria,8542961.868553156,3920.412982089306,15333720973.34079,13409999.709344365,15364702118.217093,15875548.654514426,2.355980551192391e+20,212891102842720.78
Spain,Belgium,168664976.22099537,194337.34983984602,15333720973.34079,13409999.709344365,32479866310.468662,47476506.68932843,4.9803720725613825e+20,636659940904580.0
Spain,Brazil,67537814.47264197,42088.24378963311,15333720973.34079,13409999.709344365,8298699654.963992,9379886.163980313,1.2724994495077735e+20,125784270732659.22
Spain,Canada,73736710.74936959,88875.0946061535,15333720973.34079,13409999.709344365,21831402497.170246,21647464.564676967,3.347566343483039e+20,290292493520360.56
Spain,China (mainland),131514498.12615073,159552.06153775606,15333720973.34079,13409999.709344365,77759127639.26492,106341819.28649531,1.1923367663508801e+21,1426043765723053.0
Spain,France,2265470350.1319933,2037584.7034036084,15333720973.34079,13409999.709344365,51544634493.05953,55433892.192151785,7.90371042989412e+20,743368478184582.2
Spain,Germany,2033153350.932434,1403308.211875189,15333720973.34079,13409999.709344365,82866679359.00713,85265665.52379914,1.2706545392783138e+21,1143412549891200.2
Spain,India,158554075.44593987,208845.90999736058,15333720973.34079,13409999.709344365,31245526612.397964,36080361.29465354,4.7911018673960446e+20,483837634474343.7
Spain,Indonesia,3744967.1477661133,1881.860040000081,15333720973.34079,13409999.709344365,38517934065.54635,59878521.730703816,5.906232534306258e+20,802970959004708.4
Spain,Iran,3893779.955611413,2162.044554269472,15333720973.34079,13409999.709344365,7489451633.987148,10946534.846878693,1.1484116159889018e+20,146793029114971.22
Spain,Italy,2737127399.6040664,2149048.9506966085,15333720973.34079,13409999.709344365,85028215439.92317,115714020.75218743,1.3037989304168892e+21,1551724984653901.2
Spain,Japan,4263402.243877351,2277.6499173461402,15333720973.34079,13409999.709344365,29543652475.693275,33028302.14139705,4.530141235956295e+20,442909522116272.3
Spain,Malaysia,916870840.3272607,479652.7084261363,15333720973.34079,13409999.709344365,16986894723.92083,19522853.46143032,2.6047230390011684e+20,261801459243353.2
Spain,Mexico,212685010.34236726,200083.48267737107,15333720973.34079,13409999.709344365,55197296936.53189,71488192.66756846,8.463799497074184e+20,958656642893647.0
Spain,Netherlands,317774820.3152782,206322.08219128777,15333720973.34079,13409999.709344365,23450192436.10187,25548302.043229587,3.595787075863328e+20,342602722973950.8
Spain,Russia,11339054.823755264,5619.675825883717,15333720973.34079,13409999.709344365,7505180857.672238,8804172.188609717,1.1508234912600462e+20,118063946490274.05
Spain,Slovakia,31056908.511367813,20868.292410727332,15333720973.34079,13409999.709344365,6649030435.855892,6467076.028096452,1.0195437744666475e+20,86723487657081.33
Spain,South Africa,50237671.86574579,43530.61556183135,15333720973.34079,13409999.709344365,3491987766.0907483,3966841.6543924217,5.354516604755516e+19,53195345432417.49
Spain,South Korea,17387893.501692776,13275.791037440262,15333720973.34079,13409999.709344365,45189048533.220924,62036767.390945196,6.929162612591645e+20,831913032681239.0
Spain,Sweden,129181911.97698377,138865.39619595846,15333720973.34079,13409999.709344365,8710318987.062227,7368504.891323383,1.3356160093640458e+20,98811648450949.1
Spain,Taiwan,10783406.82775116,9918.97082281373,15333720973.34079,13409999.709344365,52669875859.60428,75539050.02115303,8.076251801316698e+20,1012978638827811.6
Spain,Ukraine,6388471.404296875,7325.623417434985,15333720973.34079,13409999.709344365,2669614115.0918794,2993415.9970440585,4.0935117947310965e+19,40141707650307.59
Spain,United Kingdom,511560779.6079014,312935.31947195623,15333720973.34079,13409999.709344365,14216521519.3457,15103076.82513566,2.1799217418914182e+20,202532255835274.8
Spain,United States,401395362.0,273724.4034147401,15333720973.34079,13409999.709344365,120595761242.0,180354448.0683238,1.8491817534524537e+21,2418553096175185.5
Spain,Vietnam,7683940.904724125,11367.82323130475,15333720973.34079,13409999.709344365,32798944594.642277,47520626.184310265,5.029298646343088e+20,637251583319462.9
Sweden,Austria,355443687.28107285,210490.9147842145,22746705476.70476,15336006.323103447,15364702118.217093,15875548.654514426,3.49496353820386e+20,243467514548369.66
Sweden,Belgium,229598335.59030923,149677.60450342766,22746705476.70476,15336006.323103447,32479866310.468662,47476506.68932843,7.38809952886976e+20,728100006786403.9
Sweden,Brazil,249188125.59375775,158491.90258897332,22746705476.70476,15336006.323103447,8298699654.963992,9379886.163980313,1.8876807689109737e+20,143849993520792.6
Sweden,Canada,106931495.54988529,94336.493748447,22746705476.70476,15336006.323103447,21831402497.170246,21647464.564676967,4.965924827465284e+20,331985653443043.75
Sweden,China (mainland),1021891419.8374614,502732.30179610197,22746705476.70476,15336006.323103447,77759127639.26492,106341819.28649531,1.768763974535852e+21,1630858812988016.2
Sweden,France,670931400.26855,390698.42523893714,22746705476.70476,15336006.323103447,51544634493.05953,55433892.192151785,1.1724706197180225e+21,850134521173074.5
Sweden,Germany,6033695525.366821,3749247.9811195177,22746705476.70476,15336006.323103447,82866679359.00713,85265665.52379914,1.884943949211865e+21,1307634785616607.0
Sweden,India,82801917.8438549,39314.58767991327,22746705476.70476,15336006.323103447,31245526612.397964,36080361.29465354,7.107327913167572e+20,553328648954663.56
Sweden,Indonesia,32909971.468771342,17159.08880567923,22746705476.70476,15336006.323103447,38517934065.54635,59878521.730703816,8.76156101760116e+20,918297387880160.9
Sweden,Iran,192048.00743746758,176.1870008240225,22746705476.70476,15336006.323103447,7489451633.987148,10946534.846878693,1.703603505003309e+20,167876127627803.84
Sweden,Italy,2522516796.221627,1647457.3945076808,22746705476.70476,15336006.323103447,85028215439.92317,115714020.75218743,1.9341117738217327e+21,1774590953927269.8
Sweden,Japan,666042717.8044769,354630.05816226103,22746705476.70476,15336006.323103447,29543652475.693275,33028302.14139705,6.720207615707145e+20,506522250481836.3
Sweden,Malaysia,27819342.28640557,15194.175619070571,22746705476.70476,15336006.323103447,16986894723.92083,19522853.46143032,3.863958912488172e+20,299402604129517.4
Sweden,Mexico,184857775.43776304,137256.67500315263,22746705476.70476,15336006.323103447,55197296936.53189,71488192.66756846,1.255556656525509e+21,1096343374777067.4
Sweden,Netherlands,404795826.89770985,253962.7925171474,22746705476.70476,15336006.323103447,23450192436.10187,25548302.043229587,5.33414620716059e+20,391808921679525.6
Sweden,Russia,90421509.86282672,58318.28936516714,22746705476.70476,15336006.323103447,7505180857.672238,8804172.188609717,1.7071813851887285e+20,135020840354210.14
Sweden,Slovakia,142747677.62763456,83120.8986241634,22746705476.70476,15336006.323103447,6649030435.855892,6467076.028096452,1.512435370300599e+20,99179118858877.92
Sweden,South Africa,13705263.191369537,8220.858346044848,22746705476.70476,15336006.323103447,3491987766.0907483,3966841.6543924217,7.943121724352245e+19,60835508694512.31
Sweden,South Korea,714854183.354368,390842.1368021569,22746705476.70476,15336006.323103447,45189048533.220924,62036767.390945196,1.0279019777576936e+21,951396256972433.2
Sweden,Spain,1016410170.3149894,851180.5732725498,22746705476.70476,15336006.323103447,30411831383.82331,41310141.89855985,6.917689714950355e+20,633532597364614.5
Sweden,Taiwan,297659186.71270007,147677.5559637996,22746705476.70476,15336006.323103447,52669875859.60428,75539050.02115303,1.1980661536730207e+21,1158467348765630.5
Sweden,Ukraine,1870650.8190144303,1857.6581005577157,22746705476.70476,15336006.323103447,2669614115.0918794,2993415.9970440585,6.0724926012448784e+19,45907046658346.69
Sweden,United Kingdom,822793599.9697448,679373.1995021736,22746705476.70476,15336006.323103447,14216521519.3457,15103076.82513566,3.233790279037919e+20,231620881688597.6
Sweden,United States,2337823684.0,1514987.1150161584,22746705476.70476,15336006.323103447,120595761242.0,180354448.0683238,2.7431562627107814e+21,2765916955975646.0
Sweden,Vietnam,14619469.195939546,12776.068606501602,22746705476.70476,15336006.323103447,32798944594.642277,47520626.184310265,7.460679326410855e+20,728776623640417.4
Taiwan,Austria,2737445.5416383753,3094.616217938422,30519048208.533085,37260265.82222641,15364702118.217093,15875548.654514426,4.689160846556179e+20,591527162940896.4
Taiwan,Belgium,1142986738.0147707,1378116.0572168594,30519048208.533085,37260265.82222641,32479866310.468662,47476506.68932843,9.912546057359027e+20,1768987259555087.8
Taiwan,Brazil,138052431.0,157809.32290423254,30519048208.533085,37260265.82222641,8298699654.963992,9379886.163980313,2.5326841483798295e+20,349497051852130.06
Taiwan,Canada,196993837.6542206,185507.05382456598,30519048208.533085,37260265.82222641,21831402497.170246,21647464.564676967,6.662736252710283e+20,806590284057090.5
Taiwan,China (mainland),7054091626.961117,8854657.042529872,30519048208.533085,37260265.82222641,77759127639.26492,106341819.28649531,2.3731345650762037e+21,3962324454633979.0
Taiwan,France,43306892.85374404,36268.73198642289,30519048208.533085,37260265.82222641,51544634493.05953,55433892.192151785,1.5730931849849012e+21,2065481558640216.8
Taiwan,Germany,267602606.83422852,208352.4541600582,30519048208.533085,37260265.82222641,82866679359.00713,85265665.52379914,2.529012182238592e+21,3177021362925802.0
Taiwan,India,1085601140.3871768,1359649.8133730206,30519048208.533085,37260265.82222641,31245526612.397964,36080361.29465354,9.535837329847769e+20,1344363852800760.0
Taiwan,Indonesia,1738581984.1872709,2426203.290299328,30519048208.533085,37260265.82222641,38517934065.54635,59878521.730703816,1.1755306866395078e+21,2231089636727985.0
Taiwan,Iran,29494610.644058235,15934.95836766311,30519048208.533085,37260265.82222641,7489451633.987148,10946534.846878693,2.2857093547313067e+20,407870798226964.56
Taiwan,Italy,1471556965.5616457,1362139.5009991154,30519048208.533085,37260265.82222641,85028215439.92317,115714020.75218743,2.5949802060965526e+21,4311535172585127.0
Taiwan,Japan,3108885590.9649663,4543748.8325297255,30519048208.533085,37260265.82222641,29543652475.693275,33028302.14139705,9.01644154161831e+20,1230643317445264.0
Taiwan,Malaysia,1373068161.1393092,1655979.0644205594,30519048208.533085,37260265.82222641,16986894723.92083,19522853.46143032,5.184238589926161e+20,727426709581266.8
Taiwan,Mexico,1385265323.087235,1381446.78988187,30519048208.533085,37260265.82222641,55197296936.53189,71488192.66756846,1.6845689661867324e+21,2663669061944138.0
Taiwan,Netherlands,22403392.24842076,15615.068521265553,30519048208.533085,37260265.82222641,23450192436.10187,25548302.043229587,7.15677553456771e+20,951936525437264.6
Taiwan,Russia,72847377.42436984,39811.57022401483,30519048208.533085,37260265.82222641,7505180857.672238,8804172.188609717,2.2905097640905874e+20,328045796092250.94
Taiwan,Slovakia,2256908.1071777344,2016.4939858913433,30519048208.533085,37260265.82222641,6649030435.855892,6467076.028096452,2.0292208041188973e+20,240964971899421.97
Taiwan,South Africa,11942813.235382082,11130.06290411481,30519048208.533085,37260265.82222641,3491987766.0907483,3966841.6543924217,1.065721429769313e+20,147805574517342.03
Taiwan,South Korea,1435522740.0,1529963.4603739434,30519048208.533085,37260265.82222641,45189048533.220924,62036767.390945196,1.3791267506831106e+21,2311506443738245.5
Taiwan,Spain,602714002.2677537,743160.2549083384,30519048208.533085,37260265.82222641,30411831383.82331,41310141.89855985,9.28140148112683e+20,1539226868294233.0
Taiwan,Sweden,70185803.0270593,60271.63027339577,30519048208.533085,37260265.82222641,8710318987.062227,7368504.891323383,2.6583064507785318e+20,274552450963084.78
Taiwan,Ukraine,3883451.056030274,2854.0,30519048208.533085,37260265.82222641,2669614115.0918794,2993415.9970440585,8.147408187666946e+19,111535475766366.53
