Export_country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Brazil,0.04331891079958767,0.03520682367041586,0.034818445694532726,0.042377456314875044,0.031995057340789564,0.03076131934520177,0.04398586649740711,0.0471508605356321,0.043993896877830625,0.03993643417222979,0.04704416907007933,0.042538841574246346,0.03530873532534084,0.034896320054858265,0.04496285451288951,0.043112246472325505,0.047127561658436075,0.04532438882660151,0.04536965510919883,0.048725503702819535,0.0401856467695292,0.03859546316406994,0.045132257162918125,0.05095783739982232,0.05168388442681961,0.04649510137820994,0.048840428491895314,0.04145917266456707,0.04762584540835746,0.04674905429352562,0.04414945852183006,0.03864421605423382,0.033219510948076326,0.039093454896734124,0.044903581004690545,0.04085549519618818,0.04253280240191235,0.04649487591512707,0.054553153122465003,0.045747303211463974,0.042855809798017064,0.05100121741961523,0.0617198907102086,0.09493526730967206
British Virgin Islands,,,4.326255124318965e-06,1.2880987336365672e-05,5.034634522621334e-06,1.0360916502258875e-05,1.0698097354015049e-05,5.143011137060188e-06,,,,,1.4488745932372368e-06,,,,6.571365720673197e-06,2.0022972832994828e-05,,3.170913408082214e-06,,,,3.385024382627632e-06,5.650084329238373e-06,7.445602503907018e-06,,3.309209845432665e-06,6.498832797559959e-07,3.003126847012107e-06,,,,1.0721786256153596e-06,,,,,,,,,,
Brunei Darussalam,1.0018868877531155e-07,,,,,,,,4.7129148334144696e-08,,,,,,,,,,,2.6062118095397553e-06,,,,1.1707522789248526e-08,,,,,,,,,1.3406147291785627e-06,,,,,,,,,,,
Bulgaria,0.00018176630049092504,0.00018425544837119182,0.00017052637733459036,0.00023359512650267565,0.00014327374771338225,0.00013827759351188224,0.00012213537003560014,0.00014201860063439668,9.060868780858377e-05,9.340073375113309e-05,0.00010288037157440315,0.0001603601024994817,0.00014549473807746368,0.00018877176154013676,9.437021207271268e-05,0.00011229931901579462,8.086542017538791e-05,0.00018325658567044158,6.149446005483028e-05,0.0001397234229581998,0.00010886829670563256,7.266235256312408e-05,9.990573233642555e-05,0.0001426883324730306,0.00022506235828980163,0.0001931017949950297,0.0002817543187812452,0.00022832599129452382,0.0002278913220155493,0.00011852520593609859,0.00015281977175168386,0.00018025209159284254,0.00014541345879091506,0.00025174405464619673,0.00034124919469397244,0.00017196273612533149,0.00011107794293438488,0.00013721341157789735,0.00022184591644608468,0.0001242274599462992,0.00033992595780614265,0.0002945330260934986,0.000187055269809886,
Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,1.2386838902279822e-06,,,,,,,,,,,,,,,,,,1.4252990576466993e-09,
Cambodia,,,,,,,,,,3.7673751332163175e-07,,,,,4.260627173900524e-07,3.9086972531660805e-08,,,,,,,,,,,,,,,,,,0.00015072281115497506,1.3613524184266107e-05,2.944437909488479e-05,,,,,1.1224608575483092e-08,2.66432397431127e-06,,
Cameroon,3.01546618733008e-07,,,,,,5.91768315993872e-07,2.786447033320145e-07,,,1.6015646126094015e-06,,,,,,,,,,,,7.354767369574818e-06,,,1.544058431053755e-06,,,,,,,,,,,,3.6630724322213953e-09,9.540425414040624e-06,3.199980291495905e-07,,,,1.4583032637612903e-05
Canada,0.013056853628991696,0.012811546547925332,0.013239259165797917,0.012981018538384754,0.014153500817523618,0.014322463634617099,0.014483908669051167,0.012736063049077954,0.012705800090144896,0.01300681727971438,0.013327352432795508,0.01354365575788242,0.015244152099130092,0.013986238185259018,0.014231604278500773,0.0128110730709791,0.013934285008800054,0.01383825807106932,0.013479785750345337,0.013556146013581193,0.013790118378878604,0.014119469901310884,0.011732480464197718,0.011687578214995852,0.011088557254325912,0.012098612508702257,0.01596666105322209,0.015754185669509188,0.016251024868400563,0.012607661526586322,0.013117636358237962,0.013817530411621008,0.016419693939189815,0.016555245861537407,0.016155332011725466,0.01919413756055396,0.021202975401830824,0.023686786319329297,0.022690528732385258,0.02264502274706188,0.020916916140307707,0.02353264537275353,0.022783238411160756,0.0007420537118831619
Cayman Islands,,,,,,,,1.8543592670865125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,4.904868962904509e-05,6.041537111174724e-05,6.552046138823786e-05,0.00013630509458082305,1.4876038395592325e-05,5.4193094898052566e-05,0.000360789354724884,0.0003406908407114577,6.643859174827832e-05,0.0001939530043152384,4.3147706234501644e-05,1.7458877079013e-05,2.1521276742474564e-05,4.0195426361789526e-05,7.444485573226262e-05,4.9801928101240134e-05,3.443168823149228e-05,0.0001410882089873058,5.027523103066639e-05,2.9106329220966524e-05,2.1986025092568596e-05,0.00016601720885052183,5.1555420762691314e-05,5.138061807703621e-05,5.6471529365130454e-05,3.521109298738777e-05,4.034601053083762e-05,3.219873973584858e-05,3.832282660860737e-05,1.6979632359686846e-05,1.842496383583446e-05,0.000448616302870751,2.4281420892956694e-05,8.886006385713703e-05,4.062550342991782e-05,7.137586643766669e-05,6.800839225987396e-05,7.528563177374302e-05,9.566658325242539e-05,0.0009250202586683064,0.00040871927784598866,0.000549544269012274,6.399932923296344e-05,
