Austria,Belgium,Brazil,Canada,China (mainland),France,Germany,India,Indonesia,Iran,Italy,Japan,Malaysia,Mexico,Netherlands,Russia,Slovakia,South Africa,South Korea,Spain,Sweden,Taiwan,Ukraine,United Kingdom,United States,Vietnam
0.0,0.33365485108556153,0.22420264096494805,0.320289336588718,0.30290514111972167,0.2277008400972755,0.19213238790251913,0.23744925951688503,0.3875787972577315,0.31854967639073817,0.2566140405060985,0.2968831092708336,0.2481566513349783,0.2506013415691764,0.16379089434840977,0.2127355779259871,0.2582236130856284,0.21270006693433657,0.3438263554114101,0.2759975832570632,0.2046052560273838,0.33913721375629824,0.24375854261780455,0.14450681455827907,0.33566553350613165,0.3413362953875938
0.33365485108556153,0.0,0.2761595500552118,0.4408359143882323,0.2066167702394384,0.3210567411244591,0.33340759951536214,0.21325920266308565,0.14189276255999128,0.18664539968747096,0.15094319921789975,0.34664630554867903,0.2500782299845633,0.19525939903151213,0.2743889120017529,0.2492031617029707,0.42853622672703007,0.264372520048897,0.16849144026832283,0.16279054427106313,0.43290430121278917,0.2520922014323616,0.2992392964239233,0.2761071591841493,0.1574711009297586,0.20877908565891123
0.22420264096494805,0.2761595500552118,0.0,0.38836411471187593,0.25830395259138483,0.16399890038698509,0.19602149212594847,0.17374096728943766,0.3181274945571209,0.27526345470145414,0.2685669266360956,0.15510597242582888,0.11016302730696773,0.26413668369900906,0.1988032620084289,0.1637028729618891,0.2684057379026323,0.18725713616407869,0.23841685181636696,0.20027435236946295,0.28740637586774453,0.38687731227005634,0.15035363609859884,0.16011544207262932,0.31004185511375115,0.2688757909098878
0.320289336588718,0.4408359143882323,0.38836411471187593,0.0,0.47144174978936554,0.3788231481227106,0.38753385671219615,0.39881091555520376,0.49663039906868117,0.4186376322984916,0.4154239669858167,0.4250411009404839,0.4055465897823432,0.39815109349425354,0.36897435472677204,0.34497130130480275,0.3983975749093659,0.34483159201739244,0.4882449565349722,0.41844676770955586,0.3765103117024628,0.4630621314116709,0.3734108976107968,0.335135938738922,0.4711153566848262,0.4440670860525283
0.30290514111972167,0.2066167702394384,0.25830395259138483,0.47144174978936554,0.0,0.3023882923715862,0.28084775655599653,0.2205284796227208,0.25774765488890256,0.18422130540081122,0.17751776668718297,0.3540737254381118,0.2649465835151554,0.2001057046644873,0.23071205280446655,0.22217871874764952,0.37271567708198255,0.28663404561557115,0.2421504368646899,0.19307415730054425,0.37962888632111536,0.28038307824373637,0.3110027359645479,0.25907462007284016,0.17147139371784817,0.26468237264398736
0.2277008400972755,0.3210567411244591,0.16399890038698509,0.3788231481227106,0.3023882923715862,0.0,0.11246970867202048,0.16623396456347253,0.3793211023421272,0.332114348503522,0.307140376441273,0.22547642504811938,0.16681955681009722,0.24159895084950825,0.17768214475593871,0.20273166182679914,0.15681369076068832,0.21027508561436545,0.2851678329699961,0.25104680625473574,0.2634850398437784,0.424642471214639,0.17193679239042084,0.13739906831505916,0.3600529828709612,0.3675872664946164
0.19213238790251913,0.33340759951536214,0.19602149212594847,0.38753385671219615,0.28084775655599653,0.11246970867202048,0.0,0.1823727948201597,0.40058762422985206,0.33722685587377077,0.28715772957847946,0.2840629590721016,0.2101113133706884,0.23023693631306613,0.1391246787273863,0.19732496408254319,0.13287443969776236,0.2003355787781041,0.3159582464778369,0.2708054010252905,0.20448553102284292,0.39600012052253025,0.21069133050792366,0.11440278114726654,0.3529789154709243,0.37732541937057806
0.23744925951688503,0.21325920266308565,0.17374096728943766,0.39881091555520376,0.2205284796227208,0.16623396456347253,0.1823727948201597,0.0,0.27188677271657985,0.2666110285515215,0.21869065026822695,0.24378985887639978,0.12397922757024567,0.1899302101658986,0.1392824649972827,0.19152315738029552,0.27454972606529243,0.20159962734526585,0.19344922176532242,0.19071577623109415,0.29527386531252525,0.33850486600268415,0.18225006010132871,0.13292222437680706,0.2583530577319863,0.2877897738429678
0.3875787972577315,0.14189276255999128,0.3181274945571209,0.49663039906868117,0.25774765488890256,0.3793211023421272,0.40058762422985206,0.27188677271657985,0.0,0.23955116001635468,0.22539054430990627,0.36429860127051833,0.277395861937299,0.2692550054421873,0.3481714964607015,0.3306027831234854,0.49299397343819185,0.3184113546181896,0.16827481379114934,0.20169863796877102,0.4964935535153918,0.2866418071757835,0.3428846749318643,0.34555620720931757,0.16668358317063695,0.18911493104507412
0.31854967639073817,0.18664539968747096,0.27526345470145414,0.4186376322984916,0.18422130540081122,0.332114348503522,0.33722685587377077,0.2666110285515215,0.23955116001635468,0.0,0.20111241557746942,0.3420625188411699,0.2865188891458341,0.23927234090691077,0.29936729401193907,0.24579227911930976,0.4301542909427291,0.2771360091375058,0.26271321508531603,0.1952947652558311,0.41959191348722463,0.2814806078710387,0.326633019600351,0.2840321639668548,0.20655537635537816,0.203317228625449
0.2566140405060985,0.15094319921789975,0.2685669266360956,0.4154239669858167,0.17751776668718297,0.307140376441273,0.28715772957847946,0.21869065026822695,0.22539054430990627,0.20111241557746942,0.0,0.3477411553886084,0.2585106655701424,0.147856350900481,0.21522914527948345,0.21981288707018826,0.3838265940150123,0.2242109988992644,0.23917531762682318,0.1776565603322548,0.36224610043428457,0.16663282527175896,0.31050965361114896,0.23364555792604444,0.1487420919372426,0.21482236605374938
0.2968831092708336,0.34664630554867903,0.15510597242582888,0.4250411009404839,0.3540737254381118,0.22547642504811938,0.2840629590721016,0.24378985887639978,0.36429860127051833,0.3420625188411699,0.3477411553886084,0.0,0.17332538115110258,0.34140483975767855,0.2874811994774255,0.2827371415940254,0.3307888554068543,0.2691329679755465,0.28970275075344615,0.2734380885074334,0.3439204706993379,0.4507619474720723,0.20434471662119147,0.2435890002418707,0.3887687615807411,0.30839267687607613
0.2481566513349783,0.2500782299845633,0.11016302730696773,0.4055465897823432,0.2649465835151554,0.16681955681009722,0.2101113133706884,0.12397922757024567,0.277395861937299,0.2865188891458341,0.2585106655701424,0.17332538115110258,0.0,0.247322401726479,0.2040616400339308,0.19582912759392918,0.2916930177737918,0.19335235644258789,0.19373901422356146,0.19231642345481045,0.3098313907513377,0.37072075604291527,0.15291890537045363,0.1624932780966924,0.2893326456858384,0.26447708437048056
0.2506013415691764,0.19525939903151213,0.26413668369900906,0.39815109349425354,0.2001057046644873,0.24159895084950825,0.23023693631306613,0.1899302101658986,0.2692550054421873,0.23927234090691077,0.147856350900481,0.34140483975767855,0.247322401726479,0.0,0.1729240030765968,0.2138008489178221,0.31401391347381225,0.24033447505092756,0.25188861205894686,0.17982513781574946,0.3485196049275816,0.2734742000159339,0.28725023683410766,0.2065372150664479,0.22026304595222768,0.2931815198912582
