Export_country,Import_country,Year,Nominal Value (SUM),Tons (SUM),Nominal Value (SUM)_exporter,Tons (SUM)_exporter,Nominal Value (SUM)_importer,Tons (SUM)_importer,GDP_exporter,GDP_importer,Comprehensive trade cost,Distance,Distance capital,Distance weighted with popuation,Distance weighted with population_1
Germany,Taiwan,2016,4281453.438476561,2990.8338840093547,6401147893.741142,8496667.886339705,3525959723.686042,6881440.631596156,3469853463945.5337,543081000000.0,71.0,9396.126,8958.811,9275.322,9271.306
Germany,Taiwan,2017,9382754.75915528,9544.266971268577,7882948749.709022,8929499.15405053,4924603426.961096,8187869.687412702,3690849152517.653,590733000000.0,69.0,9396.126,8958.811,9275.322,9271.306
Germany,Taiwan,2018,12215053.76489257,10178.53178488015,8501452867.561206,8681339.250092935,5752073764.194884,8196621.221116434,3974443355019.605,609198000000.0,68.0,9396.126,8958.811,9275.322,9271.306
Germany,Taiwan,2019,1309543.49853516,1219.60553803998,7413661470.328021,8157425.002385685,4677984484.737719,7751503.510247279,3889177589254.896,611396000000.0,68.0,9396.126,8958.811,9275.322,9271.306
Germany,Taiwan,2020,4064209.063964844,4895.759053897049,6442659990.430905,7567605.3726751115,4552405664.989849,7776518.289653462,3887727161914.408,669250000000.0,66.0,9396.126,8958.811,9275.322,9271.306
Germany,Taiwan,2021,9388866.285766609,8545.66332562625,9321096879.988909,8233374.606337868,7356511706.86917,7982952.2915157555,4278503934689.8535,774728000000.0,63.0,9396.126,8958.811,9275.322,9271.306
Germany,Taiwan,2022,4856329.78747558,3447.1582053965903,11119994087.111269,7961458.205899581,4085456575.373699,3492389.9738883255,4082469490797.681,760460000000.0,,9396.126,8958.811,9275.322,9271.306
Germany,Taiwan,2023,1291242.0,1585.767717192185,7612167256.093001,6142108.828648802,3186374840.553047,2865110.949775885,,,,9396.126,8958.811,9275.322,9271.306
Germany,Ukraine,2013,17224531.830932613,10373.009823713248,7993877098.380641,7644490.873044697,518424228.1785971,571366.1494116304,3733804649549.0303,190498811460.02756,78.83631570080001,1646.271,1204.434,1695.696,1622.575
Germany,Ukraine,2014,6690218.949218749,3622.787855571595,8069465570.652466,7908953.770965898,330651215.73574007,386741.5408989353,3889093051023.516,133503871861.7233,79.53130578150918,1646.271,1204.434,1695.696,1622.575
Germany,Ukraine,2015,7395792.632446287,4807.6501724004,6810317631.232837,8405783.422987524,157074550.23051262,192740.00584212417,3357585719351.5605,91030967789.07176,78.73869352898129,1646.271,1204.434,1695.696,1622.575
Germany,Ukraine,2016,7277672.101928712,5291.310852224883,6401147893.741142,8496667.886339705,176832887.37081674,278215.3902803256,3469853463945.5337,93355869403.92232,78.37889235618793,1646.271,1204.434,1695.696,1622.575
Germany,Ukraine,2017,9276596.693237303,6328.395622006736,7882948749.709022,8929499.15405053,236343030.30562985,272331.9134018965,3690849152517.653,112090505081.73862,75.50783673443804,1646.271,1204.434,1695.696,1622.575
Germany,Ukraine,2018,5356494.615722657,3753.351083969093,8501452867.561206,8681339.250092935,269345815.6039064,304534.0864595396,3974443355019.605,130891088293.55,75.36301618044212,1646.271,1204.434,1695.696,1622.575
Germany,Ukraine,2019,4232527.617919921,3252.877013360769,7413661470.328021,8157425.002385685,232757915.1701483,279126.983659548,3889177589254.896,153883047509.57697,79.28532906577914,1646.271,1204.434,1695.696,1622.575
Germany,Ukraine,2020,6647233.20654297,4858.363752300314,6442659990.430905,7567605.3726751115,170992567.0853367,223103.59515398054,3887727161914.408,156617722013.3422,77.37981355776292,1646.271,1204.434,1695.696,1622.575
Germany,Ukraine,2021,9678547.855590822,6025.40335483573,9321096879.988909,8233374.606337868,281873871.1146243,252808.8485468145,4278503934689.8535,199765859570.9353,73.42438932665875,1646.271,1204.434,1695.696,1622.575
Germany,Ukraine,2022,6947830.02142334,3486.530712033146,11119994087.111269,7961458.205899581,156585154.3445268,115390.93656272942,4082469490797.681,160502737251.04666,,1646.271,1204.434,1695.696,1622.575
Germany,Ukraine,2023,5259578.586181641,2548.5945106213658,7612167256.093001,6142108.828648802,138732879.95204067,117056.54682653461,,,,1646.271,1204.434,1695.696,1622.575
Germany,United Kingdom,2013,282265864.7184094,238907.1519431353,7993877098.380641,7644490.873044697,1518582046.9931006,1421945.2108189575,3733804649549.0303,2784853502534.292,44.30552195391429,495.3633,936.1019,808.641,752.69
Germany,United Kingdom,2014,338211647.31848127,294016.1400324174,8069465570.652466,7908953.770965898,1783332218.3467286,1713942.5823004514,3889093051023.516,3064708247921.428,43.9521412877006,495.3633,936.1019,808.641,752.69
Germany,United Kingdom,2015,286931901.1826659,304063.1960562729,6810317631.232837,8405783.422987524,1403788788.0792933,1686292.0749820175,3357585719351.5605,2927911140916.7314,43.06387778347982,495.3633,936.1019,808.641,752.69
Germany,United Kingdom,2016,198836606.8489302,245203.0567503088,6401147893.741142,8496667.886339705,1071332233.3170567,1583166.0389412397,3469853463945.5337,2689106566899.611,42.49451865946781,495.3633,936.1019,808.641,752.69
Germany,United Kingdom,2017,195398988.1017213,204702.6059435853,7882948749.709022,8929499.15405053,1256626791.4590027,1545775.4335583965,3690849152517.653,2680148052335.299,40.868711433287096,495.3633,936.1019,808.641,752.69
Germany,United Kingdom,2018,203654342.47209552,183726.4899197621,8501452867.561206,8681339.250092935,1602611367.72388,1825242.2175402073,3974443355019.605,2871340347581.7856,41.23484692705777,495.3633,936.1019,808.641,752.69
Germany,United Kingdom,2019,171772148.338274,170278.31931728724,7413661470.328021,8157425.002385685,1312433995.9190402,1537580.757772537,3889177589254.896,2851407164907.808,42.89330506821798,495.3633,936.1019,808.641,752.69
Germany,United Kingdom,2020,95835210.09118418,72958.88400788853,6442659990.430905,7567605.3726751115,864818368.5533538,1048034.5746496188,3887727161914.408,2697806592293.8604,44.62296814582085,495.3633,936.1019,808.641,752.69
Germany,United Kingdom,2021,141684631.52284434,99183.36021971054,9321096879.988909,8233374.606337868,1277520118.295522,1101297.7053400136,4278503934689.8535,3141506156618.7026,45.574470457078185,495.3633,936.1019,808.641,752.69
Germany,United Kingdom,2022,153268714.2021485,84968.80461305127,11119994087.111269,7961458.205899581,1238606270.3714259,841578.5912461837,4082469490797.681,3089072722400.136,,495.3633,936.1019,808.641,752.69
Germany,United Kingdom,2023,129415540.05516051,79050.20686027136,7612167256.093001,6142108.828648802,886869320.2872963,798221.6379860365,,,,495.3633,936.1019,808.641,752.69
Germany,United States,2013,364711785.0,293052.2488489045,7993877098.380641,7644490.873044697,9667227010.0,15768940.650508735,3733804649549.0303,16843190993000.0,71.54524562198128,6035.334,6717.542,7595.452,7405.775
Germany,United States,2014,391197990.0,299700.9079359413,8069465570.652466,7908953.770965898,13459146817.0,21091249.87246808,3889093051023.516,17550680173999.998,71.29950459597904,6035.334,6717.542,7595.452,7405.775
Germany,United States,2015,416430414.0,353248.49802722887,6810317631.232837,8405783.422987524,9453419149.0,16958339.021893095,3357585719351.5605,18206020741000.0,70.3158016594472,6035.334,6717.542,7595.452,7405.775
Germany,United States,2016,430109768.0,409368.93748497503,6401147893.741142,8496667.886339705,7160415564.0,13600435.018345665,3469853463945.5337,18695110842000.0,70.99108733619227,6035.334,6717.542,7595.452,7405.775
Germany,United States,2017,534720025.0,487081.9317132586,7882948749.709022,8929499.15405053,11031725063.0,18770677.87524678,3690849152517.653,19477336549000.0,69.8743574820088,6035.334,6717.542,7595.452,7405.775
Germany,United States,2018,490343582.0,401137.0908361687,8501452867.561206,8681339.250092935,12492925327.0,19050174.63077734,3974443355019.605,20533057312000.0,69.7165421859656,6035.334,6717.542,7595.452,7405.775
Germany,United States,2019,405743603.0,357155.1714919736,7413661470.328021,8157425.002385685,9958608933.0,16258907.233156187,3889177589254.896,21380976119000.0,69.55668414978172,6035.334,6717.542,7595.452,7405.775
Germany,United States,2020,314664755.0,277699.7336543717,6442659990.430905,7567605.3726751115,7031180432.0,12698051.263640467,3887727161914.408,21060473613000.0,69.65444891067119,6035.334,6717.542,7595.452,7405.775
Germany,United States,2021,474992523.0,392445.8690052304,9321096879.988909,8233374.606337868,15318999301.0,18986107.056502286,4278503934689.8535,23315080560000.0,66.80335494851137,6035.334,6717.542,7595.452,7405.775
Germany,United States,2022,755112324.0,401836.8713982439,11119994087.111269,7961458.205899581,15622341339.0,15726269.961089568,4082469490797.681,25439700000000.0,,6035.334,6717.542,7595.452,7405.775
Germany,United States,2023,513739095.0,300863.3465482936,7612167256.093001,6142108.828648802,9399772307.0,11445295.484695585,,,,6035.334,6717.542,7595.452,7405.775
Germany,Vietnam,2013,938337.8195800786,606.7848655838919,7993877098.380641,7644490.873044697,2271991601.7747946,3338355.7941885325,3733804649549.0303,213708811665.3404,83.28252965410856,8793.074,8337.11,9259.051,9236.968
Germany,Vietnam,2014,268088.3027343754,284.43379129004853,8069465570.652466,7908953.770965898,2868580185.0270133,4544267.471850468,3889093051023.516,233451469642.51935,79.6488099979216,8793.074,8337.11,9259.051,9236.968
Germany,Vietnam,2015,860439.5003662116,667.6325653977508,6810317631.232837,8405783.422987524,2513212061.5155687,5238426.065506802,3357585719351.5605,239258328381.7414,73.62032165401314,8793.074,8337.11,9259.051,9236.968
Germany,Vietnam,2016,1630441.80090332,780.551992543934,6401147893.741142,8496667.886339705,2978269461.8432956,6875571.813805522,3469853463945.5337,257096001177.98184,71.20768691489666,8793.074,8337.11,9259.051,9236.968
Germany,Vietnam,2017,1430386.19921875,785.079861685349,7882948749.709022,8929499.15405053,3447494541.7480817,5773068.28330889,3690849152517.653,281353605986.90344,60.165268413479424,8793.074,8337.11,9259.051,9236.968
Germany,Vietnam,2019,421309.79296875,252.984042644894,7413661470.328021,8157425.002385685,2881931091.2883725,3976331.226150474,3889177589254.896,334365270496.66705,62.0414493534454,8793.074,8337.11,9259.051,9236.968
Germany,Vietnam,2020,146367.002441406,68.1000015735626,6442659990.430905,7567605.3726751115,2406948415.6380863,3289979.360234083,3887727161914.408,346615738537.7963,50.680615884106885,8793.074,8337.11,9259.051,9236.968
Germany,Vietnam,2021,3307219.969726563,2800.40000115335,9321096879.988909,8233374.606337868,4161386069.063096,4598919.688199608,4278503934689.8535,366137569122.2146,,8793.074,8337.11,9259.051,9236.968
Germany,Vietnam,2022,2683486.200317383,3097.4879481654903,11119994087.111269,7961458.205899581,3287497975.5712066,2860283.968832743,4082469490797.681,408802378904.8379,,8793.074,8337.11,9259.051,9236.968
India,Austria,2013,41742.6322021484,30.4999992400408,4142089455.2564917,5655490.019296441,1122782688.9356112,1020553.8591038996,1856721507681.0784,430190979705.962,141.0769063873811,5571.096,5571.096,6155.083,6118.732
India,Austria,2014,74382.41847229,36.5484104153299,4089019015.590887,5758348.528608041,1253266907.9453785,1227840.18741067,2039126479228.114,442584815286.03375,144.69833662213009,5571.096,5571.096,6155.083,6118.732
India,Austria,2015,20071.67738342285,9.17497037970856,2697276357.734583,4241289.17072747,1165583409.0192919,1574634.6432133736,2103588360066.3235,381971148530.5428,148.18581670499387,5571.096,5571.096,6155.083,6118.732
India,Austria,2016,396484.503479004,280.7713520363854,2616488415.758659,5116539.645160848,1174043956.6256847,1771296.865154294,2294796885682.5454,395837353031.499,145.8096030694674,5571.096,5571.096,6155.083,6118.732
India,Austria,2017,669369.1606445315,661.0,4699066392.4393635,7549390.001637826,1522835359.7855995,1946820.6033379328,2651474262735.283,417261151844.9772,144.78170734449338,5571.096,5571.096,6155.083,6118.732
India,Austria,2018,2071762.958610536,1969.6470493799643,4295849007.212497,6127818.22413313,1672822683.1670158,1845722.3542866204,2702929641707.377,454991174096.1016,140.26821563635684,5571.096,5571.096,6155.083,6118.732
India,Austria,2019,4488955.310684204,5096.609699291611,3570507099.3726788,6182401.994269786,1293159256.8566496,1398415.6477059773,2835606256616.0254,444596155845.2542,140.45650023772387,5571.096,5571.096,6155.083,6118.732
India,Austria,2020,2433618.6418514242,3112.1706775652187,4742466890.466943,9984980.365523066,1042839181.0351316,1192745.6116966554,2671595405986.8584,435049316955.73663,140.45851602975907,5571.096,5571.096,6155.083,6118.732
India,Austria,2021,8542155.322349546,5979.879277941154,8805485270.375118,11234871.758369105,1868786877.2144291,1460731.283969597,3150306839142.133,479295362747.0466,131.39453342317458,5571.096,5571.096,6155.083,6118.732
India,Austria,2022,20484634.75452567,14055.541152379084,7507327099.177705,7924953.223315933,2102805102.4763112,1442133.0272276432,3416645826052.874,470941926750.7412,,5571.096,5571.096,6155.083,6118.732
India,Austria,2023,8129983.8704547845,6292.260291420446,3647045521.0365863,4466003.585239718,1145776695.1559894,994654.5714077629,,,,5571.096,5571.096,6155.083,6118.732
India,Belgium,2013,107858518.70023724,110796.17329303935,4142089455.2564917,5655490.019296441,2209368028.1583643,2824473.1765561285,1856721507681.0784,521791015247.0603,97.50988489169255,6419.599,6419.599,6947.939,6916.634
India,Belgium,2014,74786492.45716098,88493.71690737562,4089019015.590887,5758348.528608041,2697334352.0356436,3981593.952694225,2039126479228.114,535390200131.0177,101.23521370227624,6419.599,6419.599,6947.939,6916.634
India,Belgium,2015,67811406.09908676,99954.807700515,2697276357.734583,4241289.17072747,2404518774.085075,4729447.138075011,2103588360066.3235,462335574841.4841,108.6082005079986,6419.599,6419.599,6947.939,6916.634
India,Belgium,2016,151274511.8389436,293907.44034122245,2616488415.758659,5116539.645160848,2278727501.2198524,4427269.702410758,2294796885682.5454,476062757356.9273,106.5882960194184,6419.599,6419.599,6947.939,6916.634
India,Belgium,2017,293616278.88124484,441577.8177431808,4699066392.4393635,7549390.001637826,3196264782.8918676,4994690.183970396,2651474262735.283,502764720556.3538,104.29146818694095,6419.599,6419.599,6947.939,6916.634
India,Belgium,2018,152489934.68951413,191596.56115820038,4295849007.212497,6127818.22413313,3780482134.748312,5573054.744118394,2702929641707.377,543299066998.9016,98.11564543768982,6419.599,6419.599,6947.939,6916.634
India,Belgium,2019,144506093.3465299,210998.49315896817,3570507099.3726788,6182401.994269786,3096631294.0424714,5306328.724056482,2835606256616.0254,535865804349.80304,99.93055185277385,6419.599,6419.599,6947.939,6916.634
India,Belgium,2020,129166338.02246094,211070.05874551286,4742466890.466943,9984980.365523066,2194707923.532056,3995038.843408796,2671595405986.8584,526264230147.3945,106.31958091639468,6419.599,6419.599,6947.939,6916.634
India,Belgium,2021,383761440.85092986,338041.2170728756,8805485270.375118,11234871.758369105,5205161940.910389,6282236.182119197,3150306839142.133,600748812601.5408,91.90809052078916,6419.599,6419.599,6947.939,6916.634
India,Belgium,2022,237799169.78880912,199753.5050337824,7507327099.177705,7924953.223315933,3164320391.5617423,2907200.1873959918,3416645826052.874,583435595579.9634,,6419.599,6419.599,6947.939,6916.634
India,Belgium,2023,107491484.53488594,114858.40540913909,3647045521.0365863,4466003.585239718,2252349187.282887,2455173.85452305,,,,6419.599,6419.599,6947.939,6916.634
India,Brazil,2013,24370777.0,12936.29980125737,4142089455.2564917,5655490.019296441,764904810.0592418,828456.8229505932,1856721507681.0784,2472819535742.7266,121.92865928271988,14441.49,14251.55,13949.72,13908.2
India,Brazil,2014,16061747.0,11825.146200416817,4089019015.590887,5758348.528608041,857736254.0332913,1009799.2407152583,2039126479228.114,2456043727198.8545,113.24054450639491,14441.49,14251.55,13949.72,13908.2
India,Brazil,2015,28008792.0,26735.820158728442,2697276357.734583,4241289.17072747,713585421.7712096,880286.3162530338,2103588360066.3235,1802212206904.6775,123.22149956065883,14441.49,14251.55,13949.72,13908.2
India,Brazil,2016,14567935.0,15104.618995549954,2616488415.758659,5116539.645160848,407721691.88855326,621507.0306464519,2294796885682.5454,1795693482652.5151,128.832851383694,14441.49,14251.55,13949.72,13908.2
India,Brazil,2017,19766276.0,17223.465,4699066392.4393635,7549390.001637826,474246180.05341727,567120.7496965455,2651474262735.283,2063514977334.3208,126.84592790858953,14441.49,14251.55,13949.72,13908.2
India,Brazil,2018,23599628.0,18991.22107287893,4295849007.212497,6127818.22413313,521411145.09961843,574172.7568559836,2702929641707.377,1916933898038.3567,121.3022930312738,14441.49,14251.55,13949.72,13908.2
India,Brazil,2019,28967157.0,24747.13865217391,3570507099.3726788,6182401.994269786,542409802.8380039,641367.1589448355,2835606256616.0254,1873288205186.4492,124.94789836599382,14441.49,14251.55,13949.72,13908.2
India,Brazil,2020,27383504.0,30955.203641453274,4742466890.466943,9984980.365523066,440512473.0875461,488434.5682522772,2671595405986.8584,1476107231194.106,120.30916563248084,14441.49,14251.55,13949.72,13908.2
India,Brazil,2021,65938296.0,53595.03010897573,8805485270.375118,11234871.758369105,1500728615.533081,1767231.839807018,3150306839142.133,1649622821885.136,108.32805610965406,14441.49,14251.55,13949.72,13908.2
India,Brazil,2022,92358923.0,56332.26399428111,7507327099.177705,7924953.223315933,1034547456.7949448,805190.1369187883,3416645826052.874,1920095779022.7288,,14441.49,14251.55,13949.72,13908.2
India,Brazil,2023,50755371.0,35218.33933108452,3647045521.0365863,4466003.585239718,1040895803.8050842,1196319.542939528,,,,14441.49,14251.55,13949.72,13908.2
India,Canada,2013,6261325.364131929,8385.25531617207,4142089455.2564917,5655490.019296441,1873681241.315167,1736908.8996728477,1856721507681.0784,1846597421834.9836,122.25444062088084,11643.63,11349.87,12051.14,12020.57
India,Canada,2014,25451152.762696244,39007.453903031594,4089019015.590887,5758348.528608041,2192180723.4876933,2166654.4397905744,2039126479228.114,1805749878439.941,126.08497134627119,11643.63,11349.87,12051.14,12020.57
India,Canada,2015,5839967.076393135,6143.003595205156,2697276357.734583,4241289.17072747,1704430357.960774,1761442.4828594727,2103588360066.3235,1556508816217.14,125.34641131415665,11643.63,11349.87,12051.14,12020.57
India,Canada,2016,4027988.637460709,4893.763423291664,2616488415.758659,5116539.645160848,1579817974.105202,1633622.7022147635,2294796885682.5454,1527994741907.425,127.9035612014801,11643.63,11349.87,12051.14,12020.57
India,Canada,2017,6711434.1569786,6316.37269886097,4699066392.4393635,7549390.001637826,1936723993.8688362,2034439.079266256,2651474262735.283,1649265644244.095,128.89164515391926,11643.63,11349.87,12051.14,12020.57
India,Canada,2018,13131494.857152935,10978.136827323642,4295849007.212497,6127818.22413313,2155835856.332909,2282554.511239979,2702929641707.377,1725329192783.024,123.44347255045763,11643.63,11349.87,12051.14,12020.57
India,Canada,2019,23491552.580499172,19457.423458240548,3570507099.3726788,6182401.994269786,1463818627.7776616,1345777.5965773482,2835606256616.0254,1743725183672.5212,,11643.63,11349.87,12051.14,12020.57
India,Canada,2020,20073314.959692955,18349.313041846086,4742466890.466943,9984980.365523066,1505355682.0765028,1848437.2987628267,2671595405986.8584,1655684730000.1936,,11643.63,11349.87,12051.14,12020.57
India,Canada,2021,67461402.83428574,52908.27406422917,8805485270.375118,11234871.758369105,2869923477.3296294,2755008.584834648,3150306839142.133,2007472181464.152,,11643.63,11349.87,12051.14,12020.57
India,Canada,2022,101742895.68853772,48986.245320715505,7507327099.177705,7924953.223315933,2589415850.551456,2223261.221039451,3416645826052.874,2161483369422.0144,,11643.63,11349.87,12051.14,12020.57
India,Canada,2023,37419290.68104934,30656.45836819179,3647045521.0365863,4466003.585239718,1960218712.3644147,1859357.7484188,,,,11643.63,11349.87,12051.14,12020.57
India,China (mainland),2013,26976204.520057704,55626.130000000005,4142089455.2564917,5655490.019296441,5765691335.714784,7052683.923417016,1856721507681.0784,9570471111847.816,93.59744922103145,3785.013,3785.013,4204.047,4046.001
India,China (mainland),2014,709900.380249023,344.209968712867,4089019015.590887,5758348.528608041,4993512902.709197,5757611.910725133,2039126479228.114,10475624944290.115,95.07372827870131,3785.013,3785.013,4204.047,4046.001
India,China (mainland),2015,5452746.12893677,15212.807,2697276357.734583,4241289.17072747,3892305472.512773,5089132.801395367,2103588360066.3235,11061572618594.75,100.35308803522112,3785.013,3785.013,4204.047,4046.001
India,China (mainland),2016,36200993.37418079,44566.47823959203,2616488415.758659,5116539.645160848,4193596535.8013077,5736740.349019961,2294796885682.5454,11233313730288.52,103.02205922537996,3785.013,3785.013,4204.047,4046.001
India,China (mainland),2017,12728013.68281174,20145.954249847506,4699066392.4393635,7549390.001637826,5364053845.180287,5789401.7790543,2651474262735.283,12310491333980.889,98.22608144150595,3785.013,3785.013,4204.047,4046.001
India,China (mainland),2018,11287308.67423439,6163.272156387312,4295849007.212497,6127818.22413313,6219929825.692612,6331713.651134885,2702929641707.377,13894907857925.922,93.0887364672901,3785.013,3785.013,4204.047,4046.001
India,China (mainland),2019,168721068.6990025,458194.2744779261,3570507099.3726788,6182401.994269786,6059794944.492092,10104708.787754986,2835606256616.0254,14279968506242.775,93.16039815994799,3785.013,3785.013,4204.047,4046.001
India,China (mainland),2020,1293411532.7832065,3495762.880579619,4742466890.466943,9984980.365523066,13261022463.86653,28105334.90947255,2671595405986.8584,14687744162801.031,93.67241040188559,3785.013,3785.013,4204.047,4046.001
India,China (mainland),2021,1029634787.4586971,1746099.6348781688,8805485270.375118,11234871.758369105,17538209080.861183,21801802.050147966,3150306839142.133,17820459508852.184,89.75922160929998,3785.013,3785.013,4204.047,4046.001
India,China (mainland),2022,58163198.95564958,89308.28339985845,7507327099.177705,7924953.223315933,7503905539.421532,7101390.930011804,3416645826052.874,17963171479205.33,,3785.013,3785.013,4204.047,4046.001
India,China (mainland),2023,3179485.101114276,1793.1959727379021,3647045521.0365863,4466003.585239718,2967105693.012624,3471298.1943613472,,,,3785.013,3785.013,4204.047,4046.001
India,France,2013,14385539.46378327,13331.784500853597,4142089455.2564917,5655490.019296441,5396794016.995024,5490612.356615786,1856721507681.0784,2811876903329.028,101.12305986226318,6594.23,6594.23,7073.011,7038.913
India,France,2014,18552072.134468075,15048.260735216254,4089019015.590887,5758348.528608041,5203334306.590023,5467911.399800222,2039126479228.114,2855964488590.186,104.44722589924886,6594.23,6594.23,7073.011,7038.913
India,France,2015,15211948.745800013,15313.130255853275,2697276357.734583,4241289.17072747,4217671406.794942,5904247.516718729,2103588360066.3235,2439188643162.4985,105.88607576490729,6594.23,6594.23,7073.011,7038.913
India,France,2016,14204835.277343739,17278.517018153332,2616488415.758659,5116539.645160848,3859970752.4818077,6037136.278622928,2294796885682.5454,2472964344587.165,102.40537323154703,6594.23,6594.23,7073.011,7038.913
India,France,2017,12327555.51479339,10750.114402304673,4699066392.4393635,7549390.001637826,4725919441.058905,5730312.676879951,2651474262735.283,2595151045197.6514,98.24254176834356,6594.23,6594.23,7073.011,7038.913
India,France,2018,12636845.09260463,12526.559481546403,4295849007.212497,6127818.22413313,5026368419.478116,5402079.108278554,2702929641707.377,2790956878746.665,96.37540943662763,6594.23,6594.23,7073.011,7038.913
India,France,2019,7196822.976055145,7628.077001880686,3570507099.3726788,6182401.994269786,4299170100.448458,5041271.005445845,2835606256616.0254,2728870246705.878,96.66113649578152,6594.23,6594.23,7073.011,7038.913
India,France,2020,9934729.477376938,5252.708932990568,4742466890.466943,9984980.365523066,3452520224.912236,4107915.5964212953,2671595405986.8584,2647418691598.4507,101.00965169827761,6594.23,6594.23,7073.011,7038.913
India,France,2021,22878408.356826764,18516.420743626397,8805485270.375118,11234871.758369105,5269336216.681759,4560214.749287587,3150306839142.133,2959355819170.495,90.78904152238074,6594.23,6594.23,7073.011,7038.913
India,France,2022,24125569.21953201,13642.767603153312,7507327099.177705,7924953.223315933,5971474973.801767,4250686.5349743515,3416645826052.874,2779092236505.847,,6594.23,6594.23,7073.011,7038.913
India,France,2023,13110829.04029084,10342.250712243691,3647045521.0365863,4466003.585239718,4122074633.8164954,3441504.969106537,,,,6594.23,6594.23,7073.011,7038.913
India,Germany,2013,70699550.84399416,54818.07082547269,4142089455.2564917,5655490.019296441,7660769130.028058,7804270.219453533,1856721507681.0784,3733804649549.0303,92.20182346688821,6229.637,5785.567,6565.789,6528.24
India,Germany,2014,54627214.11608886,47661.253015113005,4089019015.590887,5758348.528608041,8084605679.442623,8611952.564951917,2039126479228.114,3889093051023.516,95.71312289080605,6229.637,5785.567,6565.789,6528.24
India,Germany,2015,32397880.365600597,32381.08398131015,2697276357.734583,4241289.17072747,7356612093.438816,9116047.871181212,2103588360066.3235,3357585719351.5605,98.61804747358767,6229.637,5785.567,6565.789,6528.24
India,Germany,2016,18641380.697265632,26942.81713819834,2616488415.758659,5116539.645160848,6615494960.859029,9143849.52697787,2294796885682.5454,3469853463945.5337,98.98030643852651,6229.637,5785.567,6565.789,6528.24
India,Germany,2017,48436951.09179687,51930.95963134937,4699066392.4393635,7549390.001637826,8461515061.557692,9945843.812971214,2651474262735.283,3690849152517.653,97.27086461152874,6229.637,5785.567,6565.789,6528.24
India,Germany,2018,25531081.52062988,18975.497957256684,4295849007.212497,6127818.22413313,8997961217.926144,9278860.136460012,2702929641707.377,3974443355019.605,93.22509938519742,6229.637,5785.567,6565.789,6528.24
India,Germany,2019,24532633.2307129,20146.059669803777,3570507099.3726788,6182401.994269786,7083376737.571035,7599105.66885225,2835606256616.0254,3889177589254.896,94.27262544365884,6229.637,5785.567,6565.789,6528.24
India,Germany,2020,17109597.681396484,13809.360246807075,4742466890.466943,9984980.365523066,5323625257.322399,5676066.502543595,2671595405986.8584,3887727161914.408,95.58101890321535,6229.637,5785.567,6565.789,6528.24
India,Germany,2021,115833827.20166022,90204.23420190757,8805485270.375118,11234871.758369105,8780285317.53357,7469964.177383542,3150306839142.133,4278503934689.8535,91.29217155686786,6229.637,5785.567,6565.789,6528.24
India,Germany,2022,95794626.66253664,61073.70269878446,7507327099.177705,7924953.223315933,8757309681.646854,6226806.688855731,3416645826052.874,4082469490797.681,,6229.637,5785.567,6565.789,6528.24
India,Germany,2023,58582428.94421387,39748.93707116367,3647045521.0365863,4466003.585239718,5745124221.680909,4392898.354168263,,,,6229.637,5785.567,6565.789,6528.24
India,Indonesia,2013,162342347.0,154103.15926395427,4142089455.2564917,5655490.019296441,3279442569.4399986,4819338.933038724,1856721507681.0784,912524136718.0182,97.1105189117067,4998.229,4998.229,4574.944,4445.513
India,Indonesia,2014,226321785.0,288508.3942627773,4089019015.590887,5758348.528608041,3096105832.689232,4653113.1207243465,2039126479228.114,890814755533.5369,101.97938906413735,4998.229,4998.229,4574.944,4445.513
India,Indonesia,2015,119740563.0,125728.5040234047,2697276357.734583,4241289.17072747,2861162159.056505,5521313.320186451,2103588360066.3235,860854232686.2139,110.09083657746785,4998.229,4998.229,4574.944,4445.513
India,Indonesia,2016,177094824.0,227783.6644000752,2616488415.758659,5116539.645160848,2930771807.184841,5954985.391773579,2294796885682.5454,931877364037.6976,110.05610222829483,4998.229,4998.229,4574.944,4445.513
India,Indonesia,2017,469170766.0,707482.3347212386,4699066392.4393635,7549390.001637826,3635974635.468355,6001894.420591048,2651474262735.283,1015618744159.734,104.82449562545439,4998.229,4998.229,4574.944,4445.513
India,Indonesia,2018,300139637.0,382980.2488667341,4295849007.212497,6127818.22413313,3908951843.6950607,5798804.649227887,2702929641707.377,1042271532988.6316,101.70833262812681,4998.229,4998.229,4574.944,4445.513
India,Indonesia,2019,199935301.0,328693.29032539716,3570507099.3726788,6182401.994269786,4046815207.580683,7171307.070293858,2835606256616.0254,1119099871350.1992,105.31270811840167,4998.229,4998.229,4574.944,4445.513
India,Indonesia,2020,380876716.0,824589.4077700396,4742466890.466943,9984980.365523066,2695647319.0512047,5164867.766437109,2671595405986.8584,1059054842698.482,105.09396804841712,4998.229,4998.229,4574.944,4445.513
India,Indonesia,2021,980272265.0,1291380.7149411638,8805485270.375118,11234871.758369105,4410437859.324214,5417260.981336126,3150306839142.133,1186505455736.54,93.80607407867501,4998.229,4998.229,4574.944,4445.513
India,Indonesia,2022,344601008.0,373319.09959699644,7507327099.177705,7924953.223315933,4632810320.61692,5278571.009860257,3416645826052.874,1319100220407.7168,,4998.229,4998.229,4574.944,4445.513
India,Indonesia,2023,164531318.0,215699.14501745842,3647045521.0365863,4466003.585239718,3019814511.4393353,4097065.067234433,,,,4998.229,4998.229,4574.944,4445.513
