Export_country,Import_country,Year,Quarter,Month,Nominal Value (SUM),Tons (SUM),Price,Period
Croatia,Italy,2014,3,24,16378730.86010742,23812.97460811327,2143.7926576530276,7
Croatia,Italy,2014,4,33,11821566.97265625,16034.07627236456,2775.5057778949604,8
Croatia,Italy,2015,1,6,10428201.37533569,20402.44124436415,1572.2800497352396,9
Croatia,Italy,2015,2,15,16317995.12859345,33691.75749124181,1451.2625621366678,10
Croatia,Italy,2015,3,24,6785988.699584962,16339.14100587486,1180.9825010169711,11
Croatia,Italy,2015,4,33,5246644.75518799,10414.72235458803,1553.9536077825378,12
Croatia,Italy,2016,1,2,253736.159423828,933.60664561103,271.78058405717746,13
Croatia,Italy,2016,2,10,2276714.876708984,7510.143916486551,583.1392213802321,14
Croatia,Italy,2016,3,8,151418.89453125,597.549914164873,253.39957540261847,15
Croatia,Italy,2016,4,33,1564409.4031829839,5945.34857366274,798.0629768934575,16
Croatia,Italy,2017,1,6,1480814.361743927,4903.74809136496,907.7381302698082,17
Croatia,Italy,2017,2,15,1641947.072479249,5630.3734026921,888.1057926291205,18
Croatia,Italy,2017,3,24,3638384.2435302692,6847.688648358439,1331.2704085162952,19
Croatia,Italy,2017,4,33,4810874.76034546,12663.654569556049,1128.2448526875382,20
Croatia,Italy,2018,1,6,6168486.210174564,12922.202092026,1366.190893233503,21
Croatia,Italy,2018,2,15,15354515.21960449,28347.19563432819,1598.5521274982507,22
Croatia,Italy,2018,3,24,7353936.620178224,15563.02191276522,1406.0630178007982,23
Croatia,Italy,2018,4,33,8198098.79541016,14442.87727884582,1810.3974440419192,24
Croatia,Italy,2019,1,6,22172810.50735472,30283.663,2173.4727272720324,25
Croatia,Italy,2019,2,15,7548867.38528062,10270.19056699217,2204.2910083258585,26
Croatia,Italy,2019,3,24,2302504.359130856,3434.1589298643,2280.2452920274063,27
Croatia,Italy,2019,4,33,2739655.009239201,4381.515317272026,1849.123798904195,28
Croatia,Italy,2020,1,6,1168774.92893982,1760.474914183929,2412.0238800499874,29
Croatia,Italy,2020,2,15,315516.675783038,256.50851209220764,4142.993600588279,30
Croatia,Italy,2020,3,24,737877.763214111,515.9665385943407,4161.618766749041,31
Croatia,Italy,2020,4,33,4299381.218505856,8375.553275521022,2244.4321891274567,32
Croatia,Italy,2021,1,6,12071321.02611912,18971.30361018884,1908.8953524336132,33
Croatia,Italy,2021,2,15,22215131.23468018,16718.425868545222,4152.220217834405,34
Croatia,Italy,2021,3,24,31193438.009883873,41874.7215547937,2237.1798811124336,35
Croatia,Italy,2021,4,33,29944104.30142215,37791.097046581504,2387.127797010384,36
Croatia,Italy,2022,1,6,41962626.88262944,52789.9119121728,2387.721985712763,37
Croatia,Italy,2022,2,15,42044022.803649984,47071.075,2686.62822698565,38
Croatia,Italy,2022,3,24,28993750.26730343,37774.1730804842,2357.6930918158264,39
Croatia,Italy,2022,4,33,21088400.89282227,27372.085421413503,2312.708427941533,40
Croatia,Italy,2023,1,6,38280205.42230219,52736.148372106705,2177.279368600929,41
Croatia,Italy,2023,2,15,31439178.1062012,40355.3855105165,2336.8631826653664,42
Croatia,Italy,2023,3,15,11786479.894042969,15687.61081320863,1498.1635371528355,43
Croatia,Japan,2022,1,1,261179.015625,238.74,1093.989342485549,37
Croatia,Netherlands,2013,2,5,22842.291015625,35.765998840332,638.6593903779527,2
Croatia,Netherlands,2013,4,11,15327.125,6.64177862674925,2307.6838090133247,4
Croatia,Netherlands,2015,2,10,486.85539245605503,0.569000005722046,1709.211540602375,10
Croatia,Netherlands,2015,3,8,244.992004394531,0.284000009298325,862.6478745540518,11
Croatia,Netherlands,2015,4,10,238.033599853516,0.273999989032745,868.735800661179,12
Croatia,Netherlands,2016,1,6,12471.10154104232,8.70844456716263,4335.991419447774,13
Croatia,Netherlands,2016,2,15,22162.53277182581,14.263890981940209,4549.612659681335,14
Croatia,Netherlands,2016,3,24,28960.999324321732,17.36816052923439,4989.2409116342,15
Croatia,Netherlands,2016,4,33,13671.702078580849,10.18594582453068,4054.2233429702046,16
Croatia,Netherlands,2017,1,2,64682.7759680748,36.1598382080312,1788.8015868862092,17
Croatia,Netherlands,2017,2,15,258277.5652363301,124.3697148469338,6225.597434361087,18
Croatia,Netherlands,2017,4,21,166583.46785748,77.0469523845468,4324.27710764449,20
Croatia,Netherlands,2018,1,6,24099.07029199599,13.37026410269572,5418.7171543046425,21
Croatia,Netherlands,2018,2,15,19508.0936254263,12.11550902542135,4812.729253159528,22
Croatia,Netherlands,2018,3,24,28795.011839509032,17.777778753312518,4852.9189590113765,23
Croatia,Netherlands,2018,4,33,32942.16160058971,15.902147213042,6275.354044383104,24
Croatia,Netherlands,2019,1,6,22579.36942708493,12.865528952425649,5260.797282616889,25
Croatia,Netherlands,2019,2,9,20979.03536033635,12.951411335234349,3160.758212023128,26
Croatia,Netherlands,2019,3,24,16449.02081274987,15.66512231964752,3199.1371603753764,27
Croatia,Netherlands,2019,4,33,29450.9962174892,28.87055211710177,3649.1539210552673,28
Croatia,Netherlands,2020,1,6,28352.949741721168,22.243812356159168,4274.179791677543,29
Croatia,Netherlands,2020,2,15,24625.05253076553,24.02999705010575,3092.9049378274112,30
Croatia,Netherlands,2020,3,24,28578.94113743308,23.42221024990753,3583.4430537970597,31
Croatia,Netherlands,2020,4,33,23144.94323134422,12.60609532834367,5540.936100568713,32
Croatia,Netherlands,2021,1,3,24775.70602619651,13.25405691907107,3554.457038702815,33
Croatia,Netherlands,2021,2,15,479667.0700124502,246.3946728935227,5838.344604718952,34
Croatia,Netherlands,2021,3,15,13518.23726439476,8.5122668313397,3133.9828058834973,35
Croatia,Netherlands,2021,4,33,144565.90987837364,70.66081711053612,4980.421639874873,36
Croatia,Netherlands,2022,1,6,128146.57576763639,65.0288257416797,5950.859364929391,37
Croatia,Netherlands,2022,2,15,128583.38543188569,59.643149355187504,6422.548753428386,38
Croatia,Netherlands,2022,3,24,113450.7653716802,55.5511994907217,6166.403059419338,39
Croatia,Netherlands,2022,4,33,101181.2908586264,47.1194148633578,6482.392782050913,40
Croatia,Netherlands,2023,1,6,73039.433807373,39.319899519267096,5656.139640413057,41
Croatia,Netherlands,2023,2,15,122071.9097919465,60.2967936184685,6142.61795130738,42
Croatia,Netherlands,2023,3,7,34954.0128221512,16.2162517330546,2155.492736394949,43
Croatia,Slovakia,2013,1,3,15143.3525390625,15.1400003433228,1000.221413187826,1
Croatia,Slovakia,2015,1,3,30234.7768554688,30.7550010681152,983.0848904380064,9
Croatia,Slovakia,2017,2,5,4569.1748046875,4.13500022888184,1104.9998916017148,18
Croatia,Slovakia,2018,1,2,8911.9482421875,12.2399997711182,728.1003601990541,21
Croatia,Slovakia,2018,3,7,4806.04052734375,4.23999977111816,1133.5001855616413,23
Croatia,Slovakia,2018,4,12,609223.75,995.880004882813,611.7441328402697,24
Croatia,Slovakia,2019,1,6,1310936.816467285,3422.710973145321,1158.384555742149,25
Croatia,Slovakia,2019,2,9,2269595.1162109347,3732.46005890456,1220.6030327520775,26
Croatia,Slovakia,2019,4,12,549177.213500977,911.48784733783,602.506347292453,28
Croatia,Slovakia,2021,3,8,104576.861328125,48.8009994626045,2142.9245810479915,35
Croatia,Slovakia,2021,4,33,444885.806640625,247.8420063257219,5339.493491810011,36
Croatia,Slovakia,2022,1,2,31167.7587890625,17.2880001068115,1802.8550784646488,37
Croatia,Slovakia,2023,1,1,113083.05859375,93.427001953125,1210.3894616086152,41
Croatia,Spain,2013,1,2,16112.09765625,23.67,680.6969858998732,1
Croatia,Spain,2013,2,11,1304258.04589844,2507.192,2778.479336852643,2
Croatia,Spain,2014,2,5,96680.958984375,119.141,811.4835277895519,6
Croatia,Spain,2014,3,9,24362.1689453125,22.681,1074.122346691614,7
Croatia,Spain,2014,4,10,38411.30859375,48.26,795.9243388675923,8
Croatia,Spain,2016,3,7,39.864330291748,0.046,866.6158759075652,15
Croatia,Spain,2018,3,9,39953.640625,45.06,886.676445295162,23
Croatia,Spain,2018,4,33,205406.6220703125,202.06,2858.174964249267,24
Croatia,Spain,2019,1,5,3278865.734375,5475.340999999999,1410.5923603720776,25
Croatia,Spain,2019,2,5,3432107.515625,5781.822,593.6031091280569,26
Croatia,Spain,2019,3,17,1582482.484375,2747.1000000000004,1354.1875263581603,27
Croatia,Spain,2019,4,21,170131.8359375,197.16,1699.1081963304591,28
Croatia,Spain,2020,1,6,2199776.97265625,3974.192,1765.6308833746102,29
Croatia,Spain,2023,1,2,1505947.796875,1809.74,832.1348905782046,41
Croatia,Spain,2023,2,6,421226.125,501.4,840.0999700837655,42
Croatia,Spain,2023,3,9,427374.546875,548.58,779.0560116573698,43
Croatia,Sweden,2016,4,12,11618.4814453125,5.01000022888184,2319.0580667709023,16
Croatia,Sweden,2017,1,3,566.622985839844,0.264999985694885,2138.200061988837,17
Croatia,Sweden,2017,2,4,22710.46484375,38.3349990844727,592.4211656743903,18
Croatia,Ukraine,2017,4,11,119.778602600098,0.0769999995827675,1555.5662759627378,20
Croatia,United Kingdom,2019,1,3,86100.90625,122.06,705.3982160412911,25
Croatia,United Kingdom,2019,2,4,219259.734375,308.196,711.4295265837324,26
Croatia,United Kingdom,2022,1,2,8381.8349609375,6.065,1382.0008179616652,37
Croatia,United Kingdom,2022,4,22,11146.830078125,7.344,3066.0766997576866,40
Croatia,United Kingdom,2023,1,2,5867.61181640625,3.56,1648.20556640625,41
Croatia,United Kingdom,2023,2,9,14279.7470703125,8.475,3343.4526069015997,42
Croatia,United Kingdom,2023,3,24,19537.50439453125,10.940000000000001,5329.780149957187,43
Croatia,United States,2014,3,7,171652.0,223.54,767.880468819898,7
Croatia,United States,2015,1,1,280877.0,502.06,559.449069832291,9
Croatia,United States,2017,4,10,21156.0,20.064,1054.425837320574,20
Croatia,United States,2019,2,5,69674.0,122.46,568.9531275518536,26
Curacao,Brazil,2017,3,7,36.0,0.116,310.34482758620686,19
Curacao,Netherlands,2014,1,1,106.220397949219,0.130999997258186,810.842749407626,5
Cyprus,Austria,2015,2,11,410826.203125,388.40000915527384,2345.375076379608,10
Cyprus,Austria,2015,3,9,313694.46875,323.100006103516,970.8897023341352,11
Cyprus,Austria,2015,4,10,92855.5625,95.5999984741211,971.2925102727484,12
Cyprus,Austria,2017,2,5,74724.5234375,58.0,1288.3538523706898,18
Cyprus,France,2020,3,9,167608.625,144.063995361328,1163.4317414258817,31
Cyprus,France,2023,3,8,918.622009277344,0.702000021934509,1308.57831990644,43
Cyprus,Germany,2013,1,3,441697.3125,369.600006103516,1195.068466466127,1
Cyprus,Germany,2013,3,24,883455.796875,630.7000122070319,4184.94878686658,3
Cyprus,Germany,2013,4,23,662031.78125,463.000015258789,2872.7493836137382,4
Cyprus,Germany,2014,1,6,1719752.7734375,1151.400001525879,4467.291623379926,5
Cyprus,Germany,2014,3,7,1307287.75,886.099975585938,1475.3275996148736,7
Cyprus,Italy,2017,1,2,607574.0,560.0,1084.9535714285714,17
Cyprus,Italy,2017,3,9,747516.9375,840.0,889.9011160714285,19
Cyprus,Italy,2018,4,12,67435.6000976563,59.8645627560029,1126.4694335530617,24
Cyprus,Italy,2019,1,6,431292.723632814,527.806710137638,2452.7720647561237,25
Cyprus,Italy,2019,2,15,431694.43359375,545.44985410532,2374.901015591325,26
Cyprus,Italy,2019,3,24,390303.997070314,515.58848544392,2272.252727968297,27
Cyprus,Italy,2019,4,33,431689.8125,582.50484431662,2222.9332768341033,28
Cyprus,Malaysia,2021,1,5,90282.17578125,61.7880001068115,2918.748497934674,33
Cyprus,Netherlands,2016,1,6,1658.9660086631777,0.976272478674164,4948.312064793254,13
Cyprus,Netherlands,2016,2,15,2142.144199848175,1.239601620404307,5182.884861435014,14
Cyprus,Netherlands,2016,3,24,951.7185044288634,0.5891620107133871,4906.90792805039,15
Cyprus,Netherlands,2016,4,33,181.4239966869357,0.1655200511755816,3202.8015797631224,16
Cyprus,Netherlands,2017,1,6,1618.252132296563,2.8195367227092216,2181.9385647334757,17
Cyprus,Netherlands,2017,2,15,951.6607053279879,1.1125389020513827,3212.5423499274025,18
Cyprus,Netherlands,2017,3,24,11964.757768154128,23.956083164894753,1654.1385735047975,19
Cyprus,Netherlands,2017,4,33,1658.5413939952841,2.014426329833475,2435.427967976269,20
Cyprus,Netherlands,2018,1,6,3545.282066702843,3.9724484360647,2603.692509836641,21
Cyprus,Netherlands,2018,2,15,1943.383797287941,2.276324258865837,2582.304030964244,22
Cyprus,Netherlands,2018,3,24,4110.978870391844,5.750812365927768,2252.2894495416226,23
Cyprus,Netherlands,2018,4,33,1854.5608175992961,3.056406147760709,1829.378178370646,24
Cyprus,Netherlands,2019,1,6,830.678606867791,0.9242629172337531,2811.3587057731424,25
Cyprus,Netherlands,2019,2,10,375.85609900951397,0.3075695502392821,2594.149025253153,26
Cyprus,Netherlands,2019,3,24,721.686081171035,1.253494872468246,1846.999473122678,27
Cyprus,Netherlands,2019,4,21,428.919500589371,0.602495922751453,1526.7164278349817,28
Cyprus,Netherlands,2020,1,1,120.968198895454,0.0891485027725853,1356.9291141550589,29
Cyprus,Netherlands,2020,2,11,324.433197855949,0.455231121583837,1416.1390126486979,30
Cyprus,Netherlands,2020,3,15,826.6980162858961,0.462765963994095,3577.9036379984727,31
Cyprus,Netherlands,2021,1,6,175.6616016626358,0.1448346578742387,4592.421673942765,33
Cyprus,Netherlands,2021,2,15,537.4963003396986,0.562162185815839,2935.6067109957503,34
Cyprus,Netherlands,2021,3,24,146.017198085785,0.1588967548235229,2690.721940249338,35
Cyprus,Netherlands,2021,4,33,767.0456075668337,1.2585447360475928,2166.066043232964,36
Cyprus,Netherlands,2022,1,3,178.507799744606,0.0803483776857225,2221.672731748583,37
Cyprus,Netherlands,2022,2,15,3242.4430994987492,1.722650329084251,5676.6663985084215,38
Cyprus,Netherlands,2022,3,24,1713.302401423454,1.02668178895459,5267.917008692036,39
Cyprus,Netherlands,2022,4,33,601.5390954613692,0.4016386259650621,4682.7206820397805,40
Cyprus,Netherlands,2023,1,6,2496.9266793727907,2.62137534506136,3143.8907065478293,41
Cyprus,Netherlands,2023,2,6,1313.80802297592,0.925799628111259,1419.1062332313138,42
Cyprus,Netherlands,2023,3,15,2645.534609198567,1.880524783380792,3017.881883888244,43
Cyprus,Slovakia,2013,2,4,6589.34765625,9.42000007629395,699.5061149556172,2
Cyprus,Slovakia,2014,1,2,217.273498535156,0.406953083924373,533.9030643039272,5
Cyprus,Slovakia,2014,2,6,14993.92578125,17.4799995422363,857.7760969055355,6
Cyprus,Slovakia,2015,1,1,3350.92749023438,2.5,1340.370996093752,9
Cyprus,Slovakia,2015,2,5,17385.90234375,29.1000003814697,597.4536809566846,10
Cyprus,Slovakia,2015,4,10,3121.38403320313,1.71599996089935,1818.9884057848249,12
Cyprus,Slovakia,2016,1,3,128.041000366211,0.230000004172325,556.6999914933813,13
Cyprus,Slovakia,2016,4,11,10197.3603515625,19.1480007171631,532.5548344283384,16
Cyprus,Slovakia,2017,4,11,5867.97705078125,8.6879997253418,675.4117445083591,20
Cyprus,Slovakia,2018,1,1,50632.1845703125,24.3400001525879,2080.204776207823,21
Cyprus,Slovakia,2018,2,5,3377.8310546875,2.02600002288818,1667.2413704478674,22
Cyprus,Slovakia,2020,4,12,279.864013671875,0.270000010728836,1036.5333427817732,32
Cyprus,Slovakia,2023,1,2,7532.0673828125,8.47999954223633,888.2155412034559,41
Cyprus,Sweden,2013,1,3,1340175.464424133,1006.2949956059458,2863.7334752630554,1
Cyprus,Sweden,2013,2,15,2072100.96875,1608.274997711182,3999.3784952608094,2
Cyprus,Sweden,2013,3,24,2033390.79296875,1665.4199981689421,4010.9323930817723,3
Cyprus,Sweden,2013,4,33,453812.1875,317.836002349853,4829.390837449339,4
Cyprus,Sweden,2014,1,3,1131269.9375,921.320007324219,2423.86999565975,5
Cyprus,Sweden,2014,2,15,563437.6328125,347.9000015258789,4862.364199892683,6
Cyprus,Sweden,2014,3,24,908364.80859375,652.7799739837649,4566.430880478501,7
Cyprus,Sweden,2015,1,2,44354.6640625,23.7210006713867,1869.8479325116548,9
Cyprus,Sweden,2015,2,11,1590586.74609375,1377.1809997558594,3019.169500898389,10
Cyprus,Sweden,2016,2,6,32305.478515625,23.6009998321533,1368.8182172525158,14
Cyprus,Sweden,2016,4,33,1199476.798828125,1109.3100223541255,3328.587604956085,16
Cyprus,Sweden,2017,1,2,8186.65478515625,7.69999980926514,1063.2019464864836,17
Cyprus,Sweden,2017,2,15,2621686.75,2017.330017089844,3879.732875738573,18
Cyprus,Sweden,2017,3,15,161271.83203125,100.7569999694824,3507.4707920278283,19
Cyprus,Sweden,2017,4,33,2514929.4375,1632.2509765625,4580.83016054196,20
Cyprus,Sweden,2018,1,4,986792.8671875,538.6499938964839,3448.4214967914886,21
Cyprus,Sweden,2018,2,9,402607.84375,217.6200027465818,3681.880420549338,22
Cyprus,Sweden,2018,3,7,1519463.625,3000.0,506.487875,23
Cyprus,Sweden,2019,2,4,32495.46875,20.3920001983643,1593.5400369703093,26
Cyprus,United Kingdom,2013,1,1,297692.1875,172.259140915689,1728.164821428567,1
Cyprus,United Kingdom,2014,3,7,233493.71875,150.0,1556.6247916666666,7
Cyprus,United Kingdom,2014,4,10,527349.75,350.0,1506.7135714285714,8
Czech Republic,Austria,2013,1,6,1748469.992034913,1295.840113341496,4162.278710975014,1
Czech Republic,Austria,2013,2,15,4439841.89155721,4600.941544954124,2981.5351091093194,2
Czech Republic,Austria,2013,3,24,3548970.78207588,3225.02924746473,3301.2280424906103,3
Czech Republic,Austria,2013,4,33,4795139.327377319,5357.0111378281,2716.7525468169015,4
Czech Republic,Austria,2014,1,6,3870971.94085503,3715.99806402208,3197.357212551085,5
Czech Republic,Austria,2014,2,15,2416522.575483918,1904.822562473561,3821.5026340782106,6
Czech Republic,Austria,2014,3,24,2302594.352697373,1844.545546611655,3735.0747501454416,7
Czech Republic,Austria,2014,4,33,2868639.7764644558,2879.576737605177,3181.948161324257,8
Czech Republic,Austria,2015,1,6,5242924.47516441,5905.18384879476,2582.1984039371137,9
Czech Republic,Austria,2015,2,15,5602378.22099973,6172.816425929919,2772.564704307997,10
Czech Republic,Austria,2015,3,24,6398623.43397522,6360.10229441096,3015.16478214659,11
Czech Republic,Austria,2015,4,33,6671194.63817788,7408.8916364457,2731.621424404384,12
Czech Republic,Austria,2016,1,6,6017970.97132492,6465.51270715224,2839.6032101137484,13
Czech Republic,Austria,2016,2,15,7016156.65019989,8827.56700411443,2463.7221292123118,14
Czech Republic,Austria,2016,3,24,4145122.7288055504,4365.8094326523205,2842.457742386164,15
Czech Republic,Austria,2016,4,33,5688907.72258758,7186.91141220659,2339.7757729945047,16
Czech Republic,Austria,2017,1,6,3163023.867286674,3315.489960531121,2842.972988538717,17
Czech Republic,Austria,2017,2,15,5161086.85064793,5051.2360759964395,3074.2763422146813,18
Czech Republic,Austria,2017,3,24,5503425.121212009,5290.6534973568405,3103.4097532038113,19
Czech Republic,Austria,2017,4,33,5950986.30938721,5696.4595571708705,3199.6176696740736,20
Czech Republic,Austria,2018,1,6,7214077.44597434,6587.234747158051,3333.1758762647437,21
Czech Republic,Austria,2018,2,15,8110994.11215878,7009.049478847981,3491.9068205394133,22
Czech Republic,Austria,2018,3,24,6690222.8248272,6234.68754270042,3221.3113802887206,23
Czech Republic,Austria,2018,4,33,5042449.65799141,4512.45069634695,3480.7212002148467,24
Czech Republic,Austria,2019,1,6,7179569.331110001,6675.279234856311,3264.126573099394,25
Czech Republic,Austria,2019,2,15,11138879.6079731,9389.04566738767,3621.8578899226086,26
Czech Republic,Austria,2019,3,24,8201702.27042389,6170.958916437779,4084.7701677296354,27
Czech Republic,Austria,2019,4,33,8388860.19407653,7286.82362027396,3453.633070142388,28
Czech Republic,Austria,2020,1,6,6515112.7044105595,6304.7285918178895,3117.954441380948,29
Czech Republic,Austria,2020,2,15,8809922.290084839,8159.0187038461,3248.920787340372,30
Czech Republic,Austria,2020,3,24,5356855.9872322,4731.68068003385,3391.4614001040477,31
Czech Republic,Austria,2020,4,33,6335786.5107040405,5369.83454955514,3518.2283661606543,32
Czech Republic,Austria,2021,1,6,5820747.222640039,4970.26958996722,3527.2182065372845,33
Czech Republic,Austria,2021,2,15,6582030.0555954,5597.89281804841,3529.158055869658,34
Czech Republic,Austria,2021,3,24,9812690.030403141,7961.75992714727,3869.2361427737123,35
Czech Republic,Austria,2021,4,33,9580503.82275391,5841.078392251429,4949.11223268107,36
Czech Republic,Austria,2022,1,6,11133578.65146422,7186.07879886118,4636.552294453686,37
Czech Republic,Austria,2022,2,15,11642285.24951338,6523.9099092163,5353.043944620049,38
Czech Republic,Austria,2022,3,24,9084065.75444412,5609.0259013962395,5113.441307997431,39
Czech Republic,Austria,2022,4,33,7334399.99645995,4698.52713762851,4705.992666185597,40
Czech Republic,Austria,2023,1,6,7394610.702188499,4123.12886761094,5376.885349122718,41
Czech Republic,Austria,2023,2,15,9266848.0680294,5519.81042198618,5121.760637698228,42
Czech Republic,Austria,2023,3,15,6160553.1325779,3774.0672022651797,3280.869616647199,43
Czech Republic,Belgium,2013,1,6,2842903.9187911777,3101.629982356404,2781.7030393404116,1
Czech Republic,Belgium,2013,2,15,1833105.363328936,1885.2563377483361,2874.777862759379,2
Czech Republic,Belgium,2013,3,24,1965283.863471984,2222.653235273253,2715.3199574878313,3
Czech Republic,Belgium,2013,4,33,3341902.639766693,3722.774058753345,2790.6143672751714,4
Czech Republic,Belgium,2014,1,6,2389900.307890418,2587.7881792348553,2776.0908730817964,5
Czech Republic,Belgium,2014,2,15,1638774.223670959,1724.651830281419,2888.4133508391906,6
Czech Republic,Belgium,2014,3,24,2346919.255865096,2567.5135476455152,3265.869625306611,7
Czech Republic,Belgium,2014,4,33,2240584.190921784,2837.1460536827462,2378.875773853366,8
Czech Republic,Belgium,2015,1,6,1465497.6012382512,2066.057847684546,2080.387480526872,9
Czech Republic,Belgium,2015,2,15,2666967.95991039,4117.162005390014,1944.4478552717392,10
Czech Republic,Belgium,2015,3,24,1721908.7496566768,2378.947024638457,2177.068565961749,11
Czech Republic,Belgium,2015,4,33,2258249.9615378417,3173.606722731797,2142.9471347380927,12
Czech Republic,Belgium,2016,1,6,1793753.166480064,3075.0709527070458,1701.1179428077894,13
Czech Republic,Belgium,2016,2,15,3239958.6128902407,5111.95905034197,1891.9759116931555,14
Czech Republic,Belgium,2016,3,24,1273839.9582481384,1966.9209054144876,2315.047543678752,15
Czech Republic,Belgium,2016,4,33,1965414.98108244,2612.56179269555,2436.4561904212824,16
Czech Republic,Belgium,2017,1,6,898342.684329033,1345.5680405507042,1965.4961208501331,17
Czech Republic,Belgium,2017,2,15,3509586.589811326,5086.48348819673,2093.9377943113645,18
Czech Republic,Belgium,2017,3,24,3048898.53381824,3785.12695257305,2389.82495823204,19
Czech Republic,Belgium,2017,4,33,1529510.768029689,1767.997679174526,2620.482402063494,20
Czech Republic,Belgium,2018,1,6,3408025.209973814,3945.2627513294638,2583.741081444915,21
Czech Republic,Belgium,2018,2,15,1699362.365114451,1885.509352073322,2737.341167077567,22
Czech Republic,Belgium,2018,3,24,2277104.7375955554,2760.994836691371,2500.9032538151805,23
Czech Republic,Belgium,2018,4,33,1252939.048500061,1622.6565647824261,2304.4484094291597,24
Czech Republic,Belgium,2019,1,6,1313654.8355371961,1678.858663247262,2339.678766804131,25
Czech Republic,Belgium,2019,2,15,1378922.420489073,1538.382088431181,2557.3986080281884,26
Czech Republic,Belgium,2019,3,24,1085435.884432792,1454.0010571359321,2253.504171634513,27
Czech Republic,Belgium,2019,4,33,490217.5078748469,666.4725995611784,2406.851528466279,28
Czech Republic,Belgium,2020,1,6,1180672.391656399,1447.685716866795,2353.177444244141,29
Czech Republic,Belgium,2020,2,11,145457.0415039063,137.5918644453999,2112.8961335872264,30
Czech Republic,Belgium,2020,3,24,1090413.484104157,1363.935662326765,2439.2898410245075,31
Czech Republic,Belgium,2020,4,11,685288.320741653,664.116141709352,1031.8802355530863,32
Czech Republic,Belgium,2021,1,5,526373.773788214,449.9982687231292,3208.815304020573,33
Czech Republic,Belgium,2021,2,15,846892.7742092609,772.305434386862,3343.2639973402283,34
Czech Republic,Belgium,2021,3,24,538748.552094221,325.7932198464528,5070.940102188473,35
Czech Republic,Belgium,2021,4,21,288452.387859344,173.5630007105647,3333.8205482102267,36
Czech Republic,Belgium,2022,1,6,1343572.3004186149,947.618807801352,4522.472046057663,37
Czech Republic,Belgium,2022,2,15,2175651.535064699,1411.22159174966,4864.020662757093,38
Czech Republic,Belgium,2022,3,17,268904.7048912051,151.9114713697873,3802.144179922676,39
Czech Republic,Belgium,2022,4,23,344286.302505494,208.36479221985792,3279.38914322904,40
Czech Republic,Belgium,2023,1,3,336165.806764603,324.841288202499,1034.8616969990728,41
Czech Republic,Belgium,2023,2,15,902965.175607681,861.9910647455239,3826.969513401815,42
Czech Republic,Belgium,2023,3,24,197961.64605164522,170.309202244802,3711.9104762138804,43
Czech Republic,Brazil,2013,1,6,32364.0,26.7,4271.492753623188,1
Czech Republic,Brazil,2013,2,15,47773.0,36.282000000000004,4416.26052429239,2
Czech Republic,Brazil,2013,3,15,72807.0,55.96,2600.7253533108596,3
Czech Republic,Brazil,2013,4,23,9880.0,6.61,3038.2668112798265,4
Czech Republic,Brazil,2014,1,6,152355.0,103.99,4312.784023476376,5
Czech Republic,Brazil,2014,3,24,163888.0,84.9547305389222,5353.191405888426,7
Czech Republic,Brazil,2014,4,33,70905.0,64.12,3291.811934771994,8
Czech Republic,Brazil,2015,1,5,75745.0,73.2845713279324,2072.4680828725504,9
Czech Republic,Brazil,2015,2,15,93198.0,83.2585322422367,3494.7441067930845,10
Czech Republic,Brazil,2015,3,16,4751.0,2.963791364928041,3182.9285714285716,11
Czech Republic,Brazil,2015,4,23,4938.0,4.0,2469.0,12
Czech Republic,Brazil,2016,4,21,34699.0,20.801000000000002,2977.230382242142,16
Czech Republic,Brazil,2017,1,5,363.0,0.513,1494.4508228090317,17
Czech Republic,Brazil,2017,2,15,479041.0,325.297,4354.485677278199,18
Czech Republic,Brazil,2017,3,16,85688.0,55.48887072912997,2779.050221072991,19
Czech Republic,Brazil,2017,4,23,17308.0,14.148233568613069,2415.9598177184853,20
Czech Republic,Brazil,2018,1,3,3377.0,1.800794117647059,3764.3925366756876,21
Czech Republic,Brazil,2018,2,15,35762.0,21.434608488404102,4585.366488087107,22
Czech Republic,Brazil,2018,3,24,26669.0,16.239681424301068,4789.182627259298,23
Czech Republic,Brazil,2019,1,6,30850.0,21.15132352941177,4384.339106367623,25
Czech Republic,Brazil,2019,2,15,66522.0,48.103,4280.372875350186,26
Czech Republic,Brazil,2019,3,16,74491.0,60.224,2441.846420047733,27
Czech Republic,Brazil,2019,4,11,22033.0,19.0,1159.6315789473683,28
Czech Republic,Brazil,2020,1,6,137324.0,102.09793443308621,4409.575420382048,29
Czech Republic,Brazil,2020,2,6,48941.0,40.494,1208.5988047611993,30
Czech Republic,Brazil,2020,3,24,238610.0,200.0065309734513,3562.9111714060855,31
Czech Republic,Brazil,2020,4,33,143910.0,119.03999999999999,3634.2729508196726,32
Czech Republic,Brazil,2021,1,6,183776.0,139.3241906283261,4142.834257520386,33
Czech Republic,Brazil,2021,2,15,245969.0,170.8771323529412,4303.131630350343,34
Czech Republic,Brazil,2021,3,24,209157.0,137.131,4736.121843259246,35
Czech Republic,Brazil,2021,4,33,117161.0,70.868182234852,4969.1762738797515,36
Czech Republic,Brazil,2022,1,3,100899.0,59.5,3372.639873417722,37
Czech Republic,Brazil,2022,2,6,51780.0,24.226,2137.373070255098,38
Czech Republic,Brazil,2022,3,9,105042.0,58.0490290593805,1809.5393101674213,39
