Export_country,Import_country,Year,Quarter,Month,Nominal Value (SUM),Tons (SUM),Price,Period
Thailand,Austria,2023,1,3,808.680480957031,0.405351889619546,1995.008538670043,41
Thailand,Belgium,2013,3,9,44945.8046875,41.7000007629395,1077.8370231456968,3
Thailand,Belgium,2013,4,12,69909.4296875,39.2000007629395,1783.403783848745,4
Thailand,Belgium,2016,4,10,15697.15234375,6.76200008392334,2321.3771293895707,16
Thailand,Belgium,2017,1,6,66406.06521606448,49.60100061993585,4268.781817646708,17
Thailand,Belgium,2017,3,24,188509.1953125,97.42199993133549,5361.80097037988,19
Thailand,Belgium,2018,1,2,36444.95703125,24.0,1518.5398763020833,21
Thailand,Belgium,2018,2,11,138792.7880859375,81.6763871507384,3363.6278418826205,22
Thailand,Belgium,2018,3,15,371597.296875,214.8840026855465,3456.492818704904,23
Thailand,Belgium,2018,4,12,35726.37109375,19.44700050354,1837.114730739407,24
Thailand,Belgium,2019,1,1,61898.12109375,36.298999786377,1705.2293853281417,25
Thailand,Belgium,2019,2,5,33301.4619140625,15.987999801524,2082.9035731466643,26
Thailand,Belgium,2020,1,1,32651.4248962402,22.809999236837,1431.4522572850328,29
Thailand,Belgium,2022,1,1,86104.265625,40.9339981079102,2103.4902429518843,37
Thailand,Belgium,2022,3,16,431432.90625,321.0,3006.350906229083,39
Thailand,Belgium,2022,4,33,488484.0625,372.0,4587.179443884408,40
Thailand,Belgium,2023,1,5,163594.9044342041,124.0758949848547,2772.1281554162915,41
Thailand,Belgium,2023,2,4,194197.308105469,123.0,1578.839903296496,42
Thailand,Belgium,2023,3,24,308703.013065338,146.0010000000475,6343.959671129902,43
Thailand,Brazil,2013,1,4,119596.0,54.018,4428.119103119103,1
Thailand,Brazil,2013,2,5,190975.0,243.0,785.9053497942386,2
Thailand,Brazil,2013,3,15,312276.0,369.0,2967.262108262108,3
Thailand,Brazil,2013,4,11,39617.0,18.0,2200.9444444444443,4
Thailand,Brazil,2014,1,3,41415.0,18.1048051499958,2287.51426247797,5
Thailand,Brazil,2014,2,11,154530.0,216.0,1430.8333333333335,6
Thailand,Brazil,2014,3,17,116196.0,162.06884536082498,1438.1104618177387,7
Thailand,Brazil,2014,4,21,213338.0,244.743,1665.7982129176685,8
Thailand,Brazil,2015,1,4,94429.0,61.881,3502.736338982295,9
Thailand,Brazil,2015,2,6,21938.0,10.2,2150.7843137254904,10
Thailand,Brazil,2015,3,24,211961.0,100.71,6319.601034263111,11
Thailand,Brazil,2015,4,11,35335.0,16.42,2151.948842874543,12
Thailand,Brazil,2016,1,6,55672.0,25.944,5471.375821585294,13
Thailand,Brazil,2016,2,15,142483.0,66.505,6432.73745401471,14
Thailand,Brazil,2016,3,24,147363.0,71.425,6197.768724182318,15
Thailand,Brazil,2016,4,33,120160.0,58.485,6175.27649414436,16
Thailand,Brazil,2017,1,4,113581.0,51.657,4307.218702956604,17
Thailand,Brazil,2017,2,15,273461.0,133.565,6158.161330151931,18
Thailand,Brazil,2017,3,24,256835.0,125.88,6120.757895381695,19
Thailand,Brazil,2017,4,33,306695.0,175.685,5428.790330876012,20
Thailand,Brazil,2018,1,6,435454.0,240.09,5621.038009744805,21
Thailand,Brazil,2018,2,15,579724.0,278.564,6260.6860355064255,22
Thailand,Brazil,2018,3,24,221747.0,190.6,4403.759603256507,23
Thailand,Brazil,2018,4,33,394877.0,188.346,6261.323204008869,24
Thailand,Brazil,2019,1,6,413833.0,197.62468632976152,6273.186114702392,25
Thailand,Brazil,2019,2,15,436572.0,210.096,6235.262259412233,26
Thailand,Brazil,2019,3,16,73790.0,54.813,2723.196614926068,27
Thailand,Brazil,2019,4,21,75510.0,48.1,3138.9100968188104,28
Thailand,Brazil,2020,1,3,124186.0,72.2,3450.8360995850617,29
Thailand,Brazil,2020,2,6,77255.0,48.2,1602.8008298755185,30
Thailand,Brazil,2020,3,7,38703.0,24.037,1610.142696675958,31
Thailand,Brazil,2020,4,11,36810.0,24.15,1524.2236024844722,32
Thailand,Brazil,2021,1,4,76676.0,48.0,3194.8333333333335,33
Thailand,Brazil,2021,2,11,90513.0,48.036,3768.300861208188,34
Thailand,Brazil,2021,3,17,216959.0,96.0,4374.458333333333,35
Thailand,Brazil,2022,4,12,13702.0,6.364,2153.048397234444,40
Thailand,Canada,2013,1,3,34982.1291503906,15.4144899488381,2269.4315067510524,1
Thailand,Canada,2014,3,8,47891.9378662109,72.033,664.8610757043425,7
Thailand,Canada,2014,4,22,144018.34765625,234.0,1239.2250868055557,8
Thailand,Canada,2015,2,11,137719.73046875,320.0,860.7483154296875,10
Thailand,Canada,2015,3,24,296244.55078125,620.0,1425.117654079861,11
Thailand,Canada,2016,4,10,28973.515625,63.0,459.8970734126984,16
Thailand,Canada,2017,2,15,113064.041015625,231.0,1479.940407986111,18
Thailand,Canada,2017,3,8,48946.94140625,84.0,582.7016834077381,19
Thailand,Canada,2017,4,33,204928.5536422729,324.01,1905.4705912841248,20
Thailand,Canada,2018,1,3,44543.08984375,72.0,1245.762451171875,21
Thailand,Canada,2018,2,5,28916.943359375,48.0,602.4363199869791,22
Thailand,Canada,2018,3,16,43770.0895700455,72.04019963105651,1213.1714168421977,23
Thailand,Canada,2019,3,8,288.478149414063,0.14338198420177,2011.955344460227,27
Thailand,Canada,2019,4,10,5.99787187576294,0.003,1999.2906252543128,28
Thailand,Canada,2020,1,5,346434.483810425,333.692,2093.635505681453,29
Thailand,Canada,2020,2,10,31005.86328125,56.699999999999996,1097.3675181878307,30
Thailand,Canada,2020,3,15,49482.015625,96.0,1030.8753255208333,31
Thailand,Canada,2020,4,10,16131.193359375,40.0,403.279833984375,32
Thailand,Canada,2023,3,9,4360.42973327637,2.7208056591213,1602.6244721516036,43
Thailand,China (mainland),2013,1,6,1286738.7580718999,1817.983521872557,2123.958990096632,1
Thailand,China (mainland),2013,2,15,797661.458076298,1081.210394746483,2232.8663994504313,2
Thailand,China (mainland),2013,3,24,2417890.9163440177,2677.527788543975,2347.194371161746,3
Thailand,China (mainland),2013,4,33,1098975.325105369,1212.361232953797,2847.67379194196,4
Thailand,China (mainland),2014,1,6,1207983.032810128,1660.159844562171,2165.055917165043,5
Thailand,China (mainland),2014,2,15,1333065.023361057,2011.872958858812,2025.7069076365112,6
Thailand,China (mainland),2014,3,24,1183977.7502037291,1611.757442702315,2163.0544119197466,7
Thailand,China (mainland),2014,4,33,1203213.748558938,1835.7705262731179,2007.0266214104236,8
Thailand,China (mainland),2015,1,6,1013915.082463861,1684.118729747869,1775.2135813867017,9
Thailand,China (mainland),2015,2,15,1163879.781522811,1650.854837292989,2143.8801653504997,10
Thailand,China (mainland),2015,3,24,929495.299160958,1592.492456861655,1755.2181071589835,11
Thailand,China (mainland),2015,4,33,1058089.22210221,1412.040589022412,2201.953846722633,12
Thailand,China (mainland),2016,1,6,1083243.7840837832,1360.794158890538,2313.4004554279945,13
Thailand,China (mainland),2016,2,15,778146.853766978,1180.883531398702,1914.341562635469,14
Thailand,China (mainland),2016,3,24,1462435.950339079,2791.0902274011996,1546.4261982327448,15
Thailand,China (mainland),2016,4,33,988224.84466792,1201.980703957441,2584.8121762032943,16
Thailand,China (mainland),2017,1,6,617260.784552217,732.725662395534,2603.082896294315,17
Thailand,China (mainland),2017,2,15,897252.045413017,1347.52066998864,1986.0144406652646,18
Thailand,China (mainland),2017,3,24,840248.852585688,1041.810242627854,2426.368390014875,19
Thailand,China (mainland),2017,4,33,701279.559383751,921.637685830143,2325.39966768146,20
Thailand,China (mainland),2018,1,6,1124646.925700783,1200.330737301521,2758.5269614987765,21
Thailand,China (mainland),2018,2,15,2525383.690688727,3080.787042152505,2452.604569249996,22
Thailand,China (mainland),2018,3,24,997603.773698807,1391.071928907405,2477.9087216384833,23
Thailand,China (mainland),2018,4,33,1362383.054498911,1588.334084801216,2852.5716699404456,24
Thailand,China (mainland),2019,1,6,695161.5767768619,680.770667207584,3067.174554820675,25
Thailand,China (mainland),2019,2,15,923472.5718500621,1620.243913212888,2285.528617819675,26
Thailand,China (mainland),2019,3,24,1349858.738383531,1749.038018357513,3185.227974928445,27
Thailand,China (mainland),2019,4,33,1470539.674096585,3112.4881173566237,1381.680449327941,28
Thailand,China (mainland),2020,1,6,2239928.035715059,4258.45219188847,1594.9284774129446,29
Thailand,China (mainland),2020,2,15,4831038.408511759,12189.811329849546,2452.5839748547833,30
Thailand,China (mainland),2020,3,24,6807216.234640186,19803.814728098398,1315.953814138124,31
Thailand,China (mainland),2020,4,33,16842236.904349323,37395.05241258644,1346.4773988192583,32
Thailand,China (mainland),2021,1,6,6277881.680117293,13202.63572457686,1451.2565769669386,33
Thailand,China (mainland),2021,2,15,49447444.099156044,74573.48369282285,1754.351696239622,34
Thailand,China (mainland),2021,3,24,138312052.1606646,224212.0300647564,1860.7272400648835,35
Thailand,China (mainland),2021,4,33,20951478.105031986,24366.886765465875,1730.2886924480185,36
Thailand,China (mainland),2022,1,6,1343384.6215848962,3367.0925232924887,1038.978626838838,37
Thailand,China (mainland),2022,2,11,981580.198571086,2049.39525587402,988.6272537326154,38
Thailand,China (mainland),2022,3,24,890231.762870788,1601.452892351175,1720.724331672241,39
Thailand,China (mainland),2022,4,33,1307662.898176432,2317.71908587471,1697.0563864735193,40
Thailand,China (mainland),2023,1,6,1683918.695559591,1639.201663491172,3112.0432472375282,41
Thailand,China (mainland),2023,2,15,735877.7849467995,712.6551453931329,2666.393105212736,42
Thailand,China (mainland),2023,3,24,731243.849188305,1014.582111802287,2205.77279941393,43
Thailand,France,2013,1,3,41794.1481933594,21.2869992852211,1963.364945587976,1
Thailand,France,2013,3,8,754.90380859375,0.560000002384186,1348.042509606725,3
Thailand,France,2013,4,12,68775.78125,39.193000793457,1754.797536744919,4
Thailand,France,2014,2,5,30.2257995605469,0.0219999998807907,1373.8999874694798,6
Thailand,France,2014,4,10,26.6217002868652,0.0199999995529652,1331.0850440953268,8
Thailand,France,2015,2,6,11.2290000915527,0.0160000007599592,701.812472387741,10
Thailand,France,2015,4,12,64.2451019287109,0.0500000007450581,1284.9020194276848,12
Thailand,France,2017,4,10,4745.49334716797,2.61939639753958,1811.6743810236007,20
Thailand,France,2018,1,2,188.802001953125,0.263999998569489,715.1591021824544,21
Thailand,France,2018,2,10,64990.818359375,90.0,1446.4605073474702,22
Thailand,France,2018,3,8,75628.234375,57.0,1326.811129385965,23
Thailand,France,2019,1,1,720.475830078125,2.30800008773804,312.1645592241847,25
Thailand,France,2019,2,5,467.616607666016,0.33500000834465,1395.870435874525,26
Thailand,France,2021,1,1,645.434020996094,1.04999995231628,614.6990955306986,33
Thailand,France,2021,2,5,1600.8427734375,2.0,800.42138671875,34
Thailand,France,2021,3,15,63.54719853401183,0.045316765427309905,2589.3574567752867,35
Thailand,France,2021,4,11,11.4160003662109,0.0049999998882412,2283.200124275721,36
Thailand,France,2022,3,15,523.95011138916,0.6151290185032776,2208.2983260546907,39
Thailand,France,2023,1,3,65985.1137542725,48.2702620925972,1366.9930697225711,41
Thailand,France,2023,3,8,2476.57000732422,1.17599997296929,2105.9269253817347,43
Thailand,Germany,2013,3,24,136540.8023681641,60.1000000014901,6815.404794457851,3
Thailand,Germany,2013,4,12,46607.19921875,20.0,2330.3599609375,4
Thailand,Germany,2014,2,11,185871.203125,80.0,4646.780078125001,6
Thailand,Germany,2014,4,12,19726.400390625,27.0,730.607421875,8
Thailand,Germany,2016,2,5,44116.80078125,20.1000003814697,2194.8656688544897,14
Thailand,Germany,2017,4,12,316021.203125,154.199996948242,2049.4241853394724,20
Thailand,India,2013,2,11,966863.748779297,711.0319999999999,2712.480700846175,2
Thailand,India,2013,3,24,1130749.7922363281,1079.66467723369,3293.530125283086,3
Thailand,India,2013,4,33,668735.554540635,616.981,3268.245577071316,4
Thailand,India,2014,1,6,502017.293249876,586.193536590579,2755.738269546402,5
Thailand,India,2014,2,15,1136782.435913086,1609.075161353762,2453.0663134342094,6
Thailand,India,2014,3,24,1789696.224670411,2564.546356367296,2161.751667826894,7
Thailand,India,2014,4,33,779858.411819458,753.1550000000001,3157.5795422738674,8
