Import_country,Nominal Value (SUM),Tons (SUM),Price
United Arab Emirates,12870709880.501211,19164415.77656574,671.5941686174186
United Kingdom,14216521519.3457,15103076.82513566,941.2996890597491
United States,120595761242.0,180354448.0683238,668.659756017299
Uruguay,293106323.6654811,393286.3777968763,745.2745383845051
Uzbekistan,3204940671.9324636,6380669.9586909255,502.2890531372974
Vanuatu,2860747.7616815567,2800.112403200096,1021.65461586905
Venezuela,674694736.9461055,678296.1235419945,994.6905393221431
Vietnam,32798944594.642277,47520626.184310265,690.204385511052
Wallis and Futuna Islands,82477.60736083984,108.3370006027222,761.3059887386934
West Bank,386530.1494140625,482.545006347656,801.0240378191411
Western Samoa,1861577.9844284062,1836.0541414204677,1013.9014653392476
Yemen,445382886.79013824,591896.5167968494,752.4674907708613
Zambia,289087065.5790694,364112.57767050894,793.9496828935931
Zimbabwe,217428645.63997662,222904.5092268972,975.4340385220892
