Export_country,Import_country,Nominal Value (SUM),Tons (SUM),Price
France,Russia,83034632.94796859,61141.659644445484,1358.0696603729173
France,Saint Barthelemy,527941.9817352296,634.4700057669543,832.0991960794862
France,Saint Vincent and the Grenadines,5337.4072265625,2.35199999809265,2269.3057954467945
France,San Marino,17823243.309570312,20966.88596725465,850.0663063368605
France,Saudi Arabia,35337092.94556904,28702.457943651792,1231.1521548064718
France,Senegal,1075023.017356873,572.315738617101,1878.3740247201213
France,Serbia,3819150.646713257,3061.058372489319,1247.656915345734
France,Seychelles,415330.884765625,189.6269989013672,2190.251847953654
France,Singapore,409685.06359863305,198.17100092023628,2067.3310509418634
France,Slovakia,122623412.74488673,78341.65623749612,1565.2389626937238
France,Slovenia,135801833.66124237,102706.77230145098,1322.2286186022402
France,South Africa,44033010.95036578,26966.506892313562,1632.877818629034
France,Spain,8749771807.852434,13827885.55133456,632.762816510871
France,Sri Lanka,4623076.538764954,2210.1689897308834,2091.7298904496315
France,Sudan,559346.296875,283.5869903564457,1972.3975919062696
France,Suriname,56770.54187011719,72.48099875450134,783.2472350774764
France,Switzerland,532073949.05690104,340472.97689015314,1562.7494255691374
France,Syria,3806.23095703125,2.49200010299683,1527.379935680561
France,Taiwan,16007433.704192167,8520.673463000356,1878.6582743373344
France,Tanzania,1621799.825195313,732.1270103454593,2215.189171111246
France,Thailand,33673625.584546804,30024.715261260386,1121.5302224029565
France,Togo,88802.36251831056,100.83299949020152,880.6875027747237
France,Trinidad and Tobago,27620.97412109375,49.94799995422369,552.9945973093578
France,Tunisia,86190678.73571825,130451.9962099068,660.7080093817126
France,Turkey,2061160859.23379,3027395.207938528,680.8364014810326
France,Ukraine,678346.5283203127,420.4197056507335,1613.4984140915928
France,United Arab Emirates,33787362.2570691,24630.28330058048,1371.7813085922894
France,United Kingdom,890031857.8871716,690724.2027744618,1288.548822108943
France,United States,1234516568.0,753243.9560167985,1638.933254145445
France,Uruguay,189516.31438827515,108.30800033546988,1749.7905399534025
France,Venezuela,1686029.56640625,881.1269927024839,1913.4921303852789
France,Vietnam,371336.39453125,247.5020006000998,1500.3369412404672
France,Wallis and Futuna Islands,23044.1103515625,19.76800060272221,1165.7279263937874
France,Yemen,1601600.001953125,1671.0019855499256,958.4668455232503
Gabon,Austria,55076.91796875,46.7999992370605,1176.8572407397623
Gabon,Canada,574351.7575683594,1025.347,560.1535456468487
Gabon,Côte d'Ivoire,1605937.4609375,1537.955,1044.203153497664
Gabon,France,8081084.380598068,10165.994567222639,794.9133089892875
Gabon,Germany,40866372.03125,38868.00009155275,1051.414323736496
Gabon,Ghana,5425824.4375,11879.68,456.7315312786203
Gabon,Greece,13191774.015625,8823.36010742187,1495.096409419875
Gabon,Ireland,273547.42541503906,212.887,1284.9418960060457
Gabon,Japan,96571479.75390625,78724.63,1226.6996968281242
Gabon,Malaysia,22817.427734375,47.237,483.0414237647395
Gabon,Netherlands,39924297.7698822,41704.50652043524,957.3137557764713
Gabon,Portugal,6027362.0,2986.36010742188,2018.2971186296124
Gabon,Qatar,20678.412109375,26.23,788.3496801134197
Gabon,Russia,276577.09765625,383.0,722.1334142460836
Gabon,Turkey,86451700.21875,71388.91,1210.9962208240747
Gabon,Ukraine,1746272.25,2501.002,698.2290497968414
Gabon,United States,201354.0,312.075,645.210285988945
Gambia,South Korea,32275.0,20.0,1613.75
Gambia,Turkey,59.8250007629395,0.035,1709.2857360839857
Georgia,Afghanistan,67920.0,72.0,943.3333333333334
Georgia,Algeria,5827500.0,5250.0,1110.0
Georgia,Argentina,1985778.6484375,2338.53999710083,849.1531686006394
Georgia,Armenia,6569430.300672534,5276.965614191774,1244.9257359200578
Georgia,Australia,190339.03125,146.052001953125,1303.2278140979458
Georgia,Austria,505811.83618927,408.5399344917127,1238.0964343634575
Georgia,Azerbaijan,67411867.7189064,56328.81437099115,1196.7563754301727
Georgia,Belarus,23352200.0,19376.31,1205.1933520881942
Georgia,Belgium,1354900.078125,1323.029985427856,1024.0887153338685
Georgia,Belize,519010.0,473.0,1097.2727272727273
Georgia,Brazil,24777225.0,24270.61,1020.8735997982745
Georgia,Bulgaria,4799015.126953125,4226.852088928224,1135.3638655877314
Georgia,Cameroon,7121700.46875,13661.661865234393,521.2909336361922
Georgia,Canada,46412022.1875,48030.54086303711,966.3023016927408
Georgia,Chile,29496468.0546875,27577.80995178223,1069.57253336142
Georgia,China (mainland),53877.30078125,179.47599365189697,300.19224122947514
Georgia,Colombia,24680907.0,21153.140015625002,1166.7727335879767
Georgia,Czech Republic,500495.82421875,477.12801170349104,1048.975981166624
Georgia,Ecuador,8306161.875,6193.8255,1341.0390517136784
Georgia,Egypt,18086591.15625,21752.579914093025,831.4687833663395
Georgia,Ethiopia,5173023.21875,10111.97897338867,511.5737713026954
Georgia,Finland,1181.92199707031,0.913999974727631,1293.131323578558
Georgia,France,29374905.775268555,31830.835801190886,922.8443123120742
Georgia,Gabon,280363.15625,503.345001220703,556.9999812654709
Georgia,Germany,11515775.29296875,9231.700035095222,1247.4165374947615
Georgia,Greece,19428436.19140625,20867.68585205078,931.0297427875507
Georgia,Guatemala,1848600.0,2000.0,924.3
Georgia,Hong Kong SAR,266000.0,325.0,818.4615384615385
Georgia,Hungary,56865.12890625,48.0,1184.690185546875
Georgia,India,473639.44482421875,1426.7790088653558,331.9641247041334
Georgia,Indonesia,817392.0625,1499.80200195313,544.9999809545154
Georgia,Iran,59981449.298828125,61396.310028076194,976.9552807228796
Georgia,Iraq,2878615.0,2574.0,1118.343045843046
Georgia,Israel,29380.0,26.0,1130.0
Georgia,Italy,40712874.044921875,29914.746,1360.9633872512866
Georgia,Japan,1312961.14453125,1352.48,970.7804511203493
Georgia,Jordan,1642670.0,927.0,1772.0280474649408
Georgia,Kazakhstan,3551140.4765625,3454.496035575867,1027.9764226073348
Georgia,Kenya,15942272.75,30890.71075439455,516.0863042858939
Georgia,Kyrgyzstan,143870.796875,134.9280014038086,1066.278277141508
Georgia,Lebanon,200000.0,100.0,2000.0
Georgia,Libya,51400.0,45.0,1142.2222222222222
Georgia,Liechtenstein,27000.0,27.0,1000.0
Georgia,Macedonia,61147.55078125,47.8800010681152,1277.100029598163
Georgia,Malaysia,175500.0,270.0,650.0
Georgia,Mexico,28824149.859375,31790.19499206543,906.6993727647556
Georgia,Moldova,4229742.3125,2855.781021118164,1481.1157722603919
Georgia,Morocco,120210.03125,160.65000152587902,748.2728298053295
Georgia,Netherlands,8745772.912967682,6894.470976043493,1268.5197955516799
Georgia,Pakistan,3212079.78125,5667.494934082037,566.7547688369059
Georgia,Peru,36634551.283203125,31140.7705,1176.4176253507642
Georgia,Poland,142315.390625,108.0,1317.7350983796296
Georgia,Portugal,5075785.5,5002.90002441406,1014.5686452318176
Georgia,Romania,2496842.3984375,4416.451995849609,565.3502858819534
Georgia,Russia,765432685.2963867,646757.2955610352,1183.4929277951253
Georgia,Saudi Arabia,402727.59375,371.300003051758,1084.642042660746
Georgia,Slovenia,1534966.421875,1883.807505655864,814.8212687689596
Georgia,South Korea,84440.0,56.1375,1504.1638833221998
Georgia,Spain,84411543.8984375,85530.761,986.9144493925115
Georgia,Sri Lanka,1920183.5703125,3533.067977905273,543.488996622975
Georgia,Switzerland,127664.7734375,98.62,1294.51199997465
Georgia,Tanzania,5278428.15625,9928.629943847656,531.637112683489
Georgia,Thailand,193016.25,199.5,967.5
Georgia,Trinidad and Tobago,4193309.9375,4938.75,849.0630093647178
Georgia,Tunisia,110201.30078125,165.66999816894543,665.1856220150974
Georgia,Turkey,525474677.97367865,756759.7974255865,694.3744630215368
Georgia,Turkmenistan,1576335.65625,1366.827995300293,1153.280194486855
Georgia,Ukraine,78674856.4866333,65356.89640009405,1203.7728353104615
Georgia,United Arab Emirates,3584319.693359375,7226.434967041028,496.00110008698084
Georgia,United Kingdom,19963234.109375,20518.48143049832,972.9391610678357
Georgia,United States,1257926980.0,1036805.993,1213.271324136723
Georgia,Uruguay,6384514.0,5447.379,1172.0341103492158
Georgia,Uzbekistan,878635.40234375,608.5940017700196,1443.713542671056
Georgia,Venezuela,1308552.0,655.0,1997.7893129770991
Georgia,Vietnam,38011.62890625,107.074996948242,355.0000465993391
Germany,Albania,48865.69970703128,40.2143076543907,1215.1321894434254
Germany,Algeria,296334905.57202154,407327.152798434,727.5108068198512
Germany,Angola,7021536.29040527,6563.816391925946,1069.733805936796
Germany,"Areas, nes., Spec Cat, Islands, Other",948407532.694519,1229592.4442718811,771.3186081394073
Germany,Argentina,235684766.58056647,195443.158347112,1205.8992935530869
Germany,Armenia,398571.79870605475,298.3190013939956,1336.059040301135
Germany,Australia,230044775.65545654,189222.797073189,1215.734991838632
Germany,Austria,5426705747.995422,4156568.282762642,1305.5735835015778
Germany,Azerbaijan,165603.4996337891,133.9652294796867,1236.167774854592
Germany,Bahrain,12041237.480529785,14121.43802833086,852.6920173690729
Germany,Bangladesh,25973569.065673828,52413.331238024904,495.552723938113
Germany,Belarus,52065842.474365234,38271.31906374345,1360.4402395341033
Germany,Belgium,4069335235.124939,5041883.707752091,807.1061275904042
Germany,Benin,1182.80004882813,0.56717495199426,2085.4236328125085
Germany,Bermuda,3057.60003662109,1.50000005960464,2038.3999434153304
Germany,Bolivia,22863.19970703125,24.80000078678136,921.9031847457665
Germany,Bosnia and Herzegovina,29923220.392761234,25059.436940675467,1194.0898937035201
Germany,Brazil,503132877.9927979,416126.141017909,1209.0874097985215
Germany,Bulgaria,160945426.36853027,107229.87977839437,1500.938233831341
Germany,Burkina Faso,21302.19970703125,13.720086185880469,1552.6287093556045
Germany,Burundi,8082.89990234375,5.30000019073486,1525.0753983884354
Germany,Cameroon,15315.400024414059,9.828142055956231,1558.32098653197
Germany,Canada,258936562.04620364,178876.6004261511,1447.5709032334007
Germany,Central African Republic,2158.39990234375,1.79999995231628,1199.1110886232375
Germany,Chad,2145.39990234375,1.89999997615814,1129.1578575078809
Germany,Chile,22385850.370300297,17961.54955298176,1246.320664276099
Germany,China (mainland),2305704314.766236,1479665.7084928006,1558.2602891533147
Germany,Colombia,30944230.33557129,24654.18441497219,1255.1309674141655
Germany,Congo,297120.20178222656,283.89999729394924,1046.566412871745
Germany,"Congo, D.R.",107861.60327148462,64.9536996856044,1660.5921416881174
Germany,Costa Rica,1160573.99609375,1259.39999242127,921.5293021103475
Germany,Croatia,185911857.77801514,121026.36022271324,1536.126984533777
Germany,Cuba,147529.99755859375,355.19205226738546,415.3527552681119
Germany,Cyprus,1298144.3973388672,682.8990109788556,1900.9317285115549
Germany,Czech Republic,5058974745.473022,4560293.404515004,1109.3529070880154
Germany,Côte d'Ivoire,1033350.4896240234,2083.499937653547,495.96857237624414
Germany,Denmark,1301617202.206726,1204710.2632603378,1080.4400376602807
Germany,Dominican Republic,2761681.963745117,3217.2438707683714,858.3999456297191
Germany,Ecuador,73997282.32421875,57130.42889639407,1295.2341467348808
Germany,Egypt,161183328.96228027,156785.31597924427,1028.0511791271206
Germany,El Salvador,1704215.099853516,2118.1000100672245,804.5961435973118
Germany,Estonia,342012586.9304199,283773.1148922103,1205.232521975634
Germany,Ethiopia,16162.80004882813,11.841731223231736,1364.9017820231463
Germany,Faroe Islands,20099.099609375,10.0,2009.9099609375
Germany,Finland,298206230.57275397,234414.94924142087,1272.1297491382911
Germany,France,13579784621.95837,17358835.026794504,782.2981554348019
Germany,Gabon,17014.400390625,18.6000003814697,914.752690412611
Germany,Gambia,10166.400390625,6.40000009536743,1588.5000373646615
Germany,Georgia,11034.49975585939,9.500000298023227,1161.5262536523776
Germany,Ghana,73169.79895019531,58.30000036954876,1255.0565778111613
Germany,Greece,465924664.9977417,610995.4383337396,762.5665197572932
Germany,Guatemala,2782379.303833008,1902.3000046089292,1462.6395926466937
Germany,Guinea,10478.99975585938,9.29999995231628,1126.774173073996
Germany,Guinea-Bissau,1295.30004882813,0.600000023841858,2158.8333289292204
Germany,Guyana,8019.60009765625,6.19999980926514,1293.4839265110847
Germany,Honduras,1380049.6965332031,1203.1999946981662,1146.9827980504615
Germany,Hong Kong SAR,1869428.0135498045,1685.598270057254,1109.05904850407
Germany,Hungary,1601287937.228455,1301116.2473559626,1230.7032061758357
Germany,Iceland,3336240.4014892587,2998.0578631258672,1112.8005374822192
Germany,India,939425578.003296,742947.2482141637,1264.457981722674
Germany,Indonesia,47840277.57208252,43413.8932302875,1101.957783843882
Germany,Iran,47541888.122314446,30620.407146493362,1552.6210312902037
Germany,Iraq,119667.99938964851,108.13173754743775,1106.687103193452
Germany,Ireland,74895775.35430908,61672.70926137861,1214.407089477601
Germany,Israel,131513509.29339601,103362.1938024686,1272.3560177595136
Germany,Italy,7474639773.151185,7768549.071024195,962.1667707591295
Germany,Jamaica,11236.700073242191,6.799999892711641,1652.455919195805
Germany,Japan,28334262.93511965,16533.932340352963,1713.7038153934272
Germany,Jordan,2438126.6839599623,3255.8798744355745,748.8380339531493
Germany,Kazakhstan,787100.1019287112,564.250465106331,1394.9480782091778
Germany,Kenya,40813999.509643555,35214.66558962654,1159.0057388381522
Germany,Kosovo,170257.39831542975,191.88763685043247,887.2765390723818
Germany,Kuwait,2244610.3023681636,2855.5076402100153,786.0634903442522
Germany,Kyrgyzstan,153516.3984375,73.59999883174888,2085.8206640524772
Germany,Laos,65294.0,55.6000003814697,1174.352509928419
Germany,Latvia,39302389.13159181,24385.451487674567,1611.7146386014995
Germany,Lebanon,25118669.429687504,17195.83468400665,1460.7415046301678
Germany,Libya,303142.80017089844,190.4047690921297,1592.0966770754521
Germany,Liechtenstein,16538566.208129888,15409.208118394741,1073.2911179508942
Germany,Lithuania,247359608.0423584,217241.41671276244,1138.6392695524462
Germany,Luxembourg,722836541.096924,1085627.0060485036,665.8240234165924
Germany,Macedonia,1484827.5970458987,852.7897412803777,1741.1414856100168
Germany,Malaysia,50957064.90405271,29188.759389644936,1745.777003531378
Germany,Maldives,10231.89990234375,6.09999990463257,1677.3606659523484
Germany,Mali,73462.09838867188,138.199996948242,531.5636759108219
Germany,Malta,606094.3958740236,701.8495939350043,863.5673527655438
Germany,Mexico,1016754657.4551389,752636.7050550816,1350.9235606317231
Germany,Moldova,598744.2997436523,615.8049061332608,972.2954360712473
Germany,Mongolia,91904.99902343749,76.87490176644728,1195.51371008776
Germany,Montenegro,256801.59924316418,308.19999748468405,833.2303742342694
Germany,Morocco,258716094.72204587,386941.16942527384,668.618682024243
Germany,Mozambique,68721.19897460938,81.09999907016751,847.3637455304033
Germany,Namibia,5426383.599853517,3796.099974922835,1429.462773820603
Germany,Netherlands,4966936366.271423,5326708.540267505,932.4588211882879
Germany,New Zealand,3821254.295166016,2724.9725558409864,1402.309277198094
Germany,Niger,7882.39990234375,3.79999995231628,2074.3157898039062
Germany,Nigeria,36190023.37310791,32712.12211098757,1106.3184238038828
Germany,Norway,136170487.59729004,98125.93772822546,1387.7114527499823
Germany,Oman,10172871.784484865,12486.46455875196,814.7119416083665
Germany,Pakistan,143660846.96099856,188947.43487729583,760.3217638508468
Germany,Panama,1639268.3973388677,1483.8988588245165,1104.7035905381235
Germany,Paraguay,1925144.6088867188,1088.4999968558543,1768.6216026160062
Germany,Peru,156943005.08807373,138859.63895049162,1130.227662078464
Germany,Philippines,40177535.94421388,36693.69157841347,1094.9439594638638
Germany,Poland,8866528411.600525,9778230.394539902,906.7620677614157
Germany,Portugal,501095519.33532715,401539.65495549777,1247.9353238246495
Germany,Qatar,1140116.8176879883,722.9549253674744,1577.0233768149135
Germany,Romania,545511067.5270386,404323.9626654852,1349.1930182193123
Germany,Russia,517715898.0260621,411303.1641970738,1258.720921918318
Germany,Rwanda,15744.90014648439,12.09999972581864,1301.2314465502313
Germany,Saudi Arabia,258338869.09747314,265562.7833957198,972.7977158324849
Germany,Senegal,7094.59985351564,7.69999992847442,921.3766129113814
Germany,Serbia,29331109.407775886,16899.83101955763,1735.5859578614684
Germany,Singapore,44620138.92401123,30948.22407675128,1441.7673470811683
Germany,Slovakia,1777390485.887207,1613286.3881558198,1101.7203758341864
Germany,Slovenia,509377668.2301026,372421.2973196233,1367.7458080302513
Germany,South Africa,333476541.7622681,263806.6343931237,1264.094599172675
Germany,South Korea,3854208.06713867,2011.637419985668,1915.9556433217124
Germany,Spain,4291601694.8489995,4710664.146800223,911.0396243731626
Germany,Sri Lanka,757327.6906738285,484.43629250864535,1563.3174111543533
Germany,Sudan,527360.9184570312,344.0000003576278,1533.025924153426
Germany,Suriname,25553.69970703126,21.500000536441767,1188.5441427649553
Germany,Sweden,1595970630.105103,1158934.7094941663,1377.1014165256015
Germany,Switzerland,4009762658.633972,3175611.266391742,1262.6742766251823
Germany,Syria,2590753.479248047,4990.856522242846,519.0999716585292
Germany,Taiwan,82763465.02868654,65688.7637394034,1259.9333632920982
Germany,Tajikistan,76426.19873046875,48.4000005722046,1579.0536741100616
Germany,Tanzania,1543546.9077148438,1437.5432327176147,1073.7394692449238
Germany,Thailand,157237516.60302734,124955.0318102068,1258.3528196115715
Germany,Togo,105645.80163574216,62.79999995231628,1682.257989107619
Germany,Tokelau,78404.0,174.400001525879,449.56421625011126
Germany,Trinidad and Tobago,22574491.408081055,18604.955739185603,1213.35904930614
Germany,Tunisia,75381740.80200194,142837.6509382624,527.7441928429893
Germany,Turkey,2020622164.7836912,2344302.8829519064,861.9287974595493
Germany,Turkmenistan,5871.700073242189,5.866455685598592,1000.8939618612429
Germany,Uganda,3991.19995117188,3.40000009536743,1173.8823056534534
Germany,Ukraine,85987024.11114502,54348.27475303728,1582.1481822905444
Germany,United Arab Emirates,138811810.48669434,119477.32905564013,1161.8255244227146
Germany,United Kingdom,2197275594.851915,1977058.2156636908,1111.386390872814
Germany,United States,5091765864.0,3973590.6069445903,1281.4017264640172
Germany,Uruguay,918845.7108154298,536.8190018461223,1711.649005820428
Germany,Uzbekistan,677514.1859130859,549.6000020205976,1232.740508410141
Germany,Venezuela,8233807.96887207,5627.507281992576,1463.1359065885847
Germany,Vietnam,11686076.588256838,9343.455070038272,1250.7232603633604
Germany,Yemen,4432246.604125977,4270.753902828336,1037.8136284534426
Germany,Zambia,1353.30004882813,1.5,902.2000325520867
Germany,Zimbabwe,600519.1051025391,420.7218492981998,1427.3542153901838
Ghana,Benin,787818.7744140625,1132.49,695.6518595431858
Ghana,Burkina Faso,2628923.7245635986,3030.9356403422325,867.3637571092597
Ghana,Côte d'Ivoire,992973.7529411316,1416.9576665037807,700.7787010258447
Ghana,India,57979.796875,71.0,816.6168573943662
Ghana,Liberia,265264.21434783936,367.97824799719376,720.8692790717953
Ghana,Mali,2198907.732421875,2052.882,1071.1320633245725
Ghana,Mozambique,27.0165214538574,0.0138800001144409,1946.4352471978098
Ghana,Niger,2903336.8514404297,3637.372990234375,798.1960770136342
Ghana,Nigeria,215730.96557235718,170.204,1267.4846981995556
Ghana,Senegal,697414.939453125,1507.114,462.7486304640027
Ghana,Sierra Leone,2335.12817382813,2.0,1167.564086914065
Ghana,South Africa,195.148254394531,0.177,1102.532510703565
Ghana,Togo,2157422.600585938,2487.4155807168518,867.3350031699115
Ghana,United Arab Emirates,656360.22265625,693.177,946.886902849128
Gibraltar,Austria,2084.6240234375,1.0,2084.6240234375
Gibraltar,Belarus,700.0,0.314,2229.2993630573246
Gibraltar,Croatia,124.27799987793,0.224999994039536,552.3466807563223
Gibraltar,Denmark,850.914916992188,3.11400008201599,273.25462253723174
Gibraltar,Spain,1180.57080078125,0.535,2206.6743939836447
Greece,Albania,32074849.594047554,26666.26070345724,1202.8251711305402
Greece,Algeria,7537983.628540039,11510.760297775278,654.8640952932475
Greece,Angola,52139.7265625,44.6100006103516,1168.790088525602
Greece,"Areas, nes., Spec Cat, Islands, Other",13942.129913330074,10.049449959283757,1387.352538678023
Greece,Armenia,1787.65686035156,1.32000005245209,1354.285446451862
Greece,Aruba,17966.849609375,12.6000003814697,1425.9404020176146
Greece,Austria,2268189.5767974854,2087.9033631075276,1086.347968433572
Greece,Bahamas,36240.161056518555,25.423557418299122,1425.4559446678363
Greece,Bahrain,2552993.379333496,2301.528997242451,1109.259706218055
Greece,Bangladesh,38231.68359375,94.4179992675782,404.9194421648608
Greece,Belgium,10161552.906665325,8080.174022347203,1257.5908487319316
Greece,Bosnia and Herzegovina,714554.5275878906,576.934993840754,1238.5355979726244
Greece,Bulgaria,243150150.33624458,429199.83069113595,566.5196790611554
Greece,Canada,8195354.7911605835,5925.422989118611,1383.0835041161538
Greece,China (mainland),1074.54602050781,0.810000002384186,1326.600021413517
Greece,Colombia,318805.982421875,228.30599999999998,1396.3977399712448
Greece,Croatia,190468.87553572655,136.43944016521772,1395.9957275189881
Greece,Cyprus,20452636.21860886,18258.25631952079,1120.185622366466
Greece,Czech Republic,5105868.579956056,3061.604723112215,1667.7099239531428
Greece,Côte d'Ivoire,1037483.642578125,960.0790754764641,1080.6231164482435
Greece,Denmark,463680.9829512836,403.39263582298753,1149.4532665557908
Greece,Egypt,34213844.72839356,44900.09415909946,761.9993982008115
Greece,Estonia,63403.4285888672,33.30800050497052,1903.5495264690405
Greece,Finland,17467294.14414978,14804.965459192987,1179.826740717159
Greece,France,17094715.817539934,12694.128216328201,1346.6632387997583
Greece,Germany,21189081.98254395,17916.678790655445,1182.6456359532017
Greece,Ghana,18522.30932617188,23.318000793457,794.335221541343
Greece,Hungary,5567203.368804933,4736.96661352275,1175.2675969706188
Greece,Iceland,347301.541015625,213.00799999999998,1630.462428714532
Greece,India,7831341.4609375,17002.290888786323,460.6050744669106
Greece,Indonesia,479440.4765625,302.0129966735835,1587.4829290233515
Greece,Iraq,45125.94140625,73.1179962158203,617.1660021023149
Greece,Ireland,165301.0472412109,119.342,1385.1037123662325
Greece,Israel,11176292.15460205,13066.10364862526,855.3653372999192
Greece,Italy,30704155.29008103,22799.448808091303,1346.7060343662529
Greece,Japan,14185.6630859375,9.286,1527.639789568975
Greece,Jordan,326970.8259735108,302.67800012603357,1080.2596351150787
Greece,Kenya,3496.60791015625,2.10400009155273,1661.8858165428073
Greece,Kosovo,22648.197021484382,27.65500044822689,818.9548600400215
Greece,Kuwait,73384.91796875,91.1790008544921,804.8445067506414
Greece,Latvia,80629.15991210938,91.98999804258347,876.4992023892098
Greece,Lebanon,5660726.4619140625,6890.300006866454,821.550071299207
Greece,Liberia,3682.01391601563,1.89999997615814,1937.9020853783263
Greece,Lithuania,19031.371006965637,10.604999834671608,1794.5658937914504
Greece,Luxembourg,788788.2387695312,558.8460059165955,1411.4590252386154
Greece,Macedonia,400396456.48790747,780383.6974441186,513.0763979299797
Greece,Madagascar,125469.14953613281,88.38166313325038,1419.6287452405907
Greece,Malaysia,25772.9765625,79.629997253418,323.65914167344437
Greece,Malta,210108.39073181152,294.641996324062,713.0972276631054
Greece,Marshall Islands,10517.895568847658,8.484999746084208,1239.5870222272692
Greece,Mauritania,26331.91015625,12.1059999465942,2175.112363490304
Greece,Mexico,378312.490234375,244.3339967727662,1548.3415948301724
Greece,Montenegro,868.347412109374,0.550999999046326,1575.9481190786112
Greece,Mozambique,557373.0390625,421.8550033569338,1321.2431632365958
Greece,Namibia,5484.82080078125,3.30800008773804,1658.0473565016398
Greece,Netherlands,6939089.103671255,4552.272929597834,1524.3130653601388
Greece,New Zealand,1034372.9389648438,1053.558,981.7902184453478
Greece,Nigeria,49162.99633026123,26.10022472511456,1883.623487845101
Greece,Norway,341738.4655456543,208.768,1636.929345233246
Greece,Pakistan,54534.955078125,94.58100128173831,576.59523941469
Greece,Palau,108866.55517578125,90.84961021804168,1198.316150333484
Greece,Panama,2092.449218749998,1.400000050663952,1494.6065307338033
Greece,Peru,303253.9609375,277.376,1093.2956021339266
Greece,Poland,27997110.859375007,23209.327386887497,1206.2870410967812
Greece,Portugal,4188225.903137207,5263.716994494204,795.6783975122618
Greece,Qatar,429019.142578125,459.08699798584,934.5051035214846
Greece,Romania,27648599.53350211,23209.883973269534,1191.2424708949245
Greece,Russia,1934483.7907714844,1616.954,1196.3752776958927
Greece,Rwanda,72506.125,47.6520004272461,1521.5756809769312
Greece,Saint Vincent and the Grenadines,3257.98876953125,3.10999989509583,1047.5848486904401
Greece,Saudi Arabia,5405563.1455078125,4887.269994735718,1106.0496251138918
Greece,Serbia,12408182.121669773,12386.989246714393,1001.7108979860462
Greece,Singapore,89110.1640625,193.501998901367,460.512886525383
Greece,Slovakia,10208865.934326174,8505.316322944394,1200.2923285505788
Greece,Slovenia,1516780.1393322945,1403.498373864702,1080.7138558740596
Greece,South Africa,1952327.8125,1552.55998802185,1257.4894545540253
Greece,South Korea,342421.0,249.86056453467384,1370.44835641713
Greece,Spain,31871584.84201813,30567.198751429914,1042.6727388791949
Greece,Sri Lanka,2257.87060546875,1.52999997138977,1475.732449470454
Greece,Sweden,14673031.747241974,12702.060134907,1155.1694442792373
Greece,Switzerland,4808662.5365600595,3823.585308003938,1257.6318165293849
Greece,Thailand,2793.11303710938,1.33500003814697,2092.219443668575
Greece,Togo,54861.013671875,73.2790002822876,748.6594175758094
Greece,Tunisia,8588990.651748657,20671.555435329676,415.49803441831216
Greece,Turkey,26454470.24024678,39045.82654906774,677.5236325706213
Greece,Ukraine,1770227.7524414062,1700.5260083675385,1040.988343448378
Greece,United Arab Emirates,22623831.4581604,19658.179773343327,1150.860950454758
Greece,United Kingdom,25818837.904830933,24873.19023919248,1038.0187525823849
Greece,United States,102043.0,77.33500000000001,1319.493114372535
Greece,Venezuela,90128.72265625,64.7140007019043,1392.7237024243789
Greece,Vietnam,104735.767578125,283.3896164926361,369.58223407894894
Greenland,Denmark,13.36360025405884,0.008000000147148901,1670.4500010317447
Grenada,Ireland,105153.435546875,124.15299999999999,846.9665295794302
Guatemala,Bahamas,2460.0,5.886,417.940876656473
Guatemala,Belize,1661649.0,1732.0325469074573,959.3636118252356
Guatemala,British Virgin Islands,3450.0,6.181,558.1621096909885
Guatemala,Canada,32730.0,23.191,1411.3233581993015
Guatemala,China (mainland),37713.0,97.072,388.505439261579
Guatemala,Costa Rica,21718612.49660683,22810.74659918153,952.1219484059375
Guatemala,Djibouti,3491.0,2.902,1202.9634734665747
Guatemala,Dominican Republic,546177.0,427.7674709838375,1276.8081657631149
Guatemala,Ecuador,23888.619140625,21.631,1104.369614933429
Guatemala,El Salvador,22558130.0,20822.83764448049,1083.3360171724473
Guatemala,Honduras,15434454.0,15735.392232608405,980.8750726921969
Guatemala,Malaysia,15634.0,24.891,628.0985095014263
Guatemala,Mexico,320.0,0.278,1151.0791366906474
Guatemala,Nicaragua,24748214.0,24263.785990016426,1019.9650627557834
Guatemala,Pakistan,24791.0,77.873,318.3516751634071
Guatemala,Panama,12435.0,10.397,1196.0180821390786
Guatemala,South Africa,1.0,0.001,1000.0
Guatemala,United States,5268078.0,3949.607,1333.8233398917919
Guatemala,Vietnam,11.0,0.013,846.1538461538462
Guinea,Malaysia,3104.033203125,3.5,886.8666294642857
Guyana,Netherlands,5952.754364013672,5.02699982374907,1184.1564696085838
Honduras,Belize,296581.220703125,223.27,1328.3523120129214
Honduras,Chile,19338.599609375,18.19230078125,1063.0101075124285
Honduras,China (mainland),871533.3285140991,1315.774312187195,662.3729620206374
Honduras,Costa Rica,28240278.21977234,31164.513405370857,906.1677893839806
Honduras,Cuba,62009367.3125,121492.875,510.39509364232265
Honduras,Dominican Republic,12174695.811950684,13125.72692851639,927.5444993069651
Honduras,El Salvador,30970750.424316406,34539.976794961236,896.6639036316459
Honduras,Guatemala,132185695.0,106887.10233787123,1236.685176310231
Honduras,Haiti,1203233.6875,1461.6188046875,823.2199008668722
Honduras,Mexico,129863.0,122.088,1063.6835725050782
Honduras,Nicaragua,59282763.11907604,64728.94199647479,915.8617658589978
Honduras,Panama,194516.52075195312,689.8161502075195,281.9831352070202
