Nominal Value (SUM),Tons (SUM),Nominal Value (SUM)_export,Tons (SUM)_export,Nominal Value (SUM)_import,Tons (SUM)_import,Nominal Value (SUM)_product,Tons (SUM)_product,Average Cost,log(Nominal Value (SUM)),log(Tons (SUM)),log(Nominal Value (SUM)_export),log(Tons (SUM)_export),log(Nominal Value (SUM)_import),log(Tons (SUM)_import),log(Nominal Value (SUM)_product),log(Tons (SUM)_product),log(Average Cost)
43363492.0,71081.59480673302,56862580489.19227,110558267.52708869,3491987766.0907483,3966841.6543924217,1.9856343541660988e+20,438567140863916.5,132.4749915639502,17.585128446908243,11.171583718802664,24.763903325347222,18.52105324788156,21.97373697150719,15.19348078299334,46.737640296854416,33.7145340308749,4.886393884698508
1072548779.0,2212161.8598820646,56862580489.19227,110558267.52708869,45189048533.220924,62036767.3909452,2.5695659094502906e+21,6858677525723891.0,114.37601388806536,20.793303689317273,14.609480812492546,24.763903325347222,18.52105324788156,24.534120605339822,17.94323778967565,49.298023930687044,36.46429103755721,4.739491388151502
693116724.4125799,1332898.8327602672,56862580489.19227,110558267.52708869,30411831383.82331,41310141.89855985,1.7292952098863964e+21,4567177719602976.0,114.84910359658689,20.356708976466635,14.10286670187732,24.763903325347222,18.52105324788156,24.13809755990105,17.536618594335817,48.90200088524827,36.057671842217374,4.743619124111935
30393047.000992645,37827.576414827,56862580489.19227,110558267.52708869,8710318987.062227,7368504.891323383,4.952912144883656e+20,814649135049592.1,142.76701304902386,17.229724423144102,10.540793650410315,24.763903325347222,18.52105324788156,22.887774250224282,15.812725379450582,47.651677575571505,34.33377862733214,4.961214022163374
475.0,0.315865217829242,56862580489.19227,110558267.52708869,2669614115.0918794,2993415.9970440585,1.5180114749449578e+20,330946886621063.94,179.1691597425168,6.163314804034641,-1.1524396822400809,24.763903325347222,18.52105324788156,21.705199772730836,14.911925767167954,46.46910309807806,33.43297901504951,5.188330386078852
128767788.93762209,190321.47675374616,56862580489.19227,110558267.52708869,14216521519.3457,15103076.82513566,8.083880991701288e+20,1669770008115521.5,113.30894189054388,18.673521254469808,12.156469904266546,24.763903325347222,18.52105324788156,23.377670612504716,16.53040904428226,48.14157393785194,35.05146229216382,4.7301180871664
27262094498.0,52635052.50179645,56862580489.19227,110558267.52708869,120595761242.0,180354448.0683238,6.857386180278638e+21,1.9939675319238164e+16,87.11424624192192,24.02876309437913,17.778892853136362,24.763903325347222,18.52105324788156,25.51570997337472,19.0104346285435,50.27961329872194,37.53148787642506,4.467220432388626
4871649.407892345,7255.884664534198,20347047543.564545,25653414.203509472,15364702118.217093,15875548.654514426,3.1262632449207e+20,407262025342226.06,126.93985577943783,15.398943125169351,8.889568096483169,23.736201654455012,17.06018722807235,23.455338645306572,16.580290663060108,47.191540299761584,33.64047789113246,4.843713397745946
206312519.61042783,328771.1415713478,20347047543.564545,25653414.203509472,32479866310.468662,47476506.68932843,6.608693840277262e+20,1217934491037030.5,108.90354418661896,19.14490266262974,12.703117169368653,23.736201654455012,17.06018722807235,24.20388623617442,17.675745550637778,47.94008789062943,34.73593277871013,4.690462574740998
42109804.0,27059.77563646308,20347047543.564545,25653414.203509472,8298699654.963992,9379886.163980313,1.68854036429315e+20,240626104946354.53,119.22568385983084,17.555791145650907,10.20580361035497,23.736201654455012,17.06018722807235,22.83936467139861,16.05407818487255,46.57556632585362,33.1142654129449,4.781018200043961
324314787.0,309205.6574763871,20347047543.564545,25653414.203509472,77759127639.26492,106341819.28649531,1.5821686670222271e+21,2728030737311216.5,90.68656211301666,19.5972251669078,12.641761892670274,23.736201654455012,17.06018722807235,25.076881778404815,18.482169174098892,48.81308343285983,35.542356402171244,4.507409188625571
25405274.85982562,42990.879087815614,20347047543.564545,25653414.203509472,51544634493.05953,55433892.192151785,1.0487811286459392e+21,1422068597317959.5,101.04739977167478,17.05046738207467,10.668743257939447,23.736201654455012,17.06018722807235,24.665713958443515,17.830701737082563,48.40191561289853,34.890888965154915,4.615589711422312
426279188.963379,699789.6350417944,20347047543.564545,25653414.203509472,82866679359.00713,85265665.52379914,1.6860922646950366e+21,2187355435019916.8,100.01658328381517,19.870605062723914,13.45853504749108,23.736201654455012,17.06018722807235,25.140498880520713,18.261282417056094,48.876700534975726,35.321469645128445,4.605336005077498
71661834.93873218,72908.22599152048,20347047543.564545,25653414.203509472,31245526612.397964,36080361.29465354,6.357542155061726e+20,925584452904018.6,127.80658895465564,18.08746887569148,11.19695675102072,23.736201654455012,17.06018722807235,24.165142054478846,17.40125926681847,47.90134370893386,34.46144649489082,4.850518097380124
5210322.0,11342.139,20347047543.564545,25653414.203509472,38517934065.54635,59878521.730703816,7.837262357115559e+20,1536088519851587.8,143.06851366391078,15.466152216042396,9.336280183833033,23.736201654455012,17.06018722807235,24.374389789664068,17.907828430014973,48.11059144411908,34.968015658087324,4.9633236320510745
26749103.41748048,19356.03494159093,20347047543.564545,25653414.203509472,85028215439.92317,115714020.75218745,1.7300731421005657e+21,2968459703509355.0,111.5273495432513,17.102011513641045,9.870759533118799,23.736201654455012,17.06018722807235,25.166248984706765,18.56663236677691,48.90245063916178,35.626819594849266,4.714269848205562
12605328.20288086,14771.193116998802,20347047543.564545,25653414.203509472,29543652475.693275,33028302.14139705,6.011261015334794e+20,847288715271917.5,104.65038413158088,16.349630155780527,9.600434152019098,23.736201654455012,17.06018722807235,24.10913475148724,17.31287539251555,47.845336405942255,34.3730626205879,4.650625119516718
521756.7531738281,736.3857943711475,20347047543.564545,25653414.203509472,16986894723.92083,19522853.46143032,3.456331545651429e+20,500827846280490.6,111.7633626864957,13.164956768169201,6.601754158530742,23.736201654455012,17.06018722807235,23.555707985114616,16.787096309691492,47.291909639569624,33.84728353776384,4.7163838029579015
601404725.7464172,818000.3359861223,20347047543.564545,25653414.203509472,55197296936.53189,71488192.66756846,1.123102025043864e+21,1833916217161422.5,77.23163824138724,20.214778686396738,13.61461802632578,23.736201654455012,17.06018722807235,24.734179820489373,18.08504285651101,48.47038147494439,35.14523008458336,4.346809194856349
2019647.656463623,1201.8891600494385,20347047543.564545,25653414.203509472,7505180857.672238,8804172.188609717,1.5270827173410757e+20,225857075873423.6,157.57755109576055,14.518433626669887,7.09164989790604,23.736201654455012,17.06018722807235,22.738859400032247,15.990736279434703,46.47506105448726,33.05092350750706,5.05991772499213
1233893.8465948105,1026.0420729767225,20347047543.564545,25653414.203509472,3491987766.0907483,3966841.6543924217,7.10516410981942e+19,101763032039863.56,152.01288005876137,14.025685455918044,6.9334640316898835,23.736201654455012,17.06018722807235,21.97373697150719,15.19348078299334,45.7099386259622,32.25366801106569,5.023965254484973
240105470.0,150636.7413559685,20347047543.564545,25653414.203509472,45189048533.220924,62036767.3909452,9.194637189538918e+20,1591454889726686.8,107.09599311080274,19.296588843106065,11.922626531100036,23.736201654455012,17.06018722807235,24.534120605339822,17.94323778967565,48.27032225979483,35.003425017748,4.673725564156288
119068031.07813266,101629.10140298631,20347047543.564545,25653414.203509472,30411831383.82331,41310141.89855985,6.187909790535212e+20,1059746180929507.2,126.66310667637012,18.59520557745569,11.529085204244709,23.736201654455012,17.06018722807235,24.13809755990105,17.536618594335817,47.874299214356064,34.59680582240817,4.841530858470812
2602198.31034112,5954.941476938143,20347047543.564545,25653414.203509472,8710318987.062227,7368504.891323383,1.772292745493681e+20,189027308037704.28,124.404329323192,14.771867149731927,8.69197665419084,23.736201654455012,17.06018722807235,22.887774250224282,15.812725379450582,46.62397590467929,32.872912607522935,4.823536981332892
466854.4011230466,519.6519999999999,20347047543.564545,25653414.203509472,2669614115.0918794,2993415.9970440585,5.431876532274546e+19,76791340455582.52,174.29230004604213,13.05377271314202,6.253159356771372,23.736201654455012,17.06018722807235,21.705199772730836,14.911925767167954,45.44140142718585,31.97211299524031,5.160733775107494
37932614.29882813,39809.69975748998,20347047543.564545,25653414.203509472,14216521519.3457,15103076.82513566,2.892642392582354e+20,387445485542629.9,71.32163865653314,17.451321835593316,10.591865874079211,23.736201654455012,17.06018722807235,23.377670612504716,16.53040904428226,47.11387226695973,33.59059627235461,4.267199768846152
17476482403.0,21897925.3865432,20347047543.564545,25653414.203509472,120595761242.0,180354448.0683238,2.4537676875433325e+21,4626707359742049.0,29.786348476751243,23.5841219513969,16.90190245909137,23.736201654455012,17.06018722807235,25.51570997337472,19.0104346285435,49.251911627829735,36.07062185661585,3.3940501837422894
75376283.05178308,44549.52740899107,157745227260.328,202306003.3652501,15364702118.217093,15875548.654514426,2.4237084274253984e+21,3211718799525388.0,123.08658977373334,18.138003235112624,10.704356824739234,25.784247082824955,19.125291977255003,23.455338645306572,16.580290663060108,49.23958572813152,35.705582640315114,4.812888089593665
1988554868.8351784,2218343.747730607,157745227260.328,202306003.3652501,32479866310.468662,47476506.68932843,5.123543892529951e+21,9604782322061598.0,97.83521108359544,21.410674015309123,14.612271415826708,25.784247082824955,19.125291977255003,24.20388623617442,17.675745550637778,49.988133318999374,36.80103752789278,4.583284543774578
2972876929.0,3648739.434327551,157745227260.328,202306003.3652501,8298699654.963992,9379886.163980313,1.3090802630375005e+21,1897607281855864.0,100.82728453190876,21.812795983872764,15.109892305449812,25.784247082824955,19.125291977255003,22.83936467139861,16.05407818487255,48.62361175422357,35.179370162127555,4.613408998890126
482031673.0,598572.8632225809,157745227260.328,202306003.3652501,21831402497.170246,21647464.564676967,3.443799548327813e+21,4379412039070672.0,90.68656211301666,19.99352038147422,13.302303539632035,25.784247082824955,19.125291977255003,23.80661525176477,16.890398895378258,49.59086233458972,36.015690872633265,4.507409188625571
374892178.3487237,274226.4154690568,157745227260.328,202306003.3652501,51544634493.05953,55433892.192151785,8.130920082158217e+21,1.1214609180374372e+16,86.69812632910659,19.742149018188215,12.521709377973048,25.784247082824955,19.125291977255003,24.665713958443515,17.830701737082563,50.44996104126847,36.955993714337566,4.462432272585347
1135903600.470093,903860.2674154128,157745227260.328,202306003.3652501,82866679359.00713,85265665.52379914,1.307182316779531e+22,1.7249756016398e+16,68.33669623583044,20.850694294903548,13.71443005598379,25.784247082824955,19.125291977255003,25.140498880520713,18.261282417056094,50.92474596334567,37.3865743943111,4.224446902466643
6294263058.3006525,7647647.152331671,157745227260.328,202306003.3652501,31245526612.397964,36080361.29465354,4.928832696341344e+21,7299273693495619.0,96.67571060131336,22.5629044298059,15.849908596709183,25.784247082824955,19.125291977255003,24.165142054478846,17.40125926681847,49.949389137303804,36.526551244073474,4.5713621878807595
7767596898.550186,12504907.962720118,157745227260.328,202306003.3652501,38517934065.54635,59878521.730703816,6.076020262767938e+21,1.211378441875797e+16,93.41735420918629,22.773226674023338,16.341631762228396,25.784247082824955,19.125291977255003,24.374389789664068,17.907828430014973,50.158636872489026,37.033120407269976,4.537077133212682
