Import_country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Belgium,0.018647894065968246,0.017409578197073096,0.02018615957627912,0.020487433334053222,0.021103199599721408,0.02110175240545602,0.023191678561009725,0.02194557220948666,0.02105574050933923,0.024529670436331294,0.025477046378172958,0.02436857133292636,0.021757904775033123,0.02584066774142669,0.024592331351550447,0.02674376934452337,0.0307630297109919,0.02755160065024792,0.024006203940258507,0.02560531267805787,0.029221724082669744,0.027321352749669327,0.027645638357253834,0.029764290431612737,0.030273455238564666,0.030324097349371856,0.021779202553153906,0.026464011197278176,0.02842427717346924,0.024878397167818273,0.016898127887153173,0.019198256232301616,0.02620330419387454,0.024515814217097476,0.03945680061139627,0.0325290412062123,0.027862424622679734,0.01999993879407654,0.018090190931335084,0.0195858231760358,0.01979849501793479,0.022658012700080218,0.02929989804067746,0.008425554036413683
Belize,9.23769453969278e-06,5.037495617770281e-06,1.25747474400952e-05,3.9252679032219985e-06,4.543723668073234e-06,7.500670512663592e-06,4.727402307116585e-06,6.438046812560333e-06,7.971589818589262e-06,1.3500283783932464e-05,1.08343124853109e-05,1.6126622282162764e-05,2.591762837358293e-06,1.3803540997508715e-05,1.294638731463442e-05,1.314646210475835e-05,1.0999465725188235e-05,6.148149078131507e-06,1.461360011654204e-05,1.0226986490171874e-05,2.0120638303082726e-05,1.6071423308196888e-05,2.0388914098644656e-05,1.2803045665862003e-05,1.9444980661439414e-07,7.541339442111489e-06,1.6210678639794323e-05,1.576568233294891e-05,7.428102271485425e-06,1.4354329055445801e-05,8.99885555587746e-06,1.659176073603697e-05,3.2097537297669552e-06,9.72287612755988e-06,8.709533780554929e-06,1.1219198872246494e-05,4.652025751537731e-06,1.8636765448888767e-06,2.1844866254428155e-07,2.502012977518817e-06,3.50818865327108e-05,2.1465169281517442e-05,1.7896624689400146e-05,0.00022375745710788843
Benin,4.1936354480934094e-05,1.6951956952327612e-05,3.25865945123833e-05,7.541478863844499e-05,0.00013497437402754358,0.0001240032224246193,0.00012017323711126331,0.00018005522324996727,0.00011087452121079539,0.00017921043044636894,9.7417022594298e-05,3.95575450508842e-05,0.00012018140127565164,5.781667224486885e-05,3.29292133460943e-05,7.678604142496247e-05,7.943089743339232e-06,5.1873777971866754e-05,9.276722998846146e-05,4.521067100074756e-05,8.534577047713275e-05,8.112023563733431e-05,6.222840769661312e-05,2.2755964965853603e-05,0.00012873150139215217,0.00013050374212707872,0.00017465389415398627,5.558420626788232e-05,9.307251405517033e-06,5.138096948052932e-05,0.000190314982085542,6.623370925782455e-05,9.749005077824565e-05,7.710671651493094e-05,6.877731204605814e-05,0.00011721421742799548,5.540448640154738e-05,0.0002274502880799404,6.908143192904525e-05,3.672860930497315e-05,2.9303920957402057e-06,5.309776126711692e-05,2.598487288838785e-05,0.0006153374169295688
Bermuda,6.288942226183661e-07,1.4378931340788536e-06,2.4712703607487285e-07,1.5697669121636475e-07,5.381187672479804e-07,9.552385101705293e-08,3.102793937959697e-07,2.154694644477348e-06,2.3866567678996192e-06,1.4534131639776858e-06,4.827421749787337e-07,8.105214634138718e-07,2.338240263240064e-06,1.4711337348509894e-06,1.7833368573605964e-06,1.7458972885032614e-06,2.32097303263199e-06,2.6731436669548476e-06,2.148664141304499e-06,5.770564465060177e-06,9.984028505782925e-07,1.8419726122740495e-06,7.8045394740703e-06,1.476864511368688e-05,1.338499638220375e-05,4.4000189311836016e-06,1.92390125446043e-06,1.9451032346717927e-06,2.536724586743007e-06,2.5114552690916382e-06,1.6607307346427686e-06,2.7238747132982225e-06,,8.574794269432407e-08,,,,,,2.3791127323522546e-06,3.3471929717732906e-06,8.698636658777422e-09,4.11949686505891e-08,
Bhutan,0.00011015590371811588,0.0004351139744377782,5.6946201391138886e-05,8.498731876623729e-05,0.00016669160795216797,8.692134842148755e-05,0.00018642552060592753,5.671903049221109e-05,5.3406374391675814e-05,7.543469654374233e-05,5.34444955529169e-05,0.00018081365929992283,1.911605877155231e-05,6.564986056325016e-05,2.4603086131856033e-05,4.988057304809994e-05,5.2944260263917216e-05,8.302162483712273e-05,0.00011929141684267311,0.00036224303167497096,0.0004051857658115265,0.00028127295331900127,0.0003648775135412408,0.0003348641156063978,0.00034309001690715314,0.0004999451663359442,0.0006593291675467717,0.0005989916058862022,0.0005995819745165186,0.0005587631296634733,0.00020641852149600563,0.00016250893015299034,0.0001233121167213096,0.0001242090186839027,0.00013624443160154567,0.00011272883803668408,0.0001638109120342258,0.00027795797984320355,0.0003704001785734341,0.0004963469901195262,0.00045514304258413145,0.0004212539712921038,0.00027000571598600803,
Bolivia,0.00023407825699657623,0.00025199958071233546,0.0003263918926723906,0.00039725018190663947,0.0003325096610081081,0.0004035345736297966,0.0005061018627081568,0.000439619125084388,0.0003825822787136742,0.0003120084979281332,0.0002364930545287785,0.0002904836041265599,0.00033691963688835274,0.0002617863364191828,0.0003705382641124271,0.0002378159152788184,0.0005230367387215712,0.00027416593152857264,0.0002513973143206854,0.00037288710959293523,0.000280872699008058,0.0001987413911248829,0.00023005040399061815,0.00034446879267251276,0.0002644599144715402,0.0003364764603508905,0.0002497045502243363,0.00015270432806152497,0.00037013803539160317,0.00017668873652199553,0.00021066132185968466,0.00033057308021436675,0.0003653548295829824,0.0003391996433768313,0.00035208351212990543,0.00029522360906126524,0.0007266661037343653,0.0005424096545070155,0.00018734280583615484,0.0003276377117802475,0.0003280954648044,0.0003476685537520243,0.0004457904253906985,0.00011765622635633823
"Bonaire, Saint Eustatius and Saba",,6.274667970140048e-09,,,,,,3.0209806114551247e-07,,,,,,,,,,,,,,1.0877459319162188e-07,,3.292573899906495e-07,,,,,,9.139361819839761e-09,,,,,,2.2156819667139994e-08,,,,,5.579082013124606e-08,,6.77801619047215e-08,
Bosnia and Herzegovina,0.00016254243072005527,0.00018772788808700118,0.0001973729383359539,0.00033848959944240905,0.00018990813823085778,0.00019241593143816364,0.00015808384955025797,0.00017268035511223536,0.00015945707823952085,0.0002065388444921982,0.00020484225042151637,0.00018121701170425457,0.00023238725727207655,0.0002636739618506103,0.00018528945625400533,0.00019083027095426186,0.00024001822588018713,0.0002685490154933484,0.0002542264951995173,0.0002442917814148765,0.0005335475014349247,0.0008961454784213298,0.0004005596738984483,0.00040067002722853426,0.00042856985310269635,0.00041426144773434447,0.0003340375038743349,0.00036434035462710107,0.00039554761555854733,0.0004121469093554007,0.00041106250232295,0.0004503048023993109,0.00043146257515492143,0.00040737280795221986,0.0005047109177964915,0.00043087826875607186,0.00048464782335248796,0.0004396407634851744,0.0003836517652646819,0.0005927657826553614,0.0005456335696575183,0.00045184601007866815,0.00038589969142322086,
Botswana,0.00024469525269426245,0.0002710058680847151,0.000252738949109655,0.0002146713586557221,0.0001476100672002854,0.00017718816124261458,0.00015169104481671617,0.00016227533478429032,0.00013342220663757065,0.0001618831957814713,0.00012686917928639212,0.00017040259714632541,0.00013380827828009254,0.00011297505301706495,0.0001359881684054973,0.0002447780476062792,0.00016639006576985938,0.00015026874291904595,0.0001861292486040215,0.0002351215482989039,0.0002000191612337795,0.0001696333552648134,0.00019446661752395305,0.0002873310995014397,0.00023740287721743056,0.00019872214575716643,0.00023582801499424198,0.0002530921695450879,0.0001942576684578188,9.361963753052612e-05,0.0002411812974461842,0.00022502893276006952,0.00020057459715249444,0.00018663990100336388,0.00016330600728605582,0.0001392854253536413,0.00024265111797270453,0.00012704944667311176,0.00014933277691100047,0.0001971033578684833,0.00038951916461343536,0.0004867434069496593,0.0007381923936281815,
Brazil,0.006472580524836187,0.0060617598283177416,0.007708663336990956,0.00634637998265032,0.0059449347762924615,0.007621963492904098,0.008677785031745532,0.005404528316443001,0.007939754709014535,0.0077991797431969665,0.007387948248178716,0.004661956536304311,0.0038534556617925157,0.0028825922392940635,0.0038966081779819323,0.006980876094113815,0.003963016055180783,0.004172263432044508,0.004603198101055841,0.0032644867116891486,0.003550496427318415,0.0037045743716145403,0.005175931703039564,0.003281106676115074,0.005646765121158488,0.004778825036592529,0.004684493588160822,0.0038990504751089086,0.004593815797729008,0.005320300944136848,0.0037446692248658976,0.004369044889561351,0.0069985503441144774,0.010717245422421789,0.009579516749000231,0.008287335845311973,0.006927127375241169,0.005403679186937947,0.007525820666689419,0.009045693294100637,0.007848011277535157,0.009089427075336349,0.013490683745059708,0.05369915718864198
British Indian Ocean Territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8607387538467905e-08,,,,,,,
British Virgin Islands,0.0006664677424121731,,,4.2057725825129655e-07,0.00020675594673086605,6.324295220238692e-07,3.319447878764863e-07,9.32305853677003e-08,1.3672251851274704e-06,1.086981734873734e-05,2.0873480910517092e-05,3.5075046155414166e-05,2.0274780001236695e-05,5.194775861699032e-07,4.1810347432324426e-07,,1.6069452153412292e-07,1.9084484580194843e-06,2.704816877991832e-07,1.5653531582188881e-06,,1.0943586409548214e-06,,2.08687935066992e-07,4.449657561917483e-07,4.383006035709002e-07,,1.081828587026062e-06,1.0203589209763718e-06,1.601352987731119e-07,,,7.300667755469566e-07,,2.6680095010332165e-07,6.646552055893734e-10,,4.285765543221341e-06,,,3.893246672981391e-07,,1.6114010488386908e-05,
Brunei Darussalam,1.3301383766683066e-05,2.350987758097696e-05,1.772398661323956e-05,1.914688955635283e-05,2.975037130896478e-06,3.5229732493441286e-06,5.654049286359159e-06,1.2493439362115634e-05,5.271588022224168e-06,1.7953284890837272e-05,2.828029380654186e-05,3.153118695010363e-05,3.3891993468363766e-05,1.3248190535066222e-05,3.380681626501228e-05,1.0788407121344262e-05,8.95452589809021e-06,1.7085284568717718e-05,4.454840416421932e-05,6.81330479968844e-05,0.00011445544961805584,2.018113883694584e-05,0.00027107105854035156,0.00027492723922259145,0.0001648920562818969,0.00015968901813557369,8.285362729383457e-05,0.00012173888979520549,5.149835893005402e-05,3.37984600604667e-05,2.6597409275014876e-05,6.616906818983958e-06,8.417869092106857e-06,1.057219954401662e-05,1.29982761120812e-05,7.682433501516066e-06,5.283533799500153e-06,9.260798072362386e-06,1.4071370796458695e-05,7.422168359372028e-06,1.5809464911771153e-05,3.1699928016096945e-06,4.151633443086412e-06,1.832526828955125e-05
