,Export_country,Import_country,Month,Year,Nominal Value (SUM),Tons (SUM),Price,log_Price
106524,Switzerland,Philippines,2,2016,1214.7177734375,0.000699999988079,1735311.134462887,14.366697283506396
106531,Luxembourg,Japan,2,2016,2627.69482421875,0.0659999996423721,39813.55815844226,10.591962790509315
106556,Japan,Norway,2,2016,884.159423828125,0.007,126308.48911830357,11.746482520001472
106593,Denmark,South Africa,2,2016,24928.16015625,0.737999975681305,33777.99590472463,10.427564860736952
106599,Botswana,Zambia,2,2016,828.52392578125,0.01,82852.392578125,11.324815900870144
106610,Brazil,El Salvador,2,2016,702.0,0.007,100285.71428571428,11.515778533952634
106620,Switzerland,Jordan,2,2016,463.709686279297,0.0140735834153172,32948.94218444831,10.402714435756694
106646,Switzerland,Lithuania,2,2016,382.056457519531,0.0013538794283062,282193.8568026736,12.550349549215191
106680,Czech Republic,Georgia,2,2016,732.072021484375,0.0110318052896747,66360.12894186623,11.10285168736859
106691,Switzerland,Latvia,2,2016,243.951614379883,0.0004000000059604,609879.026861801,13.321015899862154
106728,Canada,Norway,2,2016,625.355590820313,0.019,32913.45214843752,10.401636733076575
106738,Switzerland,Saudi Arabia,2,2016,5.04032278060913,0.0001000000014901,50403.22705502475,10.827810480879238
106769,Switzerland,Indonesia,2,2016,3461.69345378876,0.0026600000951439,1301388.469913373,14.078942306247644
106780,Philippines,Netherlands,2,2016,83.1900024414063,0.0020000000949949,41594.999245046754,10.635735228567892
106785,Switzerland,Costa Rica,2,2016,586.693542480469,0.0012599999904632,465629.7991436979,13.05114617494864
106786,Switzerland,Peru,2,2016,5.04032278060913,0.0001000000014901,50403.22705502475,10.827810480879238
106787,Switzerland,New Zealand,2,2016,720.76611328125,0.0065999999046325,109206.98843879392,11.601000336937492
106795,Switzerland,Denmark,2,2016,13911.5864257813,0.102145234178263,136194.18015629507,11.8218369416546
106810,Netherlands,Cape Verde,2,2016,193.000793457031,0.0020000000949949,96500.39214499296,11.477302350997505
106817,Finland,Slovenia,2,2016,486.938812255859,0.003000000026077,162312.9360077399,11.997281454625538
106834,Denmark,Mexico,2,2016,56497.1015625,0.455000013113022,124169.4504049742,11.729402447251251
106845,Denmark,Philippines,2,2016,305.029998779297,0.0109999999403954,27730.000039284776,10.230270140026512
106868,United States,Chad,2,2016,5820.0,0.18,32333.333333333336,10.38385396881741
106947,Czech Republic,Canada,2,2016,533.525207519531,0.0080000003799796,66690.64777230559,11.107820008764149
106961,Finland,Senegal,2,2016,892.906005859375,0.0080000003799796,111613.2454310772,11.622795008545042
106983,Norway,Azerbaijan,2,2016,846.772827148438,0.002,423386.413574219,12.95604054830224
107003,France,Peru,2,2016,2007.65197753906,0.0189999993890524,105665.89695238874,11.568037479802523
107013,Denmark,Panama,2,2016,61.0060005187988,0.0010000000474974,61005.99762116948,11.018727459980706
107023,Colombia,Chile,2,2016,671.159973144531,0.0226000003814697,29697.34344318116,10.29881287443269
107028,Netherlands,Mali,2,2016,865.176025390625,0.0040000001899898,216293.99607424243,12.28439385415527
107032,Costa Rica,Taiwan,2,2016,45675.0,435.0,105.0,4.653960350157523
107033,Costa Rica,Ireland,2,2016,16913.08203125,0.021,805384.8586309523,13.599075527410198
107049,Finland,Singapore,2,2016,611.169219970703,0.0050000001210719,122233.84103432318,11.713691218922277
107066,Czech Republic,Tunisia,2,2016,272.863189697266,0.0020000000949949,136431.58836848047,11.82357858385872
107074,Czech Republic,Portugal,2,2016,17015.12890625,0.587480143736201,28962.900427644723,10.273770994372972
107075,Czech Republic,Croatia,2,2016,51.0232009887695,0.00057732207222,88379.0927870815,11.389390713720092
107106,Norway,Singapore,2,2016,1269.17224121094,0.0139955651961993,90683.8861752866,11.41513495962826
107116,Netherlands,Mauritius,2,2016,421.496002197266,0.0032893388349158,128140.0376644537,11.760878989125024
107129,Finland,Chile,2,2016,2024.2900390625,0.0049999998882412,404858.01686178194,12.911291708972746
107131,Denmark,Sri Lanka,2,2016,184.127197265625,0.0010000000474974,184127.18852005308,12.12338203975025
107191,Denmark,Luxembourg,2,2016,7009.03466796875,0.0260000005364418,269578.2508982965,12.504613983023924
107219,Denmark,Greenland,2,2016,67.6612014770508,0.0010000000474974,67661.19826331642,11.122268152247583
107221,Denmark,Malta,2,2016,67.6612014770508,0.0010000000474974,67661.19826331642,11.122268152247583
107222,Denmark,Indonesia,2,2016,18609.048828125,0.100000001490116,186090.4855082859,12.133988315629052
107225,Denmark,Hong Kong SAR,2,2016,5339.68896484375,0.0109999999403954,485426.2721615808,13.092782695576284
107248,Malta,Italy,2,2016,1382.06323242188,0.0001784766627805,7743663.574218771,15.862385463583026
107260,Spain,New Zealand,2,2016,15376.462890625,0.252821344102968,60819.48082817936,11.015665424992676
107297,United States,El Salvador,2,2016,2669.0,0.043,62069.76744186047,11.0360143126931
107304,Spain,Bolivia,2,2016,661.083190917969,0.001,661083.190917969,13.401634967068867
107345,United States,Qatar,2,2016,89300.0,2.936,30415.531335149863,10.32270865611232
107347,Estonia,Canada,2,2016,319045.84375,7.17000007629395,44497.3278040618,10.70318441700437
107427,Hong Kong SAR,Czech Republic,2,2016,145.305206298828,0.0010000000474974,145305.19939720156,11.886591632794277
107433,Venezuela,Mexico,2,2016,4577131.0,57459.0,79.65907864738335,4.377756011623132
107460,Netherlands,Fiji,2,2016,2076.42236328125,0.0430000014603138,48288.89052940272,10.784956803441151
107473,United Kingdom,Ghana,2,2016,59335.49609375,2.03898583716462,29100.49447732357,10.278510445363104
107520,Sudan,Sweden,2,2016,59.896800994873,0.0010000000474974,59896.79814992783,11.000378329418234
107561,Greece,Austria,2,2016,26183.775390625,0.800000011920929,32729.718750570435,10.39603877444182
107623,Slovenia,Norway,2,2016,201.678924560547,0.003,67226.308186849,11.115819940774411
107640,Hungary,Ireland,2,2016,285.064392089844,0.0103083258774184,27653.800964355527,10.22751846456805
107762,Luxembourg,Chile,2,2016,3237.7548828125,0.119999997317791,26981.29129318302,10.202898989742572
107778,Ireland,China (mainland),2,2016,13490.0900878906,0.315589880100841,42745.63583464744,10.663022383414562
107779,Ireland,Spain,2,2016,5069.0439453125,0.0435,116529.74586925287,11.665901848746712
107809,Israel,Ghana,2,2016,139.729736328125,0.0045,31051.05251736112,10.34338798428667
107873,Netherlands,Brazil,2,2016,1131.0,0.014,80785.71428571429,11.299555425483
107936,South Korea,Malta,2,2016,9800.0,0.0585,167521.3675213675,12.02886618940299
107970,Lithuania,Norway,2,2016,4303.52847290039,0.146009347692756,29474.33531417593,10.291275174317573
107971,Panama,Costa Rica,2,2016,1124.0,0.0359570483557199,31259.51799158728,10.350079184521569
107987,Luxembourg,Qatar,2,2016,10837.9931640625,0.38400000333786,28223.94028608057,10.247925843090014
108011,Latvia,Italy,2,2016,430.369598388672,0.001,430369.598388672,12.97239964962084
108036,Portugal,Venezuela,2,2016,56.5691986083984,0.0010000000474974,56569.195921505845,10.943219874368513
108045,Malta,Spain,2,2016,19216.890625,0.0400502681261329,479819.275228795,13.0811648020464
108050,Netherlands,Ecuador,2,2016,1162.44165039063,0.0209999997168779,55354.36505060353,10.921510797730148
108064,Malaysia,Hungary,2,2016,3784.59033203125,0.0700000002980232,54065.5759416922,10.897952958087018
108071,Nicaragua,Costa Rica,2,2016,18.0,0.444813559322034,40.46639231824416,3.700471810319253
108076,Netherlands,Saint Maarten,2,2016,2190.669921875,0.0049999998882412,438133.994168058,12.99028006533188
108080,Netherlands,Curacao,2,2016,354.944000244141,0.006000000052154,59157.332859807655,10.987955832302829
108097,Netherlands,South Korea,2,2016,2398.0,0.0143999996185303,166527.78218925715,12.022917434478591
108116,Norway,Angola,2,2016,46268.0708618164,0.219976714356129,210331.67531955763,12.256440970032845
108140,Oman,South Korea,2,2016,1488038.0,15721.2,94.65168053329262,4.550203632735878
108148,Pakistan,United Kingdom,2,2016,3905.15844726563,0.083,47050.101774284696,10.75896830812032
108152,Philippines,Singapore,2,2016,4992.0,38.0036015625,131.35597140155917,4.8779109768534985
108153,Philippines,Morocco,2,2016,441.194366455078,0.013,33938.02818885216,10.432291440130934
108154,Philippines,South Korea,2,2016,521.0,0.0187000007629395,27860.96143014824,10.23498175607606
108157,Poland,Uruguay,2,2016,75.4255981445313,0.0010000000474974,75425.5945620079,11.230901946820294
108159,Poland,Philippines,2,2016,31431.400390625,1.07200002670288,29320.335454932465,10.286036597099274
108208,Portugal,Finland,2,2016,7961.83776855469,0.24100000411272,33036.67067503782,10.405373456063618
108211,Portugal,Sweden,2,2016,7472.68029785156,0.21399999409914,34919.067775252755,10.460788313584958
108219,Qatar,South Africa,2,2016,269.568969726563,0.001,269568.969726563,12.504579553942667
108227,Romania,Iraq,2,2016,2180.68728017807,0.044000000692904,49561.07376902281,10.810961001549996
108245,Romania,United Kingdom,2,2016,561.516784667969,0.001,561516.784667969,13.2383969452659
108268,Russia,Singapore,2,2016,525000.0,3.5,150000.0,11.918390573078392
108286,Russia,Norway,2,2016,379151.15625,3239.639,117.03500181656042,4.762473050883382
108306,United States,Russia,2,2016,48310.0,1.253,38555.46687948923,10.55985318163452
108313,Singapore,Malta,2,2016,1525.15002441406,0.0011134515296763,1369749.8128700578,14.130138662784525
108320,Singapore,Brazil,2,2016,3200.0,0.019,168421.05263157896,12.034222388603515
108328,Singapore,Netherlands,2,2016,84.299201965332,0.003000000026077,28099.733744191468,10.243515379981268
108375,United States,Greece,2,2016,19218.0,0.34,56523.5294117647,10.942412280209142
108379,Slovenia,Peru,2,2016,160.47900390625,0.0017749999761581,90410.70764045602,11.412117986716112
108581,United States,Kuwait,2,2016,8173.0,0.277,29505.415162454872,10.292329090310927
108587,United States,Egypt,2,2016,341891.0,12.405,27560.741636436924,10.22414763465076
108595,United States,Portugal,2,2016,3990.0,0.001,3990000.0,15.199301788866046
108602,United States,Lithuania,2,2016,7400.0,0.1,74000.0,11.211820372186306
108616,Venezuela,Algeria,2,2016,4375000.0,35000.0,125.0,4.8283137373023015
108618,Venezuela,Germany,2,2016,587876.015625,9620.7998046875,61.10469270325859,4.112588666882287
108671,Costa Rica,Taiwan,3,2016,136332.90625,1239.39,110.00000504280332,4.700480411636081
108688,Switzerland,New Zealand,3,2016,274.182037353516,0.0030999999046325,88445.82122205378,11.390145453950153
108723,Belgium,Croatia,3,2016,42.3092002868652,0.0001370585975434,308694.24498136464,12.640106567560933
108727,Switzerland,Nigeria,3,2016,114.157577514648,0.0004000000059604,285393.9395339185,12.561625748809634
108756,Chile,Colombia,3,2016,20.1100006103516,0.0005,40220.001220703205,10.602119693677292
108797,Poland,Canada,3,2016,2699.99507141113,0.0669046727910671,40355.8519722949,10.605491693474534
108801,United Arab Emirates,Ghana,3,2016,466.640075683594,0.0097200002670288,48008.2369201658,10.779127877671456
108821,Australia,Switzerland,3,2016,16796.453125,0.009,1866272.5694444445,14.439453721235656
108826,Switzerland,Vietnam,3,2016,5248.19091796875,0.0896279983520508,58555.26190994831,10.977726235354089
108843,Finland,Croatia,3,2016,293.937591552734,0.0020000000949949,146968.78879572428,11.897975522100031
108934,Portugal,Saudi Arabia,3,2016,168.123397827148,0.0040000001899898,42030.84746042882,10.64615909102284
108937,France,Cameroon,3,2016,194.845001220703,0.003000000026077,64948.33317568113,11.081347358577464
108938,Australia,French Polynesia,3,2016,5701.5390625,0.0099999997764825,570153.9189939332,13.253661636680988
108971,Australia,Israel,3,2016,2958.07690429688,0.0150953288085201,195959.75296856623,12.185664575129987
108985,Colombia,Germany,3,2016,11134.0,0.400000005960464,27834.99958522622,10.234049485716447
108995,Finland,Romania,3,2016,4930.13525390625,0.0080000003799796,616266.8774671752,13.33143539133468
109000,Belgium,Philippines,3,2016,248.288192749023,0.0002710865792376,915899.9809111452,13.72766244654944
109003,Denmark,Malta,3,2016,631.297801971436,0.0209999996004626,30061.80066582141,10.311010563902158
109004,Egypt,United Kingdom,3,2016,2226.44897460938,0.009,247383.21940104224,12.418693908835111
109060,Switzerland,Ukraine,3,2016,3698.90935897827,0.0026699999347329,1385359.344343312,14.141470118350608
109067,Czech Republic,Papua New Guinea,3,2016,634.638000488281,0.0230000000447035,27592.95648933823,10.225315819474607
109206,Norway,Ghana,3,2016,6413.384765625,0.017,377257.9273897058,12.840684390033449
109208,Belgium,Malta,3,2016,170.350204467773,0.0010000000474974,170350.19637657306,12.045611575871384
109229,Japan,Oman,3,2016,8093.3876953125,0.195,41504.55228365384,10.63355839378491
109253,Switzerland,Australia,3,2016,50.9632034301758,8.46734133466164e-05,601879.6386718751,13.307812768540137
109263,Switzerland,Tunisia,3,2016,864.3359375,0.0030099999904632,287154.7974214354,12.56777671317512
109264,Switzerland,Denmark,3,2016,3647.49829101563,0.0670000016689301,54440.27164415854,10.904859446542789
109345,Switzerland,Argentina,3,2016,7441.64697265625,0.0204400005340576,364072.7386604911,12.805108958140092
109368,France,Gabon,3,2016,8552.025390625,0.0391345142441829,218528.97770147244,12.294673905783757
109375,Switzerland,Finland,3,2016,2439.09893703461,0.0640299981236458,38093.065883346775,10.54778754673876
109377,Switzerland,Turkey,3,2016,81473.8551025391,1.48130755121104,55001.30950924426,10.91511227319016
109384,Gibraltar,Spain,3,2016,641.318420410156,48.0,13.360800425211584,2.5923250783805787
109391,Netherlands,Panama,3,2016,28.9484004974365,0.0010000000474974,28948.39912246136,10.273270183456995
109420,Panama,Costa Rica,3,2016,227.350006103516,0.0049899997711181,45561.12555744093,10.726810122204176
109430,Bulgaria,Austria,3,2016,85848.703125,2.5,34339.48125,10.444051028047324
109465,Switzerland,South Korea,3,2016,34827.2363710403,0.159570180123778,218256.5460791292,12.293426466741764
109485,Switzerland,United Arab Emirates,3,2016,2186.32153320313,0.022,99378.2515092332,11.506688571011129
109505,Ecuador,"Areas, nes., Spec Cat, Islands, Other",3,2016,1979.34997558594,0.0510266684320846,38790.49987792976,10.56593064712411
109511,Brazil,Kenya,3,2016,29.0,0.0004677419354838,61999.99999999999,11.03488966402723
109548,Czech Republic,Malta,3,2016,226.020202636719,0.003000000026077,75340.06689069128,11.229767369096598
109553,Switzerland,Lebanon,3,2016,4105.595703125,0.026,157907.52704326925,11.96976486879262
109591,Switzerland,Philippines,3,2016,10642.13671875,0.206800003051758,51461.00851887551,10.848579683756316
109598,Iran,Kazakhstan,3,2016,112.849998474121,0.0034287574820188,32912.796855983914,10.401616823315242
109612,Denmark,Greece,3,2016,184306.669883728,5.09399999817833,36181.12876906911,10.496292957165467
109613,Canada,Poland,3,2016,2872.57205200195,0.0738170032521702,38914.77471916333,10.569129270327863
109634,Switzerland,Belgium,3,2016,14450.1072463989,0.0451200000047684,320259.4690796049,12.676886787095803
109647,Norway,Italy,3,2016,2393.81005859375,0.009,265978.8953993056,12.49117224401209
109657,Switzerland,Singapore,3,2016,2615.43170928955,0.0011275336991317,2319604.0271821315,14.65690705113662
109667,Switzerland,Russia,3,2016,1439.20092773438,0.0081000003814697,177679.1185129845,12.08773449746294
109669,Switzerland,Mauritius,3,2016,126.388748168945,0.003,42129.582722981664,10.648505450413726
109670,Switzerland,Iran,3,2016,18.3467540740967,1.60000007599592e-05,1146672.0751670443,13.952374457385794
109671,Switzerland,Indonesia,3,2016,16367.3427734375,0.0073000001907348,2242101.6912041847,14.622924238946997
109673,Switzerland,Pakistan,3,2016,2459.48428344727,0.0051659998893737,476090.6573974797,13.073363571796373
109674,Switzerland,Thailand,3,2016,8348.79203796387,0.0131599996089935,634406.7086642111,13.360445524064344
109676,Switzerland,Saudi Arabia,3,2016,1096.72814941406,0.0118101001487492,92863.577412611,11.43888678562844
109677,Switzerland,Israel,3,2016,1256.75262451172,0.0065349998176097,192311.0420179604,12.166869350718589
109680,Switzerland,Croatia,3,2016,270.104984283447,0.0002620000019669,1030935.0467772756,13.845976760798472
109682,Switzerland,Mexico,3,2016,10410.763759613,0.0412162629652507,252588.7358684188,12.439517895142638
109699,Denmark,South Africa,3,2016,86.8451995849609,0.0010000000474974,86845.19546003557,11.371882450162484
109724,Norway,Hungary,3,2016,13372.819519043,0.436894749161097,30608.78974792168,10.329042493357155
109754,France,Malaysia,3,2016,15194.5703125,0.308000013232231,49333.01837569515,10.806348879781313
109788,Denmark,Singapore,3,2016,645751.980712891,4.02804406562693,160314.0308775111,11.984889863635036
109849,Hong Kong SAR,Australia,3,2016,2209.6279296875,0.0315755821859815,69979.00835755614,11.155950595451976
109865,Estonia,Canada,3,2016,262736.78125,9.51099967956543,27624.51793732,10.226458988435036
109878,Luxembourg,Tanzania,3,2016,1667.87316894531,0.0020000000949949,833936.5448627956,13.633912593149844
109905,Denmark,Panama,3,2016,76.8246002197266,0.0010000000474974,76824.59657075418,11.249280135709324
109920,Poland,Azerbaijan,3,2016,27541.0625,0.595000028610229,46287.49777429258,10.74262717713745
109928,Taiwan,Portugal,3,2016,8545.3447265625,0.0099999997764825,854534.4917565845,13.658312145564086
109938,Costa Rica,Ireland,3,2016,8415.0771484375,0.01,841507.71484375,13.6429504605374
109949,United Kingdom,Israel,3,2016,16336.8380126953,0.03959404485066,412608.463578658,12.93025439220255
109959,Czech Republic,Indonesia,3,2016,8013.14007568359,0.26099999807775,30701.686339846387,10.332072861703402
109960,Czech Republic,Argentina,3,2016,11527.0302734375,0.264999985694885,43498.22979503653,10.68047552188176
109961,Czech Republic,Tunisia,3,2016,747.091369628906,0.003000000026077,249030.45437831047,12.425330474708188
109963,Czech Republic,Singapore,3,2016,97.9792022705078,0.0006522610457792,150214.70759985413,11.919820933623864
109968,Czech Republic,Nigeria,3,2016,4513.7236328125,0.0660560112946334,68331.76185403748,11.132129971930006
109995,Denmark,Greenland,3,2016,64904.5414791107,1.56690343628625,41422.17061757315,10.631571538636187
110005,Malta,Italy,3,2016,693.648193359375,8.95762305155872e-05,7743663.574218755,15.862385463583024
110011,Hong Kong SAR,Netherlands,3,2016,43.4225997924805,0.0010000000474974,43422.59773001784,10.67873526960254
110116,Denmark,Philippines,3,2016,738.184211730957,0.0140000003157184,52727.442505995234,10.872891329660336
110120,Denmark,Luxembourg,3,2016,7994.2119140625,0.0160000007599592,499638.2208973648,13.121639557304482
110121,Denmark,Hong Kong SAR,3,2016,1954.0170135498,0.0050000002374872,390803.384147795,12.875959858652152
110122,Denmark,Morocco,3,2016,50.1030006408691,0.0010000000474974,50102.99826110444,10.82183613081331
110123,Denmark,Australia,3,2016,26.7215995788574,0.0010000000474974,26721.59830964962,10.193227442839524
110126,Denmark,Canada,3,2016,809.441772460938,0.0070720783693542,114455.9958453702,11.647945712347244
110129,Denmark,Mexico,3,2016,2717.80932617188,0.0020000000949949,1358904.5985414367,14.122189490920404
110184,Pakistan,United States,3,2016,2912.0,0.087,33471.2643678161,10.41844256964413
110208,Spain,Malta,3,2016,833.068145751953,0.0154639999866486,53871.452824056665,10.894355984385667
110247,Sweden,Jordan,3,2016,885.153015136719,0.0049999998882412,177030.60698428625,12.084077917422062
110273,United States,Indonesia,3,2016,88468.0,1.68,52659.52380952381,10.871602390273445
110281,Finland,Brazil,3,2016,42935.0,0.176005444646098,243941.31719238183,12.40468297203987
110282,Finland,Japan,3,2016,33090.798828125,0.25,132363.1953125,11.793304902817743
110322,France,Angola,3,2016,4293.2705078125,0.0736021506814411,58330.77522957566,10.973885110068688
110349,Vietnam,France,3,2016,7362.91415405273,0.157000001287088,46897.541998034816,10.755720543637384
110351,United Kingdom,Luxembourg,3,2016,43167.3385925293,0.004019788804658,10738708.098920068,16.189365351068574
110392,United Kingdom,Côte d'Ivoire,3,2016,1277.16564941406,0.003,425721.88313802,12.961541555564391
110395,United Kingdom,Colombia,3,2016,6829.68603515625,0.152,44932.14496813322,10.71290874114576
110396,United Kingdom,Azerbaijan,3,2016,993352.780761719,31.6181511245451,31417.168475438822,10.355109789207598
110409,United Kingdom,Estonia,3,2016,2540.01312255859,0.047,54042.83239486362,10.897532203632965
110414,United Kingdom,Switzerland,3,2016,550945.176391602,15.6324882172251,35243.600937727075,10.47003925807968
110444,Netherlands,Saint Vincent and the Grenadines,3,2016,276.123199462891,0.0040000001899898,69030.79658693577,11.142308011351869
110457,Ireland,Switzerland,3,2016,2567.50048828125,0.083,30933.740822665663,10.339602803165937
110474,Greece,Portugal,3,2016,46.7627983093262,0.0007098642703944,65875.68956435034,11.095524753558902
110487,Thailand,Germany,3,2016,428659.0,13.1999998092651,32474.167135905835,10.38820019489448
110503,Hong Kong SAR,New Zealand,3,2016,851.218994140625,0.006,141869.83235677084,11.862665242637403
110508,Hong Kong SAR,Spain,3,2016,57675.95703125,0.46,125382.51528532608,11.739124465923002
110509,Hong Kong SAR,United Kingdom,3,2016,16368.3374023438,0.339207754869416,48254.60847333835,10.784246614606907
110515,Thailand,Canada,3,2016,1532.04748535156,0.048,31917.655944824164,10.370914613554714
110549,Hungary,Sweden,3,2016,4960.19677734375,0.109999999403954,45092.69822019157,10.71647561039191
110581,Singapore,Brazil,3,2016,3170.0,0.035,90571.42857142857,11.413894084364047
110606,India,Montenegro,3,2016,7.08122396469116,0.0002000000029802,35406.11929586355,10.474639945648116
110659,Italy,Azerbaijan,3,2016,3061.85009765625,0.02,153092.5048828125,11.938797624750558
110662,Ireland,Spain,3,2016,7911.59765625,0.0483600006103516,163597.96435892722,12.005167260279528
110711,Italy,Indonesia,3,2016,4399.04345703125,0.0414722525156885,106071.96836890256,11.571873089590484
110718,Italy,Chile,3,2016,1359.46142578125,0.015,90630.76171875,11.414548967722212
110721,Italy,Senegal,3,2016,4901.18701171875,51.3,95.53970783077486,4.559541949874398
110730,Italy,Kazakhstan,3,2016,38722.9375,0.894,43314.24776286353,10.67623690750747
110752,Romania,United Kingdom,3,2016,3054.029296875,0.002,1527014.6484375,14.238825177106625
110794,Norway,Slovakia,3,2016,5191.37744140625,0.037,140307.49841638515,11.851591710253158
110874,Sri Lanka,Norway,3,2016,879.486511230469,0.01,87948.65112304689,11.384508413186774
110885,Lithuania,Germany,3,2016,3340.19995117188,0.100000001490116,33401.99901399027,10.41637102789208
110898,Luxembourg,South Africa,3,2016,886.266418457031,0.0230000000447035,38533.32246671551,10.559278664546612
110927,Mexico,Dominican Republic,3,2016,7504.0,0.05,150080.0,11.918923764240052
110928,Mexico,Panama,3,2016,3775.0,0.07,53928.57142857142,10.895415698615905
110939,Mexico,Spain,3,2016,1566.57604980469,0.011,142416.0045276991,11.86650766299078
110952,Malta,Spain,3,2016,38579.30859375,0.0804038324124308,479819.2752287944,13.081164802046398
110981,Thailand,Denmark,3,2016,306.184997558594,0.0010000000474974,306184.9830155881,12.6319447179449
110982,Nigeria,Côte d'Ivoire,3,2016,574.397094726563,0.009,63821.89941406256,11.063851661439848
111026,Norway,Azerbaijan,3,2016,28558.296875,0.196,145705.5963010204,11.889343401198715
111030,Norway,United Arab Emirates,3,2016,1262.00531005859,0.0335120661043344,37658.23647308228,10.536306973527928
111051,New Zealand,United Arab Emirates,3,2016,411.445007324219,0.0109510915151607,37571.141356513566,10.533991517571929
111060,Pakistan,Czech Republic,3,2016,6287.36962890625,0.0820000022649765,76675.2372590078,11.247334083324033
111062,Panama,Guatemala,3,2016,99.0,0.0034464653650744,28725.08193560829,10.26552595512745
111066,Philippines,Singapore,3,2016,9968.0,76.0033984375,131.1520301055617,4.876357185457752
111068,Philippines,Hong Kong SAR,3,2016,860.0,0.005329999923706,161350.84658725956,11.991336444366
111111,Portugal,"Areas, nes., Spec Cat, Islands, Other",3,2016,639.091613769531,0.0099999997764825,63909.16280543422,11.065218022972145
111116,Portugal,Sweden,3,2016,5873.18505859375,0.0860000029206276,68292.84719925321,11.131560313855868
111127,Qatar,South Africa,3,2016,273.486267089844,0.0017300000190734,158084.54570787284,11.97088526831138
111169,Russia,Kuwait,3,2016,1135337.25,8927.2,127.17730643426827,4.845582226453699
111211,Saudi Arabia,Singapore,3,2016,1099.53369140625,0.0299999993294477,36651.12386609151,10.509199371676608
111214,Saudi Arabia,China (mainland),3,2016,272367.0,5010.435,54.35995078271647,3.995627683887325
111216,Saudi Arabia,Spain,3,2016,4562.71337890625,0.008,570339.1723632812,13.253986502078911
111226,Singapore,Oman,3,2016,2771.78662109375,0.0299999993294477,92392.8894349338,11.433805300501268
111231,Singapore,Azerbaijan,3,2016,9618.916015625,0.230000004172325,41821.37322231582,10.641162808940788
111241,Singapore,Mexico,3,2016,2873.7978515625,0.0199999995529652,143689.8957898442,11.875412754980063
111243,Singapore,Switzerland,3,2016,3481.80615234375,0.0234070230783623,148750.48999983125,11.910025617518963
111319,United States,Egypt,3,2016,9292.0,0.303,30666.666666666668,10.330931567363068
111326,Sweden,Qatar,3,2016,978.678588867188,0.003000000026077,326226.1934533926,12.69534626469878
111379,Thailand,Hong Kong SAR,3,2016,470278.095502496,15.3137748676707,30709.48212091795,10.33232674976021
111520,United States,Russia,3,2016,30817.0,10932.542,2.81883207034558,1.036322639710387
111525,United States,Swaziland,3,2016,8415.0,0.003,2805000.0,14.846914096938931
111526,United States,Nicaragua,3,2016,3600.0,0.127,28346.456692913387,10.252257316967746
111528,United States,Barbados,3,2016,91548.0,1.422,64379.74683544304,11.07255437249718
111529,United States,Papua New Guinea,3,2016,9902.0,0.168,58940.47619047618,10.984283335500246
111531,United States,Macao,3,2016,16127.0,0.5,32254.0,10.381397345540462
111544,United States,Azerbaijan,3,2016,3723.0,0.054,68944.44444444444,11.14105630629058
111551,United States,Nigeria,3,2016,1038168.0,13.407,77434.77287983889,11.257191220703278
111575,Venezuela,Germany,3,2016,1214719.375,11340.900390625,107.10960621822872,4.673852667345812
111654,United Kingdom,Azerbaijan,4,2016,46551.7115478516,1.651,28196.06998658486,10.246937885036552
111688,Switzerland,Brazil,4,2016,562.5908203125,0.0022950000762939,245137.6041873568,12.409574981604992
111690,Mexico,Dominican Republic,4,2016,2485.0,0.015,165666.6666666667,12.017733016410656
111729,"Areas, nes., Spec Cat, Islands, Other",Spain,4,2016,405.052185058594,0.0003242393303623,1249238.2852072995,14.038044551701846
111734,Switzerland,Norway,4,2016,2059.373046875,0.0139470611633107,147656.41469275337,11.902643331489124
111757,United Arab Emirates,Ghana,4,2016,4054.51342773438,0.0579599990844727,69953.64892648128,11.155588143514812
111796,Australia,France,4,2016,2911.38354492188,0.0540000014007092,53914.508692654286,10.89515489864652
111805,France,Azerbaijan,4,2016,1.13460004329681,2.46839475614471e-05,45965.096971316605,10.735637625972918
111812,Belgium,Tanzania,4,2016,2603.90698242188,0.0117267872727618,222047.7716407512,12.310647825275844
111818,Switzerland,Australia,4,2016,943.53329372406,0.0111000000014901,85002.99942318891,11.350441822181503
111823,Belgium,French Polynesia,4,2016,76.0182037353516,0.0010000000474974,76018.20012468095,11.23872806592358
111866,Luxembourg,Romania,4,2016,356.264404296875,0.0049999998882412,71252.88245200104,11.173990552779278
111890,United States,Bolivia,4,2016,18600.0,0.433,42956.12009237876,10.66793441068094
111898,Belgium,Philippines,4,2016,169.055404663086,0.0001845784563669,915899.9809111488,13.727662446549449
111946,Hong Kong SAR,Taiwan,4,2016,27753.708984375,1.0,27753.708984375,10.231124767337862
111968,Malaysia,Serbia,4,2016,37161.0,0.111479516265117,333343.7499999991,12.716929518807891
112006,Switzerland,Romania,4,2016,20011.4178466797,0.376460461909829,53156.75846849728,10.881000534077446
112010,El Salvador,Dominican Republic,4,2016,1349.9599609375,0.0120900001525879,111659.21785770508,11.623206814162272
112048,Switzerland,Greece,4,2016,2461.07543945313,0.0044000000953674,559335.3150251723,13.23450442028813
112122,Switzerland,Hong Kong SAR,4,2016,7718.49694824219,0.0960763437160349,80337.12201887208,11.293987084753237
112148,France,Cameroon,4,2016,1743.88024902344,0.0311508895881169,55981.71583801819,10.93278041351108
112154,Switzerland,South Africa,4,2016,7027.1953125,0.243634955417227,28843.13254830723,10.26962720368022
