Export_country,Import_country,Month,Year,Nominal Value (SUM),Tons (SUM),Price,log_Price,box-cox_Price
Switzerland,Saudi Arabia,1,2013,8.66363430023193,0.0002000000029802,43318.17085566865,10.676327476208431,3.449886627290503
Czech Republic,Hong Kong SAR,1,2013,16458.3780517578,0.245000004768372,67177.05196503113,11.115086979575118,3.4719745497394414
Canada,Finland,1,2013,2129.97045898438,0.0089999996125698,236663.394519436,12.374394134279594,3.5224157129922395
Canada,Sweden,1,2013,1911.78479003906,0.0409999991534278,46628.89828082412,10.749975762691257,3.4537823631041187
Switzerland,Israel,1,2013,4430.36614990234,0.0309520952089087,143136.22777391764,11.871552097542493,3.5043356089991144
South Korea,Malta,1,2013,3400.0,0.05,68000.0,11.127262984158245,3.4725503930815327
Thailand,United Kingdom,1,2013,6818.7568359375,0.055,123977.39701704546,11.727854545851168,3.498693735841382
Switzerland,Martinique,1,2013,44.4011268615723,0.0001000000014901,444011.26199944015,13.003605205956283,3.5417938806570564
Switzerland,Indonesia,1,2013,136.452239990234,7.00000002980232e-05,1949317.7058470305,14.482989974875167,3.5761026699325567
Switzerland,Peru,1,2013,57.3965797424316,2.99999993294477e-05,1913219.3675115083,14.464297913835257,3.575750318229747
Switzerland,Philippines,1,2013,2333.76654052734,0.0141569996476173,164848.9509512791,12.012784884823452,3.5096681273006576
Switzerland,Vietnam,1,2013,12011.0458984375,0.164233993530273,73133.73827339541,11.200045075150705,3.475952667039471
Switzerland,Morocco,1,2013,552.306701660156,0.0008000000119209,690383.3667876811,13.445002326322784,3.5535235325638763
Switzerland,Kazakhstan,1,2013,151.61360168457,0.0009200000166893,164797.39014588794,12.01247205983871,3.509656542860151
Switzerland,Greece,1,2013,565.302167892456,0.0012373799457841,456854.15366433805,13.032119480350715,3.542595287903191
Switzerland,Estonia,1,2013,55.2306709289551,0.0001000000014901,552306.7010595405,13.221858788822264,3.547771268336031
Switzerland,Finland,1,2013,911.847537994385,0.0028860000148415,315955.4862457078,12.663356616335408,3.531731174747407
Switzerland,Turkey,1,2013,4906.86596679688,0.0553560016155243,88641.9868414191,11.392360916457106,3.4846224540138664
Switzerland,Romania,1,2013,26791.20703125,0.208823999404907,128295.63224340991,11.762092506714888,3.500058246453247
Czech Republic,Nigeria,1,2013,2905.59350585938,0.0329999998211861,88048.28853344357,11.385640676295846,3.4843271495299084
Czech Republic,Mexico,1,2013,3743.74560546875,0.0890000015497208,42064.5566323644,10.646960779869088,3.4483111455702358
Luxembourg,Netherlands,1,2013,294.018402099609,0.006000000052154,49003.06659065002,10.799638158617151,3.4563652395463604
China (mainland),Libya,1,2013,632.0,4.0,158.0,5.062595033026967,2.7359849359394373
Netherlands,Venezuela,1,2013,3182.31689453125,0.0240000002086163,132596.53611956048,11.795066233614117,3.501360310870031
Hungary,Spain,1,2013,93.1146926879883,0.0003840000033378,242486.1767671963,12.39869998471307,3.5232280365906115
France,Congo,1,2013,10395.7451171875,0.0891676216965899,116586.54699304458,11.6663891688239,3.4962117166389843
Germany,Senegal,1,2013,1330.40002441406,0.0074022967284347,179728.00513434372,12.09919990444865,3.5128304470949354
Mexico,Honduras,1,2013,18887.0,0.0402629644699016,469091.14241001534,13.058552362044942,3.543332617287054
France,Papua New Guinea,1,2013,22783.099609375,0.386999994516373,58871.059256335735,10.983104895003557,3.4656076647268366
United Kingdom,Nigeria,1,2013,5601.76123046875,0.015,373450.7486979167,12.830541410597547,3.5367929953771813
Spain,South Korea,1,2013,453.666412353516,3.41,133.04000362273197,4.890649862115069,2.692089912900055
France,Malaysia,1,2013,1835.95202636719,0.0230000000447035,79824.0009912512,11.287579502518778,3.479955571279248
United Kingdom,Angola,1,2013,88765.8671875,0.362,245209.5778660221,12.409868543725125,3.523599487297787
United Kingdom,Mexico,1,2013,13663.5458984375,0.006,2277257.6497395835,14.63848249180202,3.578964759428007
Ireland,Spain,1,2013,144150.875,2.298120381844,62725.55438733548,11.046524209574768,3.4686958282625513
Liberia,South Africa,1,2013,20.459659576416,0.198199996948242,103.22734556731018,4.636933794374833,2.62341761058035
Gibraltar,Spain,1,2013,5747.328125,360.0,15.964800347222225,2.7703863204338184,1.9403773879921746
Hong Kong SAR,Norway,1,2013,364.324310302734,0.0094843561971301,38413.18300687345,10.556155987129957,3.4433585036365284
Hong Kong SAR,United Kingdom,1,2013,12257.818359375,0.344,35633.192905159885,10.48103286741565,3.4391668612326933
Philippines,South Korea,1,2013,21137.0,336.0,62.907738095238095,4.141669178321632,2.47477556811223
United States,Finland,1,2013,6000.0,0.001,6000000.0,15.60727002719233,3.5942919465155
Ireland,Poland,1,2013,462.979187011719,0.012,38581.59891764325,10.560530729811488,3.443599949057682
Ireland,Turkey,1,2013,356.547210693359,0.007,50935.315813336994,10.838311789325688,3.4583523706470145
Mauritania,France,1,2013,891.367980957031,19.1620006561279,46.5174799308848,3.8398281544480577,2.373765597773796
Japan,Denmark,1,2013,20448.248046875,0.0769999995827675,265561.66438540205,12.489602350268653,3.5262185088132134
Kenya,Burundi,1,2013,4119.888671875,14.2,290.1330050616197,5.6703394559817095,2.8755430508350774
Mexico,China (mainland),1,2013,6896476.0,57494.951,119.94924563028152,4.787068700231176,2.6646301809305166
Malaysia,Argentina,1,2013,22043.26953125,0.55,40078.671875,10.598599598358412,3.4456888102657475
Pakistan,South Africa,1,2013,155.607086181641,0.0013600000143051,114416.97393006882,11.647604720436162,3.495444797356259
Netherlands,Peru,1,2013,107.762397766113,0.0010000000474974,107762.39264767416,11.587684014323964,3.4929718105330965
"Rest of America, nes.",Chile,1,2013,7303.81982421875,0.0098691997528076,740062.0118303854,13.514489261440138,3.5552440594951316
Philippines,Singapore,1,2013,19810.0,73.3708442517069,269.99825614708175,5.598415500263005,2.860214981361139
Portugal,Nigeria,1,2013,133.039993286133,0.003000000026077,44346.664043234574,10.69979276604133,3.4511364143999708
Portugal,Switzerland,1,2013,937.838439941406,0.0161100006103516,58214.674389198415,10.97189273920972,3.46505608396491
Portugal,Belgium,1,2013,16419.7964935303,0.419000008609146,39188.05765192026,10.576127327626056,3.4444583827311903
United States,Angola,1,2013,147879.0,1.421,104066.85432793808,11.552788801673088,3.491512806020163
Russia,Norway,1,2013,717007.1875,3274.233,218.98477826715447,5.389002221771441,2.8138240710708255
United States,Malta,1,2013,3688.0,0.045,81955.55555555556,11.3139323738883,3.4811419663762355
Syria,Egypt,1,2013,681.078247070313,0.00112600004673,604865.2032015433,13.312760907562792,3.5501571609802807
Taiwan,Portugal,1,2013,2318.88720703125,0.0020000000949949,1159443.5484450131,13.96345074837351,3.5656037359726835
United States,Antigua and Barbuda,1,2013,4800.0,0.002,2400000.0,14.690979295318174,3.5799038022064424
United States,Oman,1,2013,4874.0,0.013,374923.07692307694,12.834476155705753,3.536909352563874
United States,Morocco,1,2013,11519321.0,21.0,548539.0952380953,13.215013832799286,3.547589189218942
Venezuela,Saudi Arabia,1,2013,8610000.0,35003.0,245.9789160929064,5.505245825319908,2.8399040638243456
Venezuela,China (mainland),1,2013,1371483.0,25000.0,54.85932,4.004772090244885,2.429998645690222
Zimbabwe,South Africa,1,2013,7217.486328125,57.2,126.1798309112762,4.837708118882138,2.6781523816077213
Switzerland,Vietnam,2,2013,23268.5632324219,0.326612004876137,71242.21671290428,11.173840853046736,3.474735543586657
Angola,Norway,2,2013,635.242980957031,0.002,317621.4904785155,12.66861567130055,3.5318939645490226
United Arab Emirates,South Korea,2,2013,8274708.0,31491.968,262.7561415024936,5.571226383422975,2.8543413306134857
United Kingdom,Cuba,2,2013,6653.64013671875,0.052,127954.61801382212,11.759430933268174,3.4999526317042995
United Arab Emirates,Kazakhstan,2,2013,4536.35009765625,0.107150003314018,42336.44383903419,10.65340355058597,3.448657878942002
Turkey,Kosovo,2,2013,180.184494018555,0.001,180184.494018555,12.101736571722313,3.512922147266495
Switzerland,Taiwan,2,2013,2776.81286621094,0.0122719995975494,226272.24228115543,12.329494165155213,3.520900793617717
Malaysia,Sweden,2,2013,641.99072265625,0.0080000003799796,80248.83652041605,11.2928875426992,3.4801952274122496
Austria,Sri Lanka,2,2013,743.427917480469,0.0154248011526161,48196.92066852875,10.783050411452813,3.4555064439761636
Bulgaria,Austria,2,2013,33850.66015625,0.899999976158142,37611.84561442921,10.535074322699328,3.442190918304888
South Korea,Jordan,2,2013,10.0,0.044,227.27272727272728,5.426150738057921,2.8222491860622188
Denmark,Luxembourg,2,2013,564.578125,0.0006952418393517,812060.0531268162,13.607329573461856,3.5574922266889253
Hong Kong SAR,Spain,2,2013,29651.041015625,0.3,98836.80338541669,11.501225318274583,3.4893311503226854
Australia,Estonia,2,2013,24744.0,0.550000011920929,44989.08993397865,10.71417529344611,3.4518984756603093
Australia,United Kingdom,2,2013,4852.40478515625,0.113185912410802,42871.10190484409,10.665953262663704,3.4493315149809893
United States,Angola,2,2013,65872.0,1.06,62143.39622641509,11.03719983588571,3.468245146404427
Poland,Malaysia,2,2013,161.49870300293,0.0040000001899898,40374.673833038345,10.605957982053647,3.4460900589176386
Netherlands,Montenegro,2,2013,2829.56396484375,0.0450000017881393,62879.19672015527,11.048970652214798,3.4688138831651734
Czech Republic,Estonia,2,2013,28.0286998748779,0.238969946969694,117.28964344806286,4.764646460611178,2.6585825139988395
Canada,South Africa,2,2013,237.365661621094,0.0003700000047683,641528.8069244487,13.37160936760162,3.5516703155955174
Canada,Morocco,2,2013,3886.29541015625,0.0301000003814697,129112.80268782817,11.768441740684905,3.500309881210302
Switzerland,Bosnia and Herzegovina,2,2013,539.513702392578,0.0065,83002.10806039663,11.326621284774236,3.4817101633413428
Switzerland,Estonia,2,2013,97.6986541748047,0.0002000000029802,488493.2635949072,13.099080960390172,3.5444528037759926
Switzerland,Denmark,2,2013,1811.18786621094,0.0085392669278886,212101.09503612388,12.264818303368886,3.51868557195924
United States,Russia,2,2013,97183.0,1.632,59548.40686274511,10.994544821490988,3.466168704454304
Switzerland,Turkey,2,2013,2049.50061035156,0.021749000787735,94234.24231550645,11.453538901046,3.48728587654882
Switzerland,Israel,2,2013,6322.18841552734,0.0127120001912117,497340.1762452863,13.117029530189416,3.5449449257098693
Gibraltar,Spain,2,2013,4612.72314453125,288.0,16.016399807400173,2.773613185260805,1.9418856227217687
Switzerland,Thailand,2,2013,3250.10864257813,0.0036370000839233,893623.4719775263,13.703039793153048,3.5597507116971263
Czech Republic,Mexico,2,2013,451.128601074219,0.0006472244820255,697020.2975980864,13.454569810693227,3.5537623794763853
Bulgaria,Peru,2,2013,6542.30078125,0.151098007202148,43298.39223158858,10.675870782391016,3.449862223360312
Bulgaria,Italy,2,2013,128727.811981201,0.135705473766407,948582.3114459126,13.762723845241338,3.561129352641655
Finland,Singapore,2,2013,387.06298828125,0.0020000000949949,193531.48494837296,12.173195491127151,3.515479327698243
Denmark,Hong Kong SAR,2,2013,10748.3388671875,0.0209999997168779,511825.667242698,13.145739352373909,3.545727083095145
Ireland,Spain,2,2013,68839.484375,1.0974711191855,62725.55438733546,11.046524209574766,3.4686958282625513
Zimbabwe,South Africa,2,2013,5256.06689453125,42.0,125.14444986979169,4.829468669070112,2.675964986257917
Canada,Bolivia,2,2013,2439.0,0.029,84103.44827586206,11.339802847211583,3.4822983295995273
Switzerland,New Zealand,2,2013,492.835418701172,0.0004550842103962,1082954.3355767662,13.895203360345109,3.564110006468915
Switzerland,Canada,2,2013,1478.506254673,0.0014007342143487,1055522.339304296,13.869546310711913,3.5635411770844434
South Korea,Malta,2,2013,6288.0,0.0765,82196.07843137255,11.316862872258689,3.481273366945219
Switzerland,Peru,2,2013,612.244873046875,0.0009340000152587,655508.418677313,13.39316642524196,3.552218520651355
Switzerland,Russia,2,2013,5300.69458007813,0.0493529987335205,107403.6981764576,11.584349894136864,3.4928330103684027
Switzerland,Oman,2,2013,248.588802337646,0.0003679999932646,675513.0621941468,13.423227773270408,3.5529775999981017
Switzerland,Qatar,2,2013,618.758117675781,0.0010409113505107,594438.82264534,13.295373084259111,3.5497053765298503
Switzerland,Tunisia,2,2013,323.491088867188,0.0001819999963045,1777423.6012947012,14.390675458748314,3.574344799968268
Switzerland,Chile,2,2013,880.373413085938,0.0008100000023841,1086880.753697052,13.898822457874996,3.5641899218623556
Switzerland,Colombia,2,2013,807.642211914063,0.0007129999995231,1132738.0258824606,13.940148291634811,3.565096857079114
Switzerland,Macedonia,2,2013,5.42770290374756,0.0001000000014901,54277.02822868492,10.90185636353118,3.4615719812178827
Switzerland,Georgia,2,2013,42.3360824584961,2.30000000447035e-05,1840699.2337482783,14.425656075737942,3.575016151877706
Switzerland,Malaysia,2,2013,1563.17846679688,0.0036091524194703,433115.1154392923,12.978758827169306,3.541090431025095
Switzerland,Singapore,2,2013,6402.5185546875,0.0054050002098083,1184554.7282438534,13.984877505180869,3.5660669629607513
Switzerland,Hong Kong SAR,2,2013,3499.78295898438,0.034,102934.79291130528,11.541850988201926,3.491052601862805
Switzerland,Brazil,2,2013,12511.9409179688,0.0233604877626388,535602.7256408387,13.191147981734748,3.546951664737612
Switzerland,Morocco,2,2013,17.3686504364014,0.0003000000119209,57895.49915411088,10.966394925722842,3.4647849989944395
Switzerland,South Africa,2,2013,3021.05937957764,0.0037745739367784,800370.9637639567,13.592830603877209,3.557144890435204
Switzerland,United Arab Emirates,2,2013,979.157646179199,0.000650000013411,1506396.347656692,14.225230831771352,3.5710807830563973
Switzerland,South Korea,2,2013,3749.45715332031,0.0072243155718733,519005.1730184922,13.159669129378685,3.546104365440431
Switzerland,Australia,2,2013,2754.0166015625,0.0026099998950958,1055178.8169559992,13.869220805274717,3.5635339347145547
Switzerland,Ireland,2,2013,504.5166015625,0.01,50451.66015625,10.828770932202673,3.4578640992085505
Switzerland,Portugal,2,2013,1164.78506469727,0.0049650000333786,234599.2058140336,12.365633829918858,3.5221216049993758
Switzerland,Greece,2,2013,3198.00268554688,0.0092970725868297,343979.53287760454,12.748337437136668,3.5343331333214083
Switzerland,Finland,2,2013,130.264877319336,9.0999998152256e-05,1431482.1974104245,14.174220967124723,3.5700441703362396
Switzerland,Mexico,2,2013,706.68691444397,0.0017569999913685,402212.2469639527,12.904735205792337,3.538966024937007
Switzerland,Lithuania,2,2013,260.529754638672,0.0002300000041723,1132738.0430979163,13.940148306832905,3.5650968574107638
Switzerland,Romania,2,2013,11044.2903442383,0.0664349998533726,166242.04664128754,12.021200117622088,3.509979384814587
Switzerland,Ukraine,2,2013,670.864074707031,0.0008999999761581,745404.5471987338,13.521682366355796,3.555420297514864
Czech Republic,Malaysia,2,2013,1195.89123535156,0.0270000007003546,44292.26682708397,10.698565377072498,3.4510712415593896
United Kingdom,Gibraltar,2,2013,2192.53271484375,0.039,56218.78756009616,10.937006278238933,3.4633289542863017
Oman,Qatar,2,2013,555.606750488281,2.703,205.5518869730969,5.325698493418982,2.79926773131015
Czech Republic,Vietnam,2,2013,318.993286132813,0.0089999996125698,35443.699984974715,10.475700800651476,3.4388660513745837
Norway,Romania,2,2013,2727.86083984375,0.01,272786.083984375,12.516443191862816,3.527087339783708
Colombia,Spain,2,2013,76.6384735107422,0.001,76638.4735107422,11.246854494789051,3.4781051935440206
United Kingdom,Egypt,2,2013,6425.51513671875,24.176,265.78073861344933,5.582671677940246,2.856819192984167
Czech Republic,Kenya,2,2013,850.203918457031,0.0140000004321337,60728.84944386061,11.014174143279265,3.4671272768417363
Czech Republic,Lebanon,2,2013,21931.791015625,0.584999978542328,37490.24242748432,10.531835976166354,3.442010966813101
Czech Republic,Singapore,2,2013,5009.12890625,0.0683159422355513,73322.9864411249,11.202629432727036,3.47607223086733
Estonia,China (mainland),2,2013,8118.97998046875,0.22785706590711,35631.89909492909,10.480996557626533,3.439164814294863
Hong Kong SAR,Czech Republic,2,2013,6164.97924804688,0.136000003665686,45330.728543225465,10.721740415793947,3.4522981099863865
United Kingdom,Tunisia,2,2013,7913.0791015625,0.1,79130.791015625,11.278857344959505,3.479561010185602
Netherlands,Uruguay,2,2013,253.593002319336,0.0010000000474974,253592.9902743156,12.443485860289044,3.5247107074639406
Sweden,Philippines,2,2013,556.569885253906,0.003000000026077,185523.2934720032,12.13093572442386,3.5139731097713702
Estonia,Austria,2,2013,4094.85961914063,0.100000001490116,40948.59558122473,10.620072792752309,3.4468574681817246
Iceland,United Arab Emirates,2,2013,104.721298217773,0.0005717211016774,183168.5028076165,12.118161788534849,3.5135143744824577
France,French Polynesia,2,2013,82.7514038085938,0.0010000000474974,82751.39987811333,11.323596210052273,3.481574883000106
France,Hong Kong SAR,2,2013,112623.318847656,3.08199993148446,36542.28466949071,10.50622535314133,3.4405821650509067
United Kingdom,Falkland Islands,2,2013,19010.400390625,0.4,47526.0009765625,10.769032229240295,3.454777628669072
Philippines,South Korea,2,2013,32014.0,435.141,73.5715549672405,4.298258469608275,2.5239731802330625
Hong Kong SAR,France,2,2013,648.664184570313,0.0040000001899898,162166.03844010452,11.996376017976392,3.5090591352941596
Croatia,Finland,2,2013,675.358215332031,0.0109999999403954,61396.20172650246,11.025103251089874,3.4676587523974476
Sweden,Canada,2,2013,2972.376953125,0.0179999992251396,165132.0600599608,12.014500796762013,3.509731652751941
Ireland,India,2,2013,2511.90551757813,0.018,139550.30653211835,11.846180435537608,3.5033555646026646
Ireland,Sweden,2,2013,711.395080566406,0.014,50813.93432617186,10.83592589371311,3.4582303877459166
Luxembourg,United States,2,2013,2789.0,0.036,77472.22222222223,11.257674728153516,3.478598839376271
Malta,Italy,2,2013,910.265380859375,0.0001175497065613,7743663.574218742,15.862385463583022,3.597694941264342
Mongolia,China (mainland),2,2013,19389.0,64.7,299.67542503863984,5.70269997242415,2.882341509211579
Mozambique,South Africa,2,2013,6011.76123046875,0.1,60117.6123046875,11.004058127587337,3.4666339191250404
Netherlands,Papua New Guinea,2,2013,192.196792602539,0.0010000000474974,192196.7834736819,12.166275040069666,3.515233864023104
Netherlands,Mali,2,2013,840.861022949219,0.0010000000474974,840860.9830104664,13.64218162566076,3.5583215089278966
Netherlands,Canada,2,2013,730.080871582031,0.0010000000474974,730080.836905053,13.500910542480227,3.5549104182167315
Norway,Malaysia,2,2013,5588.70068359375,0.102517496426065,54514.60363767552,10.90622390141196,3.461791216207551
"Areas, nes., Spec Cat, Islands, Other",Ireland,2,2013,397.740600585938,0.00041302409279,962996.12426758,13.777804666127906,3.561474145939139
Romania,Philippines,2,2013,161.49870300293,0.003000000026077,53832.900533042615,10.893640093310538,3.4611588407737544
Russia,Norway,2,2013,756437.4375,3431.33,220.45021536838485,5.395671888752369,2.815343053068562
Russia,China (mainland),2,2013,28699032.0,97253.8,295.0941968334399,5.687294616670613,2.8791126029437937
Singapore,Norway,2,2013,3375.50317382813,0.004,843875.7934570325,13.645760598597953,3.558406220172471
Singapore,Denmark,2,2013,40633.60546875,0.139668968945416,290927.94036898785,12.580830887890874,3.5291456522937494
Thailand,Sri Lanka,2,2013,414.1494140625,0.01,41414.94140625,10.631396998236,3.447471009713141
Thailand,Canada,2,2013,1.47599017620087,1.18093053125733e-05,124985.35156249977,11.735951821917444,3.4990176007759533
Thailand,United Kingdom,2,2013,6121.3486328125,0.075,81617.98177083334,11.309804881514076,3.480956714520065
Taiwan,Luxembourg,2,2013,1010.36791992188,0.0040000001899898,252591.96798299492,12.439530691017664,3.5245805007572253
United States,Aruba,2,2013,186769.0,3.05,61235.73770491804,11.022486247495062,3.4675316342618125
United States,New Zealand,2,2013,2662.0,0.001,2662000.0,14.794588277937194,3.5817178971068953
United States,Ukraine,2,2013,2772.0,0.023,120521.73913043478,11.699585423362782,3.4975574044042026
Venezuela,Aruba,2,2013,37.0,0.15,246.66666666666669,5.508037897530106,2.84052031036936
Switzerland,Lithuania,3,2013,372.913570404053,0.0004219999983906,883681.4498250799,13.691851925801195,3.559489761246136
Argentina,United Kingdom,3,2013,23184.060546875,0.275,84305.67471590909,11.342204457452803,3.4824052614461602
Switzerland,Denmark,3,2013,14476.2724609375,0.0430000014603138,336657.4876584169,12.726821335396712,3.533680074039948
Switzerland,Bulgaria,3,2013,138.390029907227,0.002119999885559,65278.31951780091,11.086415246625894,3.470610946203538
United States,Slovenia,3,2013,26103.0,0.726,35954.545454545456,10.490010793391477,3.4396723598676466
Spain,Singapore,3,2013,59617.4765625,1.68,35486.59319196429,10.476910247568922,3.4389343212149406
United Arab Emirates,France,3,2013,1691.66174316406,0.0320000015199184,52864.4269629514,10.875485933477714,3.460242682176005
Switzerland,Ghana,3,2013,58.1026840209961,6.49999976158142e-05,893887.4792644606,13.70333518411406,3.5597575906700696
Switzerland,United Arab Emirates,3,2013,1068.03294372559,0.0011532202870832,926130.9011714178,13.738770865593832,3.5605787738394983
Hong Kong SAR,United Kingdom,3,2013,12969.9748535156,0.366944165455226,35345.90838207013,10.472937918715322,3.438710009527543
South Korea,Maldives,3,2013,47.0,0.16,293.75,5.682729065458369,2.878153055400512
Argentina,Sweden,3,2013,205.952697753906,0.0020000000949949,102976.34398583924,11.542254570793174,3.4910696069912515
Israel,Georgia,3,2013,153.888860702515,0.568000009283423,270.93108835800547,5.601864502041582,2.8609569405620046
Australia,Vietnam,3,2013,474.835510253906,2.0,237.417755126953,5.469821269298709,2.832044274317495
Australia,Turkey,3,2013,6038.37646484375,0.0070484026266939,856701.4094761045,13.66084472318961,3.5587623358578084
Australia,Italy,3,2013,1551.76940917969,20.7,74.96470575747296,4.317017412873772,2.529726389255482
Netherlands,Mali,3,2013,1005.15277099609,0.0049999998882412,201030.5586926012,12.211212208781845,3.5168194733211946
Brazil,Nicaragua,3,2013,36.0,0.0007429643527204,48454.54545454547,10.788381430349611,3.455782872561358
Thailand,Belgium,3,2013,29.7919006347656,0.000188494239764,158052.0480204705,11.970679675614036,3.508099925785938
Switzerland,Thailand,3,2013,1584.61860656738,0.0011599133725424,1366152.5455940033,14.127508986079937,3.569082087758013
Austria,Azerbaijan,3,2013,28262.150390625,0.699999988079071,40374.501245609375,10.605953707398736,3.4460898260581256
Austria,Malaysia,3,2013,4328.892578125,0.100000001490116,43288.925136194805,10.675652110749043,3.4498505373209234
Ireland,Spain,3,2013,80765.3260498047,1.54022536233624,52437.34327767365,10.867374274459896,3.459831845929186
Switzerland,Malta,3,2013,244.031265258789,0.0001379999965429,1768342.5461744291,14.385553251249254,3.5742459520270278
Denmark,Luxembourg,3,2013,698.166687011719,0.0018023248092723,387370.0697121251,12.867135767579883,3.5378703202081234
Switzerland,Russia,3,2013,10189.09765625,0.114921555490899,88661.32739612028,11.3925790799456,3.4846320315514565
Sweden,Armenia,3,2013,1081.57543945313,0.0020000000949949,540787.6940405285,13.200782048349415,3.5472095205150964
Belgium,Gabon,3,2013,29159.79296875,201.0,145.07359685945275,4.97724117820121,2.714454195217905
Belgium,Qatar,3,2013,8749.751953125,0.184777021429812,47353.03061722215,10.765386101153602,3.454587604038475
Belgium,Lebanon,3,2013,37149.203125,1.0,37149.203125,10.522697599713965,3.4415022938191933
Switzerland,New Zealand,3,2013,2301.9227142334,0.0020340000437572,1131722.0573806998,13.939250975248058,3.565077273630105
Switzerland,Colombia,3,2013,17.9590110778809,0.0004199999868869,42759.55152044723,10.66334787678761,3.4491918553413887
Norway,Angola,3,2013,6850.5,0.022,311386.36363636365,12.648789746916984,3.531279040720709
