Export_country,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
Austria,0.01695745498495215,0.016506895831779507,0.01616563023957702,0.013876638241726085,0.01572461395067244,0.012842205668209988,0.012802496151379406,0.012321630814185658,0.013669725289752436,0.013087265099819084,0.012037168411860038,0.011329114876241877,0.014248031591346256,0.012697730302820428,0.011205611189968163,0.011869515469983329,0.01411440688442109,0.013550935584950395,0.011800784416629047,0.011575652930943299,0.01345156802762785,0.011084865749029733,0.010876622806485145,0.01023551973159532,0.011606328209974702,0.01274296196813521,0.012119967616323854,0.01157306554654577,0.013560934676605137,0.008672090713200643,0.011171930906797469,0.012077394112748868,0.011758538261434363,0.009762891945041386,0.008711013966326956,0.00790612184479532,0.009097370129698714,0.006394455247267385,0.009616027809094098,0.010503133057221005,0.015522935062222699,0.01320427822436657,0.008745686748333634,
Belgium,0.04141152632340835,0.03800824732645981,0.038420831932303647,0.036345653929152295,0.03873746293919787,0.03501091088200258,0.032066811795864895,0.031301970244411316,0.036080476746067514,0.03830317387272415,0.032479611481050996,0.031433677210345394,0.03966658232461633,0.03987407889046027,0.034823640686096564,0.036985694589359616,0.038131916814494536,0.03878944991714383,0.03644733909236994,0.040014706581615836,0.04135834497338838,0.037866744392705015,0.03831756903130923,0.03885451856601299,0.041263592497435185,0.03983202782970652,0.037254292149051516,0.03501124829062436,0.03805528581267198,0.024828742806237755,0.03436607658383547,0.03207707983735594,0.027430016432457294,0.02546826466696145,0.026557635880943984,0.02240572137474355,0.02305839258298542,0.020229315368047795,0.02570711685983643,0.02996929978856693,0.03788465807715889,0.03569659079715951,0.03330157823310569,7.113466094880437e-05
Brazil,0.07540802594744625,0.05783784549916026,0.056996607271022424,0.06999518607110689,0.05193292539109935,0.050230950643131315,0.06982119827382861,0.07651470406121243,0.07097326081640559,0.07120847628234732,0.0852191566447252,0.07809986171221214,0.06327506883902821,0.06623113610607365,0.07136444212753215,0.07418106510252213,0.0818763791619506,0.07677624256828805,0.07787197104626688,0.08291741795291478,0.06789262530036544,0.05945934749975809,0.06530206674220795,0.07769946407174254,0.07993835281804514,0.07284573701927359,0.0780903636588638,0.07197975545465393,0.08519639208113863,0.07496619143429485,0.08053847882868258,0.06719916558124991,0.05094061542632672,0.05301143429639464,0.06095147805931338,0.07440423860577816,0.08453614747106197,0.08637850422141141,0.089036972324161,0.08115220829391367,0.07829908009142372,0.08576881495965973,0.10036916239253288,0.11670296756878216
Canada,0.015390185701094454,0.015852694962979103,0.017799598590760225,0.018034103421258562,0.01845609763523165,0.018376267414231994,0.016781973304465885,0.012264074951642289,0.01076267344149637,0.01078985417504665,0.010454189477692503,0.009822018430635576,0.011085837218277784,0.010502995928599023,0.01050725393783759,0.009930390774787367,0.011902663143857855,0.012701038206819424,0.011787638922244935,0.012868932646901015,0.01362904429708782,0.014455364482942325,0.012126922553732603,0.011821983689353213,0.010216550372670986,0.011996828789054618,0.016859219349054738,0.015401152146972477,0.014750623938266772,0.010573752426942688,0.0112388206469158,0.01403985418808294,0.0180130317938738,0.02060885409605196,0.02353058104047943,0.03022849998288217,0.03463051270306329,0.0416540698978665,0.03857993401642158,0.03559904956998544,0.029440090223089674,0.03305513970199392,0.028512296698192625,1.3160360398002256e-05
China (mainland),0.07249785980626978,0.07762562455016661,0.08839067972044494,0.07403756488521257,0.08788596477525794,0.12936011817151966,0.15479793835666678,0.19171063122502097,0.1708724637260294,0.15187548621159427,0.21172660944166974,0.21841627952963777,0.21988448628838037,0.20430168513082303,0.19409961302863682,0.17917669393949698,0.14579911041879542,0.13305315718579702,0.14350037220535347,0.1010215364778788,0.08543100084906259,0.12911424484207148,0.10983217267114656,0.10655181211809794,0.10208126010481158,0.10895336347799052,0.10101673211565658,0.08348281174315639,0.08169375399238854,0.1064785336071689,0.06684542582874688,0.08853137287737578,0.12519316885863713,0.12952551578717036,0.08571779130142054,0.06848618376855685,0.05896960138333788,0.11795684274804999,0.1254782820343819,0.10999260220538379,0.11771369648127217,0.1491885872363296,0.16588690209185222,0.2931096966887458
France,0.03531494351978918,0.033238913301683534,0.03761053442404185,0.03265418701944222,0.03717266053875481,0.03391709560205339,0.03808832673227324,0.03557870637522887,0.034717830949852015,0.03593204330949133,0.030910277548299,0.030259020715830476,0.03570301112132116,0.032653944502287854,0.028342611066297853,0.03251485399909839,0.03465329611705846,0.03591849086913709,0.033977871938183246,0.033299064801644636,0.03589231109170707,0.034916918444871055,0.03632726689015816,0.03387720344565621,0.0336943086667258,0.03835780484176685,0.03781521258906125,0.03422043555192942,0.028318977831727186,0.01969853859275957,0.02473676808519757,0.030851444086349506,0.03544662188504372,0.0289981713430415,0.02772230335496975,0.03179846409756707,0.029240389590790176,0.029173069381561768,0.025528649409402214,0.0261090344846495,0.028131237201767745,0.019820168831904506,0.024827165702036528,
Germany,0.05387541094754784,0.0619180625024391,0.05363049230383296,0.05249938983769191,0.05443225101495896,0.0525459492108032,0.052059612047877055,0.05153981475287591,0.05706706924187338,0.05949525801285933,0.05123119787022165,0.05105422236924131,0.058722633328568356,0.05920599019459711,0.05189332361786216,0.052589773774038055,0.058761418267869216,0.0578558714600681,0.053212500523092426,0.0561569535582397,0.055835553306965824,0.05517131543591466,0.05388961918829137,0.05473992765937881,0.055357247439608674,0.05835232746464509,0.05731795914945207,0.04913583099099602,0.057844013283697523,0.04507285345576122,0.05140730389096581,0.055595402379803996,0.05305882650023877,0.04710725110078216,0.038040958084626875,0.04858975953737052,0.050696553019313424,0.0473424149002312,0.05069015799536937,0.05881740680886425,0.06527537858416019,0.05183508685953245,0.05384523251397668,
India,0.03533542802941348,0.037073360843549986,0.04404764565339155,0.053004914862546305,0.04698339609639082,0.03617140637024892,0.03944525732863621,0.03554117170929341,0.030323376591954287,0.03292642713713535,0.029744646813799968,0.018338329890710235,0.028702738328442192,0.026505190991105855,0.03725583521439021,0.04167255212898431,0.044085068760898155,0.04674400319414573,0.047477466607632635,0.05440070909366529,0.04455107487231944,0.03621260773966804,0.039412599290253675,0.037655983463526936,0.032665940952986756,0.03596088780746512,0.042719495101877315,0.059462677229452546,0.04542050210214493,0.08873588500726348,0.09160948035342167,0.05741371732631299,0.049157603066618524,0.06409586608620753,0.08611045419789279,0.08025737920770715,0.06321984127313712,0.07130703000322881,0.08417117588525148,0.053208456042574986,0.049752274269115986,0.06427941611745118,0.04075819263987926,0.003359384982394067
Indonesia,0.0006966903224355255,0.001312893202319483,0.0004104674676524213,0.0010153551697762314,0.0011933581116739408,0.003891861999110388,0.006384939459193166,0.005818752337968104,0.008478894515881786,0.008550391901268896,0.005713484334222797,0.005269302453091306,0.00956832098307043,0.0125094902814025,0.009866493256455444,0.00978462161813699,0.009617251929598922,0.008174192387468485,0.009025848989961716,0.006118492709805933,0.006617968047000909,0.0037973987944481162,0.006623219029394193,0.005730366811276896,0.013899682873105092,0.006139902820179595,0.003966094695193408,0.009787880572584454,0.00563995339134212,0.025131542829602286,0.02154229577305451,0.022745447178322574,0.022218093941112786,0.0378486652686246,0.022953470298051944,0.004889204739026495,0.01677052482152213,0.012771456489837615,0.02246153638182525,0.024803765841718124,0.01970722385369378,0.021357156961125674,0.030235336298799605,0.00567587543450983
Iran,0.002385799330861338,0.005578855781103818,0.0061422008553261255,0.005199947087875363,0.007950454237718313,0.009308749742867977,0.012239628614562535,0.007736895678203241,0.00756985199905501,0.01404683606911458,0.013111517087429575,0.009423960268926125,0.022163685884331923,0.025349256140842318,0.01848421293825928,0.021396409538894053,0.020649865117439457,0.04083689503516928,0.04174913919289212,0.029296506288922795,0.04396396616122293,0.030623927587143687,0.03455807430271363,0.01496315769711421,0.012985153045551426,0.010690260910879292,0.011573372878123885,0.009037306819521558,0.012904952734651661,0.009231592772447202,0.016100109686513046,0.01379269200775849,0.02844108229233492,0.015872829754313974,0.020163902914600712,0.009234754186083924,0.02345385955222306,0.02645515381235198,0.026109364009952944,0.0408969023957136,0.03323451886052448,0.026658978528305385,0.03946290305101991,0.12454463848330836
