Country,Nominal Value (SUM)_exporter,Tons (SUM)_exporter,Price_exporter,Nominal Value (SUM)_importer,Tons (SUM)_importer,Price_importer,Throughput,Ton (SUM)_difference,Ton (SUM)_difference_ratio,Ton (SUM)_exporter_ratio,Nominal Value (SUM)_difference,Nominal Value (SUM)_difference_ratio,Nominal Value (SUM)_exporter_ratio,Price_difference,Price_difference_ratio,Price_exporter_ratio
Liechtenstein,1124101.0655651095,1205.39246861721,932.5602198714952,36056316.22804452,47102.09580941711,765.4928216768602,37180417.29360963,-45896.7033407999,-0.9500950054915064,0.02559105806022789,-34932215.16247941,-0.9395326277976813,0.031176259339848654,167.06739819463496,0.09838762047285399,1.2182481578712434
Lithuania,110468092.08206367,187951.4815140453,587.7479187298057,542802788.1506048,555503.9141241681,977.1358479200126,653270880.2326685,-367552.43261012284,-0.49438397349258645,0.33834411735942105,-432334696.06854117,-0.6618000421426424,0.20351423112331812,-389.3879291902068,-0.24882865902802992,0.6015007227305391
Luxembourg,2548255689.945511,2926031.5952878064,870.8913786335457,3406333440.46406,4927975.125574407,691.2237488347744,5954589130.409571,-2001943.5302866008,-0.25489455273433065,0.5937594084237077,-858077750.518549,-0.14410360341008588,0.7480934366772828,179.66762979877137,0.11501561353544669,1.2599268762128686
Macao,24423.49046325684,26.273,929.6041739906686,4628666.750514984,5912.175889000826,782.9041012000814,4653090.240978241,-5885.902889000826,-0.9911515614629056,0.0044438799679283915,-4604243.260051727,-0.9895022493876576,0.0052765713713434845,146.70007279058723,0.08566386213476652,1.1873793642998123
Macedonia,398489409.4602903,377440.86711646273,1055.7664635115752,707946186.9430405,1392072.0437459978,508.555710261943,1106435596.4033308,-1014631.1766295352,-0.573395746592775,0.27113601541827376,-309456777.4827502,-0.2796880166262686,0.562880931926471,547.2107532496323,0.3498069402990238,2.0760094562064384
Malawi,76945.7954287529,105.17955297673244,731.5661005497395,37341372.30099535,40805.60055929643,915.1040981919368,37418318.0964241,-40700.421006319695,-0.9948581008385523,0.0025775763996878655,-37264426.5055666,-0.9958872659519079,0.0020606043829487723,-183.5379976421973,-0.1114600833745884,0.79943484243505
Malaysia,14376885898.71695,21601660.29341193,665.5454119469516,13985436443.688118,17907021.471120574,781.0029415692071,28362322342.405067,3694638.8222913556,0.09351460634174041,1.2063234708379535,391449455.0288315,0.013801741983715053,1.0279897918527598,-115.45752962225549,-0.07981587987820123,0.8521676123392367
Mali,456512.0316162109,1079.962817989546,422.71087857084905,88553664.92422487,125044.843792277,708.1752612792989,89010176.95584108,-123964.88097428744,-0.9828746961519361,0.008636604159253198,-88097152.89260866,-0.9897424755858492,0.005155202012326051,-285.4643827084498,-0.25242539690713367,0.5969015040249127
Malta,18070686.629476484,19644.061051926103,919.9058474573744,12217425.519991998,12331.136447617308,990.7785524790554,30288112.14946848,7312.924604308795,0.22870615902882915,1.5930454695213303,5853261.109484486,0.1932527547639579,1.4790912046000604,-70.87270502168099,-0.03709283700858131,0.9284676632892906
Mauritania,664479.5563278198,876.6360000000001,757.9879862654736,84043794.60330077,116376.16229285437,722.1736217062139,84708274.15962858,-115499.52629285437,-0.9850470775493053,0.007532779761150678,-83379315.04697295,-0.9843113423589379,0.007906348820448461,35.81436455925973,0.0241962528729125,1.049592457385309
Mauritius,1045207.9021835328,1511.2086750366666,691.6370448695133,90396395.25328064,160502.72982290966,563.2078367328663,91441603.15546416,-158991.521147873,-0.9813447078807256,0.009415470233459925,-89351187.3510971,-0.9771393355734036,0.011562495376668246,128.42920813664693,0.10234668046989895,1.228031642602235
Mexico,13539792999.489788,19237439.62572288,703.8251068185486,52557883586.80927,69936937.06116624,751.5039376237281,66097676586.29906,-50699497.43544336,-0.5685433340729754,0.27506837494038355,-39018090587.31949,-0.5903095630960088,0.25761678506567454,-47.67883080517947,-0.03276154694174426,0.9365554477918758
Moldova,565816.7511410713,758.899360430784,745.5754750140906,163139459.6104641,272283.6471877101,599.1526163816849,163705276.36160517,-271524.7478272793,-0.9944411640601443,0.002787164665484318,-162573642.85932302,-0.9930873730680342,0.003468301001438273,146.42285863240568,0.10888659169782379,1.244383241646613
Mongolia,766410.0,1655.6816322057412,462.8969634572615,38126221.3407414,47735.19420111373,798.702550158513,38892631.3407414,-46079.51256890799,-0.9329559719575248,0.034684715541957754,-37359811.3407414,-0.960588421324059,0.020101913408896357,-335.80558670125146,-0.26617447381445525,0.5795611437141318
Montenegro,6056605.412387848,6520.964671117722,928.7897907518826,14811380.71090734,15423.501667553575,960.3124523963352,20867986.123295188,-8902.536996435854,-0.40568482546087237,0.4227940458447174,-8754775.298519492,-0.4195313935323366,0.4089156528079564,-31.52266164445257,-0.016686583142222926,0.967174577851415
Morocco,136398069.62335443,173355.29201418167,786.8122630614364,4960582638.335447,9354664.376488416,530.2790606580336,5096980707.958801,-9181309.084474234,-0.9636114747774391,0.01853142828404244,-4824184568.712093,-0.9464788754603791,0.027496380882614146,256.5332024034028,0.19477252471677686,1.483770190897347
Mozambique,2897961.280765533,3343.5461162490847,866.7328578726394,310134180.1711422,393823.1995701315,787.4959639494624,313032141.4519077,-390479.6534538824,-0.9831630107376144,0.008489967375966308,-307236218.8903767,-0.9814845768404217,0.009344217651747843,79.23689392317704,0.047899597007322776,1.1006187936834455
Myanmar,88331999.89414763,107669.43292648182,820.3999732631818,605449035.1433009,806487.4928829357,750.723403011513,693781035.0374485,-698818.0599564539,-0.7644399339180227,0.13350415707204327,-517117035.24915326,-0.7453605808369216,0.14589502132618107,69.67657025166875,0.04434824871416496,1.092812572476311
Namibia,1040532.8547806815,1125.6073811501226,924.4190045355658,188429361.63074657,194605.4807645825,968.2633854423284,189469894.48552725,-193479.87338343236,-0.9884984302512838,0.0057840476883165935,-187388828.7759659,-0.9890163779569724,0.005522137557413954,-43.84438090676258,-0.023165207822995946,0.9547185388129353
Nepal,153784916.45226294,171350.46092644116,897.4876146862604,5783406532.16074,12012548.283439804,481.44709979094097,5937191448.613003,-11841197.822513362,-0.9718726387141599,0.014264289048699232,-5629621615.708477,-0.9481960729131654,0.026590715281224978,416.0405148953194,0.3017115390071631,1.8641458533574653
Netherlands,28872909542.07013,34210143.1481234,843.9868087384474,19576800096.55731,23396425.833564617,836.7431947008052,48449709638.62744,10813717.314558782,0.18771673970022842,1.4621952682638122,9296109445.512821,0.1918713138809262,1.4748533672337798,7.243614037642146,0.004309802301868621,1.0086569141924508
Netherlands Antilles,730226.584634304,938.3123984737396,778.2339717796458,1053729.015472412,971.1397483390234,1085.04364822328,1783955.6001067162,-32.82734986528385,-0.01719202542995325,0.9661970896347002,-323502.43083810806,-0.18133995645337594,0.6929927656086474,-306.8096764436341,-0.1646612792156825,0.7172374798506733
New Caledonia,4.61396503448486,0.012,384.4970862070716,42204836.82270622,41928.98864061408,1006.57893717534,42204841.43667126,-41928.97664061408,-0.9999994276038151,2.861981743193377e-07,-42204832.20874119,-0.9999997813537558,1.093231340726934e-07,-622.0818509682683,-0.44719471870104677,0.38198403722419094
New Zealand,292906784.9227119,472456.6529839232,619.9654149704163,434857083.18887854,369715.16461617645,1176.194878671882,727763868.1115904,102741.48836774676,0.12199587568784326,1.27789362785378,-141950298.26616663,-0.1950499392536494,0.6735702285789581,-556.2294637014656,-0.3096769623904389,0.5270941288831826
Nicaragua,657158.1378479005,662.626653476019,991.7472145144908,225381866.26347265,234551.3050027336,960.9064688889534,226039024.40132052,-233888.6783492576,-0.9943657533479394,0.002825081930233969,-224724708.12562475,-0.9941854452823938,0.0029157542651620386,30.84074562553735,0.01579427314104282,1.0320954709163286
Niger,2360027.846923828,5465.967116571426,431.7676628110005,9250626.033773422,13161.780554819958,702.8400143311737,11610653.88069725,-7695.813438248531,-0.41313708849877817,0.41529085626410495,-6890598.186849594,-0.5934720178253902,0.25512087920401527,-271.07235152017324,-0.2389128480101109,0.6143185561537399
Nigeria,17324622.351454735,33957.999562221536,510.17794259967167,3047289512.748087,4353974.755921199,699.8868122981003,3064614135.0995417,-4320016.756358977,-0.984522096643443,0.007799310162751924,-3029964890.396632,-0.9886937659439516,0.005685256448059363,-189.7088696984286,-0.15677579975003525,0.7289435000560825
Norway,7645786608.97175,6952139.485126342,1099.7746269805752,749719670.8594025,815669.6380944368,919.146227645415,8395506279.831153,6136469.847031904,0.7899872087082812,8.523229455209211,6896066938.112348,0.8213997712894378,10.198193946555246,180.62839933516022,0.089467796085856,1.1965175876289864
Oman,10091999744.029812,18964542.340380017,532.1509774871575,3539854980.886858,7223471.856091901,490.0489752585564,13631854724.91667,11741070.484288115,0.4483375637496747,2.625405444666654,6552144763.142954,0.48064954442089,2.850964177493342,42.10200222860112,0.041187638598017585,1.0859138664791361
"Other Africa, nes.",15356.17006874085,34.02,451.3865393515829,2641.0,6.055,436.168455821635,17997.170068740852,27.965000000000003,0.6978165938864629,5.61849710982659,12715.17006874085,0.7065094134341561,5.814528613684533,15.218083529947876,0.017146073891430094,1.0348903808306833
"Other Europe, nes.",70215598.84230804,110658.44673907252,634.525433091187,7827539.493635178,6882.440608839976,1137.3203109927738,78043138.33594322,103776.00613023255,0.8828928253966903,16.078372924415806,62388059.34867287,0.799404799434362,8.970328274856051,-502.7948779015868,-0.28376899037649034,0.5579126891150883
Pakistan,623348302.6259828,1246880.6258047957,499.9262076300562,6556749045.212984,12143138.62057919,539.9550519913481,7180097347.838966,-10896257.994774396,-0.8137596962541307,0.1026819066111693,-5933400742.587002,-0.8263677294532518,0.09506972103516498,-40.02884436129193,-0.03849366837889306,0.9258663397746424
Panama,19987876.03090477,32143.090209493294,621.8405231305811,60328932.992385626,72866.32597116737,827.9398225218231,80316809.0232904,-40723.23576167408,-0.3878055629945877,0.44112406905505375,-40341056.961480856,-0.5022741497334972,0.33131492700902776,-206.09929939124197,-0.14215898291716517,0.7510697108837164
Papua New Guinea,178084.2303466797,199.6601318075164,891.9368565696578,77642673.70861483,82383.17149583912,942.4579352657754,77820757.9389615,-82183.51136403161,-0.9951646092081766,0.0024235548132254233,-77464589.47826815,-0.9954232203575719,0.0022936385603490672,-50.52107869611757,-0.027541006396757096,0.9463943410038025
Paraguay,38165865.30957031,42320.45803385925,901.8301569192616,322874645.4866161,426316.7143045757,757.3586365556923,361040510.7961864,-383996.25627071643,-0.8193892395573915,0.09926999485087985,-284708780.17704576,-0.7885784881845815,0.11820644898285262,144.4715203635693,0.08707358736493911,1.1907570778100522
Peru,36851469.29283602,68836.92276893489,535.3445187626335,4710255684.692852,7113891.071406039,662.1208614826153,4747107153.985688,-7045054.148637105,-0.9808326522110374,0.009676409447091727,-4673404215.400016,-0.9844741363118819,0.007823666433351811,-126.77634271998181,-0.10587057029909056,0.8085299073101165
Philippines,48120892.345314026,64865.399116099565,741.8576467738166,14615563751.13028,25147440.13628168,581.1948918825959,14663684643.475594,-25082574.73716558,-0.9948544650924503,0.002579403659560341,-14567442858.784966,-0.9934367256913528,0.003292441753510373,160.66275489122063,0.12143338998039867,1.2764352494062787
Poland,8531237834.725442,11051151.692732312,771.9772628165019,25450222254.4314,29851304.099404823,852.5665133316176,33981460089.15684,-18800152.40667251,-0.4596338298661899,0.37020666353242004,-16918984419.70596,-0.4978886832795229,0.33521270460575175,-80.58925051511562,-0.049607312341066655,0.9054745298402668
Portugal,1872040237.2600727,3038911.4638033323,616.0232897726911,5320579558.853287,6591251.63690889,807.21839370534,7192619796.113359,-3552340.1731055574,-0.3688764287743824,0.46105226005731675,-3448539321.593214,-0.47945524987386157,0.3518489323489305,-191.19510393264886,-0.13433776297600977,0.7631432764372301
Qatar,2389138571.9729977,4701796.867311125,508.1330902624264,1237104700.657322,2270880.7751090424,544.7686704723277,3626243272.63032,2430916.0922020823,0.3486345155859419,2.0704727957747386,1152033871.3156757,0.31769348736496666,1.9312339292733713,-36.63558020990132,-0.03479487030616764,0.932750207206047
Romania,3098565224.350829,3983795.534419735,777.7922329545848,5306063478.742906,6865588.884976236,772.8489962971722,8404628703.093735,-2881793.350556501,-0.26561814377270837,0.5802554742445118,-2207498254.3920765,-0.26265268013321025,0.583966859191238,4.943236657412626,0.0031878661318697973,1.0063961222452205
Russia,118138841675.87964,251523417.80480725,469.6932107035869,6601313637.609305,8312270.989332922,794.1648733638165,124740155313.48894,243211146.81547433,0.9360190201129879,30.259289925410933,111537528038.27034,0.8941589639515952,17.89626249581805,-324.4716626602296,-0.25673108931344624,0.591430352130942
Réunion,2690949.111328125,2391.799902182305,1125.0728411155435,14683327.538036346,18555.097871049227,791.3365717647953,17374276.64936447,-16163.297968866922,-0.7716320642726547,0.12890257538949088,-11992378.426708221,-0.6902375660713844,0.18326561907424394,333.7362693507482,0.17414664481800207,1.4217374518739454
Saudi Arabia,1351689210.712078,2307398.4623407223,585.8065838099188,12584401527.03461,21105114.62423585,596.2725979504247,13936090737.746689,-18797716.161895126,-0.8028918592542159,0.1093288761242284,-11232712316.322533,-0.8060160146559678,0.10740989214372201,-10.466014140505877,-0.008853902768949849,0.982447601690098
Senegal,166780885.69485858,225916.61989067867,738.2408862861176,319303606.19341475,480418.4706217366,664.6364070477681,486084491.88827336,-254501.85073105793,-0.36031319150012486,0.4702496546361077,-152522720.49855617,-0.3137782073771931,0.5223269717593882,73.60447923834954,0.05246679776492157,1.1107439773955379
Serbia,2798319921.5299377,3873873.6434411616,722.3570459681257,823856481.4214922,910881.3100073437,904.4608472808058,3622176402.95143,2962992.333433818,0.6192568610641821,4.252885201267254,1974463440.1084456,0.545104164032323,3.3966109202681536,-182.10380131268005,-0.11193865156535687,0.7986603821932574
Seychelles,353319.2265319825,377.3329646221099,936.3592891647392,2353778.055774987,4813.162975174496,489.0293696505578,2707097.2823069696,-4435.830010552386,-0.8546061998704131,0.07839604986748451,-2000458.8292430048,-0.7389682086113387,0.15010728206302834,447.32991951418137,0.31383013801020204,1.9147301722058672
Sierra Leone,2840241.536046028,4342.326728254175,654.0828716470036,88553527.33355832,98167.33699775736,902.0671237682787,91393768.86960436,-93825.01026950318,-0.9152796610500962,0.04423392608025392,-85713285.7975123,-0.9378460573149504,0.03207372559364654,-247.98425212127518,-0.15935755091211296,0.7250933488348957
Singapore,634285908.1226939,719744.3820092916,881.2655214507886,3376929017.681312,3674381.2220852096,919.0469941942788,4011214925.804006,-2954636.840075918,-0.6724060953839713,0.19588179301679454,-2742643109.558618,-0.6837437435514339,0.18782920955744908,-37.78147274349021,-0.02098606348351291,0.958890597562301
Slovakia,16890024574.056343,19608502.27134001,861.3622978611161,5539329183.815034,5815015.346823553,952.5906387918455,22429353757.871376,13793486.924516456,0.5425483259901787,3.372046521261743,11350695390.24131,0.506064308083682,3.0491101022495806,-91.22834093072947,-0.05029256221997722,0.9042313274814113
Slovenia,2144895287.277636,2042145.828895544,1050.314456944371,4199631618.583604,4851718.366958234,865.5967434516498,6344526905.86124,-2809572.5380626908,-0.40754683559801924,0.4209118655367993,-2054736331.3059678,-0.32385966074282835,0.5107341505350981,184.71771349272115,0.09641246079387177,1.2133992703763437
Solomon Islands,12276.3251953125,26.959999809265145,455.35331165297663,4113144.673194885,4312.599608074185,953.750648563369,4125420.998390197,-4285.63960826492,-0.9875747761315279,0.006251449765656376,-4100868.3479995723,-0.9940484497460488,0.0029846567944270402,-498.3973369103924,-0.3536980598889747,0.47743434024278103
Somalia,109825.24609375,124.373,883.0312535176445,235522341.90183225,289701.9035331136,812.9816857586214,235632167.147926,-289577.5305331136,-0.9991417410354384,0.0004293137134522966,-235412516.6557385,-0.9990678246741685,0.000466305001924302,70.04956775902303,0.041302496069938625,1.08616377095095
South Africa,12257902367.30416,16690590.773393253,734.4199216030557,2992357290.453191,3678157.710439392,813.5478481415427,15250259657.75735,13012433.062953861,0.6388430331535716,4.5377583255937655,9265545076.850967,0.6075663814771745,4.096403329379062,-79.12792653848692,-0.05111729590567791,0.9027372185677269
South Korea,86616233901.05627,107444711.18540026,806.14702152809,42472793396.88966,60549392.86102453,701.4569657927864,129089027297.94594,46895318.324375734,0.2791485962591658,1.774496920753802,44143440504.16661,0.3419612141183825,2.0393345239072334,104.69005573530364,0.06944134972828349,1.1492465836688683
Spain,10068061157.003126,10467078.359705975,961.8788367689206,29131592752.95228,40559750.334810935,718.2389564156096,39199653909.95541,-30092671.975104958,-0.5897421561363575,0.25806565063400966,-19063531595.94915,-0.4863188751548556,0.34560627159607676,243.639880353311,0.14501357068036935,1.3392184149537116
Sri Lanka,2989663.5778913503,5036.101667023462,593.6463907128311,2438911130.568651,4968606.899378418,490.8641758062533,2441900794.1465425,-4963570.797711395,-0.9979748841378584,0.0010135842438357295,-2435921466.99076,-0.9975513636057142,0.0012258189896383338,102.78221490657785,0.09477290316909896,1.2093903364158858
Sudan,64004.76171875,106.0,603.8185067806604,1123117268.433293,2041142.408730516,550.239544105016,1123181273.195012,-2041036.408730516,-0.999896141988847,5.1931702338165844e-05,-1123053263.6715744,-0.9998860295069972,5.6988494004757196e-05,53.57896267564445,0.04642657501893039,1.0973738860641005
Swaziland,12817019.900778532,21108.29218558748,607.2030739431331,73996791.467937,61765.31320458309,1198.031510385773,86813811.36871552,-40657.02101899561,-0.4905907113318113,0.34174994168120254,-61179771.56715846,-0.7047239442963263,0.17321048178598636,-590.8284364426398,-0.32728623834906184,0.5068339761344093
Sweden,8422670348.274239,7447565.193708578,1130.929388223334,5389210372.301744,5593644.901986075,963.4523582982996,13811880720.575983,1853920.2917225035,0.1421586093712688,1.3314333183831981,3033459975.972494,0.21962685874150764,1.5628765192695375,167.47702992503434,0.07996490143364818,1.1738301105213351
Switzerland,1408296397.2502818,1661782.5644672574,847.4612908829986,6103397995.57134,5747996.137553814,1061.830566603125,7511694392.821621,-4086213.5730865565,-0.551462295624566,0.2891064163405067,-4695101598.321058,-0.6250389529701614,0.23073972863512254,-214.36927572012632,-0.11227685012095347,0.7981134820728418
Taiwan,28330903076.239098,36009278.08063352,786.7667608553363,41140432943.57359,69094127.1780571,595.4259012137715,69471336019.81268,-33084849.097423583,-0.31478379807002416,0.5211626450948111,-12809529867.334496,-0.18438582876369786,0.6886389143035154,191.34085964156486,0.13843284289697527,1.321351253365898
Tanzania,7987267.5365727395,8279.022119158257,964.7597773763188,1418952346.4156196,2269442.161685509,625.2427888982935,1426939613.9521923,-2261163.1395663507,-0.9927304341040292,0.003648042791718229,-1410965078.879047,-0.9888050377766857,0.005628989272789307,339.51698847802527,0.21353235251281139,1.5430162402612748
Thailand,2226446602.5277267,3075984.626781229,723.8159069922025,50471604095.34838,76276484.82920644,661.6928429300493,52698050697.87611,-73200500.20242521,-0.9224728695182625,0.040326774807055966,-48245157492.820656,-0.9155017472926201,0.044112855979802766,62.12306406215316,0.04483772770517632,1.0938850476107091
Togo,116496.79819107056,188.01,619.6308610769138,313978496.58529145,430756.0832376103,728.9008996121295,314094993.3834825,-430568.0732376103,-0.999127450623177,0.00043646510709006373,-313861999.7871004,-0.9992582065894388,0.00037103432068770514,-109.27003853521569,-0.08102889506983749,0.8500893076228035
Tokelau,390005.0480957031,674.408999991417,578.2915828535305,153468.16625976562,249.68100130558025,614.6569641153377,543473.2143554688,424.7279986858367,0.4596175676500276,2.7010825672155145,236536.8818359375,0.43523190396137196,2.541276523989782,-36.365381261807215,-0.030483612519757924,0.9408362983177989
Tunisia,250415459.99090672,281531.0711859977,889.477168313923,2485710272.5163093,4931797.557658953,504.0170938598374,2736125732.507216,-4650266.486472955,-0.8919956552793132,0.05708487988295207,-2235294812.5254025,-0.8169561749185835,0.10074201436895888,385.4600744540856,0.2766140377591458,1.7647757965948643
Turkey,12229341387.84479,17569796.510663092,696.0434277325189,57540619868.62232,100549185.6202316,572.263410326861,69769961256.46712,-82979389.1095685,-0.7025068080726778,0.17473832733984726,-45311278480.777534,-0.6494382061388566,0.21253405708466508,123.78001740565787,0.09759469372179061,1.2162990244911136
Turkmenistan,136185.8984375,163.5250009155273,832.8139286044099,163975231.91294885,274960.903157767,596.3583550598943,164111417.81138635,-274797.3781568515,-0.998811265128219,0.0005947209186380216,-163839046.01451135,-0.9983403239061158,0.0008305272500532176,236.45557354451557,0.16544931373722066,1.3964991377051597
Uganda,18247623.45727539,31515.479804260256,579.0050975142914,161600393.6308586,250376.880391288,645.4285770248041,179848017.088134,-218861.40058702775,-0.776400610627418,0.1258721642150345,-143352770.1735832,-0.7970772905621395,0.11291818693807248,-66.42347951051272,-0.054248327934558,0.8970862433505791
Ukraine,56015775438.24426,114322400.65912314,489.9807484385091,2345126047.08861,2804589.328890389,836.1744883399522,58360901485.33287,111517811.33023275,0.9521102808297661,40.76261700116851,53670649391.155655,0.9196336592683381,23.886040372024283,-346.19373990144305,-0.26105069022117494,0.5859790692864385
United Arab Emirates,6339154327.750967,12172791.617565868,520.7642196555219,11985357512.251287,18655159.369169887,642.4687816957851,18324511840.00225,-6482367.751604019,-0.2102756603704595,0.6525160882668745,-5646203184.50032,-0.3081229794168217,0.5289082383459284,-121.70456204026323,-0.10462612554740212,0.8105673528307069
United Kingdom,11604294053.246311,17073172.961715903,679.6799914853112,11520807745.771383,13612332.465492263,846.3507466466185,23125101799.017693,3460840.4962236397,0.11278421026609482,1.2542430186007425,83486307.4749279,0.0036102028090736547,1.0072465671953923,-166.67075516130728,-0.10921847836783095,0.8030712965969672
United States,34745455876.0,35514368.642055325,978.349248615255,109687330878.0,174297595.43377647,629.3106373901479,144432786754.0,-138783226.79172114,-0.6614647901659272,0.2037570773920908,-74941875002.0,-0.5188702419045759,0.31676817730796747,349.03861122510705,0.2171097346294887,1.554636439442095
Uruguay,17409336.03515625,37202.230203125,467.9648488840828,241239705.41844177,364082.1448189305,662.5969135026324,258649041.453598,-326879.9146158055,-0.8145842075157784,0.10218086970902361,-223830369.38328552,-0.8653825590281222,0.07216613038454397,-194.63206461854963,-0.17215518080822428,0.7062587213247313
Uzbekistan,60656878.28821588,89416.8247970569,678.3609060809813,3191364857.8700657,6372960.516739592,500.7664568903949,3252021736.158282,-6283543.691942535,-0.9723269564522845,0.014030657268657076,-3130707979.5818496,-0.9626958961474397,0.019006563332498002,177.59444919058637,0.15061515385670646,1.3546452577782326
Vanuatu,46651.453125,36.8899993896484,1264.6097559462344,2470548.037197113,2592.603369656345,952.9217103210776,2517199.490322113,-2555.7133702666965,-0.9719413634398839,0.01422894061675861,-2423896.584072113,-0.9629338450890674,0.018883038266249225,311.68804562515675,0.14055631244313735,1.3270867294230673
Venezuela,1948382659.915436,5264370.964701175,370.1074018111171,603409278.5291748,640117.6431581085,942.6537215130832,2551791938.4446106,4624253.321543066,0.7831759240568038,8.224067905281718,1344973381.3862612,0.5270701584730535,3.228957076471657,-572.546319701966,-0.4361389970569456,0.39262286178327077
Vietnam,13995267143.39912,21466886.08569989,651.9467745590747,29334769277.22248,45579017.054213,643.6024989817322,43330036420.6216,-24112130.968513113,-0.35963615730845444,0.4709817690927067,-15339502133.82336,-0.354015445196418,0.47708802517379956,8.3442755773425,0.006440724214631481,1.012964952110261
Yemen,10370490.733909609,13155.95725,788.2733682423304,422774093.16598725,578361.5757268027,730.9857897020645,433144583.89989686,-565205.6184768027,-0.9555179465812523,0.022746942055179686,-412403602.43207765,-0.9521153392221277,0.024529626818543027,57.28757854026594,0.037707574932625595,1.0783703039748764
Zambia,390681675.2369068,362123.91395746026,1078.8618486068867,270737302.60044974,353322.82256249344,766.2604431746366,661418977.8373566,8801.091394966817,0.01230153265884854,1.0249094902252178,119944372.63645709,0.18134401439257083,1.4430286166124262,312.6014054322501,0.16942042639917576,1.4079571224336396
Zimbabwe,2298474.088559568,4448.212240525824,516.7186195881393,206839915.5725779,216470.9331273131,955.5089571814664,209138389.66113743,-212022.72088678728,-0.9597299524844769,0.020548773806549337,-204541441.48401833,-0.9780195870085474,0.011112333333713136,-438.7903375933271,-0.2980451830389773,0.5407784152147997
