Import_country,Nominal Value (SUM),Tons (SUM),Price
Swaziland,73996791.467937,61765.31320458309,1198.0315103857727
Sweden,5389210372.301744,5593644.901986075,963.4523582982996
Switzerland,6103397995.57134,5747996.137553814,1061.830566603125
Syria,371991374.08970463,675274.321870437,550.8744550797203
Taiwan,41140432943.57359,69094127.1780571,595.4259012137715
Tajikistan,129419774.80436516,173461.44766885368,746.101087841915
Tanzania,1418952346.4156196,2269442.161685509,625.2427888982935
Thailand,50471604095.34838,76276484.82920644,661.6928429300493
Togo,313978496.58529145,430756.0832376103,728.9008996121295
Tokelau,153468.16625976562,249.68100130558025,614.6569641153377
Tonga,805139.1999468803,798.720194546209,1008.036613377878
Trinidad and Tobago,121561813.35661316,145849.0817805824,833.4767135489589
Tunisia,2485710272.5163093,4931797.557658953,504.0170938598374
Turkey,57540619868.622314,100549185.6202316,572.263410326861
Turkmenistan,163975231.91294885,274960.903157767,596.3583550598943
Turks & Caicos Islands,454726.0174484253,557.6484227174617,815.4349567286715
Tuvalu,710142.6665649414,1914.479,370.9325965784641
US Miscellaneous Pacific Islands,339210.1363387107,398.60952762972,850.9835135045064
Uganda,161600393.6308586,250376.880391288,645.4285770248041
Ukraine,2345126047.0886106,2804589.328890389,836.1744883399522
United Arab Emirates,11985357512.251287,18655159.369169887,642.4687816957851
United Kingdom,11520807745.771383,13612332.465492263,846.3507466466185
United States,109687330878.0,174297595.43377647,629.3106373901479
Uruguay,241239705.41844177,364082.1448189305,662.5969135026324
Uzbekistan,3191364857.8700657,6372960.516739592,500.7664568903949
Vanuatu,2470548.037197113,2592.603369656345,952.9217103210775
Venezuela,603409278.5291748,640117.6431581085,942.6537215130833
Vietnam,29334769277.222473,45579017.054212995,643.6024989817322
Wallis and Futuna Islands,82477.60736083984,108.3370006027222,761.3059887386934
West Bank,217577.46875,401.669006347656,541.6834889214242
Western Samoa,1588007.2672805788,1682.9626871701419,943.5784164358224
Yemen,422774093.16598725,578361.5757268027,730.9857897020645
Zambia,270737302.60044974,353322.82256249344,766.2604431746366
Zimbabwe,206839915.5725779,216470.9331273131,955.5089571814665
