Export_country,Nominal Value (SUM),Tons (SUM),Price
Taiwan,28330903076.239098,36009278.08063352,786.7667608553363
Tanzania,7987267.5365727395,8279.022119158257,964.7597773763189
Thailand,2226446602.5277267,3075984.626781229,723.8159069922025
Togo,116496.79819107056,188.01,619.6308610769138
Tokelau,390005.0480957031,674.408999991417,578.2915828535305
Tunisia,250415459.99090672,281531.0711859977,889.477168313923
Turkey,12229341387.84479,17569796.510663092,696.0434277325189
Turkmenistan,136185.8984375,163.5250009155273,832.8139286044099
Uganda,18247623.45727539,31515.479804260256,579.0050975142914
Ukraine,56015775438.24426,114322400.65912314,489.9807484385091
United Arab Emirates,6339154327.750967,12172791.617565868,520.7642196555219
United Kingdom,11604294053.246311,17073172.961715903,679.6799914853112
United States,34745455876.0,35514368.642055325,978.349248615255
Uruguay,17409336.03515625,37202.230203125,467.96484888408276
Uzbekistan,60656878.28821588,89416.8247970569,678.3609060809813
Vanuatu,46651.453125,36.8899993896484,1264.6097559462344
Venezuela,1948382659.9154358,5264370.964701175,370.1074018111171
Vietnam,13995267143.39912,21466886.085699886,651.9467745590747
Yemen,10370490.733909607,13155.95725,788.2733682423304
Zambia,390681675.23690677,362123.91395746026,1078.8618486068867
Zimbabwe,2298474.088559568,4448.212240525824,516.7186195881393
