Country,Nominal Value (SUM)_exporter,Tons (SUM)_exporter,Price_exporter,Nominal Value (SUM)_importer,Tons (SUM)_importer,Price_importer
Tanzania,7987267.5365727395,8279.022119158257,964.7597773763188,1418952346.4156196,2269442.161685509,625.2427888982935
Thailand,2226446602.5277267,3075984.626781229,723.8159069922025,50471604095.34838,76276484.82920644,661.6928429300493
Togo,116496.79819107056,188.01,619.6308610769138,313978496.58529145,430756.0832376103,728.9008996121295
Tokelau,390005.0480957031,674.408999991417,578.2915828535305,153468.16625976562,249.68100130558025,614.6569641153377
Tunisia,250415459.99090672,281531.0711859977,889.477168313923,2485710272.5163093,4931797.557658953,504.0170938598374
Turkey,12229341387.84479,17569796.510663092,696.0434277325189,57540619868.62232,100549185.6202316,572.263410326861
Turkmenistan,136185.8984375,163.5250009155273,832.8139286044099,163975231.91294885,274960.903157767,596.3583550598943
Uganda,18247623.45727539,31515.479804260256,579.0050975142914,161600393.6308586,250376.880391288,645.4285770248041
Ukraine,56015775438.24426,114322400.65912314,489.9807484385091,2345126047.08861,2804589.328890389,836.1744883399522
United Arab Emirates,6339154327.750967,12172791.617565868,520.7642196555219,11985357512.251287,18655159.369169887,642.4687816957851
United Kingdom,11604294053.246311,17073172.961715903,679.6799914853112,11520807745.771383,13612332.465492263,846.3507466466185
United States,34745455876.0,35514368.642055325,978.349248615255,109687330878.0,174297595.43377647,629.3106373901479
Uruguay,17409336.03515625,37202.230203125,467.9648488840828,241239705.41844177,364082.1448189305,662.5969135026324
Uzbekistan,60656878.28821588,89416.8247970569,678.3609060809813,3191364857.8700657,6372960.516739592,500.7664568903949
Vanuatu,46651.453125,36.8899993896484,1264.6097559462344,2470548.037197113,2592.603369656345,952.9217103210776
Venezuela,1948382659.915436,5264370.964701175,370.1074018111171,603409278.5291748,640117.6431581085,942.6537215130832
Vietnam,13995267143.39912,21466886.08569989,651.9467745590747,29334769277.222477,45579017.054213,643.6024989817322
Yemen,10370490.733909609,13155.95725,788.2733682423304,422774093.16598725,578361.5757268027,730.9857897020645
Zambia,390681675.2369068,362123.91395746026,1078.8618486068867,270737302.60044974,353322.82256249344,766.2604431746366
Zimbabwe,2298474.088559568,4448.212240525824,516.7186195881393,206839915.5725779,216470.9331273131,955.5089571814664
